English	Finnish
Lake Victoria	Victoriajärvi
Lakshmi	Lakshmi
Lambda	Lambda
Lamiaceae	Huulikukkaiskasvit
Lammergeier	Partakorppikotka
Lamprey	Nahkiaiset
Lancashire	Lancashire
Lancelet	Suikulaiset
Landfill	Kaatopaikka
Language	Kieli
Languedoc-Roussillon	Languedoc-Roussillon
Lansing	Lansing
Lanthanide	Lantanoidi
Lanthanum	Lantaani
Laos	Laos
Laos	Luokka:Laos
Laptev Sea	Laptevinmeri
Laptop	Kannettava tietokone
Larch	Lehtikuuset
Larva	Toukka
Larynx	Kurkunpää
Las Vegas	Las Vegas
Lascaux	Lascaux'n luola
Laser	Laser
Lathe	Sorvi
Latin	Latina
Latin America	Latinalainen Amerikka
Latin alphabet	Latinalaiset aakkoset
Latitude	Leveyspiiri
Latvia	Latvia
Latvia	Luokka:Latvia
Laughter	Nauraminen
Laurasia	Lauraasia
Lausanne	Lausanne
Lava	Laava
Law	Laki
Law	Luokka:Oikeustiede
Lawrencium	Lawrencium
Lawyer	Asianajaja
Lazio	Latium
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Lead	Lyijy
Leaf	Lehti (kasvitiede)
League of Nations	Kansainliitto
Leaning Tower of Pisa	Pisan torni
Leap year	Karkausvuosi
Learning	Oppiminen
Lebanon	Libanon
Lebanon	Luokka:Libanon
Leda (mythology)	Leda
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Left-handed	Vasenkätisyys
Legend	Legenda
Lego	Lego
Leicester	Leicester
Leiden	Leiden
Leipzig	Leipzig
Lemon	Sitruuna
Lemon balm	Sitruunamelissa
Lena River	Lena
Length	Pituus
Lens (optics)	Linssi (optiikka)
Lent	Suuri paasto
Lentil	Linssi (kasvi)
Leo (constellation)	Leijona (tähdistö)
Leo I (emperor)	Leo I
Leon Trotsky	Lev Trotski
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brezhnev	Leonid Brežnev
Leopard	Leopardi
Lepidoptera	Perhoset
Leprosy	Lepra
Lepton	Leptoni
Lepus (constellation)	Jänis (tähdistö)
Lesbian	Lesbous
Lesotho	Lesotho
Lesotho	Luokka:Lesotho
Lesser Antilles	Pienet Antillit
Leto	Leto
Letter (alphabet)	Kirjain
Leukemia	Leukemia
Levant	Levantti
Lever	Vipu
Leviathan	Leviatan
Leviticus	Kolmas Mooseksen kirja
Lewis Carroll	Lewis Carroll
Lexicology	Leksikologia
Lhasa	Lhasa
Lhotse	Lhotse
Liberalism	Liberalismi
Liberalism	Luokka:Liberalismi
Liberation Tigers of Tamil Eelam	Tamilitiikerit
Liberia	Liberia
Liberia	Luokka:Liberia
Libra (constellation)	Vaaka (tähdistö)
Library	Kirjasto
Libretto	Libretto
Libreville	Libreville
Libya	Libya
Libya	Luokka:Libya
Lichen	Jäkälä
Lie	Valehtelu
Liechtenstein	Liechtenstein
Liechtenstein	Luokka:Liechtenstein
Lieutenant	Luutnantti
Life	Elämä
Life	Luokka:Elämä
Light	Valo
Light-emitting diode	LED
Light-year	Valovuosi
Lighter	Sytytin (tulentekoväline)
Lighthouse	Majakka
Lightning	Salama
Liguria	Liguria
Ligurian Sea	Ligurianmeri
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick	Limerick
Limestone	Kalkkikivi
Limit (mathematics)	Raja-arvo
Limnology	Limnologia
Limousin (region)	Limousin
Lincoln	Lincoln (Nebraska)
Lincoln	Lincoln
Lincolnshire	Lincolnshire
Line (mathematics)	Suora
Linear algebra	Lineaarialgebra
Linear algebra	Luokka:Lineaarialgebra
Lingua franca	Lingua franca
Linguistics	Kielitiede
Linguistics	Luokka:Kielitiede
Linus Pauling	Linus Pauling
Linux	Linux
Linux	Luokka:Linux
Linz	Linz
Lion	Leijona
Lipid	Lipidi
Liqueur	Likööri
Liquid	Neste
Liquid crystal display	Nestekidenäyttö
Liquorice	Lakritsikasvi
Lisbon	Lissabon
Lise Meitner	Lise Meitner
Lisp (programming language)	Lisp
Literacy	Lukutaito
Literature	Kirjallisuus
Literature	Luokka:Kirjallisuus
Literature	Teemasivu:Kirjallisuus
Lithium	Litium
Lithography	Litografia
Lithosphere	Litosfääri
Lithuania	Liettua
Lithuania	Luokka:Liettua
Litre	Litra
Little Owl	Minervanpöllö
Liverpool	Liverpool
Livonia	Liivinmaa
Livy	Livius
Lizard	Liskot
Ljubljana	Ljubljana
Llama	Laama
Loanword	Lainasana
Local area network	Lähiverkko
Loch Ness	Loch Ness
Loch Ness Monster	Loch Nessin hirviö
Locomotive	Veturi
Logarithm	Logaritmi
Logic	Logiikka
Logic	Luokka:Logiikka
Logic gate	Looginen portti
Logistics	Logistiikka
Logo	Logo
Loire	Loire (departementti)
Loire River	Loire
Loki	Loki (jumala)
Lolita	Lolita
Lombardy	Lombardia
London	Lontoo
London	Luokka:Lontoo
Long Beach	Long Beach
Long Island	Long Island
Long jump	Pituushyppy
Long-eared Owl	Sarvipöllö
Lope de Vega	Lope de Vega
Lord's Prayer	Isä meidän
Lorraine (region)	Lothringen
Los Angeles	Los Angeles
Lot (department)	Lot (departementti)
Loudspeaker	Kaiutin
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louis the Pious	Ludvig Hurskas
Louis the Stammerer	Ludvig Änkyttäjä
Louisiana	Louisiana
Louisiana	Luokka:Louisiana
Louisville	Louisville
Louvre	Louvre
Love	Rakkaus
Low German	Alasaksa
Lower Saxony	Ala-Saksi
Luanda	Luanda
Lublin	Lublin
Lucerne	Luzern
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucretius	Lucretius
Lucrezia Borgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen (unit)	Luumen
Luminescence	Luminesenssi
Lunar eclipse	Kuunpimennys
Lund	Lund
Lung	Keuhkot
Lung cancer	Keuhkosyöpä
Lungfish	Keuhkokalat
Lupus (constellation)	Susi (tähdistö)
Lusaka	Lusaka
Lusitania	Lusitania
Lute	Luuttu
Lutetium	Lutetium
Lutheranism	Luterilaisuus
Lux	Luksi
Luxembourg	Luxemburg
Luxembourg	Luokka:Luxemburg
Luxembourg (city)	Luxemburg (kaupunki)
Luxor	Luxor
Luzon	Luzon
Lychee	Litsi
Lydia	Lyydia
Lymphatic system	Imusuonisto
Lynx (constellation)	Ilves (tähdistö)
Lynx (web browser)	Lynx (selain)
Lyon	Lyon
Lyra	Lyyra (tähdistö)
Lysergic acid diethylamide	LSD
Lysine	Lysiini
Lysosome	Lysosomi
M	M
M-theory	M-teoria
MESSENGER	Messenger
MIME	MIME
MS-DOS	MS-DOS
Macau	Macao
Macbeth	Macbeth (näytelmä)
Macedon	Makedonian valtakunta
Macedonia	Makedonia
Macedonia (Greece)	Makedonia (Kreikka)
Mach number	Mach-luku
Machine	Kone
Machine code	Konekieli
Machine gun	Konekivääri
Machine translation	Konekääntäminen
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Macroeconomics	Makrotaloustiede
Macroeconomics	Luokka:Makrotaloustiede
Madagascar	Madagaskar
Madagascar	Luokka:Madagaskar
Madeira	Madeira
Madison	Madison
Madonna (entertainer)	Madonna
Madrid	Madrid
Madrid (autonomous community)	Madrid (itsehallintoalue)
Mafia	Mafia
Magazine	Aikakauslehti
Magenta	Magenta
Maghreb	Maghreb
Magic (paranormal)	Taikuus (yliluonnollinen)
Magic square	Taikaneliö
Maginot Line	Maginot-linja
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnesium
Magnet	Magneetti
Magnetic field	Magneettikenttä
Magnetic resonance imaging	Magneettikuvaus
Magnetism	Magnetismi
Magnetism	Luokka:Magnetismi
Magnetite	Magnetiitti
Magnifying glass	Suurennuslasi
Magnoliopsida	Luokka:Kaksisirkkaiset
Magpie	Harakkalinnut
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Mail	Posti
Maimonides	Maimonides
Main	Main
Main	Malline:Pääartikkeli
Maine	Maine (osavaltio)
Maine	Luokka:Maine
Mainframe computer	Suurtietokone
Maitreya	Maitreya (buddhalaisuus)
Maize	Maissi
Major	Majuri
Major scale	Duuri
Majorca	Mallorca
Makalu	Makalu
Malabo	Malabo
Malachite	Malakiitti
Malacostraca	Kuoriäyriäiset
Malaria	Malaria
Malawi	Luokka:Malawi
Malay Peninsula	Malakan niemimaa
Malayan Tapir	Intiantapiiri
Malaysia	Malesia
Malaysia	Luokka:Malesia
Malcolm X	Malcolm X
Maldives	Malediivit
Maldives	Luokka:Malediivit
Mali	Mali
Mali	Luokka:Mali
Mallard	Sinisorsa
Malta	Malta
Malta	Luokka:Malta
Maltese language	Maltan kieli
Maltose	Maltoosi
Malvaceae	Malvakasvit
Mammal	Nisäkkäät
Mammoth	Mammutit
Managua	Managua
Manama	Manama
Manatee	Manaatit
Manchester	Manchester
Manchuria	Mantšuria
Mandala	Mandala
Mandarin orange	Mandariini
Mandelbrot set	Mandelbrotin joukko
Manganese	Mangaani
Mango	Mango
Mangrove	Mangrove
Manhattan	Manhattan
Manhattan Project	Manhattan-projekti
Manichaeism	Manikealaisuus
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Mannerism	Manierismi
Mannheim	Mannheim
Mantle (geology)	Maan vaippa
Mantra	Mantra
Mantua	Mantova
Manuel de Falla	Manuel de Falla
Manuscript	Käsikirjoitus
Mao Zedong	Mao Zedong
Maoism	Maolaisuus
Map	Kartta
Maple	Vaahterat
Maputo	Maputo
Marathon	Maraton
Marble	Marmori
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
March	Maaliskuu
March 17	17. maaliskuuta
March 19	19. maaliskuuta
March 2	2. maaliskuuta
March 25	25. maaliskuuta
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Junius Brutus	Marcus Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk (mytologia)
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Mariana Islands	Mariaanit
Marie Antoinette	Marie-Antoinette
Marie Curie	Marie Curie
Mariehamn	Maarianhamina
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Mark Antony	Marcus Antonius
Mark Twain	Mark Twain
Market	Markkinat
Marketing	Markkinointi
Marketing	Luokka:Markkinointi
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Markiisi de Sade
Marrakech	Marrakech
Marriage	Avioliitto
Mars	Luokka:Mars
Mars (disambiguation)	Mars (täsmennyssivu)
Mars (mythology)	Mars (jumala)
Marseille	Marseille
Marshall Islands	Marshallinsaaret
Marshall Islands	Luokka:Marshallinsaaret
Marshall Plan	Marshall-apu
Marsupial	Pussieläimet
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martti Luther
Martin Luther King	Martin Luther King, Jr.
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navratilova	Martina Navrátilová
Martinique	Martinique
Martyr	Marttyyri
Marx Brothers	Marxin veljekset
Marxism	Marxismi
Marxism	Luokka:Marxismi
Mary (mother of Jesus)	Neitsyt Maria
Mary Magdalene	Magdalan Maria
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Maryland	Luokka:Maryland
Maseru	Maseru
Mashhad	Mashhad
Mass	Massa
Mass (liturgy)	Messu
Mass number	Massaluku
Massachusetts	Massachusetts
Massachusetts	Luokka:Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbation	Itsetyydytys
Mata Hari	Mata Hari
Match	Tulitikku
Materialism	Materialismi
Mathematical logic	Luokka:Matemaattinen logiikka
Mathematical proof	Matemaattinen todistus
Mathematics	Matematiikka
Mathematics	Luokka:Matematiikka
Matrix (mathematics)	Matriisi
Matter	Aine
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Maundy Thursday	Kiirastorstai
Maurice Ravel	Maurice Ravel
Mauritania	Mauritania
Mauritania	Luokka:Mauritania
Mauritius	Mauritius
Mauritius	Luokka:Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maximianus
Maxwell's equations	Maxwellin yhtälöt
May	Toukokuu
May 1	1. toukokuuta
May 24	24. toukokuuta
Mayenne	Mayenne
Mayonnaise	Majoneesi
Mayor	Pormestari
Mbabane	Mbabane
Mead	Sima
Measles	Tuhkarokko
Measure (mathematics)	Mittateoria
Measurement	Mittaaminen
Meat	Liha
Mecca	Mekka
Mechanical engineering	Konetekniikka
Mechanical engineering	Luokka:Konetekniikka
Mechanics	Luokka:Mekaniikka
Medea	Medeia
Median	Mediaani
Medication	Lääke
Medici	Medici-suku
Medicine	Lääketiede
Medicine	Luokka:Lääketiede
Medina	Medina
Meditation	Meditaatio
Mediterranean	Luokka:Välimeri
Mediterranean Sea	Välimeri
Medusa	Medusa
Meerkat	Nelisormimangusti
Megabyte	Megatavu
Meiosis	Meioosi
Meister Eckhart	Mestari Eckhart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanesia
Melody	Melodia
Melpomene	Melpomene
Melting	Sulaminen
Melting point	Sulamispiste
Meme	Meemi
Memory	Muisti
Memphis	Memphis
Memphis	Memfis
Menachem Begin	Menachem Begin
Mendelevium	Mendelevium
Menelaus	Menelaos
Meningitis	Aivokalvontulehdus
Mensa (constellation)	Pöytävuori (tähdistö)
Menstrual cycle	Kuukautiskierto
Menstruation	Kuukautiskierto
Mentha	Mintut
Mercantilism	Merkantilismi
Mercenary	Palkkasotilas
Mercury	Mercury
Mercury (element)	Elohopea
Mercury (mythology)	Mercurius
Mercury (planet)	Merkurius
Meritocracy	Meritokratia
Mermaid	Merenneito
Merovingian	Merovingit
Meryl Streep	Meryl Streep
Mescaline	Meskaliini
Mesolithic	Mesoliittinen kausi
Meson	Mesoni
Mesopotamia	Mesopotamia
Mesopotamia	Luokka:Mesopotamiatyngät
Mesosphere	Mesosfääri (Maan vaippa)
Mesozoic	Mesotsooinen maailmankausi
Messenger RNA	Lähetti-RNA
Messiah	Messias
Messina	Messina
Metabolism	Aineenvaihdunta
Metadata	Metatieto
Metal	Metalli
Metallic bond	Metallisidos
Metalloid	Puolimetalli
Metallurgy	Metallurgia
Metallurgy	Luokka:Metallurgia
Metamorphic rock	Metamorfinen kivilaji
Metaphor	Metafora
Metaphysics	Metafysiikka
Metastasis	Etäpesäke
Meteor shower	Meteoriparvi
Meteorite	Meteoriitti
Meteoroid	Meteoroidi
Meteorology	Luokka:Meteorologia
Meteorology	Meteorologia
Methadone	Metadoni
Methamphetamine	Metamfetamiini
Methanol	Metanoli
Methionine	Metioniini
Methodism	Metodismi
Methylenedioxymethamphetamine	MDMA
Metis (moon)	Metis (kuu)
Metre	Metri
Metric space	Metrinen avaruus
Meuse	Meuse
Meuse River	Maas
Mexico	Meksiko
Mexico	Luokka:Meksiko
Mexico City	México
Miami	Miami
Mica	Kiille
Michael (archangel)	Mikael (arkkienkeli)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo
Michigan	Michigan
Michigan	Luokka:Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Mikki Hiiri
Microbiology	Mikrobiologia
Microbiology	Luokka:Mikrobiologia
Microeconomics	Mikrotaloustiede
Microeconomics	Luokka:Mikrotaloustiede
Micronesia	Mikronesia
Microorganism	Mikrobi
Microphone	Mikrofoni
Microprocessor	Mikroprosessori
Microscope	Mikroskooppi
Microscopium	Mikroskooppi (tähdistö)
Microwave	Mikroaallot
Microwave oven	Mikroaaltouuni
Middle Ages	Keskiaika
Middle Ages	Luokka:Keskiaika
Middle East	Lähi-itä
Middle East	Luokka:Lähi-itä
Midnight sun	Keskiyön aurinko
Migraine	Migreeni
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mikhail Bakunin	Mihail Bakunin
Mikhail Glinka	Mihail Glinka
Mikhail Gorbachev	Mihail Gorbatšov
Milan	Milano
Mile	Maili
Miles Davis	Miles Davis
Military	Luokka:Maanpuolustus
Military rank	Sotilasarvo
Milk	Maito
Milky Way	Linnunrata
Millard Fillmore	Millard Fillmore
Million	Miljoona
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minaret	Minareetti
Mindanao	Mindanao
Mineral	Mineraali
Mineral water	Kivennäisvesi
Mineralogy	Mineralogia
Mineralogy	Luokka:Mineralogia
Minerva	Minerva
Ming Dynasty	Ming-dynastia
Minimalism	Minimalismi
Mining	Kaivannaistoiminta
Minister (government)	Ministeri
Minneapolis	Minneapolis
Minnesota	Minnesota
Minnesota	Luokka:Minnesota
Minoan civilization	Minolainen kulttuuri
Minos	Minos
Minotaur	Minotauros
Minsk	Minsk
Minute	Minuutti
Miocene	Mioseeni
Miracle	Ihme
Mirror	Peili
Mishnah	Mišna
Mississippi	Luokka:Mississippi
Mississippi River	Mississippi (joki)
Missouri	Missouri
Missouri	Luokka:Missouri
Missouri River	Missouri (joki)
Mitochondrion	Mitokondrio
Mnemosyne	Mnemosyne
Mobile phone	Matkapuhelin
Modem	Modeemi
Modernism	Modernismi
Modest Mussorgsky	Modest Musorgski
Modulation	Modulaatio (elektroniikka)
Mogadishu	Mogadishu
Moirae	Kohtalottaret
Mold	Home
Moldova	Moldova
Moldova	Luokka:Moldova
Mole (unit)	Mooli
Molecular biology	Molekyylibiologia
Molecular biology	Luokka:Molekyylibiologia
Molecule	Molekyyli
Molise	Molise
Mollusca	Nilviäiset
Molotov cocktail	Polttopullo
Molybdenum	Molybdeeni
Mombasa	Mombasa
Momentum	Liikemäärä
Monaco	Monaco
Monaco	Luokka:Monaco
Monarch	Monarkki
Monarchy	Monarkia
Monarchy	Luokka:Monarkia
Monastery	Luostari
Monday	Maanantai
Money	Raha
Mongolia	Mongolia
Mongolia	Luokka:Mongolia
Mongoose	Mangustit
Monica Seles	Monica Seles
Monism	Monismi
Monocotyledon	Yksisirkkaiset
Monomer	Monomeeri
Monopoly	Monopoli
Monopoly (game)	Monopoli (peli)
Monosaccharide	Monosakkaridi
Monosodium glutamate	Natriumglutamaatti
Monotheism	Monoteismi
Monotreme	Nokkaeläimet
Monroe Doctrine	Monroen oppi
Monrovia	Monrovia
Mons	Mons
Monsoon	Monsuuni
Mont Blanc	Mont Blanc
Montana	Montana
Montana	Luokka:Montana
Montenegro	Montenegro
Montenegro	Luokka:Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery	Montgomery (Alabama)
Month	Kuukausi
Montpelier	Montpelier (Vermont)
Montreal	Montréal
Montserrat	Montserrat
Moon	Kuu
Moose	Hirvi
Morality	Moraali
Moravia	Määri
Morocco	Marokko
Morocco	Luokka:Marokko
Morpheme	Morfeemi
Morphine	Morfiini
Morphology (linguistics)	Morfologia
Morse code	Sähkötys
Mortar (weapon)	Kranaatinheitin
Mosaic	Mosaiikki
Moscow	Moskova
Moscow	Luokka:Moskova
Moselle	Moselle
Moses	Mooses
Moshe Dayan	Moshe Dayan
Mosque	Moskeija
Mosquito	Hyttyset
Moss	Lehtisammalet
Mossad	Mossad
Mosul	Mosul
Motet	Motetti
Mother	Äiti
Mother Teresa	Äiti Teresa
Mother's Day	Äitienpäivä
Motion (physics)	Liike (fysiikka)
Motorcycle	Moottoripyörä
Motto	Tunnuslause
Mount Ararat	Ararat
Mount Athos	Athos
Mount Etna	Etna
Mount Everest	Mount Everest
Mount Fuji	Fuji (vuori)
Mount Kilimanjaro	Kilimanjaro
Mount McKinley	Mount McKinley
Mount Olympus	Olympos (Kreikka)
Mount Pinatubo	Pinatubo
Mount Rushmore	Mount Rushmore National Memorial
Mount St. Helens	St. Helens (vuori)
Mount Vesuvius	Vesuvius
Mountain	Vuori
Mountain bike	Maastopyöräily
Mountain pass	Sola (maantiede)
Mountain range	Vuoristo
Mouse	Hiiret
Mouse (computing)	Hiiri (osoitinlaite)
Mozambique	Mosambik
Mozambique	Luokka:Mosambik
Mu (letter)	Myy
Muhammad	Muhammad
Muhammad Ali	Muhammad Ali
Mulberry	Mulperipuut
Mule	Muuli
Multimedia	Multimedia
Multiple sclerosis	MS-tauti
Multiplication	Kertolasku
Mumbai	Mumbai
Mummy	Muumio
Munich	München
Municipality	Kunta
Muon	Myoni
Murmansk	Murmansk
Murphy's law	Murphyn laki
Murray Gell-Mann	Murray Gell-Mann
Musa (genus)	Ruokabanaani
Muscat	Muscat
Muscle	Lihaskudokset
Muse	Muusa
Museum	Museo
Mushroom	Sienet
Music	Musiikki
Music	Luokka:Musiikki
Musical Instrument Digital Interface	MIDI
Musical instrument	Soitin
Musical scale	Sävelasteikko
Musician	Muusikko
Musicology	Musiikkitiede
Musket	Musketti
Mustelidae	Näätäeläimet
Mutation	Mutaatio
Mute Swan	Kyhmyjoutsen
Myanmar	Luokka:Myanmar
Mycenae	Mykene
Mycology	Sienitiede
Mycology	Luokka:Sienitiede
Myocardial infarction	Sydäninfarkti
Myopia	Likinäköisyys
Myriapoda	Tuhatjalkaiset
Mysticism	Mystiikka
Myth	Myytti
Mythology	Mytologia
Mythology	Luokka:Mytologia
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	Pohjois-Atlantin liitto
NATO	Luokka:NATO
Nadine Gordimer	Nadine Gordimer
Nagasaki	Nagasaki
Nagoya	Nagoya
Nahuatl	Nahuatl
Nail (anatomy)	Kynsi
Nail (fastener)	Naula
Nairobi	Nairobi
Namib Desert	Namib
Namibia	Namibia
Namibia	Luokka:Namibia
Namur (city)	Namur
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanjing
Nanotechnology	Nanoteknologia
Nantes	Nantes
Napalm	Napalm
Naples	Napoli
Napoleonic Wars	Napoleonin sodat
Narcissus (mythology)	Narkissos
Nashville	Nashville
Nassau	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Nation	Kansakunta
National Security Agency	NSA
National anthem	Kansallislaulu
National park	Kansallispuisto
Nationalism	Nationalismi
Nationalism	Luokka:Nationalismi
Natural gas	Maakaasu
Natural number	Luonnollinen luku
Natural science	Luonnontiede
Natural selection	Luonnonvalinta
Nature	Luonto
Nature	Luokka:Luonto
Naturism	Nudismi
Nauru	Nauru
Nauru	Luokka:Nauru
Nautical mile	Meripeninkulma
Navigation	Luokka:Navigointi
Navigation	Navigointi
Navy	Merivoimat
Nazareth	Nasaret
Nazi Germany	Natsi-Saksa
Nazi Germany	Luokka:Natsi-Saksa
Nazi Party	Saksan kansallissosialistinen työväenpuolue
Nazism	Luokka:Kansallissosialismi
Neanderthal	Neandertalinihminen
Nebraska	Nebraska
Nebraska	Luokka:Nebraska
Nebuchadrezzar II	Nebukadressar II
Nebula	Kaasusumu
Neckar	Neckar
Necktie	Solmio
Nefertiti	Nefertiti
Negev	Negevin autiomaa
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Sukkulamadot
Nemean Lion	Nemean leijona
Nemesis (mythology)	Nemesis (mytologia)
Neodymium	Neodyymi
Neolithic	Neoliittinen kausi
Neologism	Uudissana
Neon	Neon
Neoplatonism	Uusplatonismi
Nepal	Nepal
Nepal	Luokka:Nepal
Nephthys	Neftys
Neptune	Neptunus
Neptunium	Neptunium
Nereid (moon)	Nereid
Nero	Nero
Nerva	Nerva
Nervous system	Hermosto
Nervous system	Luokka:Hermosto
Nest	Pesä
Nestorianism	Nestoriolaisuus
Netherlands	Alankomaat
Netherlands	Luokka:Alankomaat
Netherlands Antilles	Alankomaiden Antillit
Network topology	Verkkotopologia
Neurology	Neurologia
Neurology	Luokka:Neurologia
Neuron	Neuroni
Neurotransmitter	Aivojen välittäjäaine
Neutrino	Neutriino
Neutron	Neutroni
Neutron star	Neutronitähti
Neva River	Neva (joki)
Nevada	Nevada
Nevada	Luokka:Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
New Caledonia	Uusi-Kaledonia
New Delhi	New Delhi
New England	Uusi-Englanti
New Guinea	Uusi-Guinea
New Hampshire	New Hampshire
New Hampshire	Luokka:New Hampshire
New Jersey	New Jersey
New Jersey	Luokka:New Jersey
New Mexico	New Mexico
New Mexico	Luokka:New Mexico
New Orleans	New Orleans
New South Wales	Uusi Etelä-Wales
New Testament	Uusi testamentti
New World	Uusi manner
New Year	Uusivuosi
New York	New York (osavaltio)
New York	Luokka:New York
New York (disambiguation)	New York (täsmennyssivu)
New York City	New York
New York City	Luokka:New York (kaupunki)
New York Stock Exchange	New Yorkin pörssi
New Zealand	Uusi-Seelanti
New Zealand	Luokka:Uusi-Seelanti
Newark	Newark
Newfoundland (island)	Newfoundland
Newfoundland and Labrador	Newfoundland ja Labrador
Newport	Newport
Newton	Newton
Niacin	Niasiini
Niagara Falls	Niagaran putoukset
Niamey	Niamey
Nicaragua	Nicaragua
Nicaragua	Luokka:Nicaragua
Nice	Nizza
Nicene Creed	Nikaian uskontunnustus
Nicholas	Nikola Petrović-Njegoš
Nickel	Nikkeli
Nicolaus Copernicus	Nikolaus Kopernikus
Nicosia	Nikosia
Nicotine	Nikotiini
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Niger	Luokka:Niger
Niger River	Niger (joki)
Nigeria	Nigeria
Nigeria	Luokka:Nigeria
Night	Yö
Nightingale	Etelänsatakieli
Nihilism	Nihilismi
Nijmegen	Nĳmegen
Nike	Nike (yritys)
Nike (mythology)	Nike
Nikita Khrushchev	Nikita Hruštšov
Nikola Tesla	Nikola Tesla
Nile	Niili
Nile crocodile	Niilinkrokotiili
Nineveh	Ninive
Ninja	Ninja
Niobium	Niobium
Nirvana	Nirvana
Nitric acid	Typpihappo
Nitrogen	Typpi
Nitroglycerin	Nitroglyseroli
Nix (moon)	Nix
Njord	Njord
Noah	Nooa
Noam Chomsky	Noam Chomsky
Nobel Prize	Nobel-palkinto
Nobel Prize	Luokka:Nobel-palkinto
Nobelium	Nobelium
Nobility	Aateli
Nobility	Luokka:Aateli
Noble gas	Jalokaasut
Nomad	Nomadit
Nominative case	Nominatiivi
Nonmetal	Epämetalli
Norfolk	Norfolk
Norfolk Island	Norfolkinsaari
Norma (constellation)	Kulmaviivoitin (tähdistö)
Normal distribution	Normaalijakauma
Norman Mailer	Norman Mailer
Normandy	Normandia
Norse mythology	Skandinaavinen muinaisusko
Norse mythology	Luokka:Skandinaavinen mytologia
North	Pohjoinen
North Africa	Pohjois-Afrikka
North America	Pohjois-Amerikka
North America	Luokka:Pohjois-Amerikka
North Carolina	Pohjois-Carolina
North Carolina	Luokka:Pohjois-Carolina
North Dakota	Pohjois-Dakota
North Dakota	Luokka:Pohjois-Dakota
North Island	Pohjoissaari
North Korea	Korean demokraattinen kansantasavalta
North Korea	Luokka:Pohjois-Korea
North Pole	Pohjoisnapa
North Sea	Pohjanmeri
North Yorkshire	North Yorkshire
Northern Europe	Pohjois-Eurooppa
Northern Hemisphere	Pohjoinen pallonpuolisko
Northern Ireland	Pohjois-Irlanti
Northern Ireland	Luokka:Pohjois-Irlanti
