Estonian	English
Suur neljapäev	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mauritaania	Mauritania
Mauritius	Mauritius
Kategooria:Mauritius	Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Planck	Max Planck
Max Weber	Max Weber
Maximianus	Maximian
Mai	May
1. mai	May 1
24. mai	May 24
Ühepäevikulised	Mayfly
Mbabane	Mbabane
Leetrid	Measles
Meka	Mecca
Masinaehitus	Mechanical engineering
Mehaanika	Mechanics
Mediaan	Median
Medici	Medici
Meditsiin	Medicine
Kategooria:Meditsiin	Medicine
Mediina	Medina
Meditatsioon	Meditation
Kategooria:Vahemeri	Mediterranean
Vahemeri	Mediterranean Sea
Megabait	Megabyte
Meioos	Meiosis
Meister Eckhart	Meister Eckhart
Meitneerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melaneesia	Melanesia
Meloodia	Melody
Sulamine	Melting
Sulamistemperatuur	Melting point
Meem	Meme
Mälu	Memory
Memphis (Tennessee)	Memphis
Mendeleevium	Mendelevium
Menelaos	Menelaus
Psüühika- ja käitumishäired	Mental disorder
Merkantilism	Mercantilism
Elavhõbe	Mercury (element)
Mercurius	Mercury (mythology)
Merkuur	Mercury (planet)
Meridiaan	Meridian (geography)
Meritokraatia	Meritocracy
Merovingid	Merovingian
Meryl Streep	Meryl Streep
Mesoliitikum	Mesolithic
Mesopotaamia	Mesopotamia
Mesosoikum	Mesozoic
Informatsiooni-RNA	Messenger RNA
Metabolism	Metabolism
Metaandmed	Metadata
Metallid	Metal
Metalliline side	Metallic bond
Poolmetallid	Metalloid
Metallurgia	Metallurgy
Moondekivim	Metamorphic rock
Metafoor	Metaphor
Metafüüsika	Metaphysics
Meteoriit	Meteorite
Meteoorkeha	Meteoroid
Kategooria:Meteoroloogia	Meteorology
Meteoroloogia	Meteorology
Metadoon	Methadone
Metanool	Methanol
Metodism	Methodism
Meeter	Metre
Meetriline ruum	Metric space
Mehhiko	Mexico
Kategooria:Mehhiko	Mexico
México	Mexico City
Miami	Miami
Vilgud	Mica
Michael Faraday	Michael Faraday
Michelangelo	Michelangelo
Michigan	Michigan
Kategooria:Michigan	Michigan
Miki Hiir	Mickey Mouse
Mikroökonoomika	Microeconomics
Mikroneesia	Micronesia
Mikroorganismid	Microorganism
Mikrofon	Microphone
Keskaeg	Middle Ages
Lähis-Ida	Middle East
Polaarpäev	Midnight sun
Migreen	Migraine
Miguel de Cervantes Saavedra	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mihhail Bakunin	Mikhail Bakunin
Mihhail Glinka	Mikhail Glinka
Mihhail Gorbatšov	Mikhail Gorbachev
Milano	Milan
Miil	Mile
Miles Davis	Miles Davis
Sõjaväeline auaste	Military rank
Piim	Milk
Linnutee	Milky Way
Millard Fillmore	Millard Fillmore
Millimeeter	Millimetre
Miljon	Million
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minarett	Minaret
Mindanao	Mindanao
Mineraal	Mineral
Mineraalvesi	Mineral water
Mineraloogia	Mineralogy
Kategooria:Mineraloogia	Mineralogy
Mingi dünastia	Ming Dynasty
Minimalism	Minimalism
Minnesota	Minnesota
Kategooria:Minnesota	Minnesota
Minoor	Minor scale
Minsk	Minsk
Minut	Minute
Miotseen	Miocene
Ime	Miracle
Kategooria:Mississippi	Mississippi
Mississippi	Mississippi River
Missouri osariik	Missouri
Kategooria:Missouri	Missouri
Missouri	Missouri River
Mitokonder	Mitochondrion
Mobiiltelefon	Mobile phone
Modem	Modem
Modernism	Modernism
Modest Mussorgski	Modest Mussorgsky
Muqdisho	Mogadishu
Moirad	Moirae
Moldova Vabariik	Moldova
Kategooria:Moldova Vabariik	Moldova
Mool	Mole (unit)
Molekulaarbioloogia	Molecular biology
Molekul	Molecule
Molise	Molise
Limused	Mollusca
Molübdeen	Molybdenum
Mombasa	Mombasa
Impulss	Momentum
Monaco	Monaco
Kategooria:Monaco	Monaco
Monarh	Monarch
Monarhia	Monarchy
Klooster	Monastery
Esmaspäev	Monday
Raha	Money
Mongoolia	Mongolia
Kategooria:Mongoolia	Mongolia
Monica Seles	Monica Seles
Üheidulehelised	Monocotyledon
Monomeer	Monomer
Monopol	Monopoly
Monosahhariidid	Monosaccharide
Monoteism	Monotheism
Monrovia	Monrovia
Mussoon	Monsoon
Mont Blanc	Mont Blanc
Montana	Montana
Kategooria:Montana	Montana
Montenegro	Montenegro
Kategooria:Montenegro	Montenegro
Montevideo	Montevideo
Montgomery	Montgomery
Montpelier	Montpelier
Montréal	Montreal
Montserrat	Montserrat
Kuu	Moon
Põder	Moose
Moraal	Morality
Morava	Moravia
Maroko	Morocco
Kategooria:Maroko	Morocco
Morfeem	Morpheme
Morfoloogia (täpsustus)	Morphology
Morfoloogia	Morphology (linguistics)
Morsetähestik	Morse code
Moskva	Moscow
Kategooria:Moskva	Moscow
Mooses	Moses
Mošee	Mosque
Pistesääsklased	Mosquito
Lehtsammaltaimed	Moss
Mossad	Mossad
Mosul	Mosul
Ema	Mother
Ema Teresa	Mother Teresa
Emadepäev	Mother's Day
Liikumine	Motion (physics)
Mootorratas	Motorcycle
Tunnuslause	Motto
Ararat	Mount Ararat
Etna	Mount Etna
Džomolungma	Mount Everest
Fuji	Mount Fuji
Kilimanjaro	Mount Kilimanjaro
Mount McKinley	Mount McKinley
Olümpos	Mount Olympus
Pinatubo	Mount Pinatubo
Saint Helens	Mount St. Helens
Vesuuv	Mount Vesuvius
Mägi	Mountain
Mäekuru	Mountain pass
Mäestik	Mountain range
Hiir	Mouse
Arvutihiir	Mouse (computing)
Mosambiik	Mozambique
Kategooria:Mosambiik	Mozambique
Muḩammad	Muhammad
Multiipelskleroos	Multiple sclerosis
Mumbai	Mumbai
München	Munich
Vald	Municipality
Murmansk	Murmansk
Banaan (perekond)	Musa (genus)
Kärbes (tähtkuju)	Musca
Masqaţ	Muscat
Muusad	Muse
Muuseum	Museum
Muusika	Music
Kategooria:Muusika	Music
MIDI	Musical Instrument Digital Interface
Muusikainstrument	Musical instrument
Helirida	Musical scale
Muusik	Musician
Muusikateadus	Musicology
Mutatsioon	Mutation
Kühmnokk-luik	Mute Swan
Kategooria:Myanmar	Myanmar
Mükeene	Mycenae
Mükoloogia	Mycology
Müokardi infarkt	Myocardial infarction
Hulkjalgsed	Myriapoda
Müstika	Mysticism
Müüt	Myth
Mütoloogia	Mythology
N'Djamena	N'Djamena
NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nagasaki	Nagasaki
Nagoya	Nagoya
Küüs	Nail (anatomy)
Nairobi	Nairobi
Namibi kõrb	Namib Desert
Namiibia	Namibia
Kategooria:Namiibia	Namibia
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanotehnoloogia	Nanotechnology
Nantes	Nantes
Napoli	Naples
Nashville	Nashville
NSA	National Security Agency
Riigihümn	National anthem
Rahvuspark	National park
Natsionalism	Nationalism
Maagaas	Natural gas
Naturaalarv	Natural number
Looduslik valik	Natural selection
Loodus	Nature
Nauru	Nauru
Kategooria:Nauru	Nauru
Meremiil	Nautical mile
Naatsaret	Nazareth
Kolmas Riik	Nazi Germany
Natsionaalsotsialistlik Saksa Töölispartei	Nazi Party
Neandertallane	Neanderthal
Nebraska	Nebraska
Kategooria:Nebraska	Nebraska
Nebukadnetsar II	Nebuchadrezzar II
Neckar	Neckar
Nofretete	Nefertiti
Negev	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Ümarussid	Nematode
Nemea lõvi	Nemean Lion
Neodüüm	Neodymium
Neoliitikum	Neolithic
Neologism	Neologism
Neoon	Neon
Nepal	Nepal
Kategooria:Nepal	Nepal
Neptuun	Neptune
Neptuunium	Neptunium
Nero	Nero
Nerva	Nerva
Närvisüsteem	Nervous system
Kategooria:Närvisüsteem	Nervous system
Holland	Netherlands
Kategooria:Holland	Netherlands
Hollandi Antillid	Netherlands Antilles
Neuron	Neuron
Neutriinod	Neutrino
Neutron	Neutron
Neutrontäht	Neutron star
Neeva	Neva River
Nevada	Nevada
Kategooria:Nevada	Nevada
New Brunswick	New Brunswick
Uus-Kaledoonia	New Caledonia
New Delhi	New Delhi
Uus-Guinea	New Guinea
New Hampshire	New Hampshire
Kategooria:New Hampshire	New Hampshire
New Jersey osariik	New Jersey
Kategooria:New Jersey	New Jersey
New Mexico	New Mexico
Kategooria:New Mexico	New Mexico
New Orleans	New Orleans
Uus-Lõuna-Wales	New South Wales
Uus Testament	New Testament
Näärid	New Year
New Yorgi osariik	New York
Kategooria:New Yorgi osariik	New York
New York	New York City
Kategooria:New York	New York City
Uus-Meremaa	New Zealand
Kategooria:Uus-Meremaa	New Zealand
Newark	Newark
Newfoundland	Newfoundland (island)
Newfoundland ja Labrador	Newfoundland and Labrador
Newport	Newport
Njuuton	Newton
Niatsiin	Niacin
Niagara juga	Niagara Falls
Niamey	Niamey
Nicaragua	Nicaragua
Kategooria:Nicaragua	Nicaragua
Nice	Nice
Nikaia usutunnistus	Nicene Creed
Nikola Petrović-Njegoš	Nicholas
Nikkel	Nickel
Mikołaj Kopernik	Nicolaus Copernicus
Nikosia	Nicosia
Nikotiin	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Nigeri jõgi	Niger River
Nigeeria	Nigeria
Kategooria:Nigeeria	Nigeria
Nihilism	Nihilism
Nikita Hruštšov	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Niilus	Nile
Nioobium	Niobium
Nirvaana	Nirvana
Lämmastikhape	Nitric acid
Lämmastik	Nitrogen
Njördr	Njord
Noa	Noah
Noam Chomsky	Noam Chomsky
Nobeli auhind	Nobel Prize
Nobeelium	Nobelium
Aadel	Nobility
Kategooria:Aadel	Nobility
Väärisgaasid	Noble gas
Mittemetallid	Nonmetal
Norfolk	Norfolk
Norfolki saar	Norfolk Island
Norman Mailer	Norman Mailer
Normandia	Normandy
Skandinaavia mütoloogia	Norse mythology
Põhi	North
Põhja-Aafrika	North Africa
Põhja-Ameerika manner	North America
Kategooria:Põhja-Ameerika	North America
Põhja-Carolina	North Carolina
Kategooria:Põhja-Carolina	North Carolina
Põhja-Dakota	North Dakota
Kategooria:Põhja-Dakota	North Dakota
Põhja-Korea	North Korea
Kategooria:Põhja-Korea	North Korea
Põhjapoolus	North Pole
Põhjameri	North Sea
Põhja-Yorkshire	North Yorkshire
Põhja-Euroopa	Northern Europe
Põhjapoolkera	Northern Hemisphere
Põhja-Iirimaa	Northern Ireland
Põhja-Mariaanid	Northern Mariana Islands
Põhjaterritoorium	Northern Territory
Haug	Northern pike
Loodealad	Northwest Territories
Norra	Norway
Kategooria:Norra	Norway
Norra meri	Norwegian Sea
Norra kroon	Norwegian krone
Nina	Nose
Nostradamus	Nostradamus
Noot (muusika)	Note
Nouakchott	Nouakchott
Nova Scotia	Nova Scotia
Novaja Zemlja	Novaya Zemlya
Romaan	Novel
November	November
1. november	November 1
11. november	November 11
2. november	November 2
5. november	November 5
Noviaal	Novial
Novosibirsk	Novosibirsk
Tuumafüüsika	Nuclear physics
Tuumaenergia	Nuclear power
Arv	Number
Numiidia	Numidia
Numismaatika	Numismatics
Kategooria:Numismaatika	Numismatics
Nunavut	Nunavut
Nürnberg	Nuremberg
OPEC	OPEC
O'ahu	Oahu
Oakland	Oakland
Oaas	Oasis
Oaxaca osariik	Oaxaca
Ob	Ob River
Rasvumus	Obesity
Oboe	Oboe
Obsidiaan	Obsidian
Ockhami habemenuga	Occam's razor
Ookean	Ocean
Hoovus	Ocean current
Okeaania	Oceania
Kategooria:Okeaania	Oceania
Okeanograafia	Oceanography
Kategooria:Okeanograafia	Oceanography
Okeanos	Oceanus
Oktaav	Octave
Oktoober	October
12. oktoober	October 12
24. oktoober	October 24
Oktoobrirevolutsioon	October Revolution
Ood	Ode
Odra	Oder River
Odessa	Odessa
Odin	Odin
Kiililised	Odonata
Odysseus	Odysseus
Odüsseia	Odyssey
Oidipus	Oedipus
Ohio	Ohio
Kategooria:Ohio	Ohio
Ohmi seadus	Ohm's law
Õlimaal	Oil painting
Oklahoma	Oklahoma
Kategooria:Oklahoma	Oklahoma
Vanapõhja keel	Old Norse
Vana Testament	Old Testament
Oligarhia	Oligarchy
Oligotseen	Oligocene
Õlipuu	Olive
Oliiviõli	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Oliviin	Olivine
Olympia	Olympia
Olümpia	Olympia
Nüüdisaegsed olümpiamängud	Olympic Games
Kategooria:Olümpiamängud	Olympics
Omaha	Omaha
Omaan	Oman
Kategooria:Omaan	Oman
Omsk	Omsk
Sibul	Onion
Onomastika	Onomastics
Ontario provints	Ontario
Ontoloogia	Ontology
Öpiku-Oorti pilv	Oort cloud
Opaal	Opal
Opel	Opel
Ooper	Opera
Opera	Opera (Internet suite)
Operatsioonisüsteem	Operating system
Operett	Operetta
Oopium	Opium
Optika	Optics
Kategooria:Optika	Optics
Oraalseks	Oral sex
Oranž	Orange (colour)
Apelsinipuu	Orange (fruit)
Oratoorium	Oratorio
Orbiit	Orbit
Orkester	Orchestra
Käpalised	Orchidaceae
Selts (bioloogia)	Order (biology)
Benediktlased	Order of Saint Benedict
Ordoviitsium	Ordovician
Oregon	Oregon
Kategooria:Oregon	Oregon
Elund	Organ (anatomy)
Orel	Organ (music)
Organell	Organelle
Orgaaniline ühend	Organic compound
Organism	Organism
Organisatsioon	Organization
Orgasm	Orgasm
Origami	Origami
Origenes	Origen
Pärispatt	Original sin
Orinoco	Orinoco
Orissa	Orissa
Orlando	Orlando
Ornitoloogia	Ornithology
Orson Welles	Orson Welles
Ōsaka	Osaka
Oscar Wilde	Oscar Wilde
Võnkumine	Oscillation
Oslo	Oslo
Osmium	Osmium
Luukalad	Osteichthyes
Ostrava	Ostrava
Ottawa	Ottawa
Otto I (Saksa-Rooma keiser)	Otto I
Otto von Bismarck	Otto von Bismarck
Ovidius	Ovid
Oksüdatsiooniaste	Oxidation state
Oksiidid	Oxide
Hapnik	Oxygen
Oksüümoron	Oxymoron
Osoon	Ozone
Osoonikiht	Ozone layer
P	P
Vesinikeksponent	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Vaikne ookean	Pacific Ocean
Kategooria:Vaikne ookean	Pacific Ocean
Patsifism	Pacifism
Padova	Padua
Paganlus	Paganism
Pakistan	Pakistan
Kategooria:Pakistan	Pakistan
Versailles' loss	Palace of Versailles
Belau	Palau
Kategooria:Belau	Palau
Paleotseen	Paleocene
Paleoliitikum	Paleolithic
Paleontoloogia	Paleontology
Kategooria:Paleontoloogia	Paleontology
Paleosoikum	Paleozoic
Palermo	Palermo
Kategooria:Palestiina	Palestine
Palestiina	Palestinian National Authority
Pallaadium	Palladium
Pamiir	Pamir Mountains
Paan	Pan (mythology)
Panama	Panama
Panama kanal	Panama Canal
Panamá	Panama City
Pangaea	Pangaea
Panteism	Pantheism
Panter	Panthera
Kirikuriik	Papal States
Paapua Uus-Guinea	Papua New Guinea
Papüürus	Papyrus
Parabool	Parabola
Paracelsus	Paracelsus
Paraguay	Paraguay
Kategooria:Paraguay	Paraguay
Parallaks	Parallax
Paramaribo	Paramaribo
Parafiilia	Paraphilia
Parapsühholoogia	Parapsychology
Pariis	Paris
Kategooria:Pariis	Paris
Parkinsoni tõbi	Parkinson's disease
Parlament	Parliament
Parmenides	Parmenides
Paroodia	Parody
Parsek	Parsec
Pascal	Pascal (programming language)
Paskal	Pascal (unit)
Kategooria:Värvulised	Passeriformes
Värvulised	Passerine
Pass	Passport
Pastöriseerimine	Pasteurization
Patent	Patent
Pátra	Patras
Patriarh	Patriarch
Patrick White	Patrick White
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul McCartney	Paul McCartney
Paulus	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Pauli printsiip	Pauli exclusion principle
Paabulind (tähtkuju)	Pavo (constellation)
Ettur	Pawn (chess)
Pays de la Loire	Pays de la Loire
Rahu	Peace
Vestfaali rahu	Peace of Westphalia
Maapähkel	Peanut
Pirnipuu	Pear
Turvas	Peat
Kasvatusteadus	Pedagogy
Kategooria:Kasvatusteadus	Pedagogy
Pedofiilia	Pedophilia
Tamm	Pedunculate Oak
Peloponnesos	Peloponnese
Pliiats	Pencil
Poolsaar	Peninsula
Pennsylvania	Pennsylvania
Kategooria:Pennsylvania	Pennsylvania
Pentagramm	Pentagram
Nelipüha	Pentecost
Nelipühilased	Pentecostalism
Kategooria:Inimesed	People
Hiina	People's Republic of China
Pippin Lühike	Pepin the Short
Peptiidid	Peptide
Protsent	Percentage
Taju	Perception
Ahvenalised	Perciformes
Löökpillid	Percussion instrument
Percy Shelley	Percy Bysshe Shelley
Perestroika	Perestroika
Parfüüm	Perfume
Perikles	Pericles
Keemiliste elementide perioodilisussüsteem	Periodic table
Perm	Perm
Igikelts	Permafrost
Perm (geoloogia)	Permian
Pernambuco	Pernambuco
Igiliikur	Perpetual motion
Perseus	Perseus
Pärsia laht	Persian Gulf
Pihuarvuti	Personal digital assistant
Perth (Austraalia)	Perth
Peruu	Peru
Kategooria:Peruu	Peru
Pierre Abélard	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Francesco Petrarca	Petrarch
Nafta	Petroleum
Petroloogia	Petrology
Fanerosoikum	Phanerozoic
Vaarao	Pharaoh
Farmakoloogia	Pharmacology
Faas (füüsikaline keemia)	Phase (matter)
Fenomenoloogia	Phenomenology
Fenotüüp	Phenotype
Philadelphia	Philadelphia
Filateelia	Philately
Philippos II	Philip II of Macedon
Felipe II	Philip II of Spain
Filipiini meri	Philippine Sea
Filipiinid	Philippines
Kategooria:Filipiinid	Philippines
Filoloogia	Philology
Kategooria:Filoloogia	Philology
Filosoofia	Philosophy
Kategooria:Filosoofia	Philosophy
Phnom Penh	Phnom Penh
Foobia	Phobia
Foiniikia	Phoenicia
Phoenix	Phoenix
Foneetika	Phonetics
Fonoloogia	Phonology
Fosfaadid	Phosphate
Fosfor	Phosphorus
Fotograafia	Photography
Kategooria:Fotograafia	Photography
Footon	Photon
Fotosüntees	Photosynthesis
Hõimkond	Phylum
Arst	Physician
Füüsika	Physics
Kategooria:Füüsika	Physics
Füsioloogia	Physiology
Kategooria:Füsioloogia	Physiology
Pii	Pi
Klaver	Piano
Picardie	Picardie
Pidžin	Pidgin
Piemonte	Piedmont
Pierre	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Plzeň	Pilsen
Mänd	Pine
Ping (programm)	Ping
Pisa	Pisa
Kolb	Piston
Pittsburgh	Pittsburgh
Ajuripats	Pituitary gland
Tasand	Plane (mathematics)
Planeet	Planet
Plankton	Plankton
Taimed	Plant
Plastiidid	Plastid
Laamtektoonika	Plate tectonics
Plaatina	Platinum
Platon	Plato
Nokkloom	Platypus
Playboy	Playboy
Plejaadid (hajusparv)	Pleiades (star cluster)
Pleistotseen	Pleistocene
Plinius Noorem	Pliny the Younger
Pliotseen	Pliocene
Plovdiv	Plovdiv
Pluuto	Pluto
Plutoonium	Plutonium
Plymouth	Plymouth
Po	Po River
Kõrrelised	Poaceae
Poeesia	Poetry
Punkt (matemaatika)	Point (geometry)
Mürk	Poison
Poitou-Charentes	Poitou-Charentes
Pokker	Poker
Poola	Poland
Kategooria:Poola	Poland
Jääkaru	Polar bear
Põhjanael	Polaris
Politsei	Police
Erakond	Political party
Politoloogia	Political science
Poliitik	Politician
Poliitika	Politics
Kategooria:Poliitika	Politics
Polo	Polo
Poloonium	Polonium
Polügaamia	Polygamy
Hulknurk	Polygon
Hulktahukas	Polyhedron
Polümeerid	Polymer
Polüneesia	Polynesia
Polüteism	Polytheism
Polüvinüülkloriid	Polyvinyl chloride
Pomelo	Pomelo
Pompei	Pompeii
Levimuusika	Pop music
Paavst	Pope
Aleksander VI	Pope Alexander VI
Rahvaarv	Population
Portselan	Porcelain
Sadam	Port
Port Louis	Port Louis
Port Moresby	Port Moresby
Port-au-Prince	Port-au-Prince
Portland	Portland
Portland (täpsustus)	Portland
Porto	Porto
Portsmouth	Portsmouth
Portugal	Portugal
Kategooria:Portugal	Portugal
Poseidon	Poseidon
Positron	Positron
Postmark	Postage stamp
Postmodernism	Postmodernism
Kaalium	Potassium
Kartul	Potato
Potsdam	Potsdam
Nael (massiühik)	Pound (mass)
Suurbritannia naelsterling	Pound sterling
Võimsus	Power (physics)
Elektrijaam	Power station
Preetor	Praetor
Praha	Prague
Kategooria:Praha	Prague
Praseodüüm	Praseodymium
Palve	Prayer
Eelkambrium	Precambrian
Pretsessioon	Precession
Sademed	Precipitation (meteorology)
Rasedus	Pregnancy
Esiaeg	Prehistory
President	President
Ameerika Ühendriikide president	President of the United States
Rõhk	Pressure
Pretoria	Pretoria
Preester	Priest
Esikloomalised	Primate
Algmeridiaan	Prime Meridian
Peaminister	Prime minister
Algarv	Prime number
Prints Edwardi saar	Prince Edward Island
Prints Philip, Edinburghi hertsog	Prince Philip
Walesi prints	Prince of Wales
Relatiivsusteooria	Principle of relativity
Prioonid	Prion
Vangla	Prison
Goncourti auhind	Prix Goncourt
Tõenäosus	Probability
Tõenäosusteooria	Probability theory
Kategooria:Tõenäosusteooria	Probability theory
Professor	Professor
Programmeerimiskeel	Programming language
Prokarüoot	Prokaryote
Promeetium	Promethium
Propaganda	Propaganda
Propaan	Propane
Proosa	Prose
Protaktiinium	Protactinium
Valgud	Protein
Proterosoikum	Proterozoic
Reformatsioon	Protestant Reformation
Protestantism	Protestantism
Protistid	Protist
Kategooria:Protistid	Protista
Prooton	Proton
Providence	Providence
Toompuu	Prunus
Pseudonüüm	Pseudonym
Pseudoteadus	Pseudoscience
Psühhiaatria	Psychiatry
Psühhoanalüüs	Psychoanalysis
Psühholoogia	Psychology
Kategooria:Psühholoogia	Psychology
Psühhoos	Psychosis
Psühhoteraapia	Psychotherapy
Ptolemaios	Ptolemy
Puberteet	Puberty
Avalikkussuhted	Public relations
Puerto Rico	Puerto Rico
Kategooria:Puerto Rico	Puerto Rico
Pula	Pula
Pulsar	Pulsar
Pump	Pump
Kirjavahemärgid	Punctuation
Kategooria:Punk	Punk
Punk rock	Punk rock
Ahter (tähtkuju)	Puppis
P'yŏngyang	Pyongyang
Püreneed	Pyrenees
Püriit	Pyrite
Pythagoras	Pythagoras
Katar	Qatar
Kategooria:Katar	Qatar
Qini dünastia	Qin Dynasty
Ruutvõrrand	Quadratic equation
Kvantmehaanika	Quantum mechanics
Kvargid	Quark
Kvarts	Quartz
Kvasar	Quasar
Québeci provints	Quebec
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Küsimärk	Question mark
Quito	Quito
R	R
Ribonukleiinhape	RNA
Ra (jumal)	Ra
Rabat	Rabat
Rabi	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Kährik	Raccoon Dog
Rachel Carson	Rachel Carson
Rassism	Racism
Radiaan	Radian
Kategooria:Raadio	Radio
Radioaktiivsus	Radioactive decay
Radiosüsiniku meetod	Radiocarbon dating
Raadium	Radium
Radoon	Radon
Vihm	Rain
Vikerkaar	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Ramadaan	Ramadan
Ramses II	Ramesses II
Muutmälu	Random access memory
Tulikalised	Ranunculaceae
Raps	Rapeseed
Raffael	Raphael
Raafael	Raphael (archangel)
Kategooria:Metroo	Rapid transit
Rott	Rat
Ratsionaalarvud	Rational number
Jaanalinnulised	Ratite
Ravenna	Ravenna
Ray Bradbury	Ray Bradbury
Püsimälu	Read-only memory
Reaalarv	Real number
Ristkülik	Rectangle
Alaldi	Rectifier
Punane	Red
Punahirv	Red Deer
Rebane	Red Fox
Punane meri	Red Sea
Punavetiktaimed	Red algae
Punanihe	Redshift
Punanihe	Redshift (disambiguation)
Referendum	Referendum
Refraktsioon	Refraction
Murdumisnäitaja	Refractive index
Regent	Regent
Reggae	Reggae
Rügement	Regiment
Regina	Regina
Regioon	Region
Reims	Reims
Põhjapõder	Reindeer
Seos	Relation (mathematics)
Relativism	Relativism
Relee	Relay
Religioon	Religion
Kategooria:Religioon	Religion
Rembrandt	Rembrandt
Renessanss	Renaissance
Paljunemine	Reproduction
Roomajad	Reptile
Vabariik	Republic
Taiwan	Republic of China
Iirimaa	Republic of Ireland
Kategooria:Iirimaa	Republic of Ireland
Kongo Vabariik	Republic of the Congo
Vabariiklik Partei (USA)	Republican Party (United States)
Reekviem	Requiem
Takisti	Resistor
Võrkkest	Retina
A-vitamiin	Retinol
Revolutsioon	Revolution
Rhea	Rhea (mythology)
Reenium	Rhenium
Rein	Rhine
Rhode Island	Rhode Island
Kategooria:Rhode Island	Rhode Island
Rhodos	Rhodes
Roodium	Rhodium
Romb	Rhombus
Rütm (muusika)	Rhythm
Rhythm and blues	Rhythm and blues
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Strauss	Richard Strauss
Richard Wagner	Richard Wagner
Richmond (Virginia)	Richmond
Riia	Riga
Otsetõus	Right ascension
Ring (algebra)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio de Janeiro	Rio de Janeiro
Rio de Janeiro osariik	Rio de Janeiro (state)
Jõgi	River
Thames	River Thames
Ar-Riyāḑ	Riyadh
Roald Amundsen	Roald Amundsen
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert De Niro	Robert De Niro
Robert E. Lee	Robert E. Lee
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robot	Robot
Kivim	Rock (geology)
Rock'n'roll	Rock and roll
Rock-muusika	Rock music
Kaljumäestik	Rocky Mountains
Rokokoo	Rococo
Metskits	Roe Deer
Röntgeenium	Roentgenium
Roger Bacon	Roger Bacon
Katoliku kirik	Roman Catholic Church
Rooma riik	Roman Empire
Leegion	Roman legion
Vanarooma mütoloogia	Roman mythology
Rumeenia	Romania
Kategooria:Rumeenia	Romania
Romantism	Romanticism
Rooma	Rome
Kategooria:Rooma	Rome
Ronald Reagan	Ronald Reagan
Vanker (male)	Rook (chess)
Juur	Root
Rosa Parks	Rosa Parks
Roosõielised	Rosaceae
Roosilaadsed	Rosales
Roos	Rose
Roseau	Roseau
Rostock	Rostock
Keriloomad	Rotifer
Rotterdam	Rotterdam
Ruuter	Router
Sõudmine	Rowing (sport)
Rubiidium	Rubidium
Rubla	Ruble
Rubiin	Ruby
Rudolf Diesel	Rudolf Diesel
Rudolf Heß	Rudolf Hess
Rudyard Kipling	Rudyard Kipling
Venemaa	Russia
Kategooria:Venemaa	Russia
Ruteenium	Ruthenium
Rutherford Hayes	Rutherford B. Hayes
Rutherfordium	Rutherfordium
Rwanda	Rwanda
Kategooria:Rwanda	Rwanda
SOS	SOS
Sakrament	Sacrament
Sacramento (California)	Sacramento
Şaddām Ḩusayn	Saddam Hussein
Safran	Saffron
Sahara	Sahara
Puri	Sail
Pühak	Saint
Andreas	Saint Andrew
Püha Jüri	Saint George
Saint Kitts ja Nevis	Saint Kitts and Nevis
Saint Lawrence'i jõgi	Saint Lawrence River
Saint Lucia	Saint Lucia
Saint-Martin	Saint Martin
Nikolaus	Saint Nicholas
Saint Paul (Minnesota)	Saint Paul
Peetrus	Saint Peter
Peterburi	Saint Petersburg
Kategooria:Peterburi	Saint Petersburg
Saint Vincent	Saint Vincent and the Grenadines
Kategooria:Saint Vincent ja Grenadiinid	Saint Vincent and the Grenadines
Salem (Oregon)	Salem
Sülg	Saliva
Soolad	Salt (chemistry)
Salzburg	Salzburg
