Latvian	English
Valoda SGML	Standard Generalized Markup Language
Stenlijs Kubriks	Stanley Kubrick
Zvaigzne	Star
Valsts	State
Steitenailenda	Staten Island
Statistika	Statistics
Kategorija:Statistika	Statistics
Stavangera	Stavanger
Tvaika dzinējs	Steam engine
Tērauds	Steel
Stegozaurs	Stegosaurus
Stīvens Hokings	Stephen Hawking
Steradiāns	Steradian
Krūšu kauls	Sternum
Stokholma	Stockholm
Akmens laikmets	Stone Age
Stounhendža	Stonehenge
Vētra	Storm
Strasbūra	Strasbourg
Stratosfēra	Stratosphere
Stroncijs	Strontium
Strukturālisms	Structuralism
Veidne:Stub	Stub
Sturmabteilung	Sturmabteilung
Štutgarte	Stuttgart
Subkultūra	Subculture
Sublimācija	Sublimation (chemistry)
Sudāna	Sudan
Kategorija:Sudāna	Sudan
Sērs	Sulfur
Sēra dioksīds	Sulfur dioxide
Iprīts	Sulfur mustard
Sērskābe	Sulfuric acid
Sumatra	Sumatra
Šumera	Sumer
Sumo	Sumo
Saule	Sun
Kategorija:Saule	Sun
Svētdiena	Sunday
Saulgrieze	Sunflower
Supermens	Superman
Pārnova	Supernova
Ķirurģija	Surgery
Surinama	Suriname
Kategorija:Surinama	Suriname
Sirreālisms	Surrealism
Sareja	Surrey
Sūzena Zontāga	Susan Sontag
Suši	Sushi
Suva	Suva
Svastika	Swastika
Svazilenda	Swaziland
Kategorija:Svazilenda	Swaziland
Zviedrija	Sweden
Kategorija:Zviedrija	Sweden
Kategorija:Peldēšana	Swimming
Kategorija:Šveices cilvēki	Swiss people
Šveice	Switzerland
Kategorija:Šveice	Switzerland
Zobens	Sword
Sidneja	Sydney
Simbioze	Symbiosis
Simfonija	Symphony
Sinagoga	Synagogue
Tīmekļa sindikācija	Syndicate
Sinonīms	Synonym
Sīrija	Syria
Kategorija:Sīrija	Syria
Sistēma	System
Sistemātika	Systematics
T	T
Tomass Stērnss Eliots	T. S. Eliot
Galda teniss	Table tennis
Gajs Kornēlijs Tacits	Tacitus
Aste	Tail
Taivāna (sala)	Taiwan
Tadžikistāna	Tajikistan
Kategorija:Tadžikistāna	Tajikistan
Talks	Talc
Tallina	Tallinn
Talmuds	Talmud
Tampere	Tampere
Tango	Tango (dance)
Tantāls	Tantalum
Tanzānija	Tanzania
Kategorija:Tanzānija	Tanzania
Daoisms	Taoism
Gauskāji	Tardigrade
Tartu	Tartu
Taškenta	Tashkent
Tasmāna jūra	Tasman Sea
Tasmanija	Tasmania
Nodoklis	Tax
Parastā īve	Taxus baccata
Tbilisi	Tbilisi
Tēja	Tea
Skolotājs	Teacher
Tehnēcijs	Technetium
Tehnoloģija	Technology
Kategorija:Tehnoloģija	Technology
Teherāna	Tehran
Telefons	Telephone
Teleskops	Telescope
Teleskops (zvaigznājs)	Telescopium
Televīzija	Television
Kategorija:TV	Television
Telūrs	Tellurium
Temperatūra	Temperature
Templis	Temple
Tenesī	Tennessee
Teniss	Tennis
Kategorija:Teniss	Tennis
Terbijs	Terbium
Saules sistēmas iekšējās planētas	Terrestrial planet
Terorisms	Terrorism
Kategorija:Terorisms	Terrorism
Teksasa	Texas
Taizeme	Thailand
Kategorija:Taizeme	Thailand
Taless	Thales
Tallijs	Thallium
Gambija	The Gambia
Kategorija:Gambija	The Gambia
Hāga	The Hague
Amerikas Savienoto Valstu himna	The Star-Spangled Banner
Teātris	Theatre
Kategorija:Teātris	Theatre
Tēbe (pavadonis)	Thebe (moon)
Teodors Rūzvelts	Theodore Roosevelt
Kategorija:Teoloģija	Theology
Teorija	Theory
Relativitātes teorija	Theory of relativity
Termodinamika	Thermodynamics
Category:Termodinamika	Thermodynamics
Saloniki	Thessaloniki
Akvīnas Toms	Thomas Aquinas
Tomass Edisons	Thomas Edison
Tomass Džefersons	Thomas Jefferson
Tomass Maltuss	Thomas Malthus
Tomass Manns	Thomas Mann
Tomass Jangs	Thomas Young (scientist)
Tors (mitoloģija)	Thor
Torijs	Thorium
Domāšana	Thought
Tukidīds	Thucydides
Tūlijs	Thulium
Tīringene	Thuringia
Ceturtdiena	Thursday
Vairogdziedzeris	Thyroid
Tjaņdziņa	Tianjin
Tibērijs	Tiberius
Tibeta	Tibet
Tigra	Tigris
Laiks	Time
Kategorija:Laiks	Time
Laika josla	Time zone
Alva	Tin
Tirāna	Tirana
Audi	Tissue (biology)
Titāns (pavadonis)	Titan (moon)
Titāns	Titanium
Tabaka	Tobacco
Tokantinsa	Tocantins (state)
Togo	Togo
Kategorija:Togo	Togo
Tokija	Tokyo
Toluols	Toluene
Tonga	Tonga
Kategorija:Tonga	Tonga
Tonna	Tonne
Tonijs Blērs	Tony Blair
Darbarīks	Tool
Topoloģija	Topology
Tora	Torah
Tornado	Tornado
Toronto	Toronto
Spēka moments	Torque
Totalitārisms	Totalitarianism
Tulona	Toulon
Tulūza	Toulouse
Tour de France	Tour de France
Tūrisms	Tourism
Kategorija:Tūrisms	Tourism
Bābeles tornis	Tower of Babel
Pilsēta	Town
Toyota Motor Corporation	Toyota
Traktors	Tractor
Traģēdija	Tragedy
Vilciens	Train
Trajāns	Trajan
Tramvajs	Tram
Transformators	Transformer
Tranzistors	Transistor
TCP	Transmission Control Protocol
Kategorija:Transports	Transportation
Trapece	Trapezoid
Versaļas līgums	Treaty of Versailles
Trīsstūris	Triangle
Trīsstūris (zvaigznājs)	Triangulum
Dienvidu Trīsstūris	Triangulum Australe
Triceratops	Triceratops
Trigonometriska funkcija	Trigonometric function
Trigonometrija	Trigonometry
Trilobīti	Trilobite
Trinidāda	Trinidad
Trinidāda un Tobāgo	Trinidad and Tobago
Kategorija:Trinidāda un Tobāgo	Trinidad and Tobago
TNT	Trinitrotoluene
Tritijs	Tritium
Tritons (pavadonis)	Triton (moon)
Trojas Zirgs (datorvīruss)	Trojan horse (computing)
Tronheima	Trondheim
Tropu josla	Tropics
Troposfēra	Troposphere
Kravas automašīna	Truck
Trūmena doktrīna	Truman Doctrine
Trompete	Trumpet
Triptofāns	Tryptophan
Cars	Tsar
Cunami	Tsunami
Tukāns (zvaigznājs)	Tucana
Otrdiena	Tuesday
Tundra	Tundra
Volframs	Tungsten
Tunikāti	Tunicate
Tunisija	Tunisia
Kategorija:Tunisija	Tunisia
Tunelis	Tunnel
Turīna	Turin
Turcija	Turkey
Kategorija:Turcija	Turkey
Turkmenistāna	Turkmenistan
Kategorija:Turkmenistāna	Turkmenistan
Bruņurupuči	Turtle
Toskāna	Tuscany
Tuvalu	Tuvalu
Kategorija:Tuvalu	Tuvalu
Tukss	Tux
Tiho Brahe	Tycho Brahe
Tiranozaurs	Tyrannosaurus
Tirole (zeme)	Tyrol (state)
Tirēnu jūra	Tyrrhenian Sea
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Kategorija:Uganda	Uganda
Ukraina	Ukraine
Kategorija:Ukraina	Ukraine
Ultravioletais starojums	Ultraviolet
Uliss Grānts	Ulysses S. Grant
Umbrija	Umbria
Heizenberga nenoteiktības princips	Uncertainty principle
Bezdarbs	Unemployment
Vienradzis	Unicorn
Neidentificēts lidojošs objekts	Unidentified flying object
Vienotais resursu vietrādis	Uniform Resource Locator
Apvienotie Arābu Emirāti	United Arab Emirates
Kategorija:Apvienotie Arābu Emirāti	United Arab Emirates
Apvienotā Karaliste	United Kingdom
Kategorija:Apvienotā Karaliste	United Kingdom
Apvienoto Nāciju Organizācija	United Nations
Kategorija:ANO	United Nations
Amerikas Savienotās Valstis	United States
Kategorija:ASV	United States
ASV Gaisa spēki	United States Air Force
ASV Kongress	United States Congress
ASV konstitūcija	United States Constitution
ASV Virdžīnu salas	United States Virgin Islands
ASV dolārs	United States dollar
Visums	Universe
Universitāte	University
Čikāgas universitāte	University of Chicago
UNIX	Unix
Upanišadas	Upanishad
Upsala	Uppsala
Urāli	Ural Mountains
Urāns (elements)	Uranium
Urāns (planēta)	Uranus
Karbamīds	Urea
Lielais Lācis	Ursa Major
Mazais Lācis	Ursa Minor
Urugvaja	Uruguay
Kategorija:Urugvaja	Uruguay
Jūta (ASV štats)	Utah
Utrehta	Utrecht (city)
Uzbekistāna	Uzbekistan
Kategorija:Uzbekistāna	Uzbekistan
V	V
Vakuola	Vacuole
Vakuums	Vacuum
Elektronu lampa	Vacuum tube
Vērtība (ķīmija)	Valence (chemistry)
Valensija (Spānija)	Valencia
Valensija	Valencia
Valhalla	Valhalla
Valkīras	Valkyrie
Vampīrs	Vampire
Vanādijs	Vanadium
Vankūvera	Vancouver
Vāni	Vanir
Vanuatu	Vanuatu
Kategorija:Vanuatu	Vanuatu
Varna (pilsēta)	Varna
Vatikāns	Vatican City
Vektors	Vector (spatial)
Vega	Vega
Veģetārisms	Vegetarianism
Vēnas	Vein
Buras (zvaigznājs)	Vela (constellation)
Velosireptors	Velociraptor
Veneto	Veneto
Venecuēla	Venezuela
Kategorija:Venecuēla	Venezuela
Venēcija	Venice
Venēra (planēta)	Venus
Venēra	Venus (disambiguation)
Darbības vārds	Verb
Vērmonta	Vermont
Verona	Verona
Skriemeļi	Vertebra
Mugurkauls	Vertebral column
Mugurkaulnieki	Vertebrate
Viktors Igo	Victor Hugo
Vīne	Vienna
Vjenčana	Vientiane
Vjetnama	Vietnam
Kategorija:Vjetnama	Vietnam
Vjetnamas karš	Vietnam War
Vikingi	Viking
Viļņa	Vilnius
Vinsents van Gogs	Vincent van Gogh
Vijole	Violin
Vergīlijs	Virgil
Virdžīnija	Virginia
Virdžīnija Vulfa	Virginia Woolf
Jaunava (zvaigznājs)	Virgo (constellation)
Virtuālā realitāte	Virtual reality
Vīruss	Virus
Viskozitāte	Viscosity
Visla	Vistula
Vitamīni	Vitamin
A vitamīns	Vitamin A
Vituss Berings	Vitus Bering
Ļeņins	Vladimir Lenin
Vladimirs Nabokovs	Vladimir Nabokov
Vladimirs Putins	Vladimir Putin
Vladivostoka	Vladivostok
Degvīns	Vodka
Lidojošā Zivs (zvaigznājs)	Volans
Vulkāns	Volcano
Kategorija:Vulkanoloģija	Volcanology
Volga	Volga River
Volgograda	Volgograd
Volejbols	Volleyball
Volts	Volt
Spriegums	Voltage
Voltērs	Voltaire
Lapsiņa	Vulpecula
Metode WYSIWYG	WYSIWYG
Veika sala	Wake Island
Velsa	Wales
Valrieksts	Walnut
Volts Disnejs	Walt Disney
Valters Skots	Walter Scott
Karš	War
Kara noziegumi	War crime
Sarkanās un Baltās rozes karš	Wars of the Roses
Varšava	Warsaw
Vašingtona	Washington
Vašingtona (štats)	Washington
Ūdens	Water
Kategorija:Ūdens	Water
Vats	Watt
Vilnis	Wave
Vājā mijiedarbība	Weak interaction
Ierocis	Weapon
Laikapstākļi	Weather
Tīmekļa pārlūkprogramma	Web browser
Tīmekļa lappuse	Web page
Tīmekļa vietne	Website
Trešdiena	Wednesday
Nedēļa	Week
Svars	Weight
Svarcelšana	Weightlifting
Veimāra	Weimar
Veimāras republika	Weimar Republic
Velingtona	Wellington
Verners fon Brauns	Wernher von Braun
Vēzere	Weser River
Rietumi	West
Vestsaseksa	West Sussex
Rietumvirdžīnija	West Virginia
Rietumsahāra	Western Sahara
Ritenis	Wheel
Baltais nams (Vašingtona)	White House
Baltā jūra	White Sea
Baltais punduris	White dwarf
Teritoriālais tīkls	Wide area network
Vīsbādene	Wiesbaden
Meža kaķis	Wildcat
Vilhelms Ostvalds	Wilhelm Ostwald
Viljams Batlers Jeitss	William Butler Yeats
Viljams Folkners	William Faulkner
Viljams Hārvejs	William Harvey
Viljams Harisons	William Henry Harrison
Viljams Tāfts	William Howard Taft
Vilhelms II	William II
Viljams Makinlijs	William McKinley
Viljams Šekspīrs	William Shakespeare
Viljams Vērdsverts	William Wordsworth
Vēja enerģija	Wind power
Vīns	Wine
Vinstons Čērčils	Winston Churchill
Ziema	Winter
Ziemas Olimpiskās spēles	Winter Olympic Games
Kategorija:Ziemas Olimpiskās spēles	Winter Olympic Games
Viskonsina	Wisconsin
Kategorija:Viskonsina	Wisconsin
Volfgangs Amadejs Mocarts	Wolfgang Amadeus Mozart
Volfgangs Pauli	Wolfgang Pauli
Vudro Vilsons	Woodrow Wilson
Vusteršīra	Worcestershire
Pasaule	World
Pasaules veselības organizācija	World Health Organization
Pirmais pasaules karš	World War I
Otrais pasaules karš	World War II
Kategorija:Otrais pasaules karš	World War II
Globālais tīmeklis	World Wide Web
Kategorija:Globālais tīmeklis	World Wide Web
Tārpeja	Wormhole
Uhaņa	Wuhan
Vaiominga	Wyoming
X	X
Rentgenstari	X-ray
Ksenons	Xenon
Ksenofans	Xenophanes
Siņdzjana	Xinjiang
Y	Y
Jangona	Yangon
Jasirs Arafats	Yasser Arafat
Gads	Year
Kategorija:Gadi	Years
Dzeltenā jūra	Yellow Sea
Jeloustonas nacionālais parks	Yellowstone National Park
Jemena	Yemen
Kategorija:Jemena	Yemen
Igdrasils	Yggdrasil
Joga	Yoga
Joko Ono	Yoko Ono
Jokohama	Yokohama
Junga modulis	Young's modulus
Iterbijs	Ytterbium
Itrijs	Yttrium
Juaņ impērija	Yuan Dynasty
Dienvidslāvija	Yugoslavia
Jurijs Gagarins	Yuri Gagarin
Z	Z
Zaharijs Teilors	Zachary Taylor
Zagreba	Zagreb
Zambija	Zambia
Kategorija:Zambija	Zambia
Zanzibāra	Zanzibar
Saragosa	Zaragoza
Zebras	Zebra
Zevs	Zeus
Zikurāts	Ziggurat
Zimbabve	Zimbabwe
Kategorija:Zimbabve	Zimbabwe
Cinks	Zinc
Cionisms	Zionism
Cirkonijs	Zirconium
Zooloģija	Zoology
Kategorija:Zooloģija	Zoology
Zoroastrisms	Zoroastrianism
