Indonesian	English
Komputer jinjing	Laptop
Larva	Larva
Laring	Larynx
Las Vegas, Nevada	Las Vegas
Laser	Laser
Bahasa Latin	Latin
Amerika Latin	Latin America
Abjad Latin	Latin alphabet
Garis lintang	Latitude
Latvia	Latvia
Kategori:Latvia	Latvia
Laurasia	Laurasia
Lausanne	Lausanne
Lava	Lava
Hukum	Law
Kategori:Kepolisian	Law enforcement
Pengacara	Lawyer
Latium	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Timbal	Lead
Daun	Leaf
Liga Bangsa-Bangsa	League of Nations
Menara Pisa	Leaning Tower of Pisa
Tahun Kabisat	Leap year
Belajar	Learning
Lebanon	Lebanon
Kategori:Lebanon	Lebanon
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Kidal	Left-handed
Legenda	Legend
Legislatif	Legislature
Lego	Lego
Leicester	Leicester
Leiden	Leiden
Leipzig	Leipzig
Lemon	Lemon
Sungai Lena	Lena River
Lensa	Lens (optics)
Pra-Paskah	Lent
Leo	Leo (constellation)
Lev Trotski	Leon Trotsky
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brezhnev	Leonid Brezhnev
Macan Tutul	Leopard
Kupu-kupu dan ngengat	Lepidoptera
Kusta	Leprosy
Lesbian	Lesbian
Lesotho	Lesotho
Kategori:Lesotho	Lesotho
Kepulauan Antilles Kecil	Lesser Antilles
Leukemia	Leukemia
Tuas	Lever
Lewiatan	Leviathan
Kitab Imamat	Leviticus
Lhasa	Lhasa
Liberalisme	Liberalism
Kategori:Liberalisme	Liberalism
Macan Tamil	Liberation Tigers of Tamil Eelam
Liberia	Liberia
Kategori:Liberia	Liberia
Libra	Libra (constellation)
Perpustakaan	Library
Ilmu perpustakaan	Library science
Libya	Libya
Kategori:Libya	Libya
Bohong	Lie
Liechtenstein	Liechtenstein
Kategori:Liechtenstein	Liechtenstein
Kehidupan	Life
Kategori:Kehidupan	Life
Cahaya	Light
Dioda cahaya	Light-emitting diode
Tahun cahaya	Light-year
Korek api gas	Lighter
Mercusuar	Lighthouse
Kilat	Lightning
Liguria	Liguria
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima, Peru	Lima
Limerick	Limerick
Batu kapur	Limestone
Limit	Limit (mathematics)
Limnologi	Limnology
Limousin	Limousin (region)
Lincoln, Nebraska	Lincoln
Lincolnshire	Lincolnshire
Aljabar linier	Linear algebra
Kategori:Aljabar linear	Linear algebra
Persamaan Linear	Linear equation
Lingua franca	Lingua franca
Linguistik	Linguistics
Kategori:Linguistik	Linguistics
Linus Carl Pauling	Linus Pauling
Linux	Linux
Kategori:Linux	Linux
Linz	Linz
Singa	Lion
Lipid	Lipid
Cairan	Liquid
Tampilan Kristal Cair	Liquid crystal display
Licorice	Liquorice
Lisboa	Lisbon
Sastra	Literature
Kategori:Sastra	Literature
Portal:Sastra	Literature
Litium	Lithium
Litografi	Lithography
Lituania	Lithuania
Kategori:Lituania	Lithuania
Liter	Litre
Liverpool (kota)	Liverpool
Kadal	Lizard
Ljubljana	Ljubljana
Kata pungut	Loanword
Local Area Network	Local area network
Loch Ness	Loch Ness
Monster Loch Ness	Loch Ness Monster
Lokomotif	Locomotive
Logaritma	Logarithm
Logika	Logic
Kategori:Logika	Logic
Gerbang logika	Logic gate
Logistik	Logistics
Logo	Logo
Loire (departemen)	Loire
Loki	Loki
Lolita	Lolita
Lombardia	Lombardy
London	London
Long Beach, California	Long Beach
Long Island	Long Island
Doa Bapa Kami	Lord's Prayer
Lorraine	Lorraine (region)
Los Angeles	Los Angeles
Lot (departemen)	Lot (department)
Pengeras suara	Loudspeaker
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louisiana	Louisiana
Kategori:Louisiana	Louisiana
Louisville, Kentucky	Louisville
Museum Louvre	Louvre
Cinta	Love
Niedersachsen	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Luciano Pavarotti	Luciano Pavarotti
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Gerhana bulan	Lunar eclipse
Lund	Lund
Paru-paru	Lung
Kanker paru-paru	Lung cancer
Lupus	Lupus (constellation)
Lusaka	Lusaka
Lusitania	Lusitania
Lutesium	Lutetium
Luksemburg	Luxembourg
Kategori:Luksemburg	Luxembourg
Kota Luksemburg	Luxembourg (city)
Luxor	Luxor
Luzon	Luzon
Lydia	Lydia
Sistem limfatik	Lymphatic system
Lynx (rasi bintang)	Lynx (constellation)
Lyon	Lyon
Lyra	Lyra
Lisin	Lysine
Lisosom	Lysosome
Teori-M	M-theory
MESSENGER	MESSENGER
MIME	MIME
MS-DOS	MS-DOS
Makau	Macau
Macbeth	Macbeth
Kekaisaran Makedonia	Macedon
Mach	Mach number
Mesin	Machine
Bahasa mesin	Machine code
Senapan mesin	Machine gun
Terjemahan mesin	Machine translation
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Ekonomi makro	Macroeconomics
Kategori:Ekonomi makro	Macroeconomics
Madagaskar	Madagascar
Kategori:Madagaskar	Madagascar
Kepulauan Madeira	Madeira
Madison, Wisconsin	Madison
Madonna (penyanyi)	Madonna (entertainer)
Madrid	Madrid
Madrid (wilayah otonomi)	Madrid (autonomous community)
Mafia	Mafia
Majalah	Magazine
Magenta	Magenta
Sihir	Magic (paranormal)
Garis Maginot	Maginot Line
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnesium
Magnet	Magnet
Medan Magnet	Magnetic field
Magnetisme	Magnetism
Kategori:Magnetisme	Magnetism
Lup	Magnifying glass
Kategori:Magnoliopsida	Magnoliopsida
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Pos	Mail
Moses Maimonides	Maimonides
Sungai Main	Main
Templat:Main	Main
Maine	Maine
Kategori:Maine	Maine
Mainframe (komputer)	Mainframe computer
Maitreya	Maitreya
Jagung	Maize
Mayor	Major
Tangga nada mayor	Major scale
Mallorca	Majorca
Malabo	Malabo
Malaria	Malaria
Kategori:Malawi	Malawi
Semenanjung Melayu	Malay Peninsula
Malaysia	Malaysia
Kategori:Malaysia	Malaysia
Malcolm X	Malcolm X
Maladewa	Maldives
Kategori:Maladewa	Maldives
Mali	Mali
Kategori:Mali	Mali
Malta	Malta
Kategori:Malta	Malta
Bahasa Malta	Maltese language
Malvaceae	Malvaceae
Binatang menyusui	Mammal
Mamut	Mammoth
Manajemen	Management
Managua	Managua
Al-Manamah	Manama
Manatee	Manatee
Manchester	Manchester
Manchuria	Manchuria
Mandala	Mandala
Bahasa Mandarin	Mandarin (linguistics)
Mangan	Manganese
Mangga	Mango
Hutan bakau	Mangrove
Manhattan	Manhattan
Proyek Manhattan	Manhattan Project
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Mannerisme	Mannerism
Mannheim	Mannheim
Mantova	Mantua
Naskah	Manuscript
Mao Zedong	Mao Zedong
Maoisme	Maoism
Peta	Map
Maputo	Maputo
Maraton	Marathon
Marmer	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
Maret	March
17 Maret	March 17
19 Maret	March 19
2 Maret	March 2
25 Maret	March 25
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Junius Brutus	Marcus Junius Brutus
Marduk	Marduk
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Marie Antoinette	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mark Twain	Mark Twain
Pasar	Market
Pemasaran	Marketing
Kategori:Pemasaran	Marketing
Bahasa markah	Markup language
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Marquis de Sade
Marrakesh	Marrakech
Pernikahan	Marriage
Kategori:Mars	Mars
Marseille	Marseille
Kepulauan Marshall	Marshall Islands
Kategori:Kepulauan Marshall	Marshall Islands
Marsupial	Marsupial
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King, Jr.	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martinique	Martinique
Syahid	Martyr
Marx Brothers	Marx Brothers
Marxisme	Marxism
Kategori:Marxisme	Marxism
Maria	Mary (mother of Jesus)
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Kategori:Maryland	Maryland
Maseru	Maseru
Masyhad	Mashhad
Massa	Mass
Misa	Mass (liturgy)
Massachusetts	Massachusetts
Kategori:Massachusetts	Massachusetts
Institut Teknologi Massachusetts	Massachusetts Institute of Technology
Masturbasi	Masturbation
Mata Hari	Mata Hari
Korek api	Match
Materialisme	Materialism
Logika matematika	Mathematical logic
Kategori:Logika matematika	Mathematical logic
Pembuktian Matematika	Mathematical proof
Matematika	Mathematics
Kategori:Matematika	Mathematics
Portal:Matematika	Mathematics
Matriks (matematika)	Matrix (mathematics)
Materi	Matter
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Kamis Putih	Maundy Thursday
Mauritania	Mauritania
Kategori:Mauritania	Mauritania
Mauritius	Mauritius
Kategori:Mauritius	Mauritius
Max Born	Max Born
Max Planck	Max Planck
Max Weber	Max Weber
Mei	May
1 Mei	May 1
24 Mei	May 24
Mayenne	Mayenne
Mayones	Mayonnaise
Walikota	Mayor
Mbabane	Mbabane
Mead	Mead
Demam Campak	Measles
Kategori:Pengukuran	Measurement
Pengukuran	Measurement
Daging	Meat
Mekkah	Mecca
Teknik mesin	Mechanical engineering
Kategori:Teknik mesin	Mechanical engineering
Kategori:Mekanika	Mechanics
Mekanika	Mechanics
Kedokteran	Medicine
Kategori:Kedokteran	Medicine
Madinah	Medina
Laut Tengah	Mediterranean Sea
Megabita	Megabyte
Meiosis	Meiosis
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanesia
Titik lebur	Melting point
Ingatan	Memory
Memphis, Tennessee	Memphis
Menachem Begin	Menachem Begin
Meningitis	Meningitis
Menstruasi	Menstrual cycle
Menstruasi	Menstruation
Penyakit mental	Mental disorder
Mentha	Mentha
Merkantilisme	Mercantilism
Tentara bayaran	Mercenary
Raksa	Mercury (element)
Merkurius	Mercury (planet)
Meridian (geografi)	Meridian (geography)
Meritokrasi	Meritocracy
Ikan duyung	Mermaid
Meryl Streep	Meryl Streep
Mesopotamia	Mesopotamia
Kategori:Mesopotamia	Mesopotamia
Mesosfer	Mesosphere
Mesozoikum	Mesozoic
MRNA	Messenger RNA
Mesias	Messiah
Messina	Messina
Metabolisme	Metabolism
Metadata	Metadata
Logam	Metal
Metaloid	Metalloid
Metalurgi	Metallurgy
Batuan metamorf	Metamorphic rock
Metafisika	Metaphysics
Kategori:Metafisika	Metaphysics
Metastasis	Metastasis
Hujan meteor	Meteor shower
Meteorit	Meteorite
Meteoroid	Meteoroid
Kategori:Meteorologi	Meteorology
Meteorologi	Meteorology
Metanol	Methanol
Metionin	Methionine
Gereja Methodis	Methodism
Metilendioksimetamfetamin	Methylenedioxymethamphetamine
Meter	Metre
Meuse	Meuse
Meksiko	Mexico
Kategori:Meksiko	Mexico
Ciudad de México	Mexico City
Miami, Florida	Miami
Malaikat Mikail	Michael (archangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michaelangelo Buonarroti	Michelangelo
Michigan	Michigan
Kategori:Michigan	Michigan
Mick Jagger	Mick Jagger
Miki Tikus	Mickey Mouse
Mikrobiologi	Microbiology
Kategori:Mikrobiologi	Microbiology
Ekonomi mikro	Microeconomics
Kategori:Ekonomi mikro	Microeconomics
Mikronesia	Micronesia
Mikroorganisme	Microorganism
Mikropon	Microphone
Mikroprosesor	Microprocessor
Mikroskop	Microscope
Gelombang mikro	Microwave
Oven microwave	Microwave oven
Abad Pertengahan	Middle Ages
Kategori:Abad Pertengahan	Middle Ages
Timur Tengah	Middle East
Kategori:Timur Tengah	Middle East
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mikhail Bakunin	Mikhail Bakunin
Mikhail Gorbachev	Mikhail Gorbachev
Milano	Milan
Mil	Mile
Miles Davis	Miles Davis
Kategori:Militer	Military
Susu	Milk
Bima Sakti	Milky Way
Millard Fillmore	Millard Fillmore
Milenium	Millennium
Satu juta	Million
Milton Friedman	Milton Friedman
Milwaukee, Wisconsin	Milwaukee
Mindanao	Mindanao
Mineral	Mineral
Mineralogi	Mineralogy
Kategori:Mineralogi	Mineralogy
Dinasti Ming	Ming Dynasty
Pertambangan	Mining
Menteri Departemen	Minister (government)
Minneapolis	Minneapolis
Minnesota	Minnesota
Kategori:Minnesota	Minnesota
Tangga nada minor	Minor scale
Minotaurus	Minotaur
Minsk	Minsk
Menit	Minute
Miosen	Miocene
Mujizat	Miracle
Cermin	Mirror
Mishnah	Mishnah
Kategori:Mississippi	Mississippi
Sungai Mississippi	Mississippi River
Missouri	Missouri
Kategori:Missouri	Missouri
Sungai Missouri	Missouri River
Mitokondria	Mitochondrion
Telepon genggam	Mobile phone
Modem	Modem
Modernisme	Modernism
Modulasi	Modulation
Mogadishu	Mogadishu
Kapang	Mold
Moldova	Moldova
Kategori:Moldavia	Moldova
Mol	Mole (unit)
Biologi molekular	Molecular biology
Kategori:Biologi molekular	Molecular biology
Molekul	Molecule
Molise	Molise
Mollusca	Mollusca
Bom Molotov	Molotov cocktail
Molibdenum	Molybdenum
Mombasa	Mombasa
Momentum	Momentum
Monako	Monaco
Kategori:Monako	Monaco
Monark	Monarch
Monark	Monarchy
Kategori:Monarki	Monarchy
Senin	Monday
Uang	Money
Mongolia	Mongolia
Kategori:Mongolia	Mongolia
Monisme	Monism
Monomer	Monomer
Pasar monopoli	Monopoly
Monopoli (permainan)	Monopoly (game)
Monosakarida	Monosaccharide
Mononatrium glutamat	Monosodium glutamate
Monoteisme	Monotheism
Monotremata	Monotreme
Monrovia	Monrovia
Mons, Belgia	Mons
Muson	Monsoon
Mont Blanc	Mont Blanc
Montana	Montana
Kategori:Montana	Montana
Monte Carlo	Monte Carlo
Montenegro	Montenegro
Kategori:Montenegro	Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery, Alabama	Montgomery
Bulan (penanggalan)	Month
Montpelier, Vermont	Montpelier
Montreal	Montreal
Montserrat	Montserrat
Bulan	Moon
Moral	Morality
Moravia	Moravia
Maroko	Morocco
Kategori:Maroko	Morocco
Morfin	Morphine
Morfologi	Morphology
Morfologi (linguistik)	Morphology (linguistics)
Kode Morse	Morse code
Mortir	Mortar (weapon)
Moskwa	Moscow
Kategori:Moskwa	Moscow
Moselle (departemen)	Moselle
Musa	Moses
Moshe Dayan	Moshe Dayan
Masjid	Mosque
Nyamuk	Mosquito
Tumbuhan lumut	Moss
Mossad	Mossad
Mosul	Mosul
Bunda Teresa	Mother Teresa
Hari Ibu	Mother's Day
Sepeda motor	Motorcycle
Motto	Motto
Ararat	Mount Ararat
Etna	Mount Etna
Gunung Everest	Mount Everest
Gunung Fuji	Mount Fuji
Kilimanjaro	Mount Kilimanjaro
Gunung Olympus	Mount Olympus
Gunung Pinatubo	Mount Pinatubo
Gunung St. Helens	Mount St. Helens
Gunung Vesuvius	Mount Vesuvius
Gunung	Mountain
Sepeda gunung	Mountain bike
Tetikus	Mouse (computing)
Mozambik	Mozambique
Kategori:Mozambik	Mozambique
Mu'azzin	Muezzin
Muhammad	Muhammad
Muhammad Ali	Muhammad Ali
Bebesaran	Mulberry
Bagal	Mule
Multimedia	Multimedia
Sklerosis ganda	Multiple sclerosis
Mumbai	Mumbai
Mumi	Mummy
München	Munich
Kotamadya	Municipality
Muon	Muon
Murmansk	Murmansk
Hukum Murphy	Murphy's law
Muskat	Muscat
Otot	Muscle
Museum	Museum
Musik	Music
Kategori:Musik	Music
MIDI	Musical Instrument Digital Interface
Alat musik	Musical instrument
Tangga nada	Musical scale
Musikus	Musician
Musket	Musket
Mutasi	Mutation
Angsa Putih	Mute Swan
Kategori:Myanmar	Myanmar
Mikologi	Mycology
Kategori:Mikologi	Mycology
Serangan jantung	Myocardial infarction
Mitos	Myth
Mitologi	Mythology
Kategori:Mitologi	Mythology
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	NATO
Kategori:NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nagasaki	Nagasaki
Nagoya	Nagoya
Bahasa Nahuatl	Nahuatl
Kuku	Nail (anatomy)
Paku	Nail (fastener)
Nairobi	Nairobi
Gurun Namib	Namib Desert
Namibia	Namibia
Kategori:Namibia	Namibia
Namur (kota)	Namur (city)
Nancy	Nancy
Nanjing	Nanjing
Nanoteknologi	Nanotechnology
Nantes	Nantes
Napoli	Naples
Perang Napoleon	Napoleonic Wars
Nashville, Tennessee	Nashville
Nassau, Bahama	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Bangsa	Nation
National Security Agency	National Security Agency
Lagu kebangsaan	National anthem
Taman nasional	National park
Nasionalisme	Nationalism
Gas alam	Natural gas
Bilangan asli	Natural number
Ilmu alam	Natural science
Seleksi alam	Natural selection
Alam	Nature
Kategori:Alam	Nature
Nauru	Nauru
Kategori:Nauru	Nauru
Mil laut	Nautical mile
Kategori:Navigasi	Navigation
Navigasi	Navigation
Angkatan laut	Navy
Nazaret	Nazareth
Jerman Nazi	Nazi Germany
Kategori:Jerman Nazi	Nazi Germany
Nationalsozialistische Deutsche Arbeiterpartei	Nazi Party
Kategori:Nazi	Nazism
Nebraska	Nebraska
Kategori:Nebraska	Nebraska
Nebula	Nebula
Dasi	Necktie
Nefertiti	Nefertiti
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Neodimium	Neodymium
Neolitikum	Neolithic
Neologisme	Neologism
Neon	Neon
Nepal	Nepal
Kategori:Nepal	Nepal
Neptunus	Neptune
Neptunium	Neptunium
Nero	Nero
Sistem saraf	Nervous system
Kategori:Sistem saraf	Nervous system
Sarang	Nest
Nestorianisme	Nestorianism
Belanda	Netherlands
Kategori:Belanda	Netherlands
Antillen Belanda	Netherlands Antilles
Topologi jaringan	Network topology
Neurologi	Neurology
Kategori:Neurologi	Neurology
Sel saraf	Neuron
Neutrino	Neutrino
Neutron	Neutron
Nevada	Nevada
Kategori:Nevada	Nevada
Arthur Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
Kaledonia Baru	New Caledonia
New Delhi	New Delhi
New England	New England
Pulau Irian	New Guinea
New Hampshire	New Hampshire
Kategori:New Hampshire	New Hampshire
New Jersey	New Jersey
Kategori:New Jersey	New Jersey
New Mexico	New Mexico
Kategori:New Mexico	New Mexico
New Orleans	New Orleans
New South Wales	New South Wales
Perjanjian Baru	New Testament
Dunia Baru	New World
Tahun Baru	New Year
New York	New York
Kategori:New York	New York
New York City	New York City
Kategori:New York City	New York City
NYSE	New York Stock Exchange
Selandia Baru	New Zealand
Kategori:Selandia Baru	New Zealand
Newark, New Jersey	Newark
Newfoundland	Newfoundland (island)
Newfoundland dan Labrador	Newfoundland and Labrador
Newport	Newport
Newton	Newton
Niagara	Niagara Falls
Niamey	Niamey
Nikaragua	Nicaragua
Kategori:Nikaragua	Nicaragua
Nice	Nice
Doa Syahadat Nicea	Nicene Creed
Petrović Njegoš	Nicholas
Nikel	Nickel
Nicolas Poussin	Nicolas Poussin
Nikolaus Kopernikus	Nicolaus Copernicus
Nikosia	Nicosia
Nikotin	Nicotine
Niels Bohr	Niels Bohr
Niger	Niger
Kategori:Niger	Niger
Sungai Niger	Niger River
Nigeria	Nigeria
Kategori:Nigeria	Nigeria
Malam	Night
Nihilisme	Nihilism
Nijmegen	Nijmegen
Nike, Inc.	Nike
Nikita Khrushchev	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Sungai Nil	Nile
Buaya sungai Nil	Nile crocodile
Ninja	Ninja
Niobium	Niobium
Nirwana	Nirvana
Asam nitrat	Nitric acid
Nitrogen	Nitrogen
Nitrogliserin	Nitroglycerin
Nuh	Noah
Noam Chomsky	Noam Chomsky
Penghargaan Nobel	Nobel Prize
Kategori:Penghargaan Nobel	Nobel Prize
Bangsawan	Nobility
Kategori:Bangsawan	Nobility
Gas mulia	Noble gas
Nomaden	Nomad
Nonlogam	Nonmetal
Norfolk	Norfolk
Pulau Norfolk	Norfolk Island
Norma (rasi bintang)	Norma (constellation)
Distribusi normal	Normal distribution
Normandia	Normandy
Mitologi Nordik	Norse mythology
Kategori:Mitologi Nordik	Norse mythology
Utara	North
Afrika Utara	North Africa
Amerika Utara	North America
Kategori:Amerika Utara	North America
North Carolina	North Carolina
North Dakota	North Dakota
Kategori:Dakota Utara	North Dakota
Pulau Utara	North Island
Korea Utara	North Korea
Kategori:Korea Utara	North Korea
Kutub Utara	North Pole
Laut Utara	North Sea
North Yorkshire	North Yorkshire
Eropa Utara	Northern Europe
Belahan utara	Northern Hemisphere
Irlandia Utara	Northern Ireland
Kategori:Irlandia Utara	Northern Ireland
Kepulauan Mariana Utara	Northern Mariana Islands
Teritorial Utara	Northern Territory
Northwest Territories	Northwest Territories
Norwegia	Norway
Kategori:Norwegia	Norway
Laut Norwegia	Norwegian Sea
Krona Norwegia	Norwegian krone
Hidung	Nose
Nostradamus	Nostradamus
Nouakchott	Nouakchott
Nomina	Noun
Nova Scotia	Nova Scotia
Novel	Novel
November	November
1 November	November 1
11 November	November 11
2 November	November 2
5 November	November 5
Bahasa Novial	Novial
Novosibirsk	Novosibirsk
Nu (huruf Yunani)	Nu (letter)
Fusi nuklir	Nuclear fusion
Kategori:Fisika nuklir	Nuclear physics
Daya nuklir	Nuclear power
Senjata nuklir	Nuclear weapon
Asam nukleat	Nucleic acid
Nukleotida	Nucleotide
Bilangan	Number
Kategori:Angka	Numbers
Nunavut	Nunavut
Nürnberg	Nuremberg
Kacang	Nut (fruit)
Pala	Nutmeg
Kategori:Nutrisi	Nutrition
Nymph	Nymph
Organisasi Negara-negara Pengekspor Minyak Bumi	OPEC
Oahu	Oahu
Ek	Oak
Oakland, California	Oakland
Oasis	Oasis
Haver	Oat
Oaxaca (negara bagian)	Oaxaca
Obesitas	Obesity
Pemrograman Berorientasi Objek	Object-oriented programming
Obo	Oboe
Observatorium	Observatory
Pisau Ockham	Occam's razor
Samudra	Ocean
Oseania	Oceania
Kategori:Oseania	Oceania
Oseanografi	Oceanography
Kategori:Oseanografi	Oceanography
Oceanus	Oceanus
Oktal	Octal
Oktaf	Octave
Oktober	October
12 Oktober	October 12
24 Oktober	October 24
Revolusi Oktober	October Revolution
Sungai Oder	Oder River
Odessa	Odessa
Odin	Odin
Odyssey	Odyssey
Offside (sepak bola)	Offside (football)
Ohio	Ohio
Kategori:Ohio	Ohio
Ohm	Ohm
Minyak	Oil
Minyak	Oil (disambiguation)
Okapi	Okapi
Oklahoma	Oklahoma
Kategori:Oklahoma	Oklahoma
Oklahoma City, Oklahoma	Oklahoma City
Oktoberfest	Oktoberfest
Perjanjian Lama	Old Testament
Oligarki	Oligarchy
Oligosen	Oligocene
Oligopoli	Oligopoly
Zaitun	Olive
Minyak zaitun	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olympia, Washington	Olympia
Olimpiade	Olympic Games
Kategori:Olimpiade	Olympics
Omaha, Nebraska	Omaha
Oman	Oman
Kategori:Oman	Oman
Omega	Omega
Omikron	Omicron
Omsk	Omsk
Kategori:Onkologi	Oncology
Bawang Bombay	Onion
Onomastik	Onomastics
Ontario	Ontario
Kategori:Ontario	Ontario
Ontologi	Ontology
Awan Oort	Oort cloud
Opel	Opel
Opera	Opera
Opera (perangkat lunak)	Opera (Internet suite)
Sistem operasi	Operating system
Ophiuchus	Ophiuchus
Opium	Opium
Serat optik	Optical fiber
Ilusi optis	Optical illusion
Optik	Optics
Kategori:Optik	Optics
Optimisasi	Optimization (mathematics)
Seks oral	Oral sex
Jingga	Orange (colour)
Jeruk manis	Orange (fruit)
Orang utan	Orangutan
Orbit	Orbit
Orchidaceae	Orchidaceae
Ordo (biologi)	Order (biology)
Benediktin	Order of Saint Benedict
Ordovisium	Ordovician
Oregano	Oregano
Oregon	Oregon
Kategori:Oregon	Oregon
Organ (anatomi)	Organ (anatomy)
Organ (alat musik)	Organ (music)
Organel	Organelle
Kimia organik	Organic chemistry
Kategori:Kimia organik	Organic chemistry
Senyawa organik	Organic compound
Organisme	Organism
Organisasi	Organization
Organisasi Negara-negara Amerika	Organization of American States
Orgasme	Orgasm
Origami	Origami
Origenes	Origen
Dosa Asal	Original sin
Sungai Orinoko	Orinoco
Orion	Orion (constellation)
Orlando, Florida	Orlando
Ornitologi	Ornithology
Kategori:Ornitologi	Ornithology
Orson Welles	Orson Welles
Osaka	Osaka
Usamah bin Ladin	Osama bin Laden
Oscar Wilde	Oscar Wilde
Osilasi	Oscillation
Osiris	Osiris
Oslo	Oslo
Osman I	Osman I
Osmium	Osmium
Elang Tiram	Osprey
Osteoporosis	Osteoporosis
Ostrava	Ostrava
Burung unta	Ostrich
Othello	Othello
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto von Bismarck	Otto von Bismarck
Kesultanan Utsmaniyah	Ottoman Empire
Kategori:Kesultanan Utsmaniyah	Ottoman Empire
Ovarium	Ovary
Ovid	Ovid
Oviedo	Oviedo
Sel telur	Ovum
Burung Hantu	Owl
Oxford	Oxford
Bilangan oksidasi	Oxidation state
Oksida	Oxide
Oksigen	Oxygen
Oksitosin	Oxytocin
Ozon	Ozone
Lapisan ozon	Ozone layer
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Samudra Pasifik	Pacific Ocean
Kategori:Samudra Pasifik	Pacific Ocean
Pasifisme	Pacifism
Padova	Padua
Paganisme	Paganism
Pakistan	Pakistan
Kategori:Pakistan	Pakistan
Istana Versailles	Palace of Versailles
Palau	Palau
Kategori:Palau	Palau
Paleosen	Paleocene
Paleolitik	Paleolithic
Paleontologi	Paleontology
Kategori:Paleontologi	Paleontology
Paleozoikum	Paleozoic
Palermo	Palermo
Palestina	Palestine
Kategori:Palestina	Palestine
Organisasi Pembebasan Palestina	Palestine Liberation Organization
Otoritas Nasional Palestina	Palestinian National Authority
Bahasa Pali	Pali
Palindrom	Palindrome
Paladium	Palladium
Minggu Palma	Palm Sunday
Pan	Pan (mythology)
Panama	Panama
Kategori:Panama	Panama
Terusan Panama	Panama Canal
Pankreas	Pancreas
Pangea	Pangaea
Panteisme	Pantheism
Panthera	Panthera
Negara-negara Kepausan	Papal States
Papua Nugini	Papua New Guinea
Kategori:Papua Nugini	Papua New Guinea
Papirus	Papyrus
Parabola	Parabola
Paracelsus	Paracelsus
Parasut	Parachute
Paradoks	Paradox
Paraguay	Paraguay
Kategori:Paraguay	Paraguay
Paralaks	Parallax
Jajar Genjang	Parallelogram
Paramaribo	Paramaribo
Paranoia	Paranoia
Parasitisme	Parasitism
Paris	Paris
Kategori:Paris	Paris
Penyakit Parkinson	Parkinson's disease
Parlemen	Parliament
Parsec	Parsec
Peterseli	Parsley
Parthenon	Parthenon
Parthia	Parthia
Fisika partikel	Particle physics
Kategori:Fisika partikel	Particle physics
Parwati	Parvati
Pascal (bahasa pemrograman)	Pascal (programming language)
Pascal (satuan)	Pascal (unit)
Burung pengicau	Passerine
Pesakh	Passover
Paspor	Passport
Kata sandi	Password
Pasteurisasi	Pasteurization
Paten	Patent
Patologi	Pathology
Patras	Patras
Patriark	Patriarch
