English	Arabic
French Revolution	الثورة الفرنسية
French franc	فرنك
French people	تصنيف:فرنسيون
Frequency	تردد
Fresco	تصوير جصي
Fresno	فريسنو، كاليفورنيا
Friction	احتكاك
Friday	الجمعة
Fridtjof Nansen	فريتيوف نانسين
Friedrich Engels	فريدريك أنجلز
Friesland	فريزلند
Fritz Haber	فريتز هابر
Friuli-Venezia Giulia	فريولي فينيتسيا جوليا
Frog	ضفدع
Fructose	فركتوز
Fruit	فواكه
Fruit	تصنيف:فاكهة
Fuel cell	خلايا الطاقة
Fugue	فوغا
Fukuoka	فوكوكا
Function (mathematics)	دالة رياضية
Fundamental	تصنيف:التصنيف الرئيسي
Fundamentalism	أصولية
Fungus	فطر
Furniture	تصنيف:أثاث
Furniture	أثاث
Fuzzy logic	منطق ضبابي
Fyodor Dostoevsky	فيودور دوستويفسكي
G	G
GIMP	برنامج جنو لمعالجة الصور
GNOME	جنوم
GNU	جنو
Gabon	الغابون
Gaborone	جابورون
Gabriel	جبريل
Gabriel Lippmann	غبريال ليبمان
Gadolinium	غادولينيوم
Gaetano Donizetti	غايتانو دونيزيتي
Gaia (mythology)	غايا
Galatia	غلاطية
Galaxy	مجرة
Galen	جالينوس
Galicia (Spain)	منطقة جليقية ذاتية الحكم
Galilee	الجليل (فلسطين)
Galileo Galilei	غاليليو غاليلي
Gallbladder	مرارة
Galliformes	دجاجيات
Gallium	غاليوم
Gamal Abdel Nasser	جمال عبد الناصر
Gambling	قمار
Game	لعب
Game theory	نظرية الألعاب
Gamma	غاما (حرف إغريقي)
Gamma ray	أشعة غاما
Ganesha	غانيشا
Ganges	نهر الغانج
Ganymede (moon)	جانيميد
Garden of Eden	جنة عدن
Garlic	ثوم
Gas	غاز
Gas constant	ثابت الغازات العام
Gas giant	عملاق غازي
Gasoline	بنزين (وقود)
Gastrointestinal tract	جهاز هضمي
Gastropoda	بطنقدميات
Gaul	الغال
Gautama Buddha	جوتاما بوذا
Gaza	غزة
Gaza Strip	قطاع غزة
Geisha	غيشا
Gemstone	أحجار كريمة
Gene	مورثة
Genealogy	علم الأنساب
General Agreement on Tariffs and Trade	جات
General Officer	فريق أول (رتبة عسكرية)
General relativity	نظرية النسبية العامة
Genesis	سفر التكوين
Genetic code	شفرة جينية
Genetics	علم الوراثة
Genetics	تصنيف:علم الوراثة
Geneva	جنييف
Genie	جن
Genoa	جنوة
Genocide	إبادة جماعية
Genocide	تصنيف:إبادة جماعية
Genome	جينوم
Genus	جنس (تصنيف)
Geodesy	جيوديسيا
Geodesy	تصنيف:جيوديسيا
Geoffrey Chaucer	جيفري تشوسر
Geography	جغرافيا
Geography	تصنيف:جغرافيا
Geography	بوابة:جغرافيا
Geology	تصنيف:جيولوجيا
Geology	جيولوجيا
Geometry	هندسة رياضية
Geometry	تصنيف:هندسة رياضية
Geomorphology	جيومرفولجيا
Geomorphology	تصنيف:جيومرفولجيا
Geophysics	جيوفيزياء
Geophysics	تصنيف:جيولوجيا فيزيائية
Georg Philipp Telemann	غيورغ فيليب تيليمان
Georg Wilhelm Friedrich Hegel	جورج فيلهلم فريدريش هيجل
George Bernard Shaw	جورج برنارد شو
George Boole	جورج بول
George Bush	جورج بوش
George Frideric Handel	جورج فريدريك هاندل
George Gershwin	جورج غيرشوين
George Harrison	جورج هاريسون
George Lucas	جورج لوكاس
George Marshall	جورج مارشال
George Orwell	جورج أورويل
George W. Bush	جورج دبليو بوش
George Washington	جورج واشنطن
Georges Braque	جورج براك
Georges Clemenceau	جورج كليمنصو
Georgetown	جورج تاون
Georgia (U.S. state)	جورجيا (ولاية أمريكية)
Georgia (country)	جورجيا
Georgia (country)	تصنيف:جورجيا
Gerald Ford	جيرالد فورد
German language	لغة ألمانية
Germanium	جرمانيوم
Germany	ألمانيا
Germany	تصنيف:ألمانيا
Geronimo	جيرانيمو
Gestapo	غيستابو
Ghana	غانا
Ghana	تصنيف:غانا
Ghent	جينت
Ghost	شبح
Giacomo Puccini	جاكومو بوتشيني
Giant Panda	باندا عملاقة
Gibraltar	جبل طارق (منطقة حكم ذاتي)
Gigabyte	جيجابايت
Gilgamesh	جلجامش
Ginger	زنجبيل
Ginkgo	جنكو
Giordano Bruno	جوردانو برونو
Giorgio Vasari	جورجو فازاري
Giotto di Bondone	جوتو دي بوندوني
Giraffe	زرافة
Girolamo Savonarola	سافونارولا
Giuseppe Garibaldi	جوزيبي غاريبالدي
Giuseppe Verdi	جوزيبي فيردي
Giza	مدينة الجيزة
Glacier	نهر جليدي
Gland	غدة
Glasgow	جلاسجو
Glass	زجاج
Glasses	نظارة
Glider	طائرة شراعية
Global Positioning System	نظام التموضع العالمي
Global warming	احترار عالمي
Globalization	عولمة
Globe artichoke	خرشوف
Gloucestershire	غلوسترشير
Glucose	جلوكوز
Gluon	غلوون
Glycerol	جليسرول
Glycogen	جليكوجين
Glycolysis	تحلل سكري
Gnosticism	غنوصية
Go (board game)	غو
Goa	غوا
Goalkeeper	حارس مرمى
Goat	ماعز
God	الله
Golan Heights	هضبة الجولان
Gold	ذهب
Golda Meir	جولدا مائير
Golden Eagle	عقاب ذهبي
Golden Gate Bridge	جسر البوابة الذهبية
Golf	غولف
Golf	تصنيف:غولف
Golgi apparatus	جهاز جولجي
Good Friday	جمعة الآلام
Google	جوجل
Google	تصنيف:جوجل
Gorilla	غوريلا
Gospel	الإنجيل
Gospel of Luke	إنجيل لوقا
Gothenburg	غوتنبرغ
Gothic architecture	عمارة قوطية
Gottlieb Daimler	غوتليب دايملر
Gout	نقرس
Government	حكومة
Grace Kelly	غرايس كيلي
Graffiti	جرافيتي
Gram	جرام
Grammar	نحو
Granada	غرناطة
Grand Slam (tennis)	البطولات الكبرى لكرة المضرب
Granite	جرانيت
Grape	عنب
Grapefruit	كريفون
Graphical user interface	واجهة مستخدم رسومية
Graphite	غرافيت
Gravitation	ثقالة
Gray (unit)	جراي (وحدة)
Gray Wolf	ذئب رمادي
Graz	غراتس
Great Barrier Reef	الحاجز المرجاني العظيم
Great Britain	بريطانيا العظمى
Great Depression	الكساد الكبير
Great Lakes	بحيرات عظمى (أمريكا الشمالية)
Great Rift Valley	الشق السوري الافريقي
Great Wall of China	سور الصين العظيم
Greater Antilles	جزر الأنتيل الكبرى
Greatest common divisor	قاسم مشترك أكبر
Grebe	غطاسيات
Greece	اليونان
Greece	تصنيف:اليونان
Greek alphabet	أبجدية إغريقية
Greek alphabet	تصنيف:أبجدية إغريقية
Greek fire	نار الاغريق
Greek mythology	ميثولوجيا إغريقية
Green	أخضر
Greenhouse	دفيئة زجاجية
Greenhouse effect	احتباس حراري
Greenhouse gas	غاز البيت الاخضر
Greenland	جرينلاند
Greenpeace	السلام الأخضر
Greenwich	غرينيتش
Greenwich Mean Time	توقيت غرينيتش
Gregor Mendel	جريجور مندل
Gregorian calendar	تقويم ميلادي
Grenoble	غرونوبل
Greta Garbo	جريتا جاربو
Grey	رمادي (لون)
Griffin	فتخاء
Gross domestic product	ناتج محلي إجمالي
Group	مجموعة
Group (mathematics)	زمرة (رياضيات)
Group (periodic table)	مجموعة جدول دوري
Group theory	نظرية الزمر
Grover Cleveland	جروفر كليفلاند
Grozny	غروزني
Gruiformes	كركيات
Guadalajara	غوادالاخارا (المكسيك)
Guadeloupe	جزر جوادلوب
Guam	غوام
Guangdong	قوانغدونغ
Guangzhou	قوانغتشو
Guanine	جوانين
Guatemala	تصنيف:غواتيمالا
Guatemala City	مدينة غواتيمالا
Guayaquil	غواياكيل
Guernsey	جيرنزي
Guglielmo Marconi	غولييلمو ماركوني
Guillotine	مقصلة
Guinea	غينيا
Guinea	تصنيف:غينيا
Guinea pig	خنزير غينيا
Guinea-Bissau	غينيا بيساو
Guitar	جيتار
Gujarat	غوجارات
Gulf War	حرب الخليج الثانية
Gulf of Aden	خليج عدن
Gulf of Aqaba	خليج العقبة
Gulf of Finland	خليج فنلندا
Gulf of Guinea	خليج غينيا
Gulf of Mexico	خليج المكسيك
Gulf of Oman	خليج عمان
Gulf of Thailand	خليج تايلند
Gull	نورس
Gunpowder	بارود
Gunpowder Plot	مؤامرة البارود
Gustav Klimt	غوستاف كليمت
Gustav Mahler	غوستاف مالر
Gustave Flaubert	جوستاف فلوبير
Guy Fawkes	جاي فوكس
Guyana	تصنيف:غويانا
Gymnastics	جمباز
Gymnosperm	عاريات البذور
Gynaecology	طب النساء والتوليد
Gypsum	جص
Gyroscope	جيروسكوب
H	H
H. G. Wells	هربرت جورج ويلز
HIV	فيروس نقص المناعة
HTML	لغة ترميز النص الفائق
Hacker	قرصان الحاسوب
Hades	هاديس
Hadith	حديث نبوي
Hadrian	هادريان
Hadrian's Wall	سور هادريان
Hadron	هادرون
Haemophilia	ناعور (مرض)
Hafnium	هافنيوم
Hagia Sophia	آيا صوفيا
Haifa	حيفا
Haiku	هايكو
Hail	برد (هطول)
Hail Mary	السلام عليك يا مريم
Hair	شعر (تشريح)
Haiti	هايتي
Haiti	تصنيف:هايتى
Hajj	حج
Halal	مباح
Half-life	عمر النصف
Halloween	هالويين
Halogen	هالوجين
Hamas	حركة حماس
Hamburg	هامبورغ
Hamburg	تصنيف:هامبورغ
Hamburger	هامبرغر
Hamlet	هاملت
Hammer	مطرقة
Hammurabi	حمورابي
Hand	يد
Hand grenade	قنبلة يدوية
Handgun	مسدس
Hanging	شنق
Hanging Gardens of Babylon	حدائق بابل المعلقة
Hannibal	حنبعل
Hanoi	هانوي
Hanover	هانوفر
Hans Christian Andersen	هانس كريستيان أندرسن
Hanseatic League	الرابطة الهانزية
Hanukkah	حانوكا
Happiness	سعادة
Harare	هراري
Hardness	صلادة
Harlem	هارلم
Harmonica	هارمونيكا
Harold Pinter	هارولد بنتر
Harriet Beecher Stowe	هيريت ستاو
Harrisburg	هاريسبرج، بنسيلفانيا
Hartford	هارتفورد، كونيتيكت
Hassium	هاسيوم
Hatred	كراهية
Havana	هافانا
Hawaii	هاواي
Hawaii	تصنيف:هاواي
Head	رأس
Health	صحة
Health	تصنيف:صحة
Heart	قلب
Heat	حرارة
Heaven	جنة
Heavy metal music	موسيقى الميتال
Heavy water	ماء ثقيل
Hebei	خبي
Hebrew alphabet	كتابة عبرية
Hebrew calendar	تقويم يهودي
Hectare	هكتار
Hector	هكتور'
Hector Berlioz	هيكتور بيرليوز
Hedgehog	القنفذ
Heinrich Hertz	هاينريش رودولف هيرتس
Heinrich Himmler	هينريك هيملر
Heinrich Schliemann	هاينريش شليمان
Helen Keller	هيلين كيلر
Helena	هيلينا، مونتانا
Helicopter	مروحية
Helium	هيليوم
Hell	جحيم
Helmut Schmidt	هلموت شميت
Helsinki	هلسنكي
Hematology	علم الدم
Hematology	تصنيف:علم الدم
Hemoglobin	خضاب الدم
Hemorrhoid	بواسير
Henri Becquerel	هنري بيكريل
Henri Bergson	هنري برجسون
Henri Matisse	هنري ماتيس
Henrik Ibsen	هنريك إبسن
Henry (unit)	هنري (وحدة)
Henry Cavendish	هنري كافيندش
Henry David Thoreau	هنري ديفد ثورو
Henry Fonda	هنري فوندا
Henry Ford	هنري فورد
Henry Kissinger	هنري كسنجر
Henry Purcell	هنري برسل
Hepatitis	التهاب كبدي فيروسي
Hephaestus	هيفيستوس
Hera	هيرا
Heraclitus	هرقليطس
Herat	هرات
Herbert Hoover	هربرت هوفر
Herbert Marcuse	هربرت ماركوز
Herbert Spencer	هيربرت سبينسر
Hercules	هرقل الأمازيغي
Hercules (constellation)	الجاثي (كوكبة)
Heresy	هرطقة
Hermann Hesse	هرمان هيسه
Hermann von Helmholtz	هرمان فون هلمهولتز
Hermeneutics	تفسيرية
Hermes	هيرميز
Herod the Great	هيرودس الكبير
Herodotus	هيرودوت
Heron	بلشونيات
Hertz	هرتز
Hesse	هيسن
Heterosexuality	مغايرة
Hexadecimal	نظام عد سداسي عشر
Hexagon	سداسي الأضلاع
Hezbollah	حزب الله
Hibernation	بيات شتوي
Hideki Yukawa	يوكاوا هيديكي
Hilbert space	فضاء هلبرت
Himalayas	هيمالايا
Hindu Kush	هندوكوش
Hinduism	هندوسية
Hinduism	تصنيف:هندوسية
Hipparchus	أبرخش
Hippie	هيبيز
Hippocrates	أبقراط
Hippopotamus	فرس النهر
Hirohito	هيروهيتو
Hiroshima	هيروشيما
Hispaniola	هسبانيولا
Histology	علم الأنسجة
Histone	هيستون
History	تاريخ
History	تصنيف:تاريخ
History	بوابة:تاريخ
Ho Chi Minh	هو تشي منه
Ho Chi Minh City	مدينة هوشي منه
Hobart	هوبارت
Hobby	هواية
Hokusai	هوكوسائي
Holiday	عيد
Hollywood	هوليوود، كاليفورنيا
Holmium	هولميوم
Holography	الذواكر ثلاثية الأبعاد
Holy Roman Empire	إمبراطورية رومانية مقدسة
Holy Spirit	الروح القدس
Homer	هوميروس
Hominidae	قردة عليا
Homo (genus)	هومو (جنس)
Homo erectus	إنسان منتصب
Homo habilis	إنسان ماهر
Homophobia	رهاب المثلية
Homosexuality	مثلية
Honduras	هندوراس
Honduras	تصنيف:هندوراس
Honey	عسل النحل
Hong Kong	هونغ كونغ
Hong Kong	تصنيف:هونغ كونغ
Honiara	هونيارا
Honolulu	هونولولو، هاواي
Hookah	شيشة
Hoopoe	هدهد
Horace	هوراس
Horizon	خط الأفق
Hormone	هرمون
Horn of Africa	قرن إفريقي
Horoscope	مخططات الأبراج
Horse	حصان
Horse racing	سباق الخيل
Horus	حورس
Hosni Mubarak	محمد حسني مبارك
Hospital	مستشفى
Hotel	فندق
Hour	ساعة (وحدة)
House	منزل
House (TV series)	هاوس
House Sparrow	عصفور دوري
Houston	هيوستن، تكساس
Hovercraft	حوامة
Howard Carter (archaeologist)	هوارد كارتر
Hudson Bay	خليج هدسون
Hugh Capet	أوغو كابيه
Human	إنسان
Humanism	إنسانية
Humanities	تصنيف:إنسانيات
Humerus	عظم عضد
Humidity	رطوبة
Hummingbird	طنان
Humour	دعابة
Humpback Whale	حوت سنامي
Humphrey Bogart	همفري بوجارت
Hundred Years' War	حرب المائة عام
Hungary	المجر
Hungary	تصنيف:المجر
Hunting	صيد
Hyderabad	حيدر أباد
Hydrocarbon	هيدروكربون
Hydrochloric acid	حمض هيدروكلوريك
Hydroelectricity	طاقة كهرمائية
Hydrogen	هيدروجين
Hydrogen bond	رابطة هيدروجينية
Hydrology	علم المياه
Hydrology	تصنيف:علم المياه
Hydroxide	هيدروكسيد
Hyena	ضبع
Hymen	غشاء البكارة
Hymenoptera	غشائيات الأجنحة
Hyperbola	قطع زائد
Hyperion (moon)	هايبريون
Hypertension	فرط ضغط الدم
Hypertext Transfer Protocol	بروتوكول نقل النص الفائق
Hypnosis	تنويم مغناطيسي
Hypothalamus	وطاء
Hypothesis	فرضية
I	I
I. M. Pei	إيو مينغ بي
IPod	آي بود
Ian Fleming	إيان فليمنج
Iberian Peninsula	شبه جزيرة إيبيريا
Ibuprofen	آيبوبروفين
Ice age	عصر جليدي
Ice cream	مثلجات
Ice hockey	هوكي الجليد
Ice hockey	تصنيف:هوكي الجليد
Iceland	أيسلندا
Iceland	تصنيف:آيسلندا
Icon	أيقونة
Idaho	أيداهو
Idealism	مثالية
Identity element	عنصر حيادي
Ideology	إيديولوجيا
Ido	لغة إيدو
Igneous rock	صخور نارية
Igor Stravinsky	إيغور سترافينسكي
Iliad	الإلياذة
Illinois	إلينوي
Image scanner	ماسح ضوئي
Imam	إمام
Immanuel Kant	إيمانويل كانت
Immune system	جهاز مناعي
Immunology	علم المناعة
Immunology	تصنيف:علم المناعة
Imperialism	إمبريالية
Impressionism	انطباعية
Incest	زنا المحارم
Inch	إنش
Independence	استقلال
India	الهند
India	تصنيف:الهند
Indian Ocean	محيط هندي
Indiana	إنديانا
Indianapolis	إنديانابوليس، إنديانا
Indira Gandhi	أنديرا غاندي
Indium	إنديوم
Indochina	الهند الصينية
Indonesia	إندونيسيا
Indonesia	تصنيف:إندونيسيا
Indra	إندرا
Inductance	تحريض
Inductive reasoning	استنتاج استقرائي
Inductor	مستحث
Indulgence	صكوك الغفران
Indus River	نهر السند
Industrial Revolution	ثورة صناعية
Industry	صناعة
Inequality	عدم المساواة
Inertia	عطالة
Infantry	مشاة
Infectious disease	إسهال سكري
Infinity	لانهاية
Inflammation	التهاب
Inflation	تضخم اقتصادي
Influenza	فيروس إنفلونزا
Information	معلومة
Information technology	تكنولوجيا المعلومات
Information theory	نظرية المعلومات
Infrared	الأشعة تحت الحمراء
Infrastructure	بنية تحتية
Ingmar Bergman	إنغمار برغمان
Ingrid Bergman	إنغريد بيرغمان
Inner Mongolia	منغوليا الداخلية
Innsbruck	إنسبروك
Inorganic chemistry	كيمياء لاعضوية
Inorganic chemistry	تصنيف:كيمياء لاعضوية
Inquisition	محاكم التفتيش
Insect	حشرة
Insecticide	مبيد حشري
Insectivora	آكلات الحشرات
Insulin	أنسولين
Integer	عدد صحيح
Integral	تكامل
Integrated circuit	دائرة تكاملية
Intellectual property	ملكية فكرية
Intelligence quotient	نسبة الذكاء
Intercontinental ballistic missile	صاروخ عابر للقارات
Interlingua	إنترلينغوا
International Atomic Energy Agency	الوكالة الدولية للطاقة الذرية
International Civil Aviation Organization	المنظمة الدولية للطيران المدني
International Court of Justice	محكمة العدل الدولية
International Labour Organization	منظمة العمل الدولية
International Monetary Fund	صندوق النقد الدولي
International System of Units	نظام دولي للوحدات
International organization	منظمة دولية
Internet	إنترنت
Internet	تصنيف:إنترنت
Internet Explorer	إنترنت إكسبلورر
Internment	معسكر اعتقال
Interpreter (computing)	مفسر (برمجة)
Intersection (set theory)	تقاطع (جبر)
Intestine	أمعاء
Intranet	إنترانت
Invention	إختراع
Invertebrate	لافقاريات
Iodine	يود
Ion	أيون
Ionian Sea	البحر الأيوني
Ionic bond	رابطة أيونية
Ionosphere	أيونوسفير
Iota	ايوتا (حرف إغريقي)
Iowa	آيوا
Iran	إيران
Iran	تصنيف:إيران
Iran-Iraq War	حرب الخليج الأولى
Iraq	العراق
Iraq	تصنيف:العراق
Ireland	الجزيرة الأيرلندية
Iridium	إريديوم
Iris (anatomy)	قزحية
Irish Sea	البحر الأيرلندي
Irish people	تصنيف:أيرلنديون
Iron	حديد
Iron Age	عصر حديدي
Irrational number	أعداد غير منطقة
Isaac	إسحاق
Isaac Asimov	إسحاق عظيموف
Isaac Bashevis Singer	إساك سنجر
Isaac Newton	إسحاق نيوتن
Ishmael	إسماعيل
Isis	إيزيس
Islam	إسلام
Islam	تصنيف:إسلام
Islamabad	إسلام أباد
Islamic calendar	تقويم هجري
Island	جزيرة
Isle of Man	مان (جزيرة)
Isle of Wight	وايت (جزيرة)
Isomer	متماكب
Isoroku Yamamoto	إيسوروكو ياماموتو
Isotope	نظائر عناصر كيميائية
Israel	إسرائيل
Israel	تصنيف:إسرائيل
Istanbul	إسطنبول
Isthmus	برزخ (جغرافيا)
Italy	إيطاليا
Italy	تصنيف:إيطاليا
Ivan Lendl	إيفان ليندل
Ivan Pavlov	إيفان بافلوف
Ivory	عاج
Ivy League	رابطة اللبلاب
J	J
Jack the Ripper	جاك السفاح
Jackson	جاكسون، مسيسيبي
Jackson Pollock	جاكسون بولوك
Jacksonville	جاكسونفيل، فلوريدا
Jacob	يعقوب
Jacques Cartier	جاك كارتييه
Jacques Derrida	جاك دريدا
Jade	يشب
Jainism	جاينية
Jakarta	جاكرتا
Jalalabad	جلال آباد
Jamaica	جامايكا
Jamaica	تصنيف:جامايكا
James	يعقوب بن زبدي
James A. Garfield	جيمس جارفيلد
James Bond	جيمس بوند
James Clerk Maxwell	جيمس ماكسويل
James Cook	جيمس كوك
James Joyce	جيمز جويس
James K. Polk	جيمس بولك
James Madison	جيمس ماديسون
James Monroe	جيمس مونرو
James Prescott Joule	جيمس بريسكوت جول
James Watt	جيمس واط
Jammu and Kashmir	جامو وكشمير
Jan van Eyck	يان فان آيك
Jane Austen	جاين أوستن
Jane Seymour	جاين سيمور
Janissary	إنكشارية
January	يناير
January 1	1 يناير
January 19	19 يناير
January 20	20 يناير
January 6	6 يناير
Japan	اليابان
Japan	تصنيف:اليابان
Jaundice	يرقان
Java	جاوة
Java (programming language)	جافا
Jawaharlal Nehru	جواهر لال نهرو
Jazz	موسيقى الجاز
Jazz	تصنيف:موسيقى الجاز
Jean Auguste Dominique Ingres	آنغر
Jean Sibelius	يوهان كريستيان سيبليوس
Jean de La Fontaine	لافونتين
Jean-Jacques Rousseau	جان جاك روسو
Jean-Paul Sartre	جون بول سارتر
Jean-Philippe Rameau	جون فيليب رامو
Jeddah	جدة
Jefferson City	جفرسون سيتي، ميزوري
Jefferson Davis	جيفيرسون ديفيس
Jehovah	يهوه
Jehovah's Witnesses	شهود يهوه
Jellyfish	قنديل البحر
Jerez de la Frontera	شريش
Jericho	أريحا
Jerome	جيروم
Jersey	جيرزي (جزيرة)
Jerusalem	القدس
Jerusalem	تصنيف:القدس
Jesus	يسوع
Jet engine	محرك نفاث
Jew	يهود
Jihad	جهاد
Jimi Hendrix	جيمي هندريكس
Jimmy Carter	جيمي كارتر
Joan of Arc	جان دارك
Johann Bernoulli	يوهان بيرنولي
Johann Sebastian Bach	يوهان سباستيان باخ
Johann Wolfgang von Goethe	يوهان فولفغانغ فون جوته
Johannes Brahms	يوهانس برامز
Johannes Diderik van der Waals	يوهانس ديديريك فان دير فالس
Johannes Gutenberg	يوهان غوتنبرغ
Johannes Kepler	يوهانز كيبلر
Johannes Vilhelm Jensen	يوهانس فلهلم ينسن
Johannesburg	جوهانسبرغ
John Adams	جون آدامز
John Bardeen	جون باردين
John Calvin	جون كالفن
John Dalton	جون دالتون
John Dewey	جون ديوي
John Galsworthy	جون غلزورثي
John Herschel	جون هيرشيل
John Lennon	جون لينون
John Locke	جون لوك
John Major	جون ميجور
John Maynard Keynes	جون مينارد كينز
John Milton	جون ميلتون
John Quincy Adams	جون كوينسي آدامز
John Steinbeck	جون شتاينبك
John Stuart Mill	جون ستيوارت ميل
John Tyler	جون تايلر
John Wayne	جون وين
John Wycliffe	جون ويكليف
John the Baptist	يوحنا المعمدان
John von Neumann	جون فون نيومان
Johnny Cash	جوني كاش
Joint	مفصل
Jonathan Swift	جوناثان سويفت
Jordan	الأردن
Jordan	تصنيف:الأردن
Jordan River	نهر الأردن
Jorge Luis Borges	خورخي لويس بورخيس
Joseph Conrad	جوزيف كونراد
Joseph Goebbels	جوزيف غوبلز
Joseph Haydn	جوزيف هايدن
Joseph McCarthy	جوزيف مكارثي
Joseph Pulitzer	جوزيف بوليتزر
Joseph Smith	جوزيف سميث
Joseph Stalin	جوزيف ستالين
Josephus	يوسيفوس فلافيوس
Joule	جول
Journalism	تصنيف:صحافة
Journalism	صحافة
Journalist	صحفي
Jovian	جوفيان
Joystick	عصا تحكم الألعاب
Judaism	يهودية
Judaism	تصنيف:يهودية
Judas Iscariot	يهوذا الإسخريوطي
Judo	جودو
Judy Garland	جودي غارلند
Jules Verne	جول فيرن
Julian calendar	تقويم يولياني
Julian the Apostate	يوليان المرتد
Julius Caesar	يوليوس قيصر
July	يوليو
July 1	1 يوليو
July 4	4 يوليو
June	يونيو
June 14	14 يونيو
June 21	21 يونيو
June 23	23 يونيو
June 24	24 يونيو
June 29	29 يونيو
June 3	3 يونيو
Juneau	جونو، ألاسكا
Jupiter	مشتري
Jurassic	عصر جوراسي
Justinian I	جستنيان الأول
Jutland	يوتلاند
K	K
K2	جبل كي 2
KGB	كيه جي بي
Kaaba	الكعبة
Kabbalah	قبالاه
Kabul	كابول
Kalahari Desert	صحراء كالهاري
Kamchatka Peninsula	شبه جزيرة كامشاتكا
Kamikaze	كاميكازي
Kampala	كمبالا
Kandahar	قندهار
Kangaroo	كنغر
Kansas	كانزاس
Kansas City	كانزاس سيتي، ميزوري
Kappa	كبا (حرف إغريقي)
Karachi	كراتشي
Karakoram	كاراكورام
Karate	كاراتيه
Karl Jaspers	كارل ياسبرز
Karl Marx	كارل ماركس
Karl Popper	كارل بوبر
Karma	كارما
Karnataka	كارناتاكا
Katharine Hepburn	كاثرين هيبورن
Kathmandu	كاثماندو
Katowice	كاتوفيتسه
Kaunas	كاوناس
Kazakhstan	كازاخستان
Kazakhstan	تصنيف:كازاخستان
Kazan	قازان
Kelvin	كلفن
Kent	كنت
Kentucky	كنتاكي
Kenya	كينيا
Kenya	تصنيف:كينيا
Kernel (computer science)	نواة (نظم تشغيل)
Ketchup	كتشب
Ketone	كيتون
Keyboard (computing)	لوحة مفاتيح الحاسوب
Keyboard instrument	آلة المفاتيح
Khabarovsk	خاباروفسك
Khan	خان
Kharkiv	خاركوف
Khartoum	الخرطوم
Khmer Rouge	الخمير الحمر
Khufu	خوفو
Kibbutz	كيبوتس
Kidney	كلية
Kiev	كييف
Kigali	كيجالي
Kilobyte	كيلوبايت
Kilogram	كيلوغرام
Kilometre	كيلومتر
Kilometres per hour	كيلومتر في الساعة
Kimono	كيمونو
Kinematics	علم الحركة
Kinetic energy	الطاقة الحركية
King (chess)	ملك شطرنج
King Arthur	الملك آرثر
King Lear	الملك لير
Kingdom (biology)	مملكة (تصنيف)
Kingston	كينغستون
Kingstown	كينغستاون
Kinshasa	كينشاسا
Kiribati	كيريباس
Kiribati	تصنيف:كيريباس
Kirkuk	كركوك
Kiss	تقبيل
Kite	طائرة ورقية
Kiwi	كيوي (طائر)
Knee	ركبة
Knesset	كنيست إسرائيلي
Knife	سكين
Knight (chess)	حصان شطرنج
Knossos	كنوسوس
Knot (speed)	عقدة (وحدة سرعة)
Knowledge	معرفة
Knut Hamsun	كنوت همسون
Koala	كوالا
Kobe	كوبه
Kolkata	كلكتا
Komodo dragon	تنين كومودو
Konqueror	كنكرر
Konrad Adenauer	كونراد أديناور
Korea	كوريا
Korea	تصنيف:كوريا
Korean War	حرب كورية
Kosovo	كوسوفو
Kosovo	تصنيف:كوسوفو
Krishna	كريشنا
Krypton	كريبتون
Ku Klux Klan	كو كلوكس كلان
Kuala Lumpur	كوالا لمبور
Kublai Khan	قوبلاي خان
Kuiper belt	حزام كويبر
Kung fu (term)	كونغ فو
Kurdistan	كردستان
Kurdistan	تصنيف:كردستان
Kurdistan Workers Party	حزب العمال الكردستاني
Kursk	كورسك
Kurt Vonnegut	كرت فونوجط
Kurt Waldheim	كورت فالدهايم
Kuwait	الكويت
Kuwait	تصنيف:الكويت
Kuwait City	مدينة الكويت
KwaZulu-Natal	كوازولو ناتال
Kyoto	كيوتو
Kyrgyzstan	قرغيزستان
Kyrgyzstan	تصنيف:قرغيزستان
L	L
L'Aquila	لاكويلا
LAMP (software bundle)	لامب (حزمة برمجيات)
La Paz	لاباز
La Plata	لابلاتا
La Spezia	لا سبيتسيا
LaTeX	لاتخ
Laboratory	مختبر
Labour Party (UK)	حزب العمال البريطاني
Lactic acid	حمض لاكتيك
Lactose	لاكتوز
Lady Jane Grey	ليدي جين غراي
Lagomorpha	أرنبيات
Lagos	لاغوس
Lahore	لاهور
Lake	بحيرة
Lake Baikal	بحيرة بايكال
Lake Chad	بحيرة تشاد الكبرى
Lake Constance	بحيرة كونستانس
Lake Ladoga	بحيرة لادوغا
Lake Michigan	بحيرة ميشيغان
Lake Tanganyika	بحيرة تنجانيقا
Lake Victoria	بحيرة فكتوريا
Lakshmi	لاكشمي
Lambda	لامدا (حرف إغريقي)
Lamprey	جلكي
Language	لغة
Lansing	لانسنغ، ميشيغان
Lanthanide	لانثانيدات
Lanthanum	لانثانوم
Laos	لاوس
Laos	تصنيف:لاوس
Laptop	حاسوب محمول
Larva	يرقة
Larynx	حنجرة
Las Vegas	لاس فيغاس، نيفادا
Laser	ليزر
Lathe	مخرطة
Latin	لغة لاتينية
Latin America	أمريكا اللاتينية
Latin alphabet	أبجدية لاتينية
Latitude	دائرة عرض
Latvia	لاتفيا
Latvia	تصنيف:لاتفيا
Laughter	ضحك
