English	Romanian
Triangulum	Triunghiul (constelaţie)
Triangulum Australe	Triunghiul Austral (constelaţie)
Triassic	Triasic
Tributary	Afluent
Triceratops	Triceratops
Trier	Trier
Trigonometric function	Funcţie trigonometrică
Trigonometry	Trigonometrie
Trigonometry	Categorie:Trigonometrie
Trinidad and Tobago	Trinidad-Tobago
Trinitrotoluene	Trinitrotoluen
Trinity	Sfânta Treime
Tripoli	Tripoli
Tritium	Tritiu
Triton (moon)	Triton (satelit)
Triumphal arch	Arc de Triumf
Trojan Horse	Calul troian
Trojan War	Războiul troian
Troll	Trol
Troll (Internet)	Troll
Trolleybus	Troleibuz
Trondheim	Trondheim
Trotskyism	Troţkism
Troy	Troia
Truck	Autocamion
Truman Doctrine	Doctrina Truman
Truth	Adevăr
Trygve Lie	Trygve Lie
Tryptophan	Triptofan
Tsar	Ţar
Tsunami	Tsunami
Tuareg	Tuaregi
Tucana	Tucanul (constelaţie)
Tucson	Tucson, Arizona
Tuesday	Marţi
Tulip	Lalea
Tundra	Tundră
Tungsten	Wolfram (element)
Tunis	Tunis
Tunisia	Tunisia
Tunnel	Tunel
Turbine	Turbină
Turin	Torino
Turing machine	Maşină Turing
Turkey	Turcia
Turkey	Categorie:Turcia
Turkmenistan	Turkmenistan
Turkmenistan	Categorie:Turkmenistan
Turtle	Broască ţestoasă
Tuscany	Toscana
Tuvalu	Tuvalu
Tuvalu	Categorie:Tuvalu
Tycho Brahe	Tycho Brahe
Typewriter	Maşină de scris
Tyrol (state)	Tirol (land)
Tyrrhenian Sea	Marea Tireniană
U	U
UNESCO	UNESCO
Ufa	Ufa
Uganda	Uganda
Ukraine	Ucraina
Ukraine	Categorie:Ucraina
Ulan Bator	Ulaanbaatar
Ulster	Ulster
Ultraviolet	Raze ultraviolete
Ulysses S. Grant	Ulysses S. Grant
Umbria	Umbria
Uncertainty principle	Principiul incertitudinii
Unemployment	Şomaj
Unidentified flying object	Obiect zburător neidentificat
Uniform Resource Locator	Uniform Resource Locator
United Arab Emirates	Emiratele Arabe Unite
United Arab Emirates	Categorie:Emiratele Arabe Unite
United Kingdom	Regatul Unit
United Kingdom	Categorie:Regatul Unit
United Nations	Organizaţia Naţiunilor Unite
United Nations	Categorie:Organizaţia Naţiunilor Unite
United Nations Children's Fund	UNICEF
United States	Statele Unite ale Americii
United States	Categorie:Statele Unite ale Americii
United States Air Force	United States Air Force
United States Congress	Congresul Statelor Unite ale Americii
United States Constitution	Constituţia Statelor Unite ale Americii
United States House of Representatives	Camera Reprezentanţilor a Statelor Unite ale Americii
United States Navy	United States Navy
United States Senate	Senatul Statelor Unite ale Americii
United States Virgin Islands	Insulele Virgine Americane
United States dollar	Dolar american
Universe	Univers
University	Universitate
University of Chicago	Universitatea Chicago
Unix	UNIX
Ununbium	Ununbiu
Ununtrium	Ununtriu
Uppsala	Uppsala
Ur	Ur
Uracil	Uracil
Ural Mountains	Munţii Ural
Urania	Urania
Uranium	Uraniu
Uranus	Uranus (planetă)
Uranus	Categorie:Uranus
Uranus (mythology)	Uranus (mitologie)
Urdu	Limba urdu
Ursa Major	Ursa Mare
Ursa Minor	Ursa Mică (constelaţie)
Uruguay	Uruguay
Uruguay	Categorie:Uruguay
Utah	Utah (stat SUA)
Utah	Categorie:Statul Utah, SUA
Uterus	Uter
Utilitarianism	Utilitarism
Utrecht (city)	Utrecht
Utrecht (province)	Utrecht (provincie)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Uzbekistan	Categorie:Uzbekistan
V	V
Vaccine	Vaccin
Vacuum	Vid
Vaduz	Vaduz
Vagina	Vagin
Valence	Valence
Valencia	Valencia
Valentine's Day	Ziua îndrăgostiţilor
Valhalla	Walhalla
Valkyrie	Walkirie
Valletta	Valletta
Vanadium	Vanadiu
Vancouver	Vancouver
Vanir	Vanir
Vanuatu	Vanuatu
Vanuatu	Categorie:Vanuatu
Var (department)	Var (departament)
Varna	Varna
Vascular plant	Cormofit
Vatican City	Vatican
Vatican City	Categorie:Vatican
Vector (spatial)	Vector (spaţial)
Vegetable	Legumă
Vegetarianism	Vegetarianism
Vela (constellation)	Velele (constelaţie)
Veneto	Veneto
Venezuela	Venezuela
Venezuela	Categorie:Venezuela
Venice	Veneţia
Venus	Venus (planetă)
Venus (mythology)	Venus (zeiţă)
Verb	Verb
Vermont	Vermont (stat SUA)
Vermont	Categorie:Statul Vermont, SUA
Verona	Verona
Versailles	Versailles
Vertebrate	Vertebrata
Vespasian	Vespasian
Vesta (mythology)	Vesta
Vice President of the United States	Vicepreşedinte al Statelor Unite ale Americii
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victoria, Seychelles
Victoria	Victoria, Columbia Britanică
Victoria Falls	Cascada Victoria
Video game	Jocuri video
Vienna	Viena
Vienne	Vienne
Vietnam	Vietnam
Vietnam	Categorie:Vietnam
Vietnam War	Războiul din Vietnam
Viking	Vikingi
Vilfredo Pareto	Vilfredo Pareto
Village	Sat
Vilnius	Vilnius
Vincent van Gogh	Vincent Van Gogh
Vincenzo Bellini	Vincenzo Bellini
Viola	Violă
Violin	Vioară
Virgil	Publius Vergilius Maro
Virginia	Virginia (stat SUA)
Virginia	Categorie:Statul Virginia, SUA
Virginia Woolf	Virginia Woolf
Virgo (constellation)	Fecioara (constelaţie)
Virus	Virus
Viscosity	Viscozitate
Vishnu	Vişnu
Vistula	Vistula
Vitamin	Vitamină
Vitamin A	Retinol
Vitamin B6	Vitamina B6
Vitamin C	Vitamina C
Vittorio De Sica	Vittorio De Sica
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Vladimir Ilici Lenin
Vladimir Nabokov	Vladimir Nabokov
Vladimir Putin	Vladimir Putin
Vladivostok	Vladivostok
Vocative case	Cazul vocativ
Vodka	Vodkă
Volans	Peştele Zburător (constelaţie)
Volcano	Vulcan (geografie)
Volcanology	Categorie:Vulcanologie
Volga River	Volga
Volgograd	Volgograd
Volleyball	Volei
Volt	Volt
Voltage	Tensiune electrică
Voltaire	Voltaire
Volume	Volum
Voodoo	Vaudou
Vowel	Vocală
Vulcan (mythology)	Vulcan (zeu)
Vulgar Latin	Latina vulgară
Vulgate	Biblia Vulgata
Vulpecula	Vulpea (constelaţie)
Vulva	Vulvă
W	W
W. Somerset Maugham	William Somerset Maugham
WYSIWYG	WYSIWYG
Wales	Ţara Galilor
Walrus	Morsă
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
War	Război
War crime	Crimă de război
Wars of the Roses	Războiul celor Două Roze
Warsaw	Varşovia
Washington	Washington, DC
Washington	Washington (stat SUA)
Washington (disambiguation)	Washington (dezambiguizare)
Wassily Kandinsky	Vasili Kandinski
Water	Apă
Water	Categorie:Apă
Water polo	Polo pe apă
Waterfall	Cascadă
Watergate scandal	Afacerea Watergate
Watt	Watt
Watt-hour	Watt-oră
Wave	Undă
Wavelength	Lungime de undă
Weapon	Armă
Web browser	Browser
Web page	Pagină Web
Website	Website
Week	Săptămână
Weight	Greutate
Weimar	Weimar
Weimar Republic	Republica de la Weimar
Welding	Sudare
Wellington	Wellington
Wernher von Braun	Wernher von Braun
Weser River	Râul Weser
West	Vest
West Bengal	Bengalul de Vest
West Berlin	Berlinul de Vest
West Germany	Germania de Vest
West Sussex	West Sussex
West Virginia	West Virginia (stat SUA)
Western Roman Empire	Imperiul Roman de Apus
Western Sahara	Sahara Occidentală
Westminster Abbey	Catedrala Westminster
Whale	Balenă
Wheat	Grâu
Wheel	Roată
Whisky	Whisky
White House	Casa Albă
White Sea	Marea Albă
White blood cell	Leucocită
White dwarf	Pitică albă
Wicca	Wicca
Wiesbaden	Wiesbaden
Wildcat	Pisică sălbatică
Wilhelm Ostwald	Wilhelm Ostwald
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William Howard Taft
William I	Wilhelm I al Germaniei
William II	Wilhelm al II-lea al Germaniei
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Shakespeare
William Shockley	William Bradford Shockley
William Wordsworth	William Wordsworth
William of Ockham	William Ockham
Willow	Salcie
Willy Brandt	Willy Brandt
Wind power	Energie eoliană
Windhoek	Windhoek
Windmill	Moară de vânt
Wine	Vin
Winnipeg	Winnipeg, Manitoba
Winston Churchill	Winston Churchill
Winter	Iarnă
Winter Olympic Games	Jocuri Olimpice de iarnă
Winter Olympic Games	Categorie:Jocurile Olimpice de iarnă
Wisconsin	Wisconsin (stat SUA)
Wisconsin	Categorie:Statul Wisconsin, SUA
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Femeie
Wood	Lemn
Woodrow Wilson	Woodrow Wilson
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Cuvînt
Word processor	Procesor de text
World Bank	Banca Mondială
World Health Organization	Organizaţia Mondială a Sănătăţii
World Trade Center	World Trade Center
World Trade Organization	Organizaţia Mondială a Comerţului
World War I	Primul Război Mondial
World War I	Categorie:Primul război mondial
World War II	Al Doilea Război Mondial
World War II	Categorie:Al doilea război mondial
World Wide Web	World Wide Web
World Wide Web	Categorie:World Wide Web
World war	Război mondial
Worm	Vierme
Wormhole	Gaură de vierme
Writer	Scriitor
Wuhan	Wuhan
Wyoming	Wyoming (stat SUA)
X	X
X-ray	Radiaţie X
Xenon	Xenon
Xenophanes	Xenofan
Xenophobia	Xenofobie
Xenophon	Xenofon
Xinjiang	Xinjiang
Y	Y
Yahweh	YHWH
Yale University	Universitatea Yale
Yalta	Ialta
Yalta Conference	Conferinţa de la Ialta
Yangon	Yangon
Yangtze River	Yangtze
Yasser Arafat	Yasser Arafat
Year	An
Years	Categorie:Ani
Yellow	Galben
Yellow River	Fluviul Galben
Yellow Sea	Marea Galbenă
Yellowstone National Park	Parcul Naţional Yellowstone
Yemen	Yemen
Yemen	Categorie:Yemen
Yenisei River	Enisei
Yerevan	Erevan
Yggdrasil	Yggdrasil
Yo-yo	Yo-yo
Yoga	Yoga
Yoghurt	Iaurt
Yokohama	Yokohama
Yom Kippur	Iom Kipur
Yom Kippur War	Războiul de Yom Kippur
York	York
Yosemite National Park	Parcul Naţional Yosemite
Ytterbium	Yterbiu
Yttrium	Ytriu
Yuan Dynasty	Dinastia Yuan
Yugoslavia	Iugoslavia
Yugoslavia	Categorie:Iugoslavia
Yukon	Yukon
Yunnan	Yunnan
Yuri Gagarin	Iuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambezi	Zambezi
Zambia	Zambia
Zambia	Categorie:Zambia
Zanzibar	Zanzibar
Zaragoza	Zaragoza
Zealand	Zealand
Zebra	Zebră
Zen	Zen
Zenith	Zenit
Zeno (emperor)	Zenon (împărat)
Zeno of Elea	Zenon din Eleea
Zeus	Zeus
Zeus (disambiguation)	Zeus
Zimbabwe	Zimbabwe
Zimbabwe	Categorie:Zimbabwe
Zinc	Zinc
Zionism	Sionism
Zirconium	Zirconiu
Zodiac	Zodiac
Zoology	Zoologie
Zoology	Categorie:Zoologie
Zoroaster	Zarathustra
Zoroastrianism	Zoroastrism
