Catalan	English
Protocol de transferència d'hipertext	Hypertext Transfer Protocol
Himnos	Hypnos
Hipnosi	Hypnosis
Hipotàlem	Hypothalamus
Hipòtesi	Hypothesis
I	I
Ieoh Ming Pei	I. M. Pei
IPod	IPod
Jàpet (satèl·lit)	Iapetus (moon)
Jàpet (fill d'Urà)	Iapetus (mythology)
Península Ibèrica	Iberian Peninsula
Ibuprofén	Ibuprofen
Gel	Ice
Edat glacial	Ice age
Gelat	Ice cream
Hoquei sobre gel	Ice hockey
Categoria:Hoquei sobre gel	Ice hockey
Iceberg	Iceberg
Islàndia	Iceland
Categoria:Islàndia	Iceland
Ictiologia	Ichthyology
Icona	Icon
Iconoclàstia	Iconoclasm
Idaho	Idaho
Element neutre	Identity element
Matriu identitat	Identity matrix
Ideologia	Ideology
Ido	Ido
Sant Ignasi de Loiola	Ignatius of Loyola
Roques ígnies	Igneous rock
Igor Stravinski	Igor Stravinsky
Cascades de l'Iguaçú	Iguazu Falls
Ilíada	Iliad
Illinois	Illinois
Il·líria	Illyria
Escàner	Image scanner
Imam	Imam
Immanuel Kant	Immanuel Kant
Sistema immunitari	Immune system
Immunologia	Immunology
Imperialisme	Imperialism
Impressionisme	Impressionism
Incest	Incest
Polzada	Inch
Pla inclinat	Inclined plane
Independència	Independence
Índia	India
Categoria:Índia	India
Oceà Índic	Indian Ocean
Categoria:Oceà Índic	Indian Ocean
Indiana	Indiana
Indianàpolis	Indianapolis
Indira Gandhi	Indira Gandhi
Indi (element)	Indium
Indoxina	Indochina
Indonèsia	Indonesia
Categoria:Indonèsia	Indonesia
Inductància	Inductance
Inductor	Inductor
Indi (constel·lació)	Indus (constellation)
Indus	Indus River
Revolució Industrial	Industrial Revolution
Indústria	Industry
Categoria:Indústria	Industry
Inequació	Inequality
Moment d'inèrcia	Inertia
Infanteria	Infantry
Malaltia infecciosa	Infectious disease
Infinitiu	Infinitive
Infinit	Infinity
Inflamació	Inflammation
Inflació	Inflation
Grip	Influenza
Informació	Information
Tecnologies de la Informació i la Comunicació	Information technology
Infraroig	Infrared
Ingmar Bergman	Ingmar Bergman
Ingrid Bergman	Ingrid Bergman
Mongòlia Interior	Inner Mongolia
Innsbruck	Innsbruck
Química inorgànica	Inorganic chemistry
Categoria:Química inorgànica	Inorganic chemistry
Inquisició	Inquisition
Insecte	Insect
Insecticida	Insecticide
Insectívor	Insectivora
Institució	Institution
Insulina	Insulin
contracte d'assegurança	Insurance
Nombre enter	Integer
Integració	Integral
Circuit integrat	Integrated circuit
Propietat intel·lectual	Intellectual property
Intel·ligència	Intelligence
Quocient intel·lectual	Intelligence quotient
Interlingua	Interlingua
Agència Internacional de l'Energia Atòmica	International Atomic Energy Agency
Organització d'Aviació Civil Internacional	International Civil Aviation Organization
Cort Internacional de Justícia	International Court of Justice
Línia internacional de canvi de data	International Date Line
Organització Internacional del Treball	International Labour Organization
Fons Monetari Internacional	International Monetary Fund
Sistema Internacional d'Unitats	International System of Units
Categoria:Dret internacional	International law
Internet	Internet
Categoria:Internet	Internet
Internet Explorer	Internet Explorer
Camp de concentració	Internment
Intersecció	Intersection (set theory)
Intestí	Intestine
Intranet	Intranet
Invent	Invention
Invertebrat	Invertebrate
Ió (satèl·lit)	Io (moon)
Ió (mitologia)	Io (mythology)
Iode	Iodine
Ió (àtom)	Ion
Jònia	Ionia
Mar Jònica	Ionian Sea
Enllaç iònic	Ionic bond
Ionosfera	Ionosphere
Iota	Iota
Estat d'Iowa	Iowa
Iran	Iran
Categoria:Iran	Iran
Iraq	Iraq
Categoria:Iraq	Iraq
Irlanda	Ireland
Categoria:Irlanda	Ireland
Sant Ireneu	Irenaeus
Iridi	Iridium
Iris (anatomia)	Iris (anatomy)
Iris (mitologia)	Iris (mythology)
Exèrcit Republicà Irlandès	Irish Republican Army
Mar d'Irlanda	Irish Sea
Categoria:Irlandesos	Irish people
Ferro	Iron
Edat del ferro	Iron Age
Teló d'acer	Iron Curtain
Iron Maiden	Iron Maiden
Ironia	Irony
Nombre irracional	Irrational number
Irtix	Irtysh River
Isaac	Isaac
Isaac Asimov	Isaac Asimov
Isaac Bashevis Singer	Isaac Bashevis Singer
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncan
Ismael	Ishmael
Isis	Isis
Islam	Islam
Categoria:Islam	Islam
Islamabad	Islamabad
Calendari musulmà	Islamic calendar
Illa	Island
Man	Isle of Man
Categoria:Illa de Man	Isle of Man
Illa de Wight	Isle of Wight
Isòtop	Isotope
Israel	Israel
Categoria:Israel	Israel
Istanbul	Istanbul
Categoria:Istanbul	Istanbul
Istme	Isthmus
Istme de Panamà	Isthmus of Panama
Península Itàlica	Italian Peninsula
Italo Calvino	Italo Calvino
Itàlia	Italy
Categoria:Itàlia	Italy
Ítaca	Ithaca
Ivan Lendl	Ivan Lendl
Ivan Petrovich Pavlov	Ivan Pavlov
Ivan Turgenev	Ivan Turgenev
Vori	Ivory
Ivy League	Ivy League
Iwo Jima	Iwo Jima
J	J
Jerome David Salinger	J. D. Salinger
James Matthew Barrie	J. M. Barrie
Jack Kerouac	Jack Kerouac
Jack Lemmon	Jack Lemmon
Jack l'Esbudellador	Jack the Ripper
Gralla (ocell)	Jackdaw
Jackson	Jackson
Jackson Pollock	Jackson Pollock
Jacksonville	Jacksonville
Jacob	Jacob
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jade (mineral)	Jade
Jaguar	Jaguar
Jainisme	Jainism
Jakarta	Jakarta
Jamaica	Jamaica
Categoria:Jamaica	Jamaica
Sant Jaume el Major apòstol	James
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jammu i Caixmir	Jammu and Kashmir
Jan Hus	Jan Hus
Jan van Eyck	Jan van Eyck
Jane Austen	Jane Austen
Gener	January
1 de gener	January 1
19 de gener	January 19
20 de gener	January 20
6 de gener	January 6
Janus (satèl·lit)	Janus (moon)
Janus (mitologia)	Janus (mythology)
Japó	Japan
Categoria:Japó	Japan
Jasó	Jason
Icterícia	Jaundice
Illa de Java	Java
Java	Java (disambiguation)
Java (llenguatge de programació)	Java (programming language)
Jawaharlal Nehru	Jawaharlal Nehru
Jazz	Jazz
Categoria:Jazz	Jazz
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Racine	Jean Racine
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jean-Philippe Rameau	Jean-Philippe Rameau
Gidda	Jeddah
Jefferson City	Jefferson City
Jefferson Davis	Jefferson Davis
Jehovà	Jehovah
Testimonis de Jehovà	Jehovah's Witnesses
Medusa	Jellyfish
Jena	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jericó	Jericho
Sant Jeroni	Jerome
Jersey	Jersey
Jerusalem	Jerusalem
Jesús de Natzaret	Jesus
Jueu	Jew
Gihad	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Joana d'Arc	Joan of Arc
Johann Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johannes Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams	John Adams
John Bardeen	John Bardeen
John Cage	John Cage
Joan Calví	John Calvin
Sant Joan Crisòstom	John Chrysostom
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Herschel	John Herschel
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wayne	John Wayne
Joan Baptista	John the Baptist
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Articulació (anatomia)	Joint
Jonathan Swift	Jonathan Swift
Jordània	Jordan
Categoria:Jordània	Jordan
Riu Jordà	Jordan River
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Louis Joseph Gay-Lussac	Joseph Louis Gay-Lussac
Joseph Priestley	Joseph Priestley
Joseph Pulitzer	Joseph Pulitzer
Iósif Stalin	Joseph Stalin
Flavi Josep	Josephus
Joule	Joule
Categoria:Periodisme	Journalism
Periodisme	Journalism
Jovià	Jovian
Joystick	Joystick
Judaisme	Judaism
Categoria:Judaisme	Judaism
Judes Iscariot	Judas Iscariot
Judea	Judea
Judo	Judo
Judy Garland	Judy Garland
Jujutsu	Jujutsu
Jules Verne	Jules Verne
Calendari julià	Julian calendar
Julià l'Apòstata	Julian the Apostate
Juli Cèsar	Julius Caesar
Juliol	July
1 de juliol	July 1
4 de juliol	July 4
Juny	June
14 de juny	June 14
21 de juny	June 21
23 de juny	June 23
24 de juny	June 24
29 de juny	June 29
3 de juny	June 3
Juneau	Juneau
Juniperus	Juniper
Juno	Juno (mythology)
Júpiter (planeta)	Jupiter
Categoria:Júpiter	Jupiter
Júpiter	Jupiter (disambiguation)
Júpiter (mitologia)	Jupiter (mythology)
Juràssic	Jurassic
Justinià I	Justinian I
Jutlàndia	Jutland
K	K
K2	K2
KGB	KGB
Ka'ba	Kaaba
Càbala	Kabbalah
Kabul	Kabul
Kalahari	Kalahari Desert
Kamtxatka	Kamchatka Peninsula
Kamikaze	Kamikaze
Kampala	Kampala
Kandahār	Kandahar
Cangur	Kangaroo
Kansas	Kansas
Kansas City	Kansas City
Kappa	Kappa
Mar de Kara	Kara Sea
Karachi	Karachi
Karakoram	Karakoram
Karaoke	Karaoke
Karate	Karate
Karen Blixen	Karen Blixen
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Popper
Karma	Karma
Karnataka	Karnataka
Katharine Hepburn	Katharine Hepburn
Katmandú	Kathmandu
Katowice	Katowice
Caiac	Kayak
Kazakhstan	Kazakhstan
Categoria:Kazakhstan	Kazakhstan
Kazan	Kazan
Kelvin	Kelvin
Kent	Kent
Kentucky	Kentucky
Kenya	Kenya
Categoria:Kenya	Kenya
Nucli del sistema operatiu	Kernel (computer science)
Querosè	Kerosene
Quètxup	Ketchup
Cetona	Ketone
Teclat d'ordinador	Keyboard (computing)
Instrument de teclat	Keyboard instrument
Khàrkiv	Kharkiv
Khartum	Khartoum
Khufu	Khufu
Kibbutz	Kibbutz
Ronyó	Kidney
Kíev	Kiev
Kigali	Kigali
Kilobyte	Kilobyte
Quilogram	Kilogram
Quilòmetre	Kilometre
Quilòmetre per hora	Kilometres per hour
Kimono	Kimono
Educació infantil	Kindergarten
Cinemàtica	Kinematics
Energia cinètica	Kinetic energy
Rei Artús	King Arthur
El Rei Lear	King Lear
Kingston	Kingston
Kingstown	Kingstown
Kinshasa	Kinshasa
Kiribati	Kiribati
Categoria:Kiribati	Kiribati
Petó	Kiss
Milotxa	Kite
Kiwi (ocell)	Kiwi
Genoll	Knee
Knesset	Knesset
Ganivet	Knife
Cavall (peça d'escacs)	Knight (chess)
Cnossos	Knossos
Nus (unitat)	Knot (speed)
Coneixement	Knowledge
Knut Hamsun	Knut Hamsun
Coala	Koala
Kobe	Kobe
Península de Kola	Kola Peninsula
Calcuta	Kolkata
Dragó de Komodo	Komodo dragon
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Categoria:Corea	Korea
Guerra de Corea	Korean War
Kosovo	Kosovo
Categoria:Kosovo	Kosovo
Krakatoa	Krakatoa
Kremlin	Kremlin
Krixna	Krishna
Criptó	Krypton
Ku Klux Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Cinturó de Kuiper	Kuiper belt
Kumquat	Kumquat
Kung-fu	Kung fu (term)
Kunlun	Kunlun Mountains
Guomindang	Kuomintang
Kura (Geòrgia)	Kura River
Kurdistan	Kurdistan
Categoria:Kurdistan	Kurdistan
Partit dels Treballadors del Kurdistan	Kurdistan Workers Party
Kursk	Kursk
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuwait	Kuwait
Categoria:Kuwait	Kuwait
Al-Kuwait	Kuwait City
KwaZulu-Natal	KwaZulu-Natal
Kyoto	Kyoto
Kirguizistan	Kyrgyzstan
Categoria:Kirguizistan	Kyrgyzstan
L	L
L'Aquila	L'Aquila
LAMP	LAMP (software bundle)
La Paz	La Paz
La Plata	La Plata
La Spezia	La Spezia
LaTeX	LaTeX
Laboratori	Laboratory
Partit Laborista (Regne Unit)	Labour Party (UK)
Labrador retriever	Labrador Retriever
Llangardaix (constel·lació)	Lacerta
Lactosa	Lactose
Lagomorf	Lagomorpha
Lagos	Lagos
Laissez faire	Laissez-faire
Llac	Lake
Baikal	Lake Baikal
Balaton	Lake Balaton
Llac Txad	Lake Chad
Llac de Constança	Lake Constance
Llac Léman	Lake Geneva
Llac Ilmen	Lake Ilmen
Llac Làdoga	Lake Ladoga
Llac Malawi	Lake Malawi
Onega	Lake Onega
Llac Ontàrio	Lake Ontario
Llac Tanganyika	Lake Tanganyika
Llac Victòria	Lake Victoria
Lambda	Lambda
Lamiàcia	Lamiaceae
Trencalòs	Lammergeier
Llamprea	Lamprey
Lancashire	Lancashire
Cefalocordat	Lancelet
Abocador	Landfill
Llenguatge	Language
Llenguadoc-Rosselló	Languedoc-Roussillon
Lansing	Lansing
Lantànid	Lanthanide
Lantani	Lanthanum
Laos	Laos
Categoria:Laos	Laos
Mar de Làptev	Laptev Sea
Ordinador portàtil	Laptop
Làrix	Larch
Larva	Larva
Laringe	Larynx
Las Vegas	Las Vegas
Coves de Lascaux	Lascaux
Làser	Laser
Torn	Lathe
Llatí	Latin
Amèrica Llatina	Latin America
Alfabet llatí	Latin alphabet
Latitud	Latitude
Letònia	Latvia
Categoria:Letònia	Latvia
Riure	Laughter
Lauràsia	Laurasia
Lausana	Lausanne
Lava	Lava
Dret	Law
Categoria:Dret	Law
Categoria:Policia	Law enforcement
Laurenci	Lawrencium
Advocat	Lawyer
Laci	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Plom	Lead
Fulla	Leaf
Societat de Nacions	League of Nations
Torre de Pisa	Leaning Tower of Pisa
Any de traspàs	Leap year
Aprenentatge	Learning
Líban	Lebanon
Categoria:Líban	Lebanon
Leda	Leda (mythology)
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Esquerrà	Left-handed
Llegenda	Legend
Poder legislatiu	Legislature
Lego	Lego
Leiden	Leiden
Leipzig	Leipzig
Llimona	Lemon
Melissa	Lemon balm
Lena	Lena River
Longitud (física)	Length
Lent	Lens (optics)
Quaresma	Lent
Llentilla	Lentil
Lleó (constel·lació)	Leo (constellation)
Lleó I	Leo I (emperor)
Lev Trotski	Leon Trotsky
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brèjnev	Leonid Brezhnev
Lleopard	Leopard
Lepidòpter	Lepidoptera
Lepra	Leprosy
Leptó	Lepton
Llebre (constel·lació)	Lepus (constellation)
Lesbiana	Lesbian
Lesotho	Lesotho
Categoria:Lesotho	Lesotho
Leto	Leto
Lletra (grafia)	Letter (alphabet)
Leucèmia	Leukemia
Palanca	Lever
Leviatan	Leviathan
Levític	Leviticus
Lewis Carroll	Lewis Carroll
Lexicologia	Lexicology
Lhasa	Lhasa
Lhotse	Lhotse
Liberalisme	Liberalism
Tigres d'Alliberament de Tamil Eelam	Liberation Tigers of Tamil Eelam
Libèria	Liberia
Categoria:Libèria	Liberia
Balança (constel·lació)	Libra (constellation)
Biblioteca	Library
Biblioteconomia	Library science
Llibret	Libretto
Libreville	Libreville
Líbia	Libya
Categoria:Líbia	Libya
Liquen	Lichen
Mentida	Lie
Liechtenstein	Liechtenstein
Categoria:Liechtenstein	Liechtenstein
Tinent	Lieutenant
Vida	Life
Llum	Light
Díode LED	Light-emitting diode
Any-llum	Light-year
Encenedor	Lighter
Far	Lighthouse
Llamp	Lightning
Ligúria	Liguria
Mar Lígur	Ligurian Sea
Liliàcia	Liliaceae
Lilit	Lilith
Lilla	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick	Limerick
Pedra calcària	Limestone
Límit	Limit (mathematics)
Llemosí (regió)	Limousin (region)
Lincolnshire	Lincolnshire
Recta	Line (mathematics)
Àlgebra lineal	Linear algebra
Categoria:Àlgebra lineal	Linear algebra
Equació lineal	Linear equation
Lingüística	Linguistics
Categoria:Lingüística	Linguistics
Linus Carl Pauling	Linus Pauling
Linux	Linux
Categoria:GNU/Linux	Linux
Linz	Linz
Lleó	Lion
Lípid	Lipid
Licor	Liqueur
Líquid	Liquid
Pantalla de cristall líquid	Liquid crystal display
Lisboa	Lisbon
Lise Meitner	Lise Meitner
Lisp	Lisp (programming language)
Alfabetisme	Literacy
Literatura	Literature
Categoria:Literatura	Literature
Liti	Lithium
Litografia	Lithography
Escorça terrestre	Lithosphere
Lituània	Lithuania
Categoria:Lituània	Lithuania
Litre	Litre
Mussol	Little Owl
Liverpool	Liverpool
Livònia	Livonia
Titus Livi	Livy
Lacertili	Lizard
Ljubljana	Ljubljana
Llama	Llama
Préstec lingüístic	Loanword
Xarxa d'Àrea Local	Local area network
Monstre del llac Ness	Loch Ness Monster
Locomotora	Locomotive
Logaritme	Logarithm
Lògica	Logic
Categoria:Lògica	Logic
Logotip	Logo
Loira (departament)	Loire
Riu Loira	Loire River
Loki	Loki
Lolita	Lolita
Llombardia	Lombardy
Londres	London
Categoria:Londres	London
Long Beach	Long Beach
Long Island	Long Island
Salt de llargada	Long jump
Mussol banyut	Long-eared Owl
Lope de Vega	Lope de Vega
Parenostre	Lord's Prayer
Lorena	Lorraine (region)
Los Angeles	Los Angeles
Òlt	Lot (department)
Altaveu	Loudspeaker
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Lluís I el Pietós	Louis the Pious
Lluís II de França	Louis the Stammerer
Louisiana	Louisiana
Louisville	Louisville
Museu del Louvre	Louvre
Amor	Love
Baix alemany	Low German
Baixa Saxònia	Lower Saxony
Luanda	Luanda
Lucerna	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Lucreci	Lucretius
Lucrècia Borja	Lucrezia Borgia
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen	Lumen (unit)
Luminescència	Luminescence
Eclipsi de Lluna	Lunar eclipse
Pulmó	Lung
Càncer de pulmó	Lung cancer
Dipnou	Lungfish
Llop (constel·lació)	Lupus (constellation)
Lusaka	Lusaka
Lusitània	Lusitania
Llaüt	Lute
Luteci	Lutetium
Luteranisme	Lutheranism
Lux	Lux
Luxemburg	Luxembourg
Categoria:Luxemburg	Luxembourg
Ciutat de Luxemburg	Luxembourg (city)
Luxor	Luxor
Luzon	Luzon
Litxi	Lychee
Regne de Lídia	Lydia
Sistema limfàtic	Lymphatic system
Linx (constel·lació)	Lynx (constellation)
Lió	Lyon
Lira (constel·lació)	Lyra
LSD	Lysergic acid diethylamide
Lisina	Lysine
Lisosoma	Lysosome
M	M
Teoria M	M-theory
MESSENGER	MESSENGER
Multi-Purpose Internet Mail Extensions	MIME
MS-DOS	MS-DOS
Macau	Macau
Regne de Macedònia	Macedon
Macedònia	Macedonia
Macedònia (Grècia)	Macedonia (Greece)
Número Mach	Mach number
Màquina	Machine
Llenguatge de màquina	Machine code
Metralladora	Machine gun
Traducció automàtica	Machine translation
Machu Picchu	Machu Picchu
Apple Macintosh	Macintosh
Macroeconomia	Macroeconomics
Categoria:Macroeconomia	Macroeconomics
Madagascar	Madagascar
Categoria:Madagascar	Madagascar
Arxipèlag de Madeira	Madeira
Madison	Madison
Madonna	Madonna (entertainer)
Madrid	Madrid
Comunitat de Madrid	Madrid (autonomous community)
Màfia	Mafia
Revista	Magazine
Magenta	Magenta
Magrib	Maghreb
Màgia	Magic (paranormal)
Quadrat màgic	Magic square
Línia Maginot	Maginot Line
Magma (vulcanisme)	Magma
Magna Carta	Magna Carta
Magnesi	Magnesium
Imant	Magnet
Camp magnètic	Magnetic field
Magnetisme	Magnetism
Categoria:Magnetisme	Magnetism
Magnetita	Magnetite
Categoria:Magnoliòpsids	Magnoliopsida
Maharashtra	Maharashtra
Mohandas Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Correu	Mail
Maimònides	Maimonides
Main	Main
Plantilla:Principal	Main
Maine (EUA)	Maine
Ordinador central	Mainframe computer
Maitreya	Maitreya
Dacsa	Maize
Mallorca	Majorca
Makalu	Makalu
Malabo	Malabo
Malaquita	Malachite
Malacostraci	Malacostraca
Malària	Malaria
Categoria:Malawi	Malawi
Península de Malacca	Malay Peninsula
Malàisia	Malaysia
Categoria:Malàisia	Malaysia
Malcolm X	Malcolm X
Maldives	Maldives
Categoria:Maldives	Maldives
Mali	Mali
Categoria:Mali	Mali
Ànec collverd	Mallard
República de Malta	Malta
Categoria:Malta	Malta
Maltès	Maltese language
Malvàcia	Malvaceae
Mamífer	Mammal
Mamut	Mammoth
Managua	Managua
Al-Manama	Manama
Manatí	Manatee
Manchester	Manchester
Manxúria	Manchuria
Mandala	Mandala
Mandarí	Mandarin (linguistics)
Mandariner	Mandarin orange
Conjunt de Mandelbrot	Mandelbrot set
Manganès	Manganese
Mango	Mango
Manglar	Mangrove
Manhattan	Manhattan
Projecte Manhattan	Manhattan Project
Maniqueisme	Manichaeism
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Manierisme	Mannerism
Mannheim	Mannheim
Mantell terrestre	Mantle (geology)
Màntua	Mantua
Manuel de Falla y Matheu	Manuel de Falla
Manuscrit	Manuscript
Mao Zedong	Mao Zedong
Maoisme	Maoism
Plànol	Map
Acer (gènere)	Maple
Maputo	Maputo
Marató	Marathon
Marbre	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Proust	Marcel Proust
Març	March
17 de març	March 17
19 de març	March 19
2 de març	March 2
25 de març	March 25
Marques	Marche
Marco Polo	Marco Polo
Marc Aureli	Marcus Aurelius
Marc Juni Brut tiranicida	Marcus Junius Brutus
Marc Vipsani Agripa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Mead	Margaret Mead
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Illes Mariannes	Mariana Islands
Maria Antonieta d'Àustria	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Marc Antoni	Mark Antony
Mark Twain	Mark Twain
Mercat	Market
Màrqueting	Marketing
Llenguatge de marques	Markup language
Marlene Dietrich	Marlene Dietrich
Marquès de Sade	Marquis de Sade
Marràqueix	Marrakech
Matrimoni	Marriage
Categoria:Mart	Mars
Mart	Mars (disambiguation)
Mart (mitologia)	Mars (mythology)
Marsella	Marseille
Illes Marshall	Marshall Islands
Categoria:Illes Marshall	Marshall Islands
Pla Marshall	Marshall Plan
Marsupial	Marsupial
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martí Luter	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navratilova	Martina Navratilova
Martinica	Martinique
Màrtir	Martyr
Germans Marx	Marx Brothers
Marxisme	Marxism
Categoria:Marxisme	Marxism
Maria, mare de Jesús	Mary (mother of Jesus)
Maria Magdalena	Mary Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Maseru	Maseru
Massa	Mass
Nombre màssic	Mass number
Massachusetts	Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbació	Masturbation
Mata Hari	Mata Hari
Misto	Match
Materialisme	Materialism
Lògica matemàtica	Mathematical logic
Demostració matemàtica	Mathematical proof
Matemàtiques	Mathematics
Categoria:Matemàtiques	Mathematics
Portal:Matemàtiques	Mathematics
Matriu (matemàtiques)	Matrix (mathematics)
Matèria	Matter
Cervino	Matterhorn
Mauna Kea	Mauna Kea
Dijous Sant	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mauritània	Mauritania
Categoria:Mauritània	Mauritania
Maurici	Mauritius
Categoria:Maurici	Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximià	Maximian
Equacions de Maxwell	Maxwell's equations
Maig	May
1 de maig	May 1
24 de maig	May 24
Mayenne	Mayenne
Efemeròpter	Mayfly
Maionesa	Mayonnaise
Alcalde	Mayor
Mbabane	Mbabane
Maccarthisme	McCarthyism
Hidromel	Mead
Xarampió	Measles
Mesura	Measurement
Carn	Meat
La Meca	Mecca
Enginyeria mecànica	Mechanical engineering
Categoria:Enginyeria mecànica	Mechanical engineering
Categoria:Mecànica	Mechanics
Mecànica	Mechanics
Medea	Medea
Mediana	Median
Medicament	Medication
Mèdici	Medici
Medicina	Medicine
Categoria:Medicina	Medicine
Medina	Medina
Meditació	Meditation
Categoria:Mar Mediterrània	Mediterranean
Mar Mediterrània	Mediterranean Sea
Medusa (mitologia)	Medusa
Suricata	Meerkat
Megabyte	Megabyte
Meiosi	Meiosis
Mestre Eckhart	Meister Eckhart
Meitneri	Meitnerium
Mekong	Mekong
Melanèsia	Melanesia
Melodia	Melody
Melpòmene	Melpomene
Fusió (canvi d'estat)	Melting
Punt de fusió	Melting point
Mem	Meme
Memòria humana	Memory
Memphis	Memphis
Memfis	Memphis
Menahem Begin	Menachem Begin
Mendelevi	Mendelevium
Menelau	Menelaus
Meningitis	Meningitis
Taula (constel·lació)	Mensa (constellation)
Menstruació	Menstruation
Malaltia mental	Mental disorder
Menta	Mentha
Mercantilisme	Mercantilism
Mercenari	Mercenary
Mercuri	Mercury
Mercuri (element)	Mercury (element)
Mercuri (mitologia)	Mercury (mythology)
Mercuri (planeta)	Mercury (planet)
Meridià	Meridian (geography)
Meritocràcia	Meritocracy
Dinastia Merovíngia	Merovingian
Meryl Streep	Meryl Streep
Mescalina	Mescaline
Mesolític	Mesolithic
Mesó	Meson
Mesopotàmia	Mesopotamia
Mesosfera	Mesosphere
Mesozoic	Mesozoic
ARN missatger	Messenger RNA
Messies	Messiah
Messina	Messina
Metabolisme	Metabolism
Metadades	Metadata
Metall	Metal
Enllaç metàl·lic	Metallic bond
Metal·loide	Metalloid
Metal·lúrgia	Metallurgy
Categoria:Metal·lúrgia	Metallurgy
Roca metamòrfica	Metamorphic rock
Metàfora	Metaphor
Metafísica	Metaphysics
Metàstasi	Metastasis
Pluja de meteors	Meteor shower
Meteorit	Meteorite
Meteoroide	Meteoroid
Categoria:Meteorologia	Meteorology
Meteorologia	Meteorology
Metanol	Methanol
Metionina	Methionine
Metodisme	Methodism
MDMA	Methylenedioxymethamphetamine
Metis (satèl·lit)	Metis (moon)
