Korean	English
분류:의사과학	Pseudoscience
의사과학	Pseudoscience
Ψ	Psi (letter)
정신의학	Psychiatry
정신분석학	Psychoanalysis
심리학	Psychology
분류:심리학	Psychology
익룡	Pterosaur
프톨레마이오스 왕조	Ptolemaic dynasty
클라우디오스 프톨레마이오스	Ptolemy
퍼블릭 도메인	Public domain
푸에르토리코	Puerto Rico
분류:푸에르토리코	Puerto Rico
도르래	Pulley
펌프	Pump
문장 부호	Punctuation
펀자브 주 (인도)	Punjab (India)
펑크 록	Punk rock
고물자리	Puppis
평양직할시	Pyongyang
피라미드	Pyramid
각뿔	Pyramid (geometry)
피레네 산맥	Pyrenees
피타고라스	Pythagoras
파이썬	Python (programming language)
나침반자리	Pyxis
Q	Q
카타르	Qatar
분류:카타르	Qatar
진나라	Qin Dynasty
청나라	Qing Dynasty
이차 방정식	Quadratic equation
사각형	Quadrilateral
재무관	Quaestor
양자 마당 이론	Quantum field theory
양자역학	Quantum mechanics
분류:양자역학	Quantum mechanics
쿼크	Quark
석영	Quartz
퀘이사	Quasar
사원수	Quaternion
퀘벡 주	Quebec
분류:퀘벡 주	Quebec
퀘벡 시	Quebec City
케추아어	Quechua
퀸 (체스)	Queen (chess)
퀸즐랜드 주	Queensland
물음표	Question mark
케찰코아틀	Quetzalcoatl
마르멜로	Quince
키토	Quito
R	R
RAF	RAF (disambiguation)
RAID	RAID
RNA	RNA
라 (신화)	Ra
라바트	Rabat
랍비	Rabbi
라빈드라나트 타고르	Rabindranath Tagore
너구리	Raccoon Dog
레이철 카슨	Rachel Carson
인종 차별	Racism
분류:인종 차별	Racism
레이더	Radar
라디안	Radian
분류:라디오	Radio
전파 망원경	Radio telescope
방사성 감쇠	Radioactive decay
방사성 탄소 연대 측정법	Radiocarbon dating
방사선과	Radiology
라듐	Radium
반지름	Radius
라돈	Radon
비 (날씨)	Rain
무지개	Rainbow
라이너 마리아 릴케	Rainer Maria Rilke
롤리 (노스캐롤라이나 주)	Raleigh
랠프 에머슨	Ralph Waldo Emerson
라마 (신화)	Rama
라마단	Ramadan
람세스 2세	Ramesses II
램	Random access memory
강간	Rape
라파엘로	Raphael
대천사 라파엘	Raphael (archangel)
분류:도시 철도	Rapid transit
래즈베리	Raspberry
유리수	Rational number
라벤나	Ravenna
라왈핀디	Rawalpindi
레이 브래드베리	Ray Bradbury
롬	Read-only memory
실수	Real number
헤시피	Recife
직사각형	Rectangle
빨강	Red
붉은여우	Red Fox
레서판다	Red Panda
홍해	Red Sea
적혈구	Red blood cell
적색 왜성	Red dwarf
적색 거성	Red giant
적색 편이	Redshift
RISC	Reduced instruction set computer
국민 투표	Referendum
굴절	Refraction
굴절률	Refractive index
난민	Refugee
리자이나	Regina
환생	Reincarnation
관계 (수학)	Relation (mathematics)
상대주의	Relativism
분류:상대성 이론	Relativity
전자계전기	Relay
종교	Religion
분류:종교	Religion
퀘이커	Religious Society of Friends
렘브란트	Rembrandt
르네상스	Renaissance
분류:르네상스	Renaissance
생식	Reproduction
파충류	Reptile
공화제	Republic
중화민국	Republic of China
아일랜드	Republic of Ireland
분류:아일랜드	Republic of Ireland
콩고 공화국	Republic of the Congo
분류:콩고 공화국	Republic of the Congo
공화당 (미국)	Republican Party (United States)
진혼곡	Requiem
저항기	Resistor
식당	Restaurant
그물자리	Reticulum
망막	Retina
바이타민 A	Retinol
혁명	Revolution
리볼버	Revolver
레아 (위성)	Rhea (moon)
레아 (신화)	Rhea (mythology)
레늄	Rhenium
수사학	Rhetoric
라인 강	Rhine
코뿔소	Rhinoceros
Ρ	Rho (letter)
로드아일랜드 주	Rhode Island
분류:로드아일랜드 주	Rhode Island
로도스	Rhodes
로듐	Rhodium
마름모	Rhombus
압운	Rhyme
리듬	Rhythm
비타민 B2	Riboflavin
리보솜	Ribosome
벼	Rice
리처드 파인먼	Richard Feynman
리처드 닉슨	Richard Nixon
리하르트 슈트라우스	Richard Strauss
리하르트 바그너	Richard Wagner
리처드 라이트 (음악가)	Richard Wright (musician)
리치먼드 (버지니아 주)	Richmond
리가	Riga
리겔	Rigel
적경	Right ascension
환 (수학)	Ring (mathematics)
링고 스타	Ringo Starr
리오그란데 강	Rio Grande
리우데자네이루	Rio de Janeiro
리우데자네이루 주	Rio de Janeiro (state)
강	River
템스 강	River Thames
리야드	Riyadh
길	Road
로알 아문센	Roald Amundsen
로버트 A. 하인라인	Robert A. Heinlein
로버트 보일	Robert Boyle
로버트 드 니로	Robert De Niro
로버트 리	Robert E. Lee
로버트 팰컨 스콧	Robert Falcon Scott
로버트 훅	Robert Hooke
로베르트 코흐	Robert Koch
로버트 루이스 스티븐슨	Robert Louis Stevenson
로베르트 슈만	Robert Schumann
로봇	Robot
가위 바위 보	Rock
암석	Rock (geology)
로큰롤	Rock and roll
록	Rock music
분류:록 음악	Rock music
로켓	Rocket
로키 산맥	Rocky Mountains
로코코	Rococo
설치류	Rodent
노루	Roe Deer
뢴트게늄	Roentgenium
로마 가톨릭 교회	Roman Catholic Church
로마 제국	Roman Empire
로마 공화정	Roman Republic
로마법	Roman law
로마 군단	Roman legion
로마 신화	Roman mythology
분류:로마 신화	Roman mythology
루마니아	Romania
분류:루마니아	Romania
로망슈어	Romansh
낭만주의	Romanticism
로마	Rome
분류:로마	Rome
로널드 레이건	Ronald Reagan
지붕	Roof
룩 (체스)	Rook (chess)
루스벨트	Roosevelt
로자 파크스	Rosa Parks
장미과	Rosaceae
장미목	Rosales
로사리오	Rosary
장미	Rose
로조	Roseau
로제타석	Rosetta Stone
나팔절	Rosh Hashanah
로스 해	Ross Sea
로스토크	Rostock
로테르담	Rotterdam
라우터	Router
영국 공군	Royal Air Force
왕립 학회	Royal Society
고무	Rubber
루비콘 강	Rubicon
루비듐	Rubidium
루블	Ruble
루비	Ruby
루비 (프로그래밍 언어)	Ruby (programming language)
루돌프 슈타이너	Rudolf Steiner
러디어드 키플링	Rudyard Kipling
럭비	Rugby football
러시아	Russia
분류:러시아	Russia
러시아 정교회	Russian Orthodox Church
러시아 혁명	Russian Revolution (1917)
러일 전쟁	Russo-Japanese War
루테늄	Ruthenium
러더퍼드 B. 헤이스	Rutherford B. Hayes
러더포듐	Rutherfordium
르완다	Rwanda
분류:르완다	Rwanda
S	S
SOAP	SOAP
SOS	SOS
성사	Sacrament
새크라멘토	Sacramento
사담 후세인	Saddam Hussein
사파리 (웹 브라우저)	Safari (web browser)
화살자리	Sagitta
궁수자리	Sagittarius (constellation)
사하라 사막	Sahara
성인 (종교)	Saint
안드레아	Saint Andrew
성 게오르기우스	Saint George
세인트키츠 네비스	Saint Kitts and Nevis
분류:세인트키츠 네비스	Saint Kitts and Nevis
세인트로렌스 강	Saint Lawrence River
세인트루시아	Saint Lucia
분류:세인트루시아	Saint Lucia
세인트마틴 섬	Saint Martin
성 니콜라우스	Saint Nicholas
성 파트리치오	Saint Patrick
세인트폴	Saint Paul
페트루스	Saint Peter
상트페테르부르크	Saint Petersburg
분류:상트페테르부르크	Saint Petersburg
세인트빈센트 그레나딘	Saint Vincent and the Grenadines
분류:세인트빈센트 그레나딘	Saint Vincent and the Grenadines
살라흐 앗 딘	Saladin
도롱뇽목	Salamander
세일럼 (오리건 주)	Salem
살만 루시디	Salman Rushdie
연어과	Salmonidae
소금	Salt
염	Salt (chemistry)
솔트레이크 시	Salt Lake City
사우바도르	Salvador
잘츠부르크	Salzburg
잘츠부르크 주	Salzburg (state)
사마라 (사마라 주)	Samara
사마륨	Samarium
사마르칸트	Samarkand
사모아	Samoa
분류:사모아	Samoa
윤회	Samsara
사무라이	Samurai
샌안토니오	San Antonio
샌디에이고	San Diego
샌프란시스코	San Francisco
새너제이 (캘리포니아 주)	San Jose
산후안 (푸에르토리코)	San Juan
산마리노	San Marino
분류:산마리노	San Marino
산마리노 시	San Marino
산살바도르	San Salvador
모래	Sand
산드로 보티첼리	Sandro Botticelli
사암	Sandstone
샌드위치	Sandwich
산스크리트어	Sanskrit
산타 클로스	Santa Claus
샌타페이	Santa Fe
산티아고 (칠레)	Santiago
산티아고	Santiago
산토도밍고	Santo Domingo
산투스 (브라질)	Santos (Săo Paulo)
사포 (시인)	Sappho
삿포로 시	Sapporo
사라예보	Sarajevo
사라토프	Saratov
사르데냐	Sardinia
사린	Sarin
서스캐처원 주	Saskatchewan
사탄	Satan
사탄교	Satanism
인공위성	Satellite
토요일	Saturday
토성	Saturn
분류:토성	Saturn
새턴	Saturn (disambiguation)
사투르누스	Saturn (mythology)
사우디아라비아	Saudi Arabia
분류:사우디아라비아	Saudi Arabia
소시지	Sausage
사바나 기후	Savanna
작센 주	Saxony
분류:작센 주	Saxony
색소폰	Saxophone
스칸디나비아	Scandinavia
분류:스칸디나비아	Scandinavia
스칸디나비아 반도	Scandinavian Peninsula
스칸듐	Scandium
스헬더 강	Scheldt
스킴 (프로그래밍 언어)	Scheme (programming language)
정신분열증	Schizophrenia
스콜라 철학	Scholasticism
학교	School
과학	Science
분류:과학	Science
과학 소설	Science fiction
분류:과학 소설	Science fiction
과학적 방법론	Scientific method
사이언톨로지교	Scientology
스키피오 아프리카누스	Scipio Africanus
가위	Scissors
다람쥐과	Sciuridae
전갈	Scorpion
전갈자리	Scorpius
스코틀랜드	Scotland
분류:스코틀랜드	Scotland
스코틀랜드 게일어	Scottish Gaelic
스크래블	Scrabble
나사	Screw
음낭	Scrotum
조각가자리	Sculptor (constellation)
분류:조각	Sculpture
바다	Sea
아조프 해	Sea of Azov
동해	Sea of Japan
마르마라 해	Sea of Marmara
오호츠크 해	Sea of Okhotsk
시보귬	Seaborgium
검색 엔진	Search engine
시어스 타워	Sears Tower
계절	Season
시애틀	Seattle
초 (시간)	Second
제2차 십자군	Second Crusade
제2차 바티칸 공의회	Second Vatican Council
열역학 제2법칙	Second law of thermodynamics
분류:안전	Security
퇴적암	Sedimentary rock
씨	Seed
센 강	Seine
분류:지진학	Seismology
셀레네	Selene
셀레늄	Selenium
셀레우코스 1세	Seleucus I Nicator
의미론	Semantics
분류:의미론	Semantics
정자 (생물)	Semen
반도체	Semiconductor
기호학	Semiotics
세네갈	Senegal
분류:세네갈	Senegal
서울특별시	Seoul
9월	September
9월 11일	September 11
9·11 테러	September 11
9월 17일	September 17
9월 29일	September 29
70인역	Septuagint
수열	Sequence
세르비아	Serbia
분류:세르비아	Serbia
세르비아 몬테네그로	Serbia and Montenegro
분류:세르비아 몬테네그로	Serbia and Montenegro
세르게이 에이젠시테인	Sergei Eisenstein
세르게이 라흐마니노프	Sergei Rachmaninoff
세린	Serine
뱀자리	Serpens
서버	Server (computing)
집합	Set
세트	Set (mythology)
집합론	Set theory
분류:집합론	Set theory
세바스토폴	Sevastopol
7년 전쟁	Seven Years' War
중증 급성 호흡기 증후군	Severe acute respiratory syndrome
세비야	Seville
성별	Sex
성 차별	Sexism
성교	Sexual intercourse
분류:성행위	Sexuality
성병	Sexually transmitted disease
세이셸	Seychelles
분류:세이셸	Seychelles
샤	Shah
상하이	Shanghai
주식	Share (finance)
셰어웨어	Shareware
샤리아	Sharia
상어	Shark
셜록 홈즈	Sherlock Holmes
셰틀랜드 제도	Shetland
방패	Shield
시코쿠	Shikoku
신토	Shinto
배 (탈것)	Ship
시바	Shiva
쇼기	Shogi
쇼군	Shogun
새우	Shrimp
시베리아	Siberia
시베리안 허스키	Siberian Husky
쓰촨 성	Sichuan
시칠리아	Sicily
분류:시칠리아 주	Sicily
지멘스 (단위)	Siemens (unit)
시에라리온	Sierra Leone
분류:시에라리온	Sierra Leone
Σ	Sigma
지그문트 프로이트	Sigmund Freud
수화	Sign language
시크교	Sikhism
시킴 주	Sikkim
실레지아	Silesia
규소	Silicon
실리콘 밸리	Silicon Valley
비단	Silk
실크로드	Silk Road
실루리아기	Silurian
은	Silver
시몬 드 보부아르	Simone de Beauvoir
죄	Sin
시나이 반도	Sinai Peninsula
싱클레어 루이스	Sinclair Lewis
싱가포르	Singapore
분류:싱가포르	Singapore
싱글 (음악)	Single (music)
세이렌	Siren
바다소목	Sirenia
시리우스	Sirius
시스티나 경당	Sistine Chapel
시시포스	Sisyphus
앉은황소	Sitting Bull
스카게라크 해협	Skagerrak
분류:골격 기관	Skeletal system
회의주의	Skepticism
피부	Skin
스코페	Skopje
두개골	Skull
마천루	Skyscraper
노예	Slavery
슬레이어 (밴드)	Slayer
잠	Sleep
슬로바키아	Slovakia
분류:슬로바키아	Slovakia
슬로베니아	Slovenia
분류:슬로베니아	Slovenia
소장 (장기)	Small intestine
스모그	Smog
스몰렌스크	Smolensk
뱀	Snake
눈 (날씨)	Snow
비누	Soap
사회주의	Socialism
분류:사회주의	Socialism
분류:사회	Society
사회	Society
예수회	Society of Jesus
사회언어학	Sociolinguistics
사회학	Sociology
분류:사회학	Sociology
소크라테스	Socrates
나트륨	Sodium
탄산 수소 나트륨	Sodium bicarbonate
염화 나트륨	Sodium chloride
수산화 나트륨	Sodium hydroxide
소피아	Sofia
분류:소프트웨어	Software
흙	Soil
가지과	Solanaceae
분류:가지과	Solanaceae
태양계	Solar System
분류:태양계	Solar System
태양 전지	Solar cell
일식	Solar eclipse
태양풍	Solar wind
고체	Solid
솔리드 스테이트	Solid state
솔로몬 왕	Solomon
솔로몬 제도	Solomon Islands
분류:솔로몬 제도	Solomon Islands
솔론	Solon
용매	Solvent
소말리아	Somalia
분류:소말리아	Somalia
서머싯 주	Somerset
소나타	Sonata
노래	Song
아가	Song of Solomon
소넷 (시)	Sonnet
소피스트	Sophism
소포클레스	Sophocles
소프라노	Soprano
수수속	Sorghum
정렬 알고리즘	Sorting algorithm
영혼	Soul
소리	Sound
소스 코드	Source code
남쪽	South
분류:남아프리카 공화국	South Africa
남아메리카	South America
분류:남아메리카	South America
사우스오스트레일리아 주	South Australia
사우스캐롤라이나 주	South Carolina
분류:사우스캐롤라이나 주	South Carolina
남중국해	South China Sea
사우스다코타 주	South Dakota
분류:사우스다코타 주	South Dakota
남섬	South Island
대한민국	South Korea
분류:대한민국	South Korea
남극점	South Pole
남베트남	South Vietnam
동남아시아	Southeast Asia
남반구	Southern Hemisphere
주권	Sovereignty
소비에트 연방	Soviet Union
분류:소비에트 연방	Soviet Union
공간	Space
우주 정거장	Space station
우주선	Spacecraft
스파게티	Spaghetti
스페인	Spain
분류:스페인	Spain
스팸 (메시지)	Spam (electronic)
스페인 내전	Spanish Civil War
분류:스페인 사람	Spanish people
미국-스페인 전쟁	Spanish-American War
스파르타	Sparta
창	Spear
특수 상대성 이론	Special relativity
종 (생물학)	Species
분광학	Spectroscopy
속력	Speed
빛의 속도	Speed of light
향고래	Sperm Whale
종자식물	Spermatophyte
구 (기하)	Sphere
스핑크스	Sphinx
향신료	Spice
거미	Spider
스핀	Spin (physics)
시금치	Spinach
나선 은하	Spiral galaxy
해면동물	Sponge
스포츠	Sport
스프레드시트	Spreadsheet
슈프레 강	Spree
봄	Spring (season)
스프링필드 (일리노이 주)	Springfield
스파이웨어	Spyware
뱀목	Squamata
정사각형	Square (geometry)
제곱미터	Square metre
제곱근	Square root
스쿼시	Squash (sport)
스리랑카	Sri Lanka
분류:스리랑카	Sri Lanka
세인트루이스	St. Louis
SGML	Standard Generalized Markup Language
표준 편차	Standard deviation
스탠퍼드 대학교	Stanford University
스탠리 큐브릭	Stanley Kubrick
항성	Star
다윗의 별	Star of David
녹말	Starch
불가사리류	Starfish
국가 (정치학)	State
스태튼아일랜드	Staten Island
통계역학	Statistical mechanics
통계학	Statistics
분류:통계학	Statistics
자유의 여신상	Statue of Liberty
수증기	Steam
증기 기관	Steam engine
강철	Steel
줄기 세포	Stem cell
스탕달	Stendhal
스티븐 호킹	Stephen Hawking
스텝	Steppe
스테라디안	Steradian
스테로이드	Steroid
스티븐 스필버그	Steven Spielberg
증권거래소	Stock exchange
스톡홀름	Stockholm
위 (기관)	Stomach
석기 시대	Stone Age
스톤헨지	Stonehenge
폭풍	Storm
해협	Strait
지브롤터 해협	Strait of Gibraltar
호르무즈 해협	Strait of Hormuz
마젤란 해협	Strait of Magellan
메시나 해협	Strait of Messina
분류:해협	Straits
스트라스부르	Strasbourg
성층권	Stratosphere
딸기	Strawberry
끈 이론	String theory
뇌경색	Stroke
강한 상호작용	Strong interaction
스트론튬	Strontium
구조주의	Structuralism
틀:토막글	Stub
학생	Student
돌격대	Sturmabteilung
슈투트가르트	Stuttgart
승화	Sublimation (chemistry)
잠수함	Submarine
부분집합	Subset
뺄셈	Subtraction
서브버전	Subversion (software)
수크레	Sucre
자당	Sucrose
수단	Sudan
분류:수단	Sudan
스도쿠	Sudoku
수에즈 운하	Suez Canal
설탕	Sugar
수하르토'	Suharto
수카르노	Sukarno
술라웨시 섬	Sulawesi
황	Sulfur
황산	Sulfuric acid
술탄	Sultan
수마트라 섬	Sumatra
수메르	Sumer
여름	Summer
스모	Sumo
태양	Sun
분류:태양	Sun
쑨원	Sun Yat-sen
일요일	Sunday
해바라기	Sunflower
수니파	Sunni Islam
흑점	Sunspot
슈퍼컴퓨터	Supercomputer
초전도 현상	Superconductivity
슈퍼맨	Superman
초신성	Supernova
미국의 연방대법원	Supreme Court of the United States
수라	Sura
표면장력	Surface tension
외과	Surgeon
외과	Surgery
분류:외과	Surgery
수리남	Suriname
분류:수리남	Suriname
수잔 손탁	Susan Sontag
초밥	Sushi
수바	Suva
스발바르 제도	Svalbard
제비과	Swallow
고니류	Swan
만자문	Swastika
스와질란드	Swaziland
분류:스와질란드	Swaziland
스웨덴	Sweden
분류:스웨덴	Sweden
고구마	Sweet potato
수영	Swimming
분류:수영	Swimming
스위스 프랑	Swiss franc
분류:스위스 사람	Swiss people
스위스	Switzerland
분류:스위스	Switzerland
검	Sword
시드니	Sydney
음절	Syllable
실비아 플래스	Sylvia Plath
기호	Symbol
교향곡	Symphony
시나고그	Synagogue
노동조합	Syndicate
동의어	Synonym
통사론	Syntax
매독	Syphilis
시라쿠사	Syracuse
시리아	Syria
분류:시리아	Syria
계 (물리학)	System
계통분류학	Systematics
T	T
토머스 에드워드 로런스	T. E. Lawrence
T. S. 엘리엇	T. S. Eliot
탁구	Table tennis
타키투스	Tacitus
태권도	Taekwondo
타히티	Tahiti
태극권	Tai chi chuan
타이베이 시	Taipei
타이완 섬	Taiwan
타지마할	Taj Mahal
타지키스탄	Tajikistan
분류:타지키스탄	Tajikistan
탈레반	Taliban
탤러해시	Tallahassee
탈린	Tallinn
탈무드	Talmud
타밀나두 주	Tamil Nadu
탬파	Tampa
유대교 성서	Tanakh
당나라	Tang Dynasty
전차	Tank
탄탈럼	Tantalum
탄자니아	Tanzania
분류:탄자니아	Tanzania
도교	Taoism
완보동물	Tardigrade
타르투	Tartu
타슈켄트	Tashkent
태즈먼 해	Tasman Sea
태즈메이니아 주	Tasmania
태즈메이니아 데빌	Tasmanian Devil
미각	Taste
문신	Tattoo
Τ	Tau
황소자리	Taurus (constellation)
올빼미	Tawny Owl
세금	Tax
분류:조세	Taxation
택시	Taxicab
분류학	Taxonomy
트빌리시	Tbilisi
차 (음료)	Tea
분류:차	Tea
테크네튬	Technetium
테크노	Techno
기술	Technology
분류:기술	Technology
테구시갈파	Tegucigalpa
테헤란	Tehran
텔아비브	Tel Aviv
먼거리 통신	Telecommunication
전보	Telegraphy
전화	Telephone
망원경	Telescope
망원경자리	Telescopium
텔레비전	Television
분류:텔레비전	Television
텔루륨	Tellurium
온도	Temperature
사찰	Temple
십계명	Ten Commandments
테네시 주	Tennessee
분류:테네시 주	Tennessee
테니스	Tennis
분류:테니스	Tennis
테너	Tenor
텐징 노르가이	Tenzing Norgay
터븀	Terbium
흰개미	Termite
테르프시코레	Terpsichore
지구형 행성	Terrestrial planet
테러리즘	Terrorism
분류:테러	Terrorism
테르툴리아누스	Tertullian
테슬라	Tesla (unit)
테티스 (위성)	Tethys (moon)
사면체	Tetrahedron
네발동물	Tetrapod
텍사스 주	Texas
분류:텍사스 주	Texas
타이	Thailand
분류:타이	Thailand
탈레스	Thales
탈륨	Thallium
추수감사절	Thanksgiving
추수감사절	Thanksgiving (Canada)
추수감사절	Thanksgiving (United States)
추수감사절	Thanksgiving (disambiguation)
감비아	The Gambia
분류:감비아	The Gambia
헤이그	The Hague
미국의 국가	The Star-Spangled Banner
연극	Theatre
분류:연극	Theatre
테베 (그리스)	Thebes
테베 (이집트)	Thebes
테미스	Themis
신정정치	Theocracy
테오도어 몸젠	Theodor Mommsen
시어도어 루스벨트	Theodore Roosevelt
테오도시우스 1세	Theodosius I
신학	Theology
분류:신학	Theology
정리	Theorem
이론	Theory
상대성 이론	Theory of relativity
열역학	Thermodynamics
분류:열역학	Thermodynamics
온도계	Thermometer
테세우스	Theseus
테살로니키	Thessaloniki
테살리아	Thessaly
Θ	Theta
비타민 B1	Thiamine
제3차 십자군	Third Crusade
제3세계	Third World
30년 전쟁	Thirty Years' War
토마스 아퀴나스	Thomas Aquinas
토머스 에디슨	Thomas Edison
토머스 홉스	Thomas Hobbes
토머스 제퍼슨	Thomas Jefferson
토머스 멜더스	Thomas Malthus
토마스 만	Thomas Mann
토머스 모어	Thomas More
토머스 페인	Thomas Paine
토머스 영	Thomas Young (scientist)
토르 (신화)	Thor
토륨	Thorium
토트	Thoth
생각	Thought
트라키아	Thrace
투키디데스	Thucydides
툴륨	Thulium
튀링겐 주	Thuringia
분류:튀링겐 주	Thuringia
목요일	Thursday
태즈메이니아 주머니늑대	Thylacine
톈진	Tianjin
테베레 강	Tiber
티베리우스	Tiberius
티베트	Tibet
분류:티베트	Tibet
조석	Tide
티에라델푸에고 제도	Tierra del Fuego
호랑이	Tiger
티그리스 강	Tigris
통북투	Timbuktu
시간	Time
분류:시간	Time
타임 (잡지)	Time (magazine)
시간대	Time zone
티모르 섬	Timor
티무르	Timur
주석 (원소)	Tin
티라나	Tirana
박새과	Tit (bird)
티탄	Titan (disambiguation)
티탄 (위성)	Titan (moon)
티타니아 (위성)	Titania (moon)
타이타닉	Titanic (disambiguation)
타이타늄	Titanium
티치아노 베첼리	Titian
티투스	Titus
담배 (식물)	Tobacco
토칸칭스 주	Tocantins (state)
바이타민 E	Tocopherol
두부	Tofu
토고	Togo
분류:토고	Togo
도쿄	Tokyo
톨레도	Toledo
톨루엔	Toluene
톰과 제리	Tom and Jerry
토마토	Tomato
톤	Ton
통가	Tonga
분류:통가	Tonga
혀	Tongue
톤	Tonne
토니 블레어	Tony Blair
도구	Tool
이 (몸)	Tooth
황옥	Topaz
토피카	Topeka
위상수학	Topology
분류:위상수학	Topology
토라	Torah
토네이도	Tornado
토론토	Toronto
어뢰	Torpedo
돌림힘	Torque
거북	Tortoise
고문	Torture
툴루즈	Toulouse
투르 드 프랑스	Tour de France
관광	Tourism
분류:관광	Tourism
탑	Tower
바벨탑	Tower of Babel
시 (행정 구역)	Town
독	Toxicity
장난감	Toy
토요타 자동차	Toyota
노동조합	Trade union
상표	Trademark
기차	Train
철도역	Train station
트라이아누스	Trajan
노면전차	Tram
초월수	Transcendental number
변압기	Transformer
트랜지스터	Transistor
전자법	Transliteration
전송 제어 프로토콜	Transmission Control Protocol
분류:교통	Transportation
트란실바니아	Transylvania
사다리꼴	Trapezoid
조약	Treaty
베르사유 조약	Treaty of Versailles
나무	Tree
트렌토	Trento
트렌턴 (뉴저지 주)	Trenton
삼각형	Triangle
삼각형자리	Triangulum
남쪽삼각형자리	Triangulum Australe
트라이아스기	Triassic
지류	Tributary
트리어	Trier
삼각 함수	Trigonometric function
삼각법	Trigonometry
분류:삼각법	Trigonometry
삼엽충	Trilobite
트리니다드 토바고	Trinidad and Tobago
분류:트리니다드 토바고	Trinidad and Tobago
트라이나이트로톨루엔	Trinitrotoluene
삼위일체	Trinity
트리폴리 (리비아)	Tripoli
삼중수소	Tritium
트리톤 (위성)	Triton (moon)
개선문	Triumphal arch
트로이 목마	Trojan Horse
트로이아 전쟁	Trojan War
트로이 목마 (컴퓨터)	Trojan horse (computing)
트롤	Troll
인터넷 트롤	Troll (Internet)
무궤도전차	Trolleybus
트롬본	Trombone
북회귀선	Tropic of Cancer
남회귀선	Tropic of Capricorn
대류권	Troposphere
트로츠키주의	Trotskyism
트로이아	Troy
트럭	Truck
트럼펫	Trumpet
진리	Truth
트립토판	Tryptophan
차르	Tsar
지진 해일	Tsunami
트뤼프	Tuber (genus)
결핵	Tuberculosis
큰부리새자리	Tucana
투손	Tucson
화요일	Tuesday
튤립	Tulip
툰드라	Tundra
텅스텐	Tungsten
피낭동물	Tunicate
튀니스	Tunis
튀니지	Tunisia
분류:튀니지	Tunisia
터빈	Turbine
토리노	Turin
튜링 기계	Turing machine
터키	Turkey
분류:터키	Turkey
투르크메니스탄	Turkmenistan
분류:투르크메니스탄	Turkmenistan
거북	Turtle
토스카나 주	Tuscany
투발루	Tuvalu
분류:투발루	Tuvalu
턱스	Tux
튀코 브라헤	Tycho Brahe
타자기	Typewriter
티폰	Typhon
분류:타이포그래피	Typography
티란노사우루스 렉스	Tyrannosaurus
티레	Tyre
티레니아 해	Tyrrhenian Sea
U	U
유네스코	UNESCO
우파 (도시)	Ufa
우간다	Uganda
분류:우간다	Uganda
우크라이나	Ukraine
분류:우크라이나	Ukraine
울란바타르	Ulan Bator
얼스터	Ulster
초음파	Ultrasound
자외선	Ultraviolet
율리시스 그랜트	Ulysses S. Grant
우산	Umbrella
불확정성 원리	Uncertainty principle
실업	Unemployment
유니콘	Unicorn
미확인 비행 물체	Unidentified flying object
URL	Uniform Resource Locator
합집합	Union (set theory)
아랍에미리트	United Arab Emirates
분류:아랍에미리트	United Arab Emirates
아랍 연합 공화국	United Arab Republic
영국	United Kingdom
분류:영국	United Kingdom
국제 연합	United Nations
분류:국제 연합	United Nations
유니세프	United Nations Children's Fund
미국	United States
분류:미국	United States
미국 공군	United States Air Force
미국의 헌법	United States Constitution
미국 해군	United States Navy
미국령 버진아일랜드	United States Virgin Islands
미국 달러	United States dollar
우주	Universe
대학	University
시카고 대학교	University of Chicago
펜실베이니아 대학교	University of Pennsylvania
유닉스	Unix
분류:유닉스	Unix
우눈븀	Ununbium
우눈헥슘	Ununhexium
우눈펜튬	Ununpentium
우눈쿼듐	Ununquadium
우눈트륨	Ununtrium
우파니샤드	Upanishad
웁살라	Uppsala
Υ	Upsilon
우르	Ur
우랄 산맥	Ural Mountains
우라니아	Urania
우라늄	Uranium
천왕성	Uranus
분류:천왕성	Uranus
우라노스	Uranus (mythology)
우르두어	Urdu
오줌	Urine
큰곰자리	Ursa Major
작은곰자리	Ursa Minor
우루과이	Uruguay
분류:우루과이	Uruguay
유타 주	Utah
분류:유타 주	Utah
유토피아	Utopia
위트레흐트 주	Utrecht (province)
우즈베키스탄	Uzbekistan
분류:우즈베키스탄	Uzbekistan
V	V
백신	Vaccine
액포	Vacuole
진공	Vacuum
진공관	Vacuum tube
파두츠	Vaduz
발렌시아	Valencia
발렌티나 테레시코바	Valentina Tereshkova
밸런타인데이	Valentine's Day
발할라	Valhalla
발레타	Valletta
계곡	Valley
흡혈귀	Vampire
바나듐	Vanadium
밴쿠버	Vancouver
밴쿠버 섬	Vancouver Island
바누아투	Vanuatu
분류:바누아투	Vanuatu
분산	Variance
관다발식물	Vascular plant
바티칸 시국	Vatican City
분류:바티칸	Vatican City
베가	Vega
채소	Vegetable
채식주의	Vegetarianism
정맥	Vein
돛자리	Vela (constellation)
속도	Velocity
베네토 주	Veneto
베네수엘라	Venezuela
분류:베네수엘라	Venezuela
베네치아	Venice
금성	Venus
비너스 (동음이의)	Venus (disambiguation)
베누스	Venus (mythology)
동사 (품사)	Verb
버몬트 주	Vermont
분류:버몬트 주	Vermont
베르사유	Versailles
등뼈	Vertebral column
척추동물	Vertebrate
베스파시아누스	Vespasian
미국의 부통령	Vice President of the United States
비시 (프랑스)	Vichy
빅토르 위고	Victor Hugo
