Norwegian	﻿English
Helena (Montana)	Helena
Helikopter	Helicopter
Helios (mytologi)	Helios
Helium	Helium
Helvete (religion)	Hell
Helmut Schmidt	Helmut Schmidt
Helsingfors	Helsinki
Hematitt	Hematite
Hematologi	Hematology
Kategori:Hematologi	Hematology
Hemoglobin	Hemoglobin
Hemoroide	Hemorrhoid
Henri Becquerel	Henri Becquerel
Henri Bergson	Henri Bergson
Henri Matisse	Henri Matisse
Henrik Ibsen	Henrik Ibsen
Henry	Henry (unit)
Henry Cavendish	Henry Cavendish
Henry David Thoreau	Henry David Thoreau
Henry Fonda	Henry Fonda
Henry Ford	Henry Ford
Henry James	Henry James
Henry Kissinger	Henry Kissinger
Henry Miller	Henry Miller
Henry Moore	Henry Moore
Henry Purcell	Henry Purcell
Hepatitt	Hepatitis
Hefaistos	Hephaestus
Hera	Hera
Herakles	Heracles
Heraklit	Heraclitus
Heraldikk	Heraldry
Kategori:Heraldikk	Heraldry
Herat	Herat
Herbert Hoover	Herbert Hoover
Herbert Marcuse	Herbert Marcuse
Herbert Spencer	Herbert Spencer
Herakles	Hercules
Herkules (stjernebilde)	Hercules (constellation)
Heresi	Heresy
Herman Melville	Herman Melville
Hermann Hesse	Hermann Hesse
Hermann von Helmholtz	Hermann von Helmholtz
Hermafrodittisme	Hermaphrodite
Hermeneutikk	Hermeneutics
Hermes	Hermes
Helt	Hero
Herodes den store	Herod the Great
Herodot	Herodotus
Heroin	Heroin
Hegrefamilien	Heron
Gråmåke	Herring Gull
Hertfordshire	Hertfordshire
Hertz	Hertz
Hesiod	Hesiod
Hesperidene	Hesperides
Hessen	Hesse
Kategori:Hessen	Hesse
Hestia	Hestia
Heterofili	Heterosexuality
Heterotrofi	Heterotroph
Sekstentallsystemet	Hexadecimal
Heksagon	Hexagon
Hizbollah	Hezbollah
Dvale	Hibernation
Hideki Yukawa	Hideki Yukawa
Hieronymus Bosch	Hieronymus Bosch
Himalaya	Himalayas
Hindu Kush	Hindu Kush
Hinduisme	Hinduism
Kategori:Hinduisme	Hinduism
Hipparkos (astronom)	Hipparchus
Hippie	Hippie
Hippokrates	Hippocrates
Den hippokratiske ed	Hippocratic Oath
Vanlig flodhest	Hippopotamus
Hirohito av Japan	Hirohito
Hiroshima	Hiroshima
Hispaniola	Hispaniola
Histidin	Histidine
Histologi	Histology
Kategori:Histologi	Histology
Historiografi	Historiography
Historie	History
Kategori:Historie	History
Portal:Historie	History
Ho Chi Minh	Ho Chi Minh
Ho Chi Minh-byen	Ho Chi Minh City
Hobart	Hobart
Hobbit	Hobbit
Hobby	Hobby
Katsushika Hokusai	Hokusai
Helligdag	Holiday
Hollywood	Hollywood
Holmium	Holmium
Holocen	Holocene
Holografi	Holography
Den hellige gral	Holy Grail
Det hellige romerske rike av den tyske nasjon	Holy Roman Empire
Kategori:Tysk-romerske rike	Holy Roman Empire
Den Hellige Ånd	Holy Spirit
Homøopati	Homeopathy
Homer	Homer
Homo (aper)	Homo (genus)
Homo erectus	Homo erectus
Homo habilis	Homo habilis
Homofobi	Homophobia
Homofili	Homosexuality
Honduras	Honduras
Kategori:Honduras	Honduras
Honning	Honey
Vepsevåk	Honey Buzzard
Hongkong	Hong Kong
Kategori:Hongkong	Hong Kong
Honiara	Honiara
Honolulu	Honolulu
Vannpipe	Hookah
Hookes lov	Hooke's law
Hærfugl	Hoopoe
Quintus Horatius Flaccus	Horace
Horatio Nelson	Horatio Nelson
Horisont	Horizon
Hormon	Hormone
Horn (anatomi)	Horn (anatomy)
Valthorn	Horn (instrument)
Afrikas Horn	Horn of Africa
Horoskop	Horoscope
Hest	Horse
Hestekraft	Horsepower
Horus	Horus
Hosni Mubarak	Hosni Mubarak
Sykehus	Hospital
Hotell	Hotel
Time (tidsenhet)	Hour
Timeglass (tidsmåler)	Hourglass
Hus	House
House M.D.	House (TV series)
Husmus	House Mouse
Gråspurv	House Sparrow
Houston	Houston
Luftputefartøy	Hovercraft
Howard Carter	Howard Carter (archaeologist)
Hubbles lov	Hubble's law
Hudsonbukten	Hudson Bay
Hudson River	Hudson River
Hugo Capet	Hugh Capet
Hugo Grotius	Hugo Grotius
Hugenotter	Huguenot
Menneske	Human
Humanisme	Humanism
Kategori:Humaniora	Humanities
Humerus	Humerus
Luftfuktighet	Humidity
Kolibrier	Hummingbird
Kategori:Humor	Humor
Humor	Humour
Knølhval	Humpback Whale
Humphrey Bogart	Humphrey Bogart
Humus	Humus
Húnán	Hunan
Hundreårskrigen	Hundred Years' War
Ungarn	Hungary
Kategori:Ungarn	Hungary
Jakt	Hunting
Hutu	Hutu
Hybrid	Hybrid
Hyderabad	Hyderabad
Vannslangen	Hydra (constellation)
Hydrokarbon	Hydrocarbon
Saltsyre	Hydrochloric acid
Vannkraftverk	Hydroelectricity
Hydrogen	Hydrogen
Hydrogenbinding	Hydrogen bond
Hydrogencyanid	Hydrogen cyanide
Hydrogenperoksid	Hydrogen peroxide
Hydrologi	Hydrology
Kategori:Hydrologi	Hydrology
Hydrolyse	Hydrolysis
Hydrosfæren	Hydrosphere
Hyenefamilien	Hyena
Kategori:Hygiene	Hygiene
Jomfruhinne	Hymen
Kategori:Årevinger	Hymenoptera
Årevinger	Hymenoptera
Hymne	Hymn
Hyperbel	Hyperbola
Hyperbol	Hyperbole
Hyperion (måne)	Hyperion (moon)
Hyperion (mytologi)	Hyperion (mythology)
Hypertensjon	Hypertension
Hypertekst	Hypertext
HTTP	Hypertext Transfer Protocol
Hypnos	Hypnos
Hypnose	Hypnosis
Hypothalamus	Hypothalamus
Hypotese	Hypothesis
I	I
IPod	IPod
Ian Fleming	Ian Fleming
Iapetus (måne)	Iapetus (moon)
Iapetos	Iapetus (mythology)
Den iberiske halvøy	Iberian Peninsula
Ibuprofen	Ibuprofen
Is	Ice
Istid	Ice age
Iskrem	Ice cream
Ishockey	Ice hockey
Kategori:Ishockey	Ice hockey
Isfjell	Iceberg
Island	Iceland
Kategori:Island	Iceland
Iktyologi	Ichthyology
Ikon (kristendom)	Icon
Ikonoklasme	Iconoclasm
Idaho	Idaho
Kategori:Idaho	Idaho
Ideell gass	Ideal gas
Idealisme	Idealism
Ideologi	Ideology
Ido	Ido
Iglo	Igloo
Ignatius av Loyola	Ignatius of Loyola
Magmatisk bergart	Igneous rock
Igor Stravinskij	Igor Stravinsky
Iguazú-fossene	Iguazu Falls
Iliaden	Iliad
Illinois	Illinois
Kategori:Illinois	Illinois
Illyria	Illyria
Skanner	Image scanner
Imam	Imam
Immanuel Kant	Immanuel Kant
Immunforsvar	Immune system
Immunologi	Immunology
Kategori:Immunologi	Immunology
Imperialisme	Imperialism
Impresjonisme	Impressionism
Incest	Incest
Tomme (mål)	Inch
Inchon	Incheon
Skråplan	Inclined plane
Uavhengighet	Independence
India	India
Kategori:India	India
Indiahavet	Indian Ocean
Kategori:Indiahavet	Indian Ocean
Indiana	Indiana
Kategori:Indiana	Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gandhi
Indium	Indium
Indokina	Indochina
Indonesia	Indonesia
Kategori:Indonesia	Indonesia
Induktans	Inductance
Induksjon (filosofi)	Inductive reasoning
Spole (induktans)	Inductor
Avlat	Indulgence
Indus	Indus River
Den industrielle revolusjon	Industrial Revolution
Industri	Industry
Kategori:Industri	Industry
Treghet	Inertia
Infanteri	Infantry
Infinitiv	Infinitive
Uendelig	Infinity
Betennelse	Inflammation
Inflasjon	Inflation
Influensa	Influenza
Informasjon	Information
Informasjons- og kommunikasjonsteknologi	Information technology
Informasjonsteori	Information theory
Infrarød stråling	Infrared
Infrastruktur	Infrastructure
Ingmar Bergman	Ingmar Bergman
Ingrid Bergman	Ingrid Bergman
Indre Mongolia	Inner Mongolia
Innovasjon	Innovation
Innsbruck	Innsbruck
Uorganisk kjemi	Inorganic chemistry
Kategori:Uorganisk kjemi	Inorganic chemistry
Inkvisisjonen	Inquisition
Insekter	Insect
Insektmiddel	Insecticide
Insektetere	Insectivora
Institusjon	Institution
Insulin	Insulin
Forsikring	Insurance
Heltall	Integer
Integral (matematikk)	Integral
Integrert krets	Integrated circuit
Immaterialrett	Intellectual property
Intelligens	Intelligence
IQ	Intelligence quotient
Interkontinentale ballistiske missiler	Intercontinental ballistic missile
Rente	Interest
Interferens	Interference
Interjeksjon	Interjection
Interlingua	Interlingua
Det internasjonale atomenergibyrået	International Atomic Energy Agency
Den internasjonale organisasjonen for sivil luftfart	International Civil Aviation Organization
Den internasjonale domstolen	International Court of Justice
Datolinjen	International Date Line
Den internasjonale arbeidsorganisasjonen	International Labour Organization
Det internasjonale pengefondet	International Monetary Fund
SI-systemet	International System of Units
Kategori:Internasjonal rett	International law
Internasjonal organisasjon	International organization
Internett	Internet
Kategori:Internett	Internet
Internet Explorer	Internet Explorer
Konsentrasjonsleir	Internment
Intervall (musikk)	Interval (music)
Intranett	Intranet
Virvelløse dyr	Invertebrate
Io (måne)	Io (moon)
Io (mytologi)	Io (mythology)
Jod	Iodine
Ioner	Ion
Jonia	Ionia
Det joniske hav	Ionian Sea
Ionebinding	Ionic bond
Iota	Iota
Iowa	Iowa
Kategori:Iowa	Iowa
Iran	Iran
Kategori:Iran	Iran
Iran–Irak-krigen	Iran-Iraq War
Irak	Iraq
Kategori:Irak	Iraq
Irland (øy)	Ireland
Kategori:Irland	Ireland
Ireneus av Lyon	Irenaeus
Iridium	Iridium
Regnbuehinne	Iris (anatomy)
IRA	Irish Republican Army
Irskesjøen	Irish Sea
Kategori:Irer	Irish people
Jern	Iron
Jernalderen	Iron Age
Jernteppet	Iron Curtain
Iron Maiden	Iron Maiden
Ironi	Irony
Irrasjonalt tall	Irrational number
Irredentisme	Irredentism
Irtysj	Irtysh River
Isak	Isaac
Isaac Asimov	Isaac Asimov
Isaac Bashevis Singer	Isaac Bashevis Singer
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncan
Ismail	Ishmael
Isis	Isis
Islam	Islam
Kategori:Islam	Islam
Islamabad	Islamabad
Islamsk kalender	Islamic calendar
Øy	Island
Man	Isle of Man
Kategori:Man	Isle of Man
Wight	Isle of Wight
Isomeri	Isomer
Isoroku Yamamoto	Isoroku Yamamoto
Isotop	Isotope
Israel	Israel
Kategori:Israel	Israel
Istanbul	Istanbul
Kategori:Istanbul	Istanbul
Eid (landform)	Isthmus
Panamaeidet	Isthmus of Panama
Apenniniske halvøy	Italian Peninsula
Italo Calvino	Italo Calvino
Italia	Italy
Kategori:Italia	Italy
Ithaka	Ithaca
Ivan Lendl	Ivan Lendl
Ivan Pavlov	Ivan Pavlov
Ivan Turgenev	Ivan Turgenev
Elfenben	Ivory
Ivy League	Ivy League
Iwo Jima	Iwo Jima
J	J
J.D. Salinger	J. D. Salinger
James Matthew Barrie	J. M. Barrie
Jack Kerouac	Jack Kerouac
Jack Lemmon	Jack Lemmon
Jack London	Jack London
Jack the Ripper	Jack the Ripper
Kaie	Jackdaw
Jackson (Mississippi)	Jackson
Jackson Pollock	Jackson Pollock
Jacksonville	Jacksonville
Jakob (stamfar)	Jacob
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jade	Jade
Jaguar	Jaguar
Jainisme	Jainism
Jakarta	Jakarta
Jalalabad	Jalalabad
Jamaica	Jamaica
Kategori:Jamaica	Jamaica
Apostelen Jakob	James
James Garfield	James A. Garfield
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James Knox Polk	James K. Polk
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jammu og Kashmir	Jammu and Kashmir
Jan Hus	Jan Hus
Jan van Eyck	Jan van Eyck
Jane Austen	Jane Austen
Jane Fonda	Jane Fonda
Jane Seymour	Jane Seymour
Janis Joplin	Janis Joplin
Janitsjar	Janissary
Januar	January
1. januar	January 1
19. januar	January 19
20. januar	January 20
6. januar	January 6
Janus (måne)	Janus (moon)
Janus (mytologi)	Janus (mythology)
Japan	Japan
Kategori:Japan	Japan
Jason (gresk mytologi)	Jason
Gulsott	Jaundice
Java (øy)	Java
Java	Java (disambiguation)
Java (programmeringsspråk)	Java (programming language)
Jawaharlal Nehru	Jawaharlal Nehru
Jazz	Jazz
Kategori:Jazz	Jazz
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Racine	Jean Racine
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jean-Philippe Rameau	Jean-Philippe Rameau
Jeddah	Jeddah
Jefferson City	Jefferson City
Jefferson Davis	Jefferson Davis
JHVH	Jehovah
Jehovas vitner	Jehovah's Witnesses
Manet	Jellyfish
Jena	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jeriko	Jericho
Hieronymus	Jerome
Jersey	Jersey
Jerusalem	Jerusalem
Kategori:Jerusalem	Jerusalem
Jesus Kristus	Jesus
Jetmotor	Jet engine
Jøder	Jew
Munnharpe	Jew's harp
Jihad	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Jeanne d’Arc	Joan of Arc
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johann Gutenberg	Johannes Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes Vilhelm Jensen
Johannesburg	Johannesburg
John Adams	John Adams
John Bardeen	John Bardeen
John Cage	John Cage
Jean Calvin	John Calvin
Johannes Chrysostomos	John Chrysostom
John Dalton	John Dalton
John Dewey	John Dewey
John Galsworthy	John Galsworthy
John Herschel	John Herschel
John Keats	John Keats
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Napier	John Napier
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wayne	John Wayne
John Wycliffe	John Wycliffe
Johannes Døperen	John the Baptist
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Jonathan Swift	Jonathan Swift
Jordan	Jordan
Kategori:Jordan	Jordan
Jordan (elv)	Jordan River
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Joseph McCarthy	Joseph McCarthy
Joseph Pulitzer	Joseph Pulitzer
Joseph Schumpeter	Joseph Schumpeter
Joseph Smith	Joseph Smith
Josef Stalin	Joseph Stalin
Josefus	Josephus
Joule	Joule
Kategori:Journalistikk	Journalism
Journalistikk	Journalism
Journalist	Journalist
Jovian	Jovian
Joystick	Joystick
Jødedom	Judaism
Kategori:Jødedom	Judaism
Judas Iskariot	Judas Iscariot
Judea	Judea
Judo	Judo
Judy Garland	Judy Garland
Jujutsu	Jujutsu
Jules Verne	Jules Verne
Juliansk kalender	Julian calendar
Julian den frafalne	Julian the Apostate
Julius Cæsar	Julius Caesar
Juli	July
1. juli	July 1
4. juli	July 4
Juni	June
14. juni	June 14
21. juni	June 21
23. juni	June 23
24. juni	June 24
29. juni	June 29
3. juni	June 3
Juneau	Juneau
Einer	Juniper
Juno	Juno (mythology)
Jupiter (planet)	Jupiter
Kategori:Jupiter	Jupiter
Jupiter	Jupiter (disambiguation)
Jupiter (gud)	Jupiter (mythology)
Jura (geologi)	Jurassic
Justinian I den store	Justinian I
Jylland	Jutland
K	K
K2	K2
KGB	KGB
Kaba	Kaaba
Kabbala	Kabbalah
Kabul	Kabul
Kalahari	Kalahari Desert
Kamtsjatkahalvøya	Kamchatka Peninsula
Kamikaze	Kamikaze
Kampala	Kampala
Kandahar	Kandahar
Kenguruer	Kangaroo
Kansas	Kansas
Kategori:Kansas	Kansas
Kansas City (Missouri)	Kansas City
Kappa (bokstav)	Kappa
Karahavet	Kara Sea
Karachi	Karachi
Karakoram	Karakoram
Karaoke	Karaoke
Karate	Karate
Karen Blixen	Karen Blixen
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Popper
Karma	Karma
Karnataka	Karnataka
Katharine Hepburn	Katharine Hepburn
Katmandu	Kathmandu
Katowice	Katowice
Kaunas	Kaunas
Kajakk	Kayak
Kasakhstan	Kazakhstan
Kategori:Kasakhstan	Kazakhstan
Kazan	Kazan
Kasimir Malevitsj	Kazimir Malevich
Kelvin	Kelvin
Kent	Kent
Kentucky	Kentucky
Kategori:Kentucky	Kentucky
Kenya	Kenya
Kategori:Kenya	Kenya
Kjerne (operativsystem)	Kernel (computer science)
Parafin	Kerosene
Ketchup	Ketchup
Keton	Ketone
Tastatur	Keyboard (computing)
Klaviatur	Keyboard instrument
Khabarovsk	Khabarovsk
Khan	Khan
Kharkov	Kharkiv
Khartoum	Khartoum
Røde Khmer	Khmer Rouge
Keops	Khufu
Kibbutz	Kibbutz
Nyre	Kidney
Kiev	Kiev
Kigali	Kigali
Kilobyte	Kilobyte
Kilogram	Kilogram
Kilometer	Kilometre
Km/t	Kilometres per hour
Kimono	Kimono
Barnehage	Kindergarten
Kinetisk energi	Kinetic energy
Konge (sjakk)	King (chess)
Arthur av britene	King Arthur
Kong Lear	King Lear
Kingston (Jamaica)	Kingston
Kingstown	Kingstown
Kinshasa	Kinshasa
Kiribati	Kiribati
Kategori:Kiribati	Kiribati
Kirkuk	Kirkuk
Kyss	Kiss
Drake	Kite
Kivier	Kiwi
Kne	Knee
Knesset	Knesset
Kniv	Knife
Ridder	Knight
Springer (sjakk)	Knight (chess)
Knossos	Knossos
Knop (mål)	Knot (speed)
Kunnskap	Knowledge
Knut Hamsun	Knut Hamsun
Koala	Koala
Kobe	Kobe
Kolahalvøya	Kola Peninsula
Calcutta	Kolkata
Komodovaran	Komodo dragon
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Korea	Korea
Kategori:Korea	Korea
Koreakrigen	Korean War
Kosovo	Kosovo
Kategori:Kosovo	Kosovo
Krakatau	Krakatoa
Kreml	Kremlin
Krishna	Krishna
Krypton	Krypton
Ku Klux Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Kublai-khan	Kublai Khan
Kuiper-legemer	Kuiper belt
Kumquat	Kumquat
Kung fu	Kung fu (term)
Kunlunfjellene	Kunlun Mountains
Kuomintang	Kuomintang
Kurdistan	Kurdistan
Kategori:Kurdistan	Kurdistan
Kurdistans Arbeiderparti	Kurdistan Workers Party
Kursk	Kursk
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuwait	Kuwait
Kategori:Kuwait	Kuwait
Kuwait (by)	Kuwait City
KwaZulu-Natal	KwaZulu-Natal
Kyoto	Kyoto
Kirgisistan	Kyrgyzstan
Kategori:Kirgisistan	Kyrgyzstan
L	L
LAMP	LAMP (software bundle)
La Paz	La Paz
La Plata	La Plata
La Spezia	La Spezia
LaTeX	LaTeX
Labour Party	Labour Party (UK)
Labrador retriever	Labrador Retriever
Melkesyre	Lactic acid
Laktose	Lactose
Lady Jane Grey	Lady Jane Grey
Haredyr	Lagomorpha
Lagos	Lagos
Lahore	Lahore
Laissez-faire	Laissez-faire
Innsjø	Lake
Bajkalsjøen	Lake Baikal
Balatonsjøen	Lake Balaton
Tsjadsjøen	Lake Chad
Bodensjøen	Lake Constance
Eriesjøen	Lake Erie
Genfersjøen	Lake Geneva
Huronsjøen	Lake Huron
Ilmen	Lake Ilmen
Ladoga	Lake Ladoga
Malawisjøen	Lake Malawi
Michigansjøen	Lake Michigan
Onega (innsjø)	Lake Onega
Ontariosjøen	Lake Ontario
Øvresjøen	Lake Superior
Tanganyikasjøen	Lake Tanganyika
Victoriasjøen	Lake Victoria
Lakshmi	Lakshmi
Lambda	Lambda
Leppeblomstfamilien	Lamiaceae
Lammegribb	Lammergeier
Niøyer	Lamprey
Lancashire	Lancashire
Lansettfisker	Lancelet
Søppelfylling	Landfill
Språk	Language
Languedoc-Roussillon	Languedoc-Roussillon
Lansing	Lansing
Lantanoider	Lanthanide
Lantan	Lanthanum
Laos	Laos
Kategori:Laos	Laos
Laptevhavet	Laptev Sea
Bærbar datamaskin	Laptop
Lerker (planter)	Larch
Larve	Larva
Strupehode	Larynx
Las Vegas	Las Vegas
Lascaux	Lascaux
Laser	Laser
Dreiebenk	Lathe
Latin	Latin
Latin-Amerika	Latin America
Det latinske alfabetet	Latin alphabet
Latvia	Latvia
Kategori:Latvia	Latvia
Latter	Laughter
Lausanne	Lausanne
Lava	Lava
Rettsvitenskap	Law
Kategori:Rettsvitenskap	Law
Kategori:Politi	Law enforcement
Lawrencium	Lawrencium
Advokat	Lawyer
Lazio	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Bly	Lead
Blad	Leaf
Folkeforbundet	League of Nations
Det skjeve tårn i Pisa	Leaning Tower of Pisa
Skuddår	Leap year
Læring	Learning
Libanon	Lebanon
Kategori:Libanon	Lebanon
Leda	Leda (mythology)
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Venstrehendthet	Left-handed
Legende	Legend
Politisk forsamling	Legislature
LEGO	Lego
Leicester	Leicester
Leiden	Leiden
Leipzig	Leipzig
Sitron	Lemon
Sitronmelisse	Lemon balm
Lena (elv i Russland)	Lena River
Lengde	Length
Optisk linse	Lens (optics)
Fastetid	Lent
Linse (plante)	Lentil
Løven	Leo (constellation)
Leo I (keiser)	Leo I (emperor)
Lev Trotskij	Leon Trotsky
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brezjnev	Leonid Brezhnev
Leopard	Leopard
Sommerfugler	Lepidoptera
Spedalskhet	Leprosy
Lepton	Lepton
Haren (stjernebilde)	Lepus (constellation)
Lesbe	Lesbian
Lesotho	Lesotho
Kategori:Lesotho	Lesotho
Leto	Leto
Bokstav	Letter (alphabet)
Leukemi	Leukemia
Levanten	Levant
Vektstang	Lever
Leviatan	Leviathan
Tredje Mosebok	Leviticus
Lewis Carroll	Lewis Carroll
Lhasa	Lhasa
Lhotse	Lhotse
Liberalisme	Liberalism
Kategori:Liberalisme	Liberalism
Tamiltigrene	Liberation Tigers of Tamil Eelam
Liberia	Liberia
Kategori:Liberia	Liberia
Vekten	Libra (constellation)
Bibliotek	Library
Dokumentasjonsvitenskap	Library science
Libretto	Libretto
Libreville	Libreville
Libya	Libya
Kategori:Libya	Libya
Lav	Lichen
Løgn	Lie
Liechtenstein	Liechtenstein
Kategori:Liechtenstein	Liechtenstein
Løytnant	Lieutenant
Liv	Life
Kategori:Livet	Life
Lys	Light
Lysdiode	Light-emitting diode
Lysår	Light-year
Lighter	Lighter
Fyr	Lighthouse
Lyn	Lightning
Liguria	Liguria
Liguriske hav	Ligurian Sea
Liljefamilien	Liliaceae
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick	Limerick
Kalkstein	Limestone
Grenseverdi	Limit (mathematics)
Limnologi	Limnology
Limousin	Limousin (region)
Lincoln (Nebraska)	Lincoln
Lincoln	Lincoln
Lincolnshire	Lincolnshire
Linje	Line (mathematics)
Lineær algebra	Linear algebra
Kategori:Lineær algebra	Linear algebra
Lingua franca	Lingua franca
Lingvistikk	Linguistics
Kategori:Lingvistikk	Linguistics
Linus Pauling	Linus Pauling
GNU/Linux	Linux
Kategori:Linux	Linux
Linz	Linz
Løve	Lion
Lipid	Lipid
Likør	Liqueur
Væske	Liquid
LCD	Liquid crystal display
Lakrisplante	Liquorice
Lisboa	Lisbon
Lise Meitner	Lise Meitner
Lisp	Lisp (programming language)
Lesekyndighet	Literacy
Litteratur	Literature
Kategori:Litteratur	Literature
Portal:Litteratur	Literature
Litium	Lithium
Litografi	Lithography
Litosfære	Lithosphere
Litauen	Lithuania
Kategori:Litauen	Lithuania
Liter	Litre
Kirkeugle	Little Owl
Liverpool	Liverpool
Livland	Livonia
Titus Livius	Livy
Øgle	Lizard
Ljubljana	Ljubljana
Lama	Llama
Lånord	Loanword
Lokalt datanett	Local area network
Loch Ness	Loch Ness
Nessie	Loch Ness Monster
Lokomotiv	Locomotive
Logaritme	Logarithm
Logikk	Logic
Kategori:Logikk	Logic
Logistikk	Logistics
Logo	Logo
Loire (departement)	Loire
Loire	Loire River
Loke	Loki
Lolita	Lolita
Lombardia	Lombardy
London	London
Kategori:London	London
Long Beach	Long Beach
Long Island	Long Island
Lengdehopp	Long jump
Hornugle	Long-eared Owl
Lope de Vega	Lope de Vega
Fader vår	Lord's Prayer
Lorraine	Lorraine (region)
Los Angeles	Los Angeles
Lot (departement)	Lot (department)
Høyttaler	Loudspeaker
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Ludvig I av Det tysk-romerske rike	Louis the Pious
Louisiana	Louisiana
Kategori:Louisiana	Louisiana
Louisville	Louisville
Louvre	Louvre
Kjærlighet	Love
Nedertysk	Low German
Niedersachsen	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Luzern	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucretius	Lucretius
Lucrezia Borgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Deutsche Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen	Lumen (unit)
Luminescens	Luminescence
Måneformørkelse	Lunar eclipse
Lund (by)	Lund
Lunge	Lung
Lungekreft	Lung cancer
Lungefisker	Lungfish
Lusaka	Lusaka
Lusitania	Lusitania
Lutt	Lute
Lutetium	Lutetium
Den evangelisk-lutherske kirke	Lutheranism
Lux	Lux
Luxembourg	Luxembourg
Kategori:Luxembourg	Luxembourg
Luxembourg (by)	Luxembourg (city)
Luxor	Luxor
Luzon	Luzon
Litchi	Lychee
Lydia	Lydia
Lymfesystem	Lymphatic system
Lynx (nettleser)	Lynx (web browser)
Lyon	Lyon
Lysergsyredietylamid	Lysergic acid diethylamide
Lysosom	Lysosome
M (bokstav)	M
M-teori	M-theory
Messenger (romsonde)	MESSENGER
MIME	MIME
MS-DOS	MS-DOS
Macao	Macau
Macbeth (skuespill)	Macbeth
Makedonia (Hellas)	Macedonia (Greece)
Mach	Mach number
Maskin	Machine
Maskinkode	Machine code
Maskingevær	Machine gun
Maskinoversettelse	Machine translation
Machu Picchu	Machu Picchu
Apple Macintosh	Macintosh
Makroøkonomi	Macroeconomics
Kategori:Makroøkonomi	Macroeconomics
Madagaskar	Madagascar
Kategori:Madagaskar	Madagascar
Madeira	Madeira
Madison (Wisconsin)	Madison
Madonna (artist)	Madonna (entertainer)
Madrid	Madrid
Madrid (autonom region)	Madrid (autonomous community)
Mafia	Mafia
Tidsskrift	Magazine
Magenta	Magenta
Maghreb	Maghreb
Magi	Magic (paranormal)
Magisk kvadrat	Magic square
Maginotlinjen	Maginot Line
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnesium
Magnet	Magnet
Magnetfelt	Magnetic field
Magnetresonanstomografi	Magnetic resonance imaging
Magnetisme	Magnetism
Kategori:Magnetisme	Magnetism
Magnetitt	Magnetite
Lupe	Magnifying glass
