English	Catalan
Metonymy	Metonímia
Metre	Metre
Metric space	Espai mètric
Meuse	Mosa (departament)
Meuse River	Mosa
Mexico	Mèxic
Mexico	Categoria:Mèxic
Mexico City	Ciutat de Mèxic
Miami	Miami
Mica	Mica
Michael (archangel)	Sant Miquel Arcàngel
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo Buonarroti
Michigan	Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Mickey Mouse
Microbiology	Microbiologia
Microbiology	Categoria:Microbiologia
Microeconomics	Microeconomia
Microeconomics	Categoria:Microeconomia
Micronesia	Micronèsia
Microorganism	Microorganisme
Microphone	Micròfon
Microprocessor	Microprocessador
Microscope	Microscopi
Microscopium	Microscopi (constel·lació)
Microwave	Microones
Microwave oven	Forn microones
Middle Ages	Edat mitjana
Middle Ages	Categoria:Edat mitjana
Middle East	Orient Pròxim
Middle East	Categoria:Orient Mitjà
Midnight sun	Sol de mitjanit
Miguel de Cervantes	Miguel de Cervantes Saavedra
Mikhail Bakunin	Mikhaïl Aleksàndrovitx Bakunin
Mikhail Glinka	Mikhaïl Ivànovitx Glinka
Mikhail Gorbachev	Mikhaïl Gorbatxov
Milan	Milà
Mile	Milla
Miles Davis	Miles Davis
Military rank	Grau militar
Milk	Llet
Milky Way	Via Làctia
Millennium	Mil·lenni
Million	Milió
Millipede	Milpeus
Milton Friedman	Milton Friedman
Minaret	Minaret
Mindanao	Mindanao
Mineral	Mineral
Mineralogy	Categoria:Mineralogia
Minerva	Minerva
Ming Dynasty	Dinastia Ming
Minimalism	Art Minimalista
Mining	Mineria
Minister (government)	Ministre
Minneapolis	Minneapolis (Minnesota)
Minnesota	Minnesota
Minoan civilization	Civilització minoica
Minos	Minos
Minotaur	Minotaure
Minsk	Minsk
Minute	Minut
Miocene	Miocè
Miracle	Miracle
Mirror	Mirall
Mississippi River	Mississipí-Missouri
Missouri	Missouri
Mitochondrion	Mitocondri
Mnemosyne	Mnemòsine
Mobile phone	Telèfon mòbil
Modem	Mòdem
Modernism	Modernisme
Modest Mussorgsky	Modest Mússorgski
Modulation	Modulació
Mogadishu	Muqdisho
Moirae	Moires
Mold	Floridura
Moldova	República de Moldàvia
Moldova	Categoria:Moldàvia
Mole (unit)	Mol
Molecular biology	Biologia molecular
Molecular biology	Categoria:Biologia molecular
Molecule	Molècula
Molise	Molise
Mollusca	Mol·lusc
Molotov cocktail	Còctel molotov
Molybdenum	Molibdè
Mombasa	Mombasa
Momentum	Quantitat de moviment
Monaco	Mònaco
Monaco	Categoria:Mònaco
Monarch	Monarca
Monarchy	Monarca
Monarchy	Categoria:Monarquia
Monastery	Monestir
Monday	Dilluns
Money	Diner
Mongolia	Mongòlia
Mongolia	Categoria:Mongòlia
Monica Seles	Monica Seles
Monism	Monisme
Monocotyledon	Liliòpsid
Monomer	Monòmer
Monopoly	Monopoli
Monopoly (game)	Monopoly
Monotheism	Monoteisme
Monotreme	Monotrema
Monroe Doctrine	Doctrina Monroe
Monrovia	Monròvia
Mons	Mons
Mont Blanc	Mont Blanc
Montana	Montana
Monte Carlo	Montecarlo
Montenegro	Montenegro
Montenegro	Categoria:Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery	Montgomery (Alabama)
Month	Mes
Montpelier	Montpelier
Montreal	Mont-real
Montserrat	Illa de Montserrat
Moon	Lluna
Moose	Ant
Morality	Moral
Moravia	Moràvia
Morocco	Marroc
Morocco	Categoria:Marroc
Morpheme	Morfema
Morphine	Morfina
Morphology	Morfologia
Morphology (linguistics)	Morfologia (lingüística)
Morse code	Codi Morse
Mosaic	Mosaic
Moscow	Moscou
Moscow	Categoria:Moscou
Moselle	Mosel·la (departament)
Moses	Moisès
Moshe Dayan	Moshe Dayan
Mosque	Mesquita
Mosquito	Mosquit
Moss	Molsa
Mossad	Mossad
Mosul	Mossul
Motet	Motet
Mother	Mare
Mother Teresa	Mare Teresa de Calcuta
Motion (physics)	Moviment
Motorcycle	Motocicleta
Motto	Lema
Mount Ararat	Ararat
Mount Athos	Athos
Mount Etna	Etna
Mount Everest	Everest
Mount Fuji	Mont Fuji
Mount Kilimanjaro	Kilimanjaro
Mount McKinley	Mont McKinley
Mount Olympus	Mont Olimp
Mount Rushmore	Mont Rushmore
Mount St. Helens	Saint Helens
Mount Vesuvius	Vesuvi
Mountain	Muntanya
Mountain bike	Ciclisme de muntanya
Mountain pass	Collada
Mouse (computing)	Ratolí (ordinador)
Mozambique	Moçambic
Mozambique	Categoria:Moçambic
Mu (letter)	Mi
Muezzin	Muetzí
Muhammad	Mahoma
Muhammad Ali	Muhammad Ali (boxador)
Mulberry	Morera
Mule	Mul
Multimedia	Multimèdia
Multiple sclerosis	Esclerosi múltiple
Multiplication	Multiplicació
Mumbai	Bombai
Mummy	Mòmia
Munich	Munic
Municipality	Municipi
Muon	Muó
Murmansk	Múrmansk
Murray Gell-Mann	Murray Gell-Mann
Musa (genus)	Banana
Musca	Mosca (constel·lació)
Muscat	Masqat
Muscle	Múscul
Muse	Muses
Museum	Museu
Mushroom	Bolet
Music	Música
Music	Categoria:Música
Musical Instrument Digital Interface	MIDI
Musical instrument	Instrument musical
Musical scale	Escala musical
Musicology	Musicologia
Musket	Mosquet
Mustelidae	Mustèlid
Mutation	Mutació
Myanmar	Categoria:Myanmar
Mycenae	Micenes
Mycology	Micologia
Mycology	Categoria:Micologia
Myocardial infarction	Infart miocardíac
Myopia	Miopia
Myriapoda	Miriàpode
Mysticism	Misticisme
Mythology	Mitologia
Mythology	Categoria:Mitologia
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	OTAN
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir
Nagasaki	Nagasaki
Nagoya	Nagoya
Nahuatl	Nàhuatl
Nail (anatomy)	Ungla
Nail (fastener)	Clau (falca)
Nairobi	Nairobi
Namibia	Namíbia
Namibia	Categoria:Namíbia
Namur (city)	Namur
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanotechnology	Nanotecnologia
Nantes	Nantes
Naples	Nàpols
Napoleonic Wars	Guerres Napoleòniques
Narcissus (mythology)	Narcís (mitologia)
Nashville	Nashville
Nassau	Nassau (Bahames)
Nathaniel Hawthorne	Nathaniel Hawthorne
Nation	Nació
National anthem	Himne nacional
National park	Parc nacional
Nationalism	Nacionalisme
Nationalism	Categoria:Nacionalisme
Natural gas	Gas natural
Natural language processing	Processament de llenguatge natural
Natural number	Nombre natural
Natural science	Ciències naturals
Natural selection	Selecció natural
Nature	Natura
Naturism	Naturisme
Nauru	Nauru
Navigation	Navegació marítima
Navy	Armada
Nazareth	Natzaret
Nazi Germany	Tercer Reich
Nazi Party	Partit Nacional Socialista dels Treballadors Alemanys
Nazism	Categoria:Nazisme
Neanderthal	Home de Neandertal
Nebraska	Nebraska
Nebuchadrezzar II	Nabucodonosor II
Nebula	Nebulosa
Neckar	Neckar
Nefertiti	Nefertiti
Negev	Nègueb
Neil Armstrong	Neil Alden Armstrong
Nelson Mandela	Nelson Rolihlahla Mandela
Nematode	Nematode
Nemean Lion	Lleó de Nemea
Nemesis (mythology)	Nèmesi
Neodymium	Neodimi
Neolithic	Neolític
Neologism	Neologisme
Neon	Neó
Neoplatonism	Neoplatonisme
Nepal	Nepal
Nepal	Categoria:Nepal
Nephthys	Neftis
Neptune	Neptú (planeta)
Neptunium	Neptuni
Nereid (moon)	Nereida (satèl·lit)
Nero	Neró
Nerva	Nerva
Nervous system	Sistema nerviós
Nervous system	Categoria:Sistema nerviós
Nest	Niu
Nestorianism	Nestorianisme
Netherlands	Països Baixos
Netherlands	Categoria:Països Baixos
Netherlands Antilles	Antilles Neerlandeses
Network topology	Topologia de xarxa
Neurology	Neurologia
Neuron	Neurona
Neurotransmitter	Neurotransmissor
Neutrino	Neutrí
Neutron	Neutró
Neutron star	Estrella de neutrons
Neva River	Riu Nevà
Nevada	Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	Nova Brunsvic
New Caledonia	Nova Caledònia
New Delhi	Nova Delhi
New England	Nova Anglaterra
New Guinea	Nova Guinea
New Hampshire	Nova Hampshire
New Jersey	Nova Jersey
New Mexico	Nou Mèxic
New Orleans	Nova Orleans
New South Wales	Nova Gal·les del Sud
New Testament	Nou Testament
New Year	Cap d'any
New York	Estat de Nova York
New York (disambiguation)	Nova York (desambiguació)
New York City	Nova York
New York City	Categoria:Nova York
New York Stock Exchange	Borsa de Nova York
New Zealand	Nova Zelanda
New Zealand	Categoria:Nova Zelanda
Newfoundland (island)	Terranova
Newfoundland and Labrador	Terranova i Labrador
Newport	Newport
Newton	Newton (unitat)
Niagara Falls	Cascades del Niàgara
Niamey	Niamey
Nicaragua	Nicaragua
Nicaragua	Categoria:Nicaragua
Nice	Niça
Nicholas	Petrović Njegoš
Nickel	Níquel
Nicolas Poussin	Nicolas Poussin
Nicolaus Copernicus	Nicolau Copèrnic
Nicosia	Nicòsia
Nicotine	Nicotina
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Níger
Niger	Categoria:Níger
Niger River	Riu Níger
Nigeria	Nigèria
Nigeria	Categoria:Nigèria
Night	Nit
Nightingale	Rossinyol
Nihilism	Nihilisme
Nijmegen	Nijmegen
Nike (mythology)	Nice (filla d'Estix)
Nikita Khrushchev	Nikita Khruixtxov
Nikola Tesla	Nikola Tesla
Nile	Nil
Nineveh	Nínive
Ninja	Ninja
Niobium	Niobi
Nirvana	Nirvana
Nitric acid	Àcid nítric
Nitrogen	Nitrogen
Nitroglycerin	Nitroglicerina
Nix (moon)	Nix (satèl·lit)
Njord	Njörðr
Noah	Noè
Noam Chomsky	Noam Chomsky
Nobel Prize	Premi Nobel
Nobel Prize	Categoria:Premis Nobel
Nobelium	Nobeli
Nobility	Noblesa
Noble gas	Gas noble
Nomad	Nomadisme
Nominative case	Cas nominatiu
Nonmetal	No metall
Norfolk	Norfolk
Norfolk Island	Illa Norfolk
Norma (constellation)	Escaire (constel·lació)
Normal distribution	Distribució normal
Normandy	Regió de Normandia
Norn	Les tres Nornes
Norse mythology	Mitologia escandinava
Norse mythology	Categoria:Mitologia germànica
North	Nord
North Africa	Àfrica del Nord
North America	Amèrica del Nord
North America	Categoria:Amèrica del Nord
North Carolina	Carolina del Nord
North Dakota	Dakota del Nord
North Island	Illa del Nord
North Korea	Corea del Nord
North Korea	Categoria:Corea del Nord
North Pole	Pol nord
North Sea	Mar del Nord
North Yorkshire	North Yorkshire
Northern Europe	Europa del Nord
Northern Hemisphere	Hemisferi nord
Northern Ireland	Irlanda del Nord
Northern Ireland	Categoria:Irlanda del Nord
Northern Mariana Islands	Illes Mariannes Septentrionals
Northern Territory	Territori del Nord (Austràlia)
Northwest Territories	Territoris del Nord-oest
Norway	Noruega
Norway	Categoria:Noruega
Norwegian Sea	Mar de Noruega
Norwegian krone	Corona noruega
Nose	Nas
Nostradamus	Michel de Nostredame
Note	Nota
Nouakchott	Nouakchott
Noun	Substantiu
Nova Scotia	Nova Escòcia
Novaya Zemlya	Nova Zembla
Novel	Novel·la
November	Novembre
November 1	1 de novembre
November 11	11 de novembre
November 2	2 de novembre
November 5	5 de novembre
Novosibirsk	Novosibirsk
Nu (letter)	Ni (lletra grega)
Nuclear fission	Fissió nuclear
Nuclear fusion	Fusió nuclear
Nuclear physics	Física nuclear
Nuclear physics	Categoria:Física nuclear
Nuclear power	Energia nuclear
Nuclear weapon	Arma nuclear
Nucleic acid	Àcid nucleic
Nucleon	Nucleó
Nucleotide	Nucleòtid
Number	Nombre
Numbers	Categoria:Nombres
Numidia	Numídia
Numismatics	Numismàtica
Numismatics	Categoria:Numismàtica
Nunavut	Nunavut
Nuremberg	Nuremberg
Nut (fruit)	Fruita seca
Nutrition	Categoria:Nutrició
Nymph	Nimfa
Nymphaeaceae	Nimfeàcia
Nyx (mythology)	Nyx
O	O
OPEC	Organització de Països Exportadors de Petroli
Oahu	Oahu
Oak	Roure
Oasis	Oasi
Oat	Civada
Oaxaca	Estat d'Oaxaca
Ob River	Obi
Obelisk	Obelisc
Obesity	Obesitat
Object-oriented programming	Orientació a objectes
Oboe	Oboè
Obsidian	Obsidiana
Occam's razor	Navalla d'Occam
Ocean	Oceà
Ocean current	Corrent oceànic
Oceania	Oceania
Oceania	Categoria:Oceania
Oceanid	Oceànide
Oceanography	Oceanografia
Oceanus	Oceà (mitologia)
Octal	Sistema octal
Octans	Octant (constel·lació)
Octave	Octava
October	Octubre
October 12	12 d'octubre
October 24	24 d'octubre
Octopus	Polp
Ode	Oda
Oder River	Oder
Odessa	Odessa
Odin	Odin
Odonata	Odonat
Odysseus	Odisseu
Odyssey	L'Odissea
Oedipus	Èdip
Offside (football)	Fora de joc
Ohio	Ohio
Ohm	Ohm
Ohm's law	Llei d'Ohm
Oil	Oli
Oil (disambiguation)	Oli
Oil painting	Pintura a l'oli
Okapi	Ocapi
Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Old Norse	Nòrdic antic
Old Testament	Antic Testament
Oligarchy	Oligarquia
Oligocene	Oligocè
Oligopoly	Oligopoli
Olive	Olivera
Olive oil	Oli d'oliva
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Grup de l'Olivina
Olympia	Olympia (Washington)
Olympia	Olímpia
Olympic Games	Jocs Olímpics
Olympics	Categoria:Jocs Olímpics
Oman	Oman
Oman	Categoria:Oman
Omega	Omega
Omicron	Òmicron
Onion	Ceba
Onomastics	Onomàstica
Ontario	Ontàrio
Ontology	Ontologia
Oort cloud	Núvol d'Oort
Opera	Òpera
Opera (Internet suite)	Opera
Operating system	Sistema operatiu
Operetta	Opereta
Ophiuchus	Serpentari (constel·lació)
Opium	Opi
Optical fiber	Fibra òptica
Optical illusion	Il·lusió òptica
Optics	Òptica
Optics	Categoria:Òptica
Oral sex	Sexe oral
Orange (colour)	Color taronja
Orange (fruit)	Taronja
Orangutan	Orangutan
Oratorio	Oratori
Orbit	Òrbita
Orca	Orca
Orchestra	Orquestra simfònica
Orchidaceae	Orquídia
Order (biology)	Ordre
Order of Saint Benedict	Orde de Sant Benet
Ordovician	Ordovicià
Oregano	Orenga
Oregon	Oregon
Orestes (mythology)	Orestes (mitologia)
Organ (anatomy)	Òrgan (anatomia)
Organ (music)	Orgue
Organelle	Orgànul
Organic chemistry	Química orgànica
Organic chemistry	Categoria:Química orgànica
Organism	Organisme
Organization of American States	Organització dels Estats Americans
Orgasm	Orgasme
Origami	Origami
Origen	Orígenes
Original sin	Pecat original
Orinoco	Orinoco
Orion (constellation)	Orió (constel·lació)
Orissa	Orissa
Orlando	Orlando (Florida)
Ornithology	Ornitologia
Ornithology	Categoria:Ornitologia
Orpheus	Orfeu
Orson Welles	Orson Welles
Orthography	Ortografia
Osaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscillation	Oscil·lació
Osiris	Osiris
Oslo	Oslo
Osman I	Osman I
Osmium	Osmi
Osprey	Àguila peixatera
Osteichthyes	Osteïcti
Ostrich	Estruç
Othello	Otel·lo
Otho	Marc Salvi Otó
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto I	Otó I
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Imperi Otomà
Ottoman Empire	Categoria:Imperi Otomà
Ovary	Ovari
Ovid	Ovidi
Oviedo	Oviedo
Ovis	Oví
Ovum	Oòcit
Owl	Estrigiforme
Oxford	Oxford
Oxidation state	Estat d'oxidació
Oxide	Òxid
Oxygen	Oxigen
Oxymoron	Oxímoron
Oxytocin	Oxitocina
Ozone	Ozó
Ozone layer	Capa d'ozó
P	P
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Oceà Pacífic
Pacifism	Pacifisme
Padua	Pàdua
Paganism	Paganisme
Painting	Categoria:Pintura
Pakistan	Pakistan
Pakistan	Categoria:Pakistan
Palace of Versailles	Palau de Versalles
Palau	Palau
Palau	Categoria:Palau
Paleocene	Paleocè
Paleolithic	Paleolític
Paleontology	Paleontologia
Paleontology	Categoria:Paleontologia
Paleozoic	Paleozoic
Palermo	Palerm
Palestine	Palestina
Palestine	Categoria:Palestina
Palestine Liberation Organization	Organització per a l'Alliberament de Palestina
Palestinian National Authority	Autoritat Palestina de Cisjordània i la Franja de Gaza
Pali	Pali
Palindrome	Palíndrom
Palladium	Pal·ladi (element)
Palm Sunday	Diumenge de Rams
Palmyra	Palmira
Pamir Mountains	Pamir
Pan (mythology)	Pan
Panama	Panamà
Panama	Categoria:Panamà
Panama Canal	Canal de Panamà
Panama City	Ciutat de Panamà
Pancreas	Pàncrees
Pandemic	Pandèmia
Pandora	Pandora
Pangaea	Pangea
Pantheism	Panteisme
Pantheon	Panteó de Roma
Panthera	Pantera
Papal States	Estats Pontificis
Papua New Guinea	Papua Nova Guinea
Papua New Guinea	Categoria:Papua Nova Guinea
Papyrus	Papir
Parabola	Paràbola
Paracelsus	Paracels
Parachute	Paracaigudes
Paradigm	Paradigma
Paradox	Paradoxa
Paragliding	Parapent
Paraguay	Paraguai
Paraguay	Categoria:Paraguai
Parallax	Paral·laxi
Parallelogram	Paral·lelogram
Paranoia	Paranoia
Paraphilia	Parafília
Parapsychology	Parapsicologia
Parchment	Pergamí
Paris	París
Paris	Categoria:París
Paris (mythology)	Paris de Troia
Parity (mathematics)	Nombre senar
Parkinson's disease	Malaltia de Parkinson
Parliament	Parlament
Parmenides	Parmènides d'Elea
Parody	Paròdia
Parsec	Parsec
Parsley	Julivert
Parthenon	Partenó
Parthia	Imperi Part
Particle physics	Física de partícules
Particle physics	Categoria:Física de partícules
Parvati	Parvati
Pascal	Pascal
Pascal (programming language)	Pascal (llenguatge de programació)
Pascal (unit)	Pascal (unitat)
Passeriformes	Categoria:Passeriformes
Passerine	Passeriforme
Passover	Pasqua jueva
Passport	Passaport
Password	Contrasenya
Pasteurization	Pasteurització
Patagonia	Patagònia
Patent	Patent
Pathology	Patologia
Patras	Patres
Patrick White	Patrick White
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul the Apostle	Pau de Tars
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Principi d'exclusió de Pauli
Pavo (constellation)	Gall dindi (constel·lació)
Pawn (chess)	Peó (peça d'escacs)
Pays de la Loire	País del Loira
Pea	Pèsol
Peace	Pau
Peace of Westphalia	Pau de Westfàlia
Peach	Presseguer
Peanut	Cacauet
Pear	Perera
Pearl Harbor	Pearl Harbor
Peat	Torba
Pedagogy	Pedagogia
Pedagogy	Categoria:Pedagogia
Pediatrics	Pediatria
Pedophilia	Pedofília
Pedunculate Oak	Roure pènol
Pegasus	Pegàs (mitologia)
Pegasus (constellation)	Pegàs (constel·lació)
Peloponnese	Peloponès
Peloponnesian War	Guerra del Peloponès
Pencil	Llapis
Pendulum	Pèndol
Penelope	Penèlope
Penguin	Pingüí
Penicillin	Penicil·lina
Peninsula	Península
Pennsylvania	Pennsilvània
Pentagon	Pentàgon
Pentagram	Pentacle
Pentecost	Pentecosta
Pentecostalism	Pentecostalisme
People	Categoria:Biografies
People's Republic of China	República Popular de la Xina
Pepin the Short	Pipí I el Breu
Peptide	Pèptid
Percentage	Percentatge
Perciformes	Perciforme
Percussion instrument	Instrument de percussió
Peregrine Falcon	Falcó pelegrí
Perestroika	Perestroika
Perfume	Perfum
Pericles	Pèricles
Period (periodic table)	Període de la taula periòdica
Periodic table	Taula periòdica
Perm	Perm
Permafrost	Permagel
Permian	Permià
Pernambuco	Pernambuco
Persephone	Persèfone
Persepolis	Persèpolis
Perseus	Perseu (heroi mític)
Perseus (constellation)	Perseu (constel·lació)
Persian Empire	Imperi Persa
Persian Gulf	Golf Pèrsic
Personal digital assistant	Ordinador de butxaca
Peru	Perú
Peru	Categoria:Perú
Pesticide	Plaguicida
Peter Abelard	Pere Abelard
Peter Paul Rubens	Peter Paul Rubens
Petrarch	Francesco Petrarca
Petroleum	Petroli
Petrology	Litologia
Phanerozoic	Fanerozoic
Pharaoh	Faraó
Pharmacology	Farmacologia
Pharynx	Faringe
Phase (matter)	Estat de la matèria
Phenol	Fenol
Phenotype	Fenotip
Phenylalanine	Fenilalanina
Phi (letter)	Fi
Philadelphia	Filadèlfia
Philip II of Macedon	Filip II de Macedònia
Philip II of Spain	Felip II de Castella
Philipp Lenard	Philipp Lenard
Philippine Sea	Mar de les Filipines
Philippines	Filipines
Philippines	Categoria:Filipines
Philology	Filologia
Philology	Categoria:Filologia
Philosopher's stone	Pedra filosofal
Philosophy	Filosofia
Philosophy	Categoria:Filosofia
Philosophy	Portal:Filosofia
Phnom Penh	Phnom Penh
Phobia	Fòbia
Phobos (moon)	Fobos (satèl·lit)
Phoenicia	Fenícia
Phoenix	Phoenix (Arizona)
Phoenix	Phoenix
Phoenix (constellation)	Fènix (constel·lació)
Phoenix (mythology)	Fènix (ocell)
Phoenix (spacecraft)	Phoenix (sonda)
Phoneme	Fonema
Phonetics	Fonètica
Phonetics	Categoria:Fonètica
Phonology	Fonologia
Phosphate	Fosfat
Phosphoric acid	Àcid fosfòric
Phosphorus	Fòsfor
Photography	Fotografia
Photography	Categoria:Fotografia
Photon	Fotó
Photosphere	Fotosfera
Photosynthesis	Fotosíntesi
Phylum	Fílum
Physical chemistry	Química física
Physical chemistry	Categoria:Química física
Physics	Física
Physics	Categoria:Física
Physics	Portal:Física
Physiology	Fisiologia
Physiology	Categoria:Fisiologia
Pi	Nombre π
Pi (letter)	Π
Piano	Piano
Picardie	Picardia
Piciformes	Piciforme
Pictor	Cavallet del Pintor
Pidgin	Pidgin (lingüística)
Pidgin (software)	Pidgin (programa)
Piedmont	Piemont
Pierre	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Pinaceae	Pinàcia
Pindar	Píndar
Pine	Pi (arbre)
Pineapple	Ananàs
Ping	Ping
Pink	Rosa (color)
Piracy	Corsari
Pisa	Pisa
Pisces (constellation)	Peixos
Piston	Pistó
Pittsburgh	Pittsburgh
Pituitary gland	Hipòfisi
Pixel	Píxel
Pizza	Pizza
Plane (mathematics)	Pla
Planet	Planeta
Planetary nebula	Nebulosa planetària
Plankton	Plàncton
Plant	Planta
Plasma (physics)	Plasma (estat de la matèria)
Plasmid	Plasmidi
Plastic	Plàstic
Plate tectonics	Tectònica de plaques
Platelet	Plaqueta
Platinum	Platí
Plato	Plató
Platypus	Ornitorinc
Playboy	Playboy
Playing card	Baralla de cartes
Pleiades (star cluster)	Plèiades (astronomia)
Pleistocene	Plistocè
Pliny the Elder	Plini el Vell
Pliny the Younger	Plini el Jove
Pliocene	Pliocè
Plotinus	Plotí
Plovdiv	Plóvdiv
Plum	Prunera
Plutarch	Plutarc de Queronea
Pluto	Plutó (planeta nan)
Plutonium	Plutoni
Pneumonia	Pneumònia
Po River	Riu Po
Poaceae	Poàcia
Podcast	Podcàsting
Poetry	Poesia
Poetry	Categoria:Poesia
Pogrom	Pogrom
Point (geometry)	Punt (geometria)
Poison	Verí
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Pòquer
Poland	Polònia
Poland	Categoria:Polònia
Polar bear	Ós blanc
Polaris	Polaris
Police	Policia
Poliomyelitis	Poliomielitis
Political party	Partit polític
Political science	Ciències polítiques
Politics	Política
Politics	Categoria:Política
Pollen	Pol·len
Pollination	Pol·linització
Pollution	Contaminació
Polo	Polo
Polonium	Poloni
Polyethylene	Polietilè
Polygamy	Poligàmia
Polygon	Polígon
Polyhedron	Políedre
Polyhymnia	Polímnia
Polymer	Polímer
Polynesia	Polinèsia
Polynomial	Polinomi
Polytheism	Politeisme
Polyvinyl chloride	Clorur de polivinil
Pomegranate	Magraner
Pompeii	Pompeia
Pompey	Gneu Pompeu Magne
Pontius Pilate	Ponç Pilat
Pop art	Art popular
Pop music	Música pop
Pope	Papa
Pope Alexander VI	Alexandre VI
Poplar	Pollancre
Population	Població mundial
Pornography	Pornografia
Port	Port
Port Vila	Port Vila
Port of Spain	Port-of-Spain
Port-au-Prince	Port-au-Prince
Portland	Portland
Portland	Portland (desambiguació)
Porto	Porto
Portugal	Portugal
Portugal	Categoria:Portugal
Poseidon	Posidó
Positron	Positró
Postage stamp	Segell postal
Postal code	Codi postal
Postmodernism	Postmodernitat
Potassium	Potassi
Potassium nitrate	Nitrat de potassi
Potato	Patata
Potential energy	Energia potencial
Potsdam	Potsdam
Pound (mass)	Lliura (unitat de massa)
Pound sterling	Lliura esterlina
Poverty	Pobresa
Power (physics)	Potència física
Praetor	Pretor
Prague	Praga
Praia	Praia
Praseodymium	Praseodimi
Prayer	Pregària
Precambrian	Precambrià
Precession	Precessió
Precipitation (meteorology)	Precipitació (meteorologia)
Pregnancy	Embaràs
Prehistory	Prehistòria
Prehistory	Categoria:Prehistòria
President	President
President of the United States	Llista de presidents dels Estats Units
Pressure	Pressió
Pretoria	Pretòria
Priam	Príam
Price	Preu
Priest	Sacerdot
Primate	Primat
Primates	Categoria:Primats
Prime Meridian	Meridià de Greenwich
Prime minister	Primer ministre
Prime number	Nombre primer
Prince Edward Island	Illa del Príncep Eduard
Prince Philip	Felip de Grècia (duc d'Edimburg)
Prince of Wales	Príncep de Gal·les
Princeton University	Universitat de Princeton
Principle of relativity	Teoria de la relativitat
Printing	Impressió
Prion	Prió
Prism (geometry)	Prisma
Prison	Presó
Prisoner of war	Presoner de guerra
Prix Goncourt	Premi Goncourt
Probability theory	Teoria de la probabilitat
Procyonidae	Proquiònid
Professor	Professor
Programmer	Programador
Programming language	Llenguatge de programació
Progressive rock	Rock progressiu
Project	Projecte (economia)
Prokaryote	Cèl·lula procariota
Prolog	Prolog
Prometheus	Prometeu (mitologia)
Promethium	Prometi
Propaganda	Propaganda
Propane	Propà
Prophet	Profeta
Prose	Prosa
Prostate	Pròstata
Protactinium	Protoactini
Protectorate	Protectorat
Protein	Proteïna
Proterozoic	Proterozoic
Protestant Reformation	Reforma Protestant
Protestantism	Protestantisme
Protist	Protista
Protocol	Protocol
Proton	Protó
Protozoa	Protozou
Providence	Providence
Proxima Centauri	Pròxima Centauri
Prunus	Prunus
Prussia	Prússia
Pseudonym	Pseudònim
Pseudoscience	Categoria:Pseudociència
Pseudoscience	Pseudociència
Psi (letter)	Psi
Psoriasis	Psoriasi
Psychiatry	Psiquiatria
Psychiatry	Categoria:Psiquiatria
Psychoanalysis	Psicoanàlisi
Psychology	Psicologia
Psychology	Categoria:Psicologia
Psychosis	Psicosi
Psychotherapy	Psicoteràpia
Ptah	Ptah
Pterosaur	Pterosaure
Ptolemaic dynasty	Dinastia Ptolemaica
Ptolemy	Claudi Ptolemeu
Public domain	Domini públic
Puerto Rico	Puerto Rico
Puerto Rico	Categoria:Puerto Rico
Pula	Pula
Pulley	Corriola
Pulsar	Púlsar
Punjab (India)	Panjab (Índia)
Punk	Categoria:Punk
Pupil	Pupil·la
Puppis	Popa (constel·lació)
Pyongyang	Pyongyang
Pyramid	Piràmide
Pyrenees	Pirineus
Pyrite	Pirita
Pyrrhic victory	Victòria pírrica
Pythagoras	Pitàgores
Python (programming language)	Python
Pyxis	Brúixola (constel·lació)
Q	Q
Qatar	Qatar
Qatar	Categoria:Qatar
Qin Dynasty	Dinastia Qin
Qing Dynasty	Dinastia Qing
Quadratic equation	Equació de segon grau
Quadrilateral	Quadrilàter
Quaestor	Qüestor
Quantum field theory	Teoria quàntica de camps
Quantum mechanics	Mecànica quàntica
