English	Thai
Japan	หมวดหมู่:ประเทศญี่ปุ่น
Java	เกาะชวา
Java (disambiguation)	จาวา
Java (programming language)	ภาษาจาวา
Jazz	แจ๊ส
Jean-Jacques Rousseau	ชอง-ชาก รุสโซ
Jean-Paul Sartre	ฌอง ปอล ซาร์ตร์
Jeddah	เจดดะห์
Jehovah	พระเยโฮวาห์
Jellyfish	แมงกะพรุน
Jerome	นักบุญเจอโรม
Jerusalem	เยรูซาเลม
Jesus	พระเยซู
Jew	ยิว
Jihad	ญิฮาด
Jimmy Carter	จิมมี คาร์เตอร์
Joan of Arc	โยนออฟอาร์ค
Johann Sebastian Bach	โยฮันน์ เซบาสเตียน บาค
Johann Wolfgang von Goethe	โยฮันน์ โวล์ฟกัง ฟอน เกอเท
Johannes Brahms	โยฮันเนส บราห์ม
Johannes Gutenberg	โยฮันน์ กูเทนแบร์ก
Johannes Kepler	โยฮันเนส เคปเลอร์
John Adams	จอห์น แอดัมส์
John Cage	จอห์น เคจ
John Dalton	จอห์น ดาลตัน
John Herschel	จอห์น เฮอร์เชล
John Lennon	จอห์น เลนนอน
John Locke	จอห์น ล็อก
John Maynard Keynes	จอห์น เมย์เนิร์ด เคนส์
John Milton	จอห์น มิลตัน
John Quincy Adams	จอห์น ควินซี แอดัมส์
John the Baptist	จอห์นแบ็พทิสต์
John von Neumann	จอห์น ฟอน นอยมันน์
Joint	ข้อต่อ
Jordan	ประเทศจอร์แดน
Joseph Conrad	โจเซฟ คอนราด
Joseph Haydn	ฟรานซ์ โจเซฟ ไฮเดิน
Joseph Stalin	โจเซฟ สตาลิน
Joule	จูล
Journalism	หมวดหมู่:วารสารศาสตร์
Judaism	ศาสนายูดาย
Judaism	หมวดหมู่:ศาสนายูดาย
Judas Iscariot	จูดาส์ อิสคาริออท
Judo	ยูโด
Judy Garland	จูดี การ์แลนด์
Jules Verne	ชูลส์ แวร์น
Julian calendar	ปฏิทินจูเลียน
Julius Caesar	จูเลียส ซีซาร์
July	กรกฎาคม
July 1	1 กรกฎาคม
July 4	4 กรกฎาคม
June	มิถุนายน
June 14	14 มิถุนายน
June 21	21 มิถุนายน
June 23	23 มิถุนายน
June 24	24 มิถุนายน
June 29	29 มิถุนายน
June 3	3 มิถุนายน
Jupiter	ดาวพฤหัสบดี
Jurassic	ยุคจูแรสซิก
Jutland	คาบสมุทรจัตแลนด์
K	K
K2	ยอดเขาเคทู
Kaaba	กะอฺบะหฺ
Kabul	คาบูล
Kamikaze	กามิกาเซ่
Kandahar	จังหวัดกันดะฮาร์
Kangaroo	จิงโจ้
Kansas	มลรัฐแคนซัส
Kansas	หมวดหมู่:มลรัฐแคนซัส
Kappa	แคปปา
Karachi	การาจี
Karakoram	เทือกเขาการาโกรัม
Karaoke	คาราโอเกะ
Karate	คาราเต้
Karl Marx	คาร์ล มาร์กซ
Karma	กรรม
Karnataka	รัฐกรณาฏกะ
Kathmandu	กาฐมาณฑุ
Katowice	คาโตวีตเซ
Kayak	เรือคายัค
Kazakhstan	ประเทศคาซัคสถาน
Kelvin	เคลวิน
Kentucky	มลรัฐเคนทักกี
Kentucky	หมวดหมู่:มลรัฐเคนทักกี
Kenya	ประเทศเคนยา
Kernel (computer science)	เคอร์เนล (คอมพิวเตอร์)
Kerosene	น้ำมันก๊าด
Keyboard (computing)	คีย์บอร์ด (คอมพิวเตอร์)
Khartoum	คาร์ทูม
Khmer Rouge	เขมรแดง
Kidney	ไต
Kiev	เคียฟ
Kilobyte	กิโลไบต์
Kilogram	กิโลกรัม
Kilometre	กิโลเมตร
Kilometres per hour	กิโลเมตรต่อชั่วโมง
Kimono	กิโมโน
Kinetic energy	พลังงานจลน์
King (chess)	ขุน (หมากรุก)
King Arthur	กษัตริย์อาเธอร์
Kingdom (biology)	อาณาจักร (ชีววิทยา)
Kiribati	ประเทศคิริบาส
Kite	ว่าว
Knife	มีด
Knight (chess)	ม้า (หมากรุก)
Knot (speed)	นอต
Knowledge	ความรู้
Koala	โคอาลา
Kobe	โคเบะ
Kolkata	โกลกาตา
Konqueror	คองเคอเรอร์
Konrad Adenauer	คอนราด อเดเนาร์
Korea	ประเทศเกาหลี
Korean War	สงครามเกาหลี
Kosovo	คอซอวอ'
Krakatoa	ภูเขาไฟกรากะตัว
Krishna	พระกฤษณะ
Krypton	คริปทอน
Kuala Lumpur	กัวลาลัมเปอร์
Kublai Khan	กุบไล ข่าน
Kuiper belt	แถบไคเปอร์
Kumquat	ส้มจี๊ด
Kunlun Mountains	เทือกเขาคุนหลุน
Kuomintang	พรรคก๊กมินตั๋ง
Kurdistan Workers Party	พรรคแรงงานเคอร์ดิสถาน
Kuwait	ประเทศคูเวต
Kuwait City	คูเวตซิตี
Kyoto	เคียวโตะ (เมือง)
Kyrgyzstan	ประเทศคีร์กีซสถาน
L	L
LAMP (software bundle)	LAMP
La Paz	ลาปาซ
Labrador Retriever	ลาบราดอร์รีทรีฟเวอร์
Lacerta	กลุ่มดาวกิ้งก่า
Lagos	ลากอส
Lake	ทะเลสาบ
Lake Baikal	ทะเลสาบไบคาล
Lake Geneva	ทะเลสาบเจนีวา
Lake Superior	ทะเลสาบสุพีเรีย
Lakshmi	พระลักษมี
Lambda	แลมบ์ดา
Lamiaceae	วงศ์กะเพรา
Language	ภาษา
Languedoc-Roussillon	แคว้นลองเกอด็อก-รูซียง
Lanthanide	แลนทาไนด์
Lanthanum	แลนทานัม
Laos	ประเทศลาว
Laos	หมวดหมู่:ประเทศลาว
Laptop	แล็ปท็อป
Larynx	กล่องเสียง
Las Vegas	ลาสเวกัส
Lascaux	ถ้ำลาสโก
Laser	เลเซอร์
Latin	ภาษาละติน
Latin America	ลาตินอเมริกา
Latin alphabet	อักษรละติน
Latitude	ละติจูด
Latvia	ประเทศลัตเวีย
Laughter	หัวเราะ
Lausanne	โลซาน
Lava	หินหลอมเหลว
Law	กฎหมาย
Law	หมวดหมู่:กฎหมาย
Lawrencium	ลอว์เรนเซียม
Lawyer	ทนายความ
Lazio	แคว้นลาซีโอ
Le Corbusier	เลอกอร์บูซีเย
Lead	ตะกั่ว
Leaf	ใบไม้
League of Nations	สันนิบาตชาติ
Leaning Tower of Pisa	หอเอนเมืองปิซา
Leap year	ปีอธิกสุรทิน
Learning	การเรียน
Lebanon	ประเทศเลบานอน
Lebanon	หมวดหมู่:ประเทศเลบานอน
Legislature	อำนาจนิติบัญญัติ
Lego	เลโก้
Leipzig	ไลพ์ซิก
Lemon	เลมอน
Length	มาตราวัดความยาว
Lens (optics)	เลนส์เว้า
Leo (constellation)	กลุ่มดาวสิงโต
Leonardo da Vinci	เลโอนาร์โด ดา วินชี
Leonhard Euler	เลออนฮาร์ด ออยเลอร์
Leopard	เสือดาว
Lepus (constellation)	กลุ่มดาวกระต่ายป่า
Lesbian	เลสเบี้ยน
Lesotho	ประเทศเลโซโท
Leukemia	มะเร็งเม็ดเลือดขาว
Lever	คาน (กลศาสตร์)
Leviathan	เลวีอาธาน
Lewis Carroll	ชาร์ล ลุดวิทซ์ ดอดจ์สัน
Lhasa	ลาซา
Liberalism	เสรีนิยม
Liberia	ประเทศไลบีเรีย
Libra (constellation)	กลุ่มดาวคันชั่ง
Library	ห้องสมุด
Library science	บรรณารักษศาสตร์และสารนิเทศศาสตร์
Libya	ประเทศลิเบีย
Lichen	ไลเคน
Liechtenstein	ประเทศลิกเตนสไตน์
Life	ชีวิต
Light	แสง
Light-emitting diode	ไดโอดเปล่งแสง
Light-year	ปีแสง
Lighter	ไฟแช็ก
Lilith	ลิลิธ
Lima	ลิมา
Limestone	หินปูน
Limnology	ชลธารวิทยา
Limousin (region)	แคว้นลีมูแซง
Lincoln	ลิงคอล์น
Line (mathematics)	เส้นตรง
Linear algebra	พีชคณิตเชิงเส้น
Linear equation	สมการเชิงเส้น
Linguistics	ภาษาศาสตร์
Linguistics	หมวดหมู่:ภาษาศาสตร์
Linux	ลินุกซ์
Lion	สิงโต
Lipid	ลิพิด
Liquid	ของเหลว
Liquid crystal display	จอภาพผลึกเหลว
Liquorice	ชะเอมเทศ
Lisbon	ลิสบอน
Lisp (programming language)	ภาษาลิสป์
Literature	วรรณกรรม
Literature	หมวดหมู่:วรรณกรรม
Literature	สถานีย่อย:โลกวรรณศิลป์
Lithium	ลิเทียม
Lithuania	ประเทศลิทัวเนีย
Lithuania	หมวดหมู่:ประเทศลิทัวเนีย
Litre	ลิตร
Lizard	กิ้งก่า
Ljubljana	ลูบลิยานา
Local area network	แลน
Loch Ness	ทะเลสาบล็อกเนสส์
Loch Ness Monster	เนสซี
Logarithm	ลอการิทึม
Logic	ตรรกศาสตร์
Logic gate	ลอจิกเกต
Logistics	โลจิสติกส์
Loki	โลกิ
London	ลอนดอน
Long Island	ลองไอแลนด์
Lord's Prayer	การภาวนาของศาสนาคริสต์
Lorraine (region)	แคว้นลอร์แรน
Los Angeles	ลอสแอนเจลิส
Loudspeaker	ลำโพง
Louis Braille	หลุยส์ เบรลล์
Louis Pasteur	หลุยส์ ปาสเตอร์
Louisiana	มลรัฐลุยเซียนา
Louvre	พิพิธภัณฑ์ลูฟร์
Love	ความรัก
Luciano Pavarotti	ลูชิอาโน ปาวารอตติ
Lucifer	ลูซิเฟอร์
Ludwig van Beethoven	ลุดวิก ฟาน เบโทเฟน
Lunar eclipse	จันทรุปราคา
Lung	ปอด
Lungfish	ปลาปอด
Lupus (constellation)	กลุ่มดาวหมาป่า
Lutetium	ลูทีเทียม
Luxembourg	ประเทศลักเซมเบิร์ก
Luzon	เกาะลูซอน
Lychee	ลิ้นจี่
Lydia	ลีเดีย
Lynx (constellation)	กลุ่มดาวแมวป่า
Lyra	กลุ่มดาวพิณ
M	M
MESSENGER	ยานเมสเซนเจอร์
Macau	เขตบริหารพิเศษมาเก๊า
Macbeth	แม็คเบ็ธ
Mach number	เลขมัค
Machine code	ภาษาเครื่อง
Machine gun	ปืนกล
Machine translation	การแปลภาษาอัตโนมัติ
Machu Picchu	มาชูปิกชู
Macintosh	แมคอินทอช
Macroeconomics	เศรษฐศาสตร์มหภาค
Madagascar	ประเทศมาดากัสการ์
Madeira	มาเดรา
Madonna (entertainer)	มาดอนน่า
Madrid	มาดริด
Madrid (autonomous community)	แคว้นมาดริด
Mafia	มาเฟีย
Magazine	นิตยสาร
Magic (paranormal)	ไสยศาสตร์
Magic square	จัตุรัสกล
Magma	หินหนืด
Magna Carta	มหากฎบัตร
Magnesium	แมกนีเซียม
Magnetic field	สนามแม่เหล็ก
Magnetic resonance imaging	MRI
Magnetism	ความเป็นแม่เหล็ก
Maharashtra	รัฐมหาราษฏระ
Mahatma Gandhi	มหาตมา คานธี
Mahayana	มหายาน
Mail	ไปรษณีย์
Main	แม่แบบ:บทความหลัก
Maine	มลรัฐเมน
Mainframe computer	เมนเฟรมคอมพิวเตอร์
Maitreya	พระศรีอารยเมตไตรย
Maize	ข้าวโพด
Malaria	มาลาเรีย
Malay Peninsula	คาบสมุทรมลายู
Malayan Tapir	สมเสร็จ
Malaysia	ประเทศมาเลเซีย
Malaysia	หมวดหมู่:ประเทศมาเลเซีย
Maldives	ประเทศมัลดีฟส์
Mali	ประเทศมาลี
Malta	ประเทศมอลตา
Mammal	สัตว์เลี้ยงลูกด้วยน้ำนม
Mammoth	ช้างแมมมอธ
Managua	มานากัว
Manatee	แมนนาที
Manchester	แมนเชสเตอร์
Manchuria	แมนจูเรีย
Mandarin (linguistics)	ภาษาจีนกลาง
Mandelbrot set	เซตมานดัลบรอ
Manganese	แมงกานีส
Mango	มะม่วง
Mangrove	ป่าชายเลน
Manhattan	แมนแฮตตัน
Manhattan Project	โครงการแมนฮัตตัน
Manichaeism	นิกายเม้งก่า
Manila	มะนิลา
Manipur	รัฐมณีปุระ
Mannerism	ลัทธิแมนเนอริสม์
Mantle (geology)	เนื้อโลก
Mao Zedong	เหมา เจ๋อตง
Map	แผนที่
Maple	เมเปิล
Maputo	มาปูโต
Marble	หินอ่อน
Marc Chagall	มาร์ค ชากาล
March	มีนาคม
March 17	17 มีนาคม
March 19	19 มีนาคม
March 2	2 มีนาคม
March 25	25 มีนาคม
Marco Polo	มาร์โก โปโล
Margaret Thatcher	มาร์กาเรต แทตเชอร์
Marie Antoinette	มารี อองตัวเนต
Marie Curie	มารี กูรี
Marilyn Monroe	มาริลิน มอนโร
Mark Antony	มาร์ค แอนโทนี
Mark Twain	มาร์ก ทเวน
Market	ตลาด
Marketing	หมวดหมู่:การตลาด
Markup language	ภาษามาร์กอัป
Marlene Dietrich	มาร์ลีน ดีทริช
Marquis de Sade	มาร์กีส์ เดอ ซาด
Marriage	การสมรส
Marseille	มาร์เซย์
Marshall Islands	สาธารณรัฐหมู่เกาะมาร์แชลล์
Marshall Plan	แผนมาร์แชลล์
Marsupial	มาร์ซูเปียเลีย
Martin Luther	มาร์ติน ลูเทอร์
Martin Luther King	มาร์ติน ลูเทอร์ คิง จูเนียร์
Martin Van Buren	มาร์ติน แวน บิวเรน
Marx Brothers	พี่น้องมารซ์
Marxism	ลัทธิมาร์กซ
Marxism	หมวดหมู่:ลัทธิมาร์กซ
Mary (mother of Jesus)	พระแม่มารี
Mary Magdalene	แมรี แม็กดาเลน
Mary Shelley	แมรี เชลลีย์
Mary Wollstonecraft	แมรี โวลสโตนคราฟต์
Maryland	มลรัฐแมริแลนด์
Maseru	มาเซรู
Mass	มวล
Mass (liturgy)	มิสซา
Massachusetts	มลรัฐแมสซาชูเซตส์
Massachusetts Institute of Technology	สถาบันเทคโนโลยีแมสซาชูเซตส์
Masturbation	การสำเร็จความใคร่
Match	ไม้ขีดไฟ
Mathematical logic	คณิตตรรกศาสตร์
Mathematical logic	หมวดหมู่:คณิตตรรกศาสตร์
Mathematics	คณิตศาสตร์
Mathematics	หมวดหมู่:คณิตศาสตร์
Mathematics	สถานีย่อย:คณิตศาสตร์
Matrix (mathematics)	เมทริกซ์ (คณิตศาสตร์)
Matter	สสาร
Matterhorn	ยอดเขามัทเทอร์ฮอร์น
Mauna Kea	ภูเขาไฟเมานาเคอา
Mauna Loa	ภูเขาไฟเมานาโลอา
Mauritania	ประเทศมอริเตเนีย
Mauritius	ประเทศมอริเชียส
Max Planck	มักซ์ พลังค์
Max Weber	มักซ์ เวเบอร์
Maxwell's equations	สมการของแมกซ์เวลล์
May	พฤษภาคม
May 1	1 พฤษภาคม
May 24	24 พฤษภาคม
Measles	โรคหัด
Measure (mathematics)	ทฤษฎีการวัด
Measurement	หมวดหมู่:การวัด
Mecca	มักกะหฺ
Mechanical engineering	วิศวกรรมเครื่องกล
Median	มัธยฐาน
Medication	ยา
Medici	เมดิชิ
Medicine	แพทยศาสตร์
Medicine	หมวดหมู่:แพทยศาสตร์
Mediterranean Sea	ทะเลเมดิเตอร์เรเนียน
Medusa	เมดูซ่า
Meerkat	เมียร์แคต
Megabyte	เมกะไบต์
Meiosis	ไมโอซิส
Meitnerium	ไมต์เนเรียม
Mekong	แม่น้ำโขง
Mel Gibson	เมล กิบสัน
Melanesia	เมลานีเซีย
Melting point	จุดหลอมเหลว
Menachem Begin	เมนาเฮม เบกิน
Mendelevium	เมนเดลีเวียม
Mensa (constellation)	กลุ่มดาวภูเขา
Menstruation	ประจำเดือน
Mercury (element)	ปรอท
Mercury (planet)	ดาวพุธ
Meritocracy	คุณธรรมนิยม
Mermaid	เงือก
Merovingian	Mérovingiens
Mesopotamia	เมโสโปเตเมีย
Mesosphere	มีโซสเฟียร์
Mesozoic	มหายุคมีโซโซอิก
Messiah	เมสไซยาห์
Metabolism	กระบวนการสร้างและสลาย
Metadata	เมทาดาตา
Metal	โลหะ
Metallic bond	พันธะโลหะ
Metalloid	ธาตุกึ่งโลหะ
Metallurgy	วิศวกรรมโลหการ
Metamorphic rock	หินแปร
Meteor shower	ฝนดาวตก
Meteorite	อุกกาบาต
Meteoroid	สะเก็ดดาว
Meteorology	หมวดหมู่:อุตุนิยมวิทยา
Meteorology	อุตุนิยมวิทยา
Methadone	เมทาโดน
Methanol	เมทานอล
Metre	เมตร
Mexico	ประเทศเม็กซิโก
Mexico	หมวดหมู่:ประเทศเม็กซิโก
Mexico City	เม็กซิโกซิตี
Michelangelo	มีเกลันเจโล บัวนาร์โรตี
Michigan	มลรัฐมิชิแกน
Microbiology	จุลชีววิทยา
Microbiology	หมวดหมู่:จุลชีววิทยา
Microeconomics	เศรษฐศาสตร์จุลภาค
Microorganism	จุลินทรีย์
Microprocessor	ไมโครโพรเซสเซอร์
Microscope	กล้องจุลทรรศน์
Microscopium	กลุ่มดาวกล้องจุลทรรศน์
Microwave	ไมโครเวฟ
Microwave oven	เตาอบไมโครเวฟ
Middle Ages	สมัยกลาง
Middle East	ตะวันออกกลาง
Middle East	หมวดหมู่:ตะวันออกกลาง
Miguel de Cervantes	มีเกล เด เซร์บันเตส
Mikhail Bakunin	มีฮาอิล บาคูนิน
Mikhail Gorbachev	มิคาอิล กอร์บาชอฟ
Milan	มิลาน
Mile	ไมล์
Military	หมวดหมู่:การทหาร
Milk	นม
Milky Way	ทางช้างเผือก
Millennium	สหัสวรรษ
Millimetre	มิลลิเมตร
Million	1000000
Millipede	กิ้งกือ
Milton Friedman	มิลตัน ฟรีดแมน
Mineral	แร่
Mineral water	น้ำแร่
Ming Dynasty	ราชวงศ์หมิง
Minimalism	ลัทธิจุลนิยม
Mining	การทำเหมืองแร่
Minneapolis	มินนีแอโพลิส
Minnesota	มลรัฐมินนิโซตา
Minotaur	มิโนทอร์
Minsk	มินสก์
Minute	นาที
Mirror	กระจกเงา
Mississippi River	แม่น้ำมิสซิสซิปปี
Missouri	มลรัฐมิสซูรี
Mitochondrion	ไมโทคอนเดรีย
Mobile phone	โทรศัพท์มือถือ
Modem	โมเด็ม
Moldova	ประเทศมอลโดวา
Mole (unit)	โมล
Molecular biology	อณูชีววิทยา
Molecule	โมเลกุล
Mollusca	หอย
Molybdenum	โมลิบดีนัม
Momentum	โมเมนตัม
Monaco	ประเทศโมนาโก
Monarch	พระมหากษัตริย์
Monarchy	ราชาธิปไตย
Monday	วันจันทร์
Money	เงินตรา
Mongolia	ประเทศมองโกเลีย
Mongoose	พังพอน
Monocotyledon	พืชใบเลี้ยงเดี่ยว
Monopoly (game)	เกมเศรษฐี (เกมกระดาน)
Monosaccharide	มอโนแซ็กคาไรด์
Monosodium glutamate	ผงชูรส
Monotreme	โมโนทรีมาตา
Monroe Doctrine	ลัทธิมอนโร
Monsoon	มรสุม
Mont Blanc	ยอดเขามงต์บล็องก์
Montana	มลรัฐมอนแทนา
Montenegro	ประเทศมอนเตเนโกร
Monterrey	มอนเตร์เรย์
Montevideo	มอนเตวิเดโอ
Month	เดือน
Montserrat	มอนต์เซอร์รัต
Moon	ดวงจันทร์
Morality	คุณธรรม
Morocco	ประเทศโมร็อกโก
Morphine	มอร์ฟีน
Morphology	สัณฐานวิทยา (แก้ความกำกวม)
Morse code	รหัสมอร์ส
Mosaic	งานโมเสก
Moscow	มอสโก
Moses	โมเสส
Moshe Dayan	โมเช่ ดายัน
Mosque	มัสยิด
Mosquito	ยุง
Moss	มอสส์
Motet	โมเต็ต
Mother	แม่
Mother Teresa	แม่ชีเทเรซา
Mother's Day	วันแม่แห่งชาติ
Motion (physics)	การเคลื่อนที่
Motorcycle	จักรยานยนต์
Motto	คำขวัญ
Mount Ararat	ยอดเขาแอระแรต
Mount Athos	เมานต์อะทอส
Mount Etna	ภูเขาไฟเอตนา
Mount Everest	ยอดเขาเอเวอเรสต์
Mount Fuji	ภูเขาฟูจิ
Mount Kilimanjaro	ยอดเขาคิลิมันจาโร
Mount McKinley	ยอดเขาแมกคินลีย์
Mount Olympus	ยอดเขาโอลิมปัส
Mount Rushmore	เมานต์รัชมอร์
Mount Vesuvius	ภูเขาไฟวิสุเวียส
Mountain	ภูเขา
Mountain range	เทือกเขา
Mouse (computing)	เมาส์
Mozambique	ประเทศโมซัมบิก
Mu (letter)	มิว (อักษรกรีก)
Muhammad	มุฮัมมัด
Mulberry	หม่อน
Mule	ล่อ
Multimedia	มัลติมีเดีย
Multiplication	การคูณ
Mumbai	มุมไบ
Mummy	มัมมี่
Munich	มิวนิก
Musa (genus)	กล้วย
Musca	กลุ่มดาวแมลงวัน
Muscle	กล้ามเนื้อ
Museum	พิพิธภัณฑ์
Mushroom	เห็ด
Music	ดนตรี
Music	หมวดหมู่:ดนตรี
Musical instrument	เครื่องดนตรี
Musician	นักดนตรี
Musket	ปืนคาบศิลา
Mutation	การกลายพันธุ์
Myanmar	หมวดหมู่:ประเทศพม่า
Mythology	ปุราณวิทยา
Mythology	หมวดหมู่:ปุราณวิทยา
N	N
NASDAQ	แนสแด็ก
NATO	องค์การสนธิสัญญาป้องกันแอตแลนติกเหนือ
Nadir	จุดจอมดิน
Nagoya	นะโงะยะ
Nairobi	ไนโรบี
Namib Desert	ทะเลทรายนามิบ
Namibia	ประเทศนามิเบีย
Namibia	หมวดหมู่:ประเทศนามิเบีย
Nancy	นองซี
Nanjing	หนานจิง
Nanotechnology	นาโนเทคโนโลยี
Nation	ชาติ
National Security Agency	สภาความมั่นคงแห่งชาติสหรัฐอเมริกา
National anthem	เพลงชาติ
Nationalism	ชาตินิยม
Natural gas	ก๊าซธรรมชาติ
Natural language processing	การประมวลผลภาษาธรรมชาติ
Natural number	จำนวนธรรมชาติ
Natural science	วิทยาศาสตร์ธรรมชาติ
Nature	ธรรมชาติ
Nature	หมวดหมู่:ธรรมชาติ
Nauru	ประเทศนาอูรู
Navy	กองทัพเรือ
Nazareth	นาซาเรธ
Nazi Germany	นาซีเยอรมนี
Nazi Party	พรรคนาซี
Nebraska	มลรัฐเนแบรสกา
Nebula	เนบิวลา
Nefertiti	เนเฟอร์ติติ
Neil Armstrong	นีล อาร์มสตรอง
Nelson Mandela	เนลสัน มันเดลา
Neodymium	นีโอดิเมียม
Neon	นีออน
Nepal	ประเทศเนปาล
Nepal	หมวดหมู่:ประเทศเนปาล
Neptune	ดาวเนปจูน
Neptunium	เนปทูเนียม
Nero	จักรพรรดิเนโร
Nervous system	ระบบประสาท
Nervous system	หมวดหมู่:ระบบประสาท
Netherlands	ประเทศเนเธอร์แลนด์
Netherlands	หมวดหมู่:ประเทศเนเธอร์แลนด์
Netherlands Antilles	เนเธอร์แลนด์แอนทิลลิส
Neurology	ประสาทวิทยา
Neurology	หมวดหมู่:ประสาทวิทยา
Neuron	เซลล์ประสาท
Neurotransmitter	สารสื่อประสาท
Neutron	นิวตรอน
Neutron star	ดาวนิวตรอน
Nevada	มลรัฐเนวาดา
New Caledonia	นิวแคลิโดเนีย
New Delhi	นิวเดลี
New England	นิวอิงแลนด์
New Guinea	เกาะนิวกินี
New Hampshire	มลรัฐนิวแฮมป์เชียร์
New Jersey	มลรัฐนิวเจอร์ซีย์
New Mexico	มลรัฐนิวเม็กซิโก
New South Wales	รัฐนิวเซาท์เวลส์
New Testament	พันธสัญญาใหม่
New Year	วันขึ้นปีใหม่
New York	มลรัฐนิวยอร์ก
New York	หมวดหมู่:มลรัฐนิวยอร์ก
New York (disambiguation)	นิวยอร์ก (แก้ความกำกวม)
New York City	นครนิวยอร์ก
New York Stock Exchange	ตลาดหลักทรัพย์นิวยอร์ก
New Zealand	ประเทศนิวซีแลนด์
New Zealand	หมวดหมู่:ประเทศนิวซีแลนด์
Newton	นิวตัน
Niacin	วิตามินบี3
Niagara Falls	น้ำตกไนแอการา
Nicaragua	ประเทศนิการากัว
Nickel	นิกเกิล
Nicolaus Copernicus	นิโคเลาส์ โคเปอร์นิคัส
Nicotine	นิโคติน
Niels Bohr	นีลส์ บอร์
Niels Henrik Abel	นีลส์ เฮนริก อาเบล
Niger	ประเทศไนเจอร์
Nigeria	ประเทศไนจีเรีย
Nike	ไนกี้ (บริษัทเสื้อผ้า)
Nike (mythology)	ไนกี้ (เทพปกรณัม)
Nikita Khrushchev	นิกิตา ครุสชอฟ
Nikola Tesla	นิโคลา เทสลา
Nile	แม่น้ำไนล์
Ninja	นินจา
Niobium	ไนโอเบียม
Nirvana	นิพพาน
Nitric acid	กรดไนตริก
Nitrogen	ไนโตรเจน
Nitroglycerin	ไนโตรกลีเซอรีน
Noam Chomsky	โนม ชัมสกี
Nobel Prize	รางวัลโนเบล
Nobel Prize	หมวดหมู่:รางวัลโนเบล
Nobelium	โนเบเลียม
Noble gas	แก๊สมีตระกูล
Nonmetal	ธาตุอโลหะ
Norfolk Island	เกาะนอร์ฟอล์ก
Norma (constellation)	กลุ่มดาวไม้ฉาก
Norse mythology	ตำนานเทพเจ้าสแกนดิเนเวีย
North	ทิศเหนือ
North Africa	แอฟริกาเหนือ
North America	ทวีปอเมริกาเหนือ
North Carolina	มลรัฐนอร์ทแคโรไลนา
North Dakota	มลรัฐนอร์ทดาโคตา
North Korea	ประเทศเกาหลีเหนือ
North Korea	หมวดหมู่:ประเทศเกาหลีเหนือ
North Pole	ขั้วโลกเหนือ
North Sea	ทะเลเหนือ
Northern Europe	ยุโรปเหนือ
Northern Ireland	ไอร์แลนด์เหนือ
Northern Mariana Islands	หมู่เกาะนอร์เทิร์นมาเรียนา
Norway	ประเทศนอร์เวย์
Norway	หมวดหมู่:ประเทศนอร์เวย์
Nose	จมูก
Nostradamus	นอสตราดามุส
Note	โน้ตดนตรี
Noun	คำนาม
Novel	นวนิยาย
November	พฤศจิกายน
November 1	1 พฤศจิกายน
November 11	11 พฤศจิกายน
November 2	2 พฤศจิกายน
November 5	5 พฤศจิกายน
Novial	ภาษาโนเวียล
Nu (letter)	นิว
Nuclear fission	การแบ่งแยกนิวเคลียส
Nuclear physics	ฟิสิกส์นิวเคลียร์
Nuclear power	พลังงานนิวเคลียร์
Nuclear weapon	อาวุธนิวเคลียร์
Nucleic acid	กรดนิวคลีอิก
Nucleotide	นิวคลีโอไทด์
Number	จำนวน
Numbers	หมวดหมู่:จำนวน
Nuremberg	เนือร์นแบร์ก
Nymph	นิมฟ์
Nymphaeaceae	บัว
O	O
OPEC	โอเปก
Oasis	โอเอซิส
Oat	ข้าวโอ๊ต
Obesity	โรคอ้วน
Object-oriented programming	การเขียนโปรแกรมเชิงวัตถุ
Observatory	หอดูดาว
Occam's razor	หลักการของออคแคม
Ocean	มหาสมุทร
Oceania	โอเชียเนีย
Oceanography	สมุทรศาสตร์
Oceanus	โอเคียนัส
Octal	เลขฐานแปด
Octans	กลุ่มดาวออกแทนต์
Octave	อ็อกเทฟ
October	ตุลาคม
October 12	12 ตุลาคม
October 24	24 ตุลาคม
Odin	โอดิน
Odysseus	โอดีสซุซ
Odyssey	โอดิสซีย์
Ohio	มลรัฐโอไฮโอ
Ohm	โอห์ม
Ohm's law	กฎของโอห์ม
Oil	น้ำมัน
Oil (disambiguation)	น้ำมัน
Oil painting	จิตรกรรมสีน้ำมัน
Oklahoma	มลรัฐโอคลาโฮมา
Oklahoma	หมวดหมู่:มลรัฐโอคลาโฮมา
Old Testament	พันธสัญญาเดิม
Oligarchy	คณาธิปไตย
Olympic Games	กีฬาโอลิมปิก
Oman	ประเทศโอมาน
Omega	โอเมกา
Omicron	โอไมครอน
Oncology	หมวดหมู่:วิทยามะเร็ง
Onion	หอมใหญ่
Oort cloud	เมฆออร์ต
Opera	อุปรากร
Opera (Internet suite)	โอเปร่า (เว็บเบราว์เซอร์)
Operating system	ระบบปฏิบัติการ
Ophiuchus	กลุ่มดาวคนแบกงู
Optical illusion	ภาพลวงตา
Optics	หมวดหมู่:ทัศนศาสตร์
Orange (colour)	สีส้ม
Orange (fruit)	ส้ม (ผลไม้)
Orangutan	ลิงอุรังอุตัง
Orbit	วงโคจร
Orca	วาฬเพชฌฆาต
Orchestra	วงออร์เคสตรา
Orchidaceae	กล้วยไม้
Order of Saint Benedict	ลัทธิเบ็นนาดิคติน
