Romanian	English
Fotografie	Photography
Categorie:Fotografie	Photography
Foton	Photon
Fotosinteză	Photosynthesis
Categorie:Chimie fizică	Physical chemistry
Fizică	Physics
Categorie:Fizică	Physics
Portal:Fizică	Physics
Fiziologie	Physiology
Categorie:Fiziologie	Physiology
Pi	Pi
Pian	Piano
Picardia	Picardie
Pictorul (constelaţie)	Pictor
Pidgin	Pidgin (software)
Piemont	Piedmont
Pierre, South Dakota	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Plzeň	Pilsen
Pinaceae	Pinaceae
Pindar	Pindar
Pin (arbore)	Pine
Ping	Ping
Pinipede	Pinniped
Pirat	Piracy
Pisa	Pisa
Peştii (constelaţie)	Pisces (constellation)
Piston	Piston
Pittsburgh, Pennsylvania	Pittsburgh
Pixel	Pixel
Pizza	Pizza
Plagiat	Plagiarism
Planetă	Planet
Nebuloasă planetară	Planetary nebula
Plancton	Plankton
Regn Plantae	Plant
Plasmă	Plasma (physics)
Plasmidă	Plasmid
Tectonica plăcilor	Plate tectonics
Platină	Platinum
Platon	Plato
Ornitorinc	Platypus
Playboy	Playboy
Pleistocen	Pleistocene
Plevna	Pleven
Plinius	Pliny the Elder
Pliniu cel Tânăr	Pliny the Younger
Pliocen	Pliocene
Plotin	Plotinus
Plutarh	Plutarch
Pluto (planetă pitică)	Pluto
Pluto	Pluto (disambiguation)
Plutoniu	Plutonium
Plymouth	Plymouth
Pneumonie	Pneumonia
Pad	Po River
Poaceae	Poaceae
Podcasting	Podcast
Poezie	Poetry
Categorie:Poezie	Poetry
Pogrom	Pogrom
Substanţe toxice	Poison
Poitiers	Poitiers
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Polonia	Poland
Categorie:Polonia	Poland
Urs polar	Polar bear
Partid politic	Political party
Politologie	Political science
Om politic	Politician
Politică	Politics
Categorie:Politică	Politics
Polenizare	Pollination
Poluare	Pollution
Poloniu	Polonium
Poligon	Polygon
Poliedru	Polyhedron
Polyhymnia	Polyhymnia
Polimer	Polymer
Polinezia	Polynesia
Polinom	Polynomial
Politeism	Polytheism
Policlorură de vinil	Polyvinyl chloride
Rodie	Pomegranate
Pomelo	Pomelo
Pompeii	Pompeii
Cneus Pompeius Magnus	Pompey
Pop art	Pop art
Muzică pop	Pop music
Papă	Pope
Papa Alexandru al VI-lea	Pope Alexander VI
Plop (arbore)	Poplar
Populaţie	Population
Pornografie	Pornography
Port	Port
Port Moresby	Port Moresby
Port-au-Prince	Port-au-Prince
Portland	Portland
Porto	Porto
Portsmouth	Portsmouth
Portugalia	Portugal
Categorie:Portugalia	Portugal
Poseidon	Poseidon
Pozitron	Positron
Mărci poştale	Postage stamp
Cod poştal	Postal code
Postmodernism	Postmodernism
Potasiu	Potassium
Nitrat de potasiu	Potassium nitrate
Cartof	Potato
Potsdam	Potsdam
Liră sterlină	Pound sterling
Limita sărăciei	Poverty
Putere	Power (physics)
Centrală electrică	Power station
Pretor	Praetor
Praga	Prague
Categorie:Praga	Prague
Rugăciune	Prayer
Precesie	Precession
Precipitaţii (meteorologie)	Precipitation (meteorology)
Sarcină	Pregnancy
Preistorie	Prehistory
Categorie:Preistorie	Prehistory
Preşedinte	President
Preşedinte al Statelor Unite ale Americii	President of the United States
Presiune	Pressure
Pretoria	Pretoria
Priam	Priam
Preţ	Price
Preot	Priest
Primate	Primate
Categorie:Primate	Primates
Număr prim	Prime number
Prince Edward Island	Prince Edward Island
Principiul relativităţii	Principle of relativity
Prion	Prion
Prismă (corp)	Prism (geometry)
Prismă (optică)	Prism (optics)
Prizonier de război	Prisoner of war
Prix Goncourt	Prix Goncourt
Probabilitate	Probability
Teoria probabilităţilor	Probability theory
Procyonidae	Procyonidae
Limbaj de programare	Programming language
Procariot	Prokaryote
Prolog	Prolog
Prometeu	Prometheus
Pronume	Pronoun
Propagandă	Propaganda
Propan	Propane
Proroc	Prophet
Proză	Prose
Prostată	Prostate
Protactiniu	Protactinium
Protectorat	Protectorate
Proteină	Protein
Reforma Protestantă	Protestant Reformation
Protestantism	Protestantism
Regn Protozoa	Protist
Categorie:Regnul Protista	Protista
Proton	Proton
Protozoar	Protozoa
Providence, Rhode Island	Providence
Prun	Prunus
Prusia	Prussia
Pseudonim	Pseudonym
Categorie:Pseudoştiinţă	Pseudoscience
Pseudoştiinţă	Pseudoscience
Psihiatrie	Psychiatry
Psihanaliză	Psychoanalysis
Psihologie	Psychology
Categorie:Psihologie	Psychology
Ptah	Ptah
Pterozaur	Pterosaur
Ptolemeu	Ptolemy
Pubertate	Puberty
Domeniul public	Public domain
Relaţii cu publicul	Public relations
Puerto Rico	Puerto Rico
Pola, Croaţia	Pula
Pulsar	Pulsar
Punjab (India)	Punjab (India)
Categorie:Punk	Punk
Muzică punk	Punk rock
Pupilă	Pupil
Pupa (constelaţie)	Puppis
Phenian	Pyongyang
Munţii Pirinei	Pyrenees
Pirită	Pyrite
Victorie à la Pirus	Pyrrhic victory
Pitagora	Pythagoras
Python	Python (programming language)
Busola (constelaţie)	Pyxis
Q	Q
Qatar	Qatar
Categorie:Qatar	Qatar
Dinastia-Quing	Qing Dynasty
Patrulater	Quadrilateral
Chestor	Quaestor
Mecanică cuantică	Quantum mechanics
Quark	Quark
Cuarţ	Quartz
Quasar	Quasar
Cuaternar	Quaternary
Cuaternion	Quaternion
Provincia Québec	Quebec
Categorie:Provincia Quebec, Canada	Quebec
Oraşul Québec	Quebec City
Regină (şah)	Queen (chess)
Queensland	Queensland
Quetzalcoatl	Quetzalcoatl
Gutui	Quince
Quito, Ecuador	Quito
R	R
RAF	RAF (disambiguation)
RAID	RAID
ARN	RNA
Ra	Ra
Rabat	Rabat
Rabin	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Enot	Raccoon Dog
Rasism	Racism
RADAR	Radar
Radian	Radian
Categorie:Radio	Radio
Radiotelescop	Radio telescope
Radiaţie	Radioactive decay
Radiu	Radium
Rază	Radius
Radon	Radon
Ploaie	Rain
Curcubeu	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Raleigh, North Carolina	Raleigh
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama	Rama
Ramayana	Ramayana
Ramses cel Mare	Ramesses II
Memorie cu acces aleator	Random access memory
Ranunculaceae	Ranunculaceae
Rafael	Raphael
Arhanghelul Rafael	Raphael (archangel)
Categorie:Sisteme de metrou	Rapid transit
Zmeur	Raspberry
Număr raţional	Rational number
Struthioniformes	Ratite
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
Număr real	Real number
Recife	Recife
Dreptunghi	Rectangle
Redresor	Rectifier
Recursivitate	Recursion
Roşu	Red
Rote Armee Fraktion	Red Army Faction
Marea Roşie	Red Sea
Eritrocit	Red blood cell
Referendum	Referendum
Refracţie	Refraction
Regenţă	Regent
Reggae	Reggae
Regina, Saskatchewan	Regina
Regiune	Region
Reims	Reims
Relativism	Relativism
Categorie:Relativitate	Relativity
Religie	Religion
Categorie:Religie	Religion
Rembrandt van Rijn	Rembrandt
Renaşterea	Renaissance
Reptilă	Reptile
Republică	Republic
Republica Chineză	Republic of China
Republica Irlanda	Republic of Ireland
Categorie:Irlanda	Republic of Ireland
Republica Congo	Republic of the Congo
Partidul Republican, SUA	Republican Party (United States)
Rezistor	Resistor
Reticulul (constelaţie)	Reticulum
Retină	Retina
Retinol	Retinol
Revoluţie	Revolution
Rhea (satelit)	Rhea (moon)
Rhea (mitologie)	Rhea (mythology)
Rin	Rhine
Rinocer	Rhinoceros
Ro (literă)	Rho (letter)
Rhode Island (stat SUA)	Rhode Island
Categorie:Statul Rhode Island, SUA	Rhode Island
Rodos	Rhodes
Rodiu	Rhodium
Romb	Rhombus
Rimă	Rhyme
Rhythm and blues	Rhythm and blues
Ribozom	Ribosome
Orez	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Wagner	Richard Wagner
Richmond, Virginia	Richmond
Riga	Riga
Ascensie dreaptă	Right ascension
Inel (matematică)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio de Janeiro	Rio de Janeiro
Râu	River
Tamisa	River Thames
Riyadh	Riyadh
Drum	Road
Roald Amundsen	Roald Amundsen
Robert Andrews Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert De Niro	Robert De Niro
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robot	Robot
Piatră	Rock (geology)
Rock 'n' roll	Rock and roll
Muzică rock	Rock music
Categorie:Muzică Rock	Rock music
Rachetă	Rocket
Munţii Stâncoşi	Rocky Mountains
Rococo	Rococo
Rozătoare	Rodent
Roger Bacon	Roger Bacon
Biserica Romano-Catolică	Roman Catholic Church
Imperiul Roman	Roman Empire
Republica Romană	Roman Republic
Drept roman	Roman law
Listă de zei romani	Roman mythology
Categorie:Mitologie romană	Roman mythology
România	Romania
Categorie:România	Romania
Limba retoromană	Romansh
Romantism	Romanticism
Roma	Rome
Categorie:Roma	Rome
Ronald Reagan	Ronald Reagan
Turn (şah)	Rook (chess)
Roosevelt (dezambiguizare)	Roosevelt
Rădăcină	Root
Rosa Parks	Rosa Parks
Rosaceae	Rosaceae
Rosales	Rosales
Rosario	Rosario
Rosa	Rose
Roseau	Roseau
Piatra din Rosetta	Rosetta Stone
Roş haŞana	Rosh Hashanah
Rostock	Rostock
Rotterdam	Rotterdam
Ruter	Router
Canotaj	Rowing (sport)
Royal Society	Royal Society
Gumă	Rubber
Rubidiu	Rubidium
Rublă (dezambiguizare)	Ruble
Zmeur	Rubus idaeus
Rubin	Ruby
Ruby	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudolf Steiner	Rudolf Steiner
Rudyard Kipling	Rudyard Kipling
Rugby	Rugby football
Rusia	Russia
Categorie:Rusia	Russia
Biserica Ortodoxă Rusă	Russian Orthodox Church
Revoluţia Rusă din 1917	Russian Revolution (1917)
Războiul ruso-japonez	Russo-Japanese War
Ruteniu	Ruthenium
Rutherford Birchard Hayes	Rutherford B. Hayes
Rutherfordiu	Rutherfordium
Ruanda	Rwanda
Categorie:Ruanda	Rwanda
Secară	Rye
S	S
Taină (sacrament)	Sacrament
Sacramento (California)	Sacramento
Saddam Hussein	Saddam Hussein
Safari (browser)	Safari (web browser)
Săgeata (constelaţie)	Sagitta
Săgetătorul (constelaţie)	Sagittarius (constellation)
Deşertul Sahara	Sahara
Andrei (apostol)	Saint Andrew
Gheorghe din Cappadocia	Saint George
Sfântul Kitts şi Nevis	Saint Kitts and Nevis
Fluviul Sf. Laurenţiu	Saint Lawrence River
Sfânta Lucia	Saint Lucia
Insula Sfântul Martin	Saint Martin
Nicolae de Mira	Saint Nicholas
Sfântul Patrick	Saint Patrick
Saint Paul, Minnesota	Saint Paul
Petru (apostol)	Saint Peter
Sankt Petersburg	Saint Petersburg
Categorie:Sankt Petersburg	Saint Petersburg
Sfântul Vincent şi Grenadine	Saint Vincent and the Grenadines
Saladin	Saladin
Salem, Oregon	Salem
Salerno	Salerno
Salman Rushdie	Salman Rushdie
Sare de bucătărie	Salt
Salt Lake City, Utah	Salt Lake City
Salvador (Bahia)	Salvador
Salzburg	Salzburg
Salzburg (land)	Salzburg (state)
Samara, Rusia	Samara
Samarkand	Samarkand
Samoa	Samoa
Samuel Beckett	Samuel Beckett
Samuel F. B. Morse	Samuel F. B. Morse
Samuel Taylor Coleridge	Samuel Taylor Coleridge
Samurai	Samurai
San Antonio, Texas	San Antonio
San Diego, California	San Diego
San Francisco, California	San Francisco
San Jose, California	San Jose
San Juan, Puerto Rico	San Juan
San Marino	San Marino
Categorie:San Marino	San Marino
Oraşul San Marino	San Marino
San Salvador	San Salvador
Nisip	Sand
Sandro Botticelli	Sandro Botticelli
Gresie	Sandstone
Sandviş	Sandwich
Limba sanscrită	Sanskrit
Moş Crăciun	Santa Claus
Santa Fe, New Mexico	Santa Fe
Santiago de Chile	Santiago
Santiago (dezambiguizare)	Santiago
Santiago de Cuba	Santiago de Cuba
Santo Domingo	Santo Domingo
Santos	Santos (Săo Paulo)
Safir	Sapphire
Sappho	Sappho
Sapporo, Hokkaidō	Sapporo
Sarajevo	Sarajevo
Saratov	Saratov
Sardinia	Sardinia
Sari	Sari
Zarin	Sarin
Saskatchewan	Saskatchewan
Satanism	Satanism
Satiră	Satire
Saturn (planetă)	Saturn
Categorie:Planeta Saturn	Saturn
Saturn (dezambiguizare)	Saturn (disambiguation)
Satir	Satyr
Arabia Saudită	Saudi Arabia
Categorie:Arabia Saudită	Saudi Arabia
Saul Bellow	Saul Bellow
Savană	Savanna
Saxonia	Saxony
Categorie:Saxonia	Saxony
Scandinavia	Scandinavia
Categorie:Scandinavia	Scandinavia
Omoplat	Scapula
Escaut	Scheldt
Schizofrenie	Schizophrenia
Scolastică	Scholasticism
Şcoală	School
Schutzstaffel	Schutzstaffel
Ştiinţă	Science
Categorie:Ştiinţă	Science
Science fiction	Science fiction
Categorie:Science fiction	Science fiction
Metodă ştiinţifică	Scientific method
Scorpion	Scorpion
Scorpionul (constelaţie)	Scorpius
Scoţia	Scotland
Categorie:Scoţia	Scotland
Pinus sylvestris	Scots Pine
Limba scoţiană	Scottish Gaelic
Scrabble	Scrabble
Şurub	Screw
Sculptorul (constelaţie)	Sculptor (constellation)
Sculptură	Sculpture
Categorie:Sculptură	Sculpture
Mare	Sea
Vidră de mare	Sea Otter
Marea Azov	Sea of Azov
Marea Japoniei	Sea of Japan
Marea Marmara	Sea of Marmara
Marea Ohotsk	Sea of Okhotsk
Echinoide	Sea urchin
Motor de căutare	Search engine
Sears Tower	Sears Tower
Seattle, Washington	Seattle
Secundă	Second
Cruciada a doua	Second Crusade
Conciliul Vatican II	Second Vatican Council
Principiul al doilea al termodinamicii	Second law of thermodynamics
Roci sedimentare	Sedimentary rock
Sămânţă	Seed
Segovia	Segovia
Sena (râu)	Seine
Seismologie	Seismology
Categorie:Seismologie	Seismology
Selene	Selene
Seleniu	Selenium
Semantică	Semantics
Punct şi virgulă	Semicolon
Senat	Senate
Senegal	Senegal
Categorie:Senegal	Senegal
Seul	Seoul
Seppuku	Seppuku
Septembrie	September
11 septembrie	September 11
Atentatele din 11 septembrie 2001	September 11
17 septembrie	September 17
29 septembrie	September 29
Septuaginta	Septuagint
Şir (matematică)	Sequence
Serbia	Serbia
Categorie:Serbia	Serbia
Serbia şi Muntenegru	Serbia and Montenegro
Categorie:Serbia şi Muntenegru	Serbia and Montenegro
Iobag	Serfdom
Serghei Rahmaninov	Sergei Rachmaninoff
Serie (matematică)	Series (mathematics)
Şarpele (constelaţie)	Serpens
Server	Server (computing)
Mulţime	Set
Seth	Set (mythology)
Sevastopol	Sevastopol
Războiul de Şapte Ani	Seven Years' War
SARS	Severe acute respiratory syndrome
Sevilia	Seville
Sextant	Sextant
Act sexual	Sexual intercourse
Categorie:Sexualitate	Sexuality
ITS	Sexually transmitted disease
Seychelles	Seychelles
Shanghai	Shanghai
Shareware	Shareware
Rechin	Shark
Sheffield	Sheffield
Sherlock Holmes	Sherlock Holmes
Shetland	Shetland
Scut	Shield
Şintoism	Shinto
Navă	Ship
Shiva	Shiva
Shogi	Shogi
Shogun	Shogun
Crevete	Shrimp
Arbust	Shrub
Siberia	Siberia
Husky Siberian	Siberian Husky
Sichuan	Sichuan
Sicilia	Sicily
Categorie:Sicilia	Sicily
Sierra Leone	Sierra Leone
Categorie:Sierra Leone	Sierra Leone
Sigmund Freud	Sigmund Freud
Sigrid Undset	Sigrid Undset
Sikhism	Sikhism
Sikkim	Sikkim
Silezia	Silesia
Siliciu	Silicon
Silicon Valley	Silicon Valley
Bioxid de siliciu	Silicon dioxide
Drumul mătăsii	Silk Road
Argint	Silver
Simone de Beauvoir	Simone de Beauvoir
Peninsula Sinai	Sinai Peninsula
Sinclair Lewis	Sinclair Lewis
Singapore	Singapore
Categorie:Singapore	Singapore
Sirenă	Siren
Sirius	Sirius
Capela Sixtină	Sistine Chapel
Sisif	Sisyphus
Sitcom	Situation comedy
Războiul de Şase Zile	Six-Day War
Categorie:Sistemul osos	Skeletal system
Scepticism	Skepticism
Piele (anatomie)	Skin
Skopje	Skopje
Craniu	Skull
Skylab	Skylab
Zgârie-nori	Skyscraper
Sclavie	Slavery
Slayer	Slayer
Somn	Sleep
Slovacia	Slovakia
Categorie:Slovacia	Slovakia
Slovenia	Slovenia
Categorie:Slovenia	Slovenia
Smog	Smog
Smolensk	Smolensk
Şarpe	Snake
Snooker	Snooker
Zăpadă	Snow
Săpun	Soap
Psihologie socială	Social psychology
Socialism	Socialism
Categorie:Socialism	Socialism
Categorie:Societate	Society
Ordinul iezuit	Society of Jesus
Sociolingvistică	Sociolinguistics
Sociologie	Sociology
Categorie:Sociologie	Sociology
Socrate	Socrates
Sodiu	Sodium
Bicarbonat de sodiu	Sodium bicarbonate
Hidroxid de sodiu	Sodium hydroxide
Sofia	Sofia
Categorie:Software	Software
Sol (strat al Pământului)	Soil
Solanaceae	Solanaceae
Categorie:Solanaceae	Solanaceae
Sistem solar	Solar System
Celulă solară	Solar cell
Energie solară	Solar energy
Solid	Solid
Solidaritatea	Solidarity
Solomon	Solomon
Insulele Solomon	Solomon Islands
Solon	Solon
Diluanţi	Solvent
Somalia	Somalia
Categorie:Somalia	Somalia
Somerset	Somerset
Somme	Somme
Sonată	Sonata
Cântec	Song
Cântarea Cântărilor	Song of Solomon
Sonet	Sonnet
Sophia Loren	Sophia Loren
Sofocle	Sophocles
Sorbona	Sorbonne
Sunet	Sound
Sud	South
Categorie:Africa de Sud	South Africa
America de Sud	South America
Categorie:America de Sud	South America
South Carolina (stat SUA)	South Carolina
Categorie:Statul South Carolina, SUA	South Carolina
Marea Chinei de Sud	South China Sea
South Dakota (stat SUA)	South Dakota
Categorie:Statul South Dakota, SUA	South Dakota
Coreea de Sud	South Korea
Categorie:Coreea de Sud	South Korea
Polul Sud	South Pole
Asia de Sud Est	Southeast Asia
Suveranitate	Sovereignty
Uniunea Sovietică	Soviet Union
Categorie:Uniunea Sovietică	Soviet Union
Soia	Soybean
Staţie spaţială	Space station
Spania	Spain
Categorie:Spania	Spain
Spam	Spam (electronic)
Războiul civil spaniol	Spanish Civil War
Categorie:Spanioli	Spanish people
Războiul Spaniolo-American	Spanish-American War
Sparta	Sparta
Teoria relativităţii restrânse	Special relativity
Specie (biologie)	Species
Spectroscopie	Spectroscopy
Viteză	Speed
Viteza luminii	Speed of light
Spencer Tracy	Spencer Tracy
Sfinx	Sphinx
Păianjen	Spider
Spin	Spin (physics)
Măduva spinării	Spinal cord
Splină	Spleen
Split	Split
Spongieri	Sponge
Sport	Sport
Râul Spree	Spree
Primăvară	Spring (season)
Springfield, Illinois	Springfield
Spyware	Spyware
Pătrat	Square (geometry)
Metru pătrat	Square metre
Veveriţă	Squirrel
Sri Lanka	Sri Lanka
Categorie:Sri Lanka	Sri Lanka
Saint Louis, Missouri	St. Louis
Stalinism	Stalinism
Universitatea Stanford	Stanford University
Stanley Kubrick	Stanley Kubrick
Stea	Star
Amidon	Starch
Stat	State
Statistică matematică	Statistics
Categorie:Statistică	Statistics
Statuia Libertăţii din New York	Statue of Liberty
Stavanger	Stavanger
Abur	Steam
Oţel	Steel
Stefan Zweig	Stefan Zweig
Stegosaurus	Stegosaurus
Stendhal	Stendhal
Stephen Hawking	Stephen Hawking
Stepă	Steppe
Steradian	Steradian
Steroid	Steroid
Steven Spielberg	Steven Spielberg
Sting	Sting
Bursă	Stock exchange
Stockholm	Stockholm
Stoa	Stoicism
Epoca de piatră	Stone Age
Stonehenge	Stonehenge
Strâmtoarea Gibraltar	Strait of Gibraltar
Strâmtoarea Ormuz	Strait of Hormuz
Strâmtoarea Magellan	Strait of Magellan
Strâmtoarea Messina	Strait of Messina
Categorie:Strâmtori	Straits
Strasbourg	Strasbourg
Stres	Stress (medicine)
Teoria Corzilor	String theory
Accident vascular cerebral	Stroke
Stronţiu	Strontium
Structuralism	Structuralism
Format:Ciot	Stub
Student	Student
Chedi	Stupa
Sturmabteilung	Sturmabteilung
Stuttgart	Stuttgart
Styx	Styx
Africa Subsahariană	Sub-Saharan Africa
Subcultură	Subculture
Sublimare	Sublimation (chemistry)
Submarin	Submarine
Sudan	Sudan
Categorie:Sudan	Sudan
Sudoku	Sudoku
Canalul Suez	Suez Canal
Zahăr	Sugar
Suharto	Suharto
Achmed Sukarno	Sukarno
Sulawesi	Sulawesi
Sulf	Sulfur
Iperită	Sulfur mustard
Acid sulfuric	Sulfuric acid
Sumatra	Sumatra
Sumer	Sumer
Vară	Summer
Soare	Sun
Categorie:Soare	Sun
Sun Iat-sen	Sun Yat-sen
Duminică	Sunday
Supercomputer	Supercomputer
Supraconductibilitate	Superconductivity
Superman	Superman
Supernovă	Supernova
Curtea Supremă de Justiţie a Statelor Unite ale Americii	Supreme Court of the United States
Sura	Sura
Chirurgie	Surgery
Categorie:Chirurgie	Surgery
Surinam	Suriname
Suprarealism	Surrealism
Surrey	Surrey
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Rândunică	Swallow
Lebădă	Swan
Svastică	Swastika
Swaziland	Swaziland
Categorie:Swaziland	Swaziland
Suedia	Sweden
Categorie:Suedia	Sweden
Categorie:Elveţieni	Swiss people
Elveţia	Switzerland
Categorie:Elveţia	Switzerland
Sabie	Sword
Sydney	Sydney
Silabă	Syllable
Sylvia Plath	Sylvia Plath
Simfonie	Symphony
Sinagogă	Synagogue
Sinonim	Synonym
Sifilis	Syphilis
Siracuza, Sicilia	Syracuse
Siria	Syria
Categorie:Siria	Syria
T	T
T. E. Lawrence	T. E. Lawrence
T. S. Eliot	T. S. Eliot
Tenis de masă	Table tennis
Tabu	Taboo
Tacit	Tacitus
Taekwondo	Taekwondo
Râul Tajo	Tagus
Tahiti	Tahiti
Taijiquan	Tai chi chuan
Taipei	Taipei
Taiwan	Taiwan
Taj Mahal	Taj Mahal
Tadjikistan	Tajikistan
Categorie:Tadjikistan	Tajikistan
Talc	Talc
Taliban	Taliban
Tallahassee, Florida	Tallahassee
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa, Florida	Tampa
Tampere	Tampere
Dinastia Tang	Tang Dynasty
Tanger	Tangier
Tango	Tango (dance)
Tanc	Tank
Tantal (chimie)	Tantalum
Tanzania	Tanzania
Categorie:Tanzania	Tanzania
Taoism	Taoism
Tapir	Tapir
Tarn	Tarn
Tarhon	Tarragon
Tartarus	Tartarus
Tartu	Tartu
Taşkent	Tashkent
Tasmania	Tasmania
Taurul (constelaţie)	Taurus (constellation)
Taxă	Tax
Categorie:Fiscalitate	Taxation
Taximetru	Taxicab
Taxonomie	Taxonomy
Tbilisi	Tbilisi
Ceai	Tea
Technetiu-99m	Technetium
Techno	Techno
Tehnologie	Technology
Categorie:Tehnologie	Technology
Tegucigalpa	Tegucigalpa
Teheran	Tehran
Tel Aviv	Tel Aviv
Telecomunicaţii	Telecommunication
Telegrafie	Telegraphy
Telepatie	Telepathy
Telefon	Telephone
Telescop	Telescope
Telescopul (constelaţie)	Telescopium
Televiziune	Television
Categorie:Televiziune	Television
Telur	Tellurium
Temperatură	Temperature
Templu	Temple
Templul zeiţei Artemis din Efes	Temple of Artemis
Cele zece porunci	Ten Commandments
Tenerife	Tenerife
Tennessee (stat SUA)	Tennessee
Categorie:Statul Tennessee, SUA	Tennessee
Tennessee Williams	Tennessee Williams
Tenis de câmp	Tennis
Categorie:Tenis	Tennis
Tenzing Norgay	Tenzing Norgay
Terbiu	Terbium
Terpsichore	Terpsichore
Terorism	Terrorism
Categorie:Terorism	Terrorism
Tertulian	Tertullian
Testicul	Testicle
Testosteron	Testosterone
Thetys	Tethys (mythology)
THC	Tetrahydrocannabinol
Texas (stat SUA)	Texas
Categorie:Statul Texas, SUA	Texas
Thailanda	Thailand
Categorie:Thailanda	Thailand
Thales din Milet	Thales
Thalia (muză)	Thalia
Thanatos	Thanatos
Ziua Recunoştinţei	Thanksgiving
Ziua Recunoştinţei	Thanksgiving (Canada)
Ziua Recunoştinţei	Thanksgiving (United States)
Ziua Recunoştinţei	Thanksgiving (disambiguation)
Gambia	The Gambia
Categorie:Gambia	The Gambia
Haga	The Hague
The Star-Spangled Banner	The Star-Spangled Banner
Teatru	Theatre
Categorie:Teatru	Theatre
Teba	Thebes
Teba, Egipt	Thebes
Themis	Themis
Teocraţie	Theocracy
Teodolit	Theodolite
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Teodosiu I	Theodosius I
Teologie	Theology
Teoremă	Theorem
Teorie	Theory
Teoria relativităţii	Theory of relativity
Termodinamică	Thermodynamics
Categorie:Termodinamică	Thermodynamics
Termometru	Thermometer
Tezeu	Theseus
Salonic	Thessaloniki
Tesalia	Thessaly
Tiamină	Thiamine
Think tank	Think tank
Războiul de Treizeci de Ani	Thirty Years' War
Toma de Aquino	Thomas Aquinas
Thomas Alva Edison	Thomas Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Robert Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas Morus	Thomas More
Thomas Paine	Thomas Paine
Thor	Thor
Toriu	Thorium
Thot	Thoth
Tracia	Thrace
Tucidide	Thucydides
Pulgar	Thumb
Turingia	Thuringia
Categorie:Turingia	Thuringia
Joi	Thursday
Thymus	Thyme
Timină	Thymine
Tianjin	Tianjin
Tibru	Tiber
Tiberius	Tiberius
Tibet	Tibet
Cantonul Ticino	Ticino
Maree	Tide
Tigru (râu)	Tigris
Tombouctou	Timbuktu
Timp	Time
Categorie:Timp	Time
Time (revistă)	Time (magazine)
Fus orar	Time zone
Timor	Timor
Timur Lenk	Timur
Staniu	Tin
Tirana	Tirana
Ţesut	Tissue (biology)
Titan (dezambiguizare)	Titan (disambiguation)
Titan (satelit)	Titan (moon)
Titan (mitologia greacă)	Titan (mythology)
Titania (satelit)	Titania (moon)
Titan	Titanium
Tiziano Vecellio	Titian
Titus Flavius Vespasianus	Titus
Tivoli	Tivoli
Tocantins	Tocantins (state)
Tocoferol	Tocopherol
Togo	Togo
Tokio	Tokyo
Toledo	Toledo
Toluen	Toluene
Tom Hanks	Tom Hanks
Tom şi Jerry	Tom and Jerry
Roşie	Tomato
Tonga	Tonga
Limbă (anatomie)	Tongue
Tonă	Tonne
Tony Blair	Tony Blair
Periuţă de dinţi	Toothbrush
Topaz	Topaz
Topeka, Kansas	Topeka
Categorie:Topologie	Topology
Torah	Torah
Tornadă	Tornado
Toronto	Toronto
Tortură	Torture
Totalitarism	Totalitarianism
Toulon	Toulon
Toulouse	Toulouse
Turul Franţei	Tour de France
Turism	Tourism
Categorie:Turism	Tourism
Tours	Tours
Turnul Babel	Tower of Babel
Turnul Londrei	Tower of London
Oraş	Town
Toxicitate	Toxicity
Toxicologie	Toxicology
Jucărie	Toy
Toyota	Toyota
Tractor	Tractor
Sindicat	Trade union
Tragedie	Tragedy
Tren	Train
Gară	Train station
Traian	Trajan
Tramvai	Tram
Număr transcendent	Transcendental number
Transformator	Transformer
Tranzistor	Transistor
Transliterare	Transliteration
Transmission Control Protocol	Transmission Control Protocol
Categorie:Transport	Transportation
Transilvania	Transylvania
Trapez	Trapezoid
Tratat	Treaty
Tratatul de la Versailles	Treaty of Versailles
Arbore	Tree
Trento	Trento
Trenton, New Jersey	Trenton
Triunghi	Triangle
