Turkish	English
Doğal dil işleme	Natural language processing
Doğal sayılar	Natural number
Doğa bilimleri	Natural science
Doğal seçilim.	Natural selection
Doğa	Nature
Kategori:Doğa	Nature
Nauru	Nauru
Kategori:Nauru	Nauru
Kategori:Seyir	Navigation
Seyir	Navigation
Nasıra	Nazareth
Nazi Almanyası	Nazi Germany
Kategori:Nazi Almanyası	Nazi Germany
NSDAP	Nazi Party
Kategori:Nasyonal Sosyalizm	Nazism
Neandertal adamı	Neanderthal
Nebraska	Nebraska
Kategori:Nebraska	Nebraska
Nebukadnezar	Nebuchadrezzar II
Nebula (astronomi)	Nebula
Kravat	Necktie
Nefertiti	Nefertiti
Neil Alden Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Yuvarlak solucanlar	Nematode
Nemea Aslanı	Nemean Lion
Nemesis	Nemesis (mythology)
Neodimyum	Neodymium
Cilalı Taş Devri	Neolithic
Neon	Neon
Neoplatonizm	Neoplatonism
Nepal	Nepal
Kategori:Nepal	Nepal
Neftis	Nephthys
Neptün (gezegen)	Neptune
Neptünyum	Neptunium
Neron	Nero
Nerva	Nerva
Sinir sistemi	Nervous system
Kategori:Sinir sistemi	Nervous system
Diofizit	Nestorianism
Hollanda	Netherlands
Kategori:Hollanda	Netherlands
Hollanda Antilleri	Netherlands Antilles
Nöroloji	Neurology
Kategori:Nöroloji	Neurology
Sinir hücresi	Neuron
Nörotransmitterler	Neurotransmitter
Nötron	Neutron
Nötron yıldızı	Neutron star
Neva Nehri	Neva River
Nevada	Nevada
Kategori:Nevada	Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
Yeni Kaledonya	New Caledonia
Yeni Delhi	New Delhi
New England	New England
Yeni Gine	New Guinea
New Hampshire	New Hampshire
Kategori:New Hampshire	New Hampshire
New Jersey	New Jersey
New Mexico	New Mexico
Kategori:New Mexico	New Mexico
New Orleans	New Orleans
Yeni Güney Galler	New South Wales
Yeni Ahit	New Testament
Yeni Dünya	New World
Yılbaşı	New Year
New York (eyalet)	New York
Kategori:New York (eyalet)	New York
New York	New York City
Kategori:New York	New York City
Yeni Zelanda	New Zealand
Kategori:Yeni Zelanda	New Zealand
Newfoundland ve Labrador	Newfoundland and Labrador
Newport	Newport
Newton (birim)	Newton
Niyasin	Niacin
Niagara Şelalesi	Niagara Falls
Niamey	Niamey
Nikaragua	Nicaragua
Nice	Nice
Petrović Njegoš	Nicholas
Nikel	Nickel
Mikolaj Kopernik	Nicolaus Copernicus
Lefkoşa	Nicosia
Nikotin	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Nijer	Niger
Nijer Nehri	Niger River
Nijerya	Nigeria
Kategori:Nijerya	Nigeria
Bülbül	Nightingale
Hiççilik	Nihilism
Nike (firma)	Nike
Nike (mitoloji)	Nike (mythology)
Nikita Sergeyeviç Kruşçev	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nil	Nile
Nil timsahı	Nile crocodile
Ninja	Ninja
Niobyum	Niobium
Nirvana (Budizm)	Nirvana
Nitrik asit	Nitric acid
Azot	Nitrogen
Nitrogliserin	Nitroglycerin
Nuh	Noah
Noam Chomsky	Noam Chomsky
Nobel Ödülü	Nobel Prize
Kategori:Nobel Ödülleri	Nobel Prize
Nobelyum	Nobelium
Soygaz	Noble gas
Göçebe	Nomad
Ametal	Nonmetal
Norfolk Adası	Norfolk Island
Norma (takımyıldız)	Norma (constellation)
Normal dağılım	Normal distribution
Norman Mailer	Norman Mailer
Normandiya	Normandy
Norn	Norn
Norse mitolojisi	Norse mythology
Kategori:İskandinav mitolojisi	Norse mythology
Kuzey	North
Kuzey Afrika	North Africa
Kuzey Amerika	North America
Kategori:Kuzey Amerika	North America
Kuzey Karolina	North Carolina
Kategori:Kuzey Karolina	North Carolina
Kuzey Dakota	North Dakota
Kategori:Kuzey Dakota	North Dakota
Kuzey Adası (Yeni Zelanda)	North Island
Kuzey Kore	North Korea
Kuzey Kutbu	North Pole
Kuzey Denizi	North Sea
Kuzey Yarımküre	Northern Hemisphere
Kuzey İrlanda	Northern Ireland
Kategori:Kuzey İrlanda	Northern Ireland
Kuzey Mariana Adaları	Northern Mariana Islands
Kuzeybatı Toprakları	Northwest Territories
Norveç	Norway
Kategori:Norveç	Norway
Norveç Kronu	Norwegian krone
Burun (organ)	Nose
Nostradamus	Nostradamus
Nota (müzik)	Note
Nouakchott	Nouakchott
İsim	Noun
Yeni İskoçya	Nova Scotia
Novaya Zemlya	Novaya Zemlya
Roman (edebiyat)	Novel
Kasım	November
1 Kasım	November 1
11 Kasım	November 11
2 Kasım	November 2
5 Kasım	November 5
Ν	Nu (letter)
Fisyon	Nuclear fission
Füzyon	Nuclear fusion
Çekirdek fiziği	Nuclear physics
Nükleer enerji	Nuclear power
Atom bombası	Nuclear weapon
Nükleik asit	Nucleic acid
nükleon	Nucleon
Nükleotit	Nucleotide
Sayı	Number
Kategori:Sayılar	Numbers
Nümismatik	Numismatics
Kategori:Nümismatik	Numismatics
Nunavut	Nunavut
Nürnberg (kent)	Nuremberg
Kuru yemiş	Nut (fruit)
Muskat	Nutmeg
Kategori:Beslenme	Nutrition
Nemf	Nymph
Nilüfergiller	Nymphaeaceae
Niks	Nyx (mythology)
O (harf)	O
OPEC	OPEC
Oahu	Oahu
Meşe	Oak
Vaha	Oasis
Yulaf	Oat
Obi Nehri	Ob River
Dikilitaş (anıt)	Obelisk
Obezite	Obesity
Nesne Yönelimli Programlama	Object-oriented programming
Gözlemevi	Observatory
Obsidyen	Obsidian
Ockham'ın Usturası	Occam's razor
Okyanus	Ocean
Okyanusya	Oceania
Kategori:Okyanusya	Oceania
Okeanidler	Oceanid
Oşinografi	Oceanography
Kategori:Okyanusbilim	Oceanography
Okeanos	Oceanus
Octans (takımyıldız)	Octans
Oktav	Octave
Ekim	October
12 Ekim	October 12
24 Ekim	October 24
Ekim Devrimi	October Revolution
Ahtapot	Octopus
Odessa	Odessa
Odin	Odin
Kızböcekleri	Odonata
Odisseas	Odysseus
Odysseia	Odyssey
Oedipus	Oedipus
Ofsayt	Offside (football)
Ohio	Ohio
Kategori:Ohio	Ohio
Ohm	Ohm
Ohm Kanunu	Ohm's law
Okapi	Okapi
Oklahoma	Oklahoma
Kategori:Oklahoma	Oklahoma
Oktoberfest	Oktoberfest
Eski Nors dili	Old Norse
Eski Ahit	Old Testament
Oligarşi	Oligarchy
Oligosen	Oligocene
Oligopoli	Oligopoly
Zeytin	Olive
Zeytinyağı	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivin	Olivine
Olimpiya	Olympia
Olimpiyat Oyunları	Olympic Games
Kategori:Olimpiyat Oyunları	Olympics
Omaha, Nebraska	Omaha
Umman	Oman
Kategori:Umman	Oman
Omega (alfabe)	Omega
Ο	Omicron
Kategori:Onkoloji	Oncology
Soğan	Onion
Onomastik	Onomastics
Ontario	Ontario
Ontoloji	Ontology
Oort bulutu	Oort cloud
Opal	Opal
Opel	Opel
Opera	Opera
Opera (Ağ Tarayıcısı)	Opera (Internet suite)
İşletim sistemi	Operating system
Ophiuchus (takımyıldız)	Ophiuchus
Afyon (narkotik)	Opium
Fiberoptik	Optical fiber
Optik	Optics
Kategori:Optik	Optics
Optimizasyon	Optimization (mathematics)
Oral seks	Oral sex
Turuncu	Orange (colour)
Portakal	Orange (fruit)
Orangutan	Orangutan
Oratoryo	Oratorio
Yörünge	Orbit
Katil balina	Orca
Orkestra	Orchestra
Salepgiller	Orchidaceae
Takım (biyoloji)	Order (biology)
Ordovisyen	Ordovician
Mercanköşk	Oregano
Oregon	Oregon
Kategori:Oregon	Oregon
Orestes	Orestes (mythology)
Organ (anatomi)	Organ (anatomy)
Org	Organ (music)
Organel	Organelle
Organik kimya	Organic chemistry
Kategori:Organik kimya	Organic chemistry
Organizma	Organism
Orgazm	Orgasm
Origami	Origami
Orinoco	Orinoco
Orion (takımyıldız)	Orion (constellation)
Orlando, Florida	Orlando
Ornitoloji	Ornithology
Kategori:Ornitoloji	Ornithology
Orfe	Orpheus
Orson Welles	Orson Welles
Ortografi	Orthography
Osaka	Osaka
Usame bin Ladin	Osama bin Laden
Oscar Wilde	Oscar Wilde
Osiris	Osiris
Oslo	Oslo
Osman Gazi	Osman I
Osmiyum	Osmium
Balık kartalı	Osprey
Kemiklibalıklar	Osteichthyes
Osteoporoz	Osteoporosis
Deve kuşu	Ostrich
Othello (oyun)	Othello
Otho	Otho
Ottawa, Ontario	Ottawa
Otto Hahn	Otto Hahn
Otto von Bismarck	Otto von Bismarck
Osmanlı Devleti	Ottoman Empire
Kategori:Osmanlı Devleti	Ottoman Empire
Ons	Ounce
Yumurtalık	Ovary
Ovidius	Ovid
Oviedo	Oviedo
Koyun	Ovis
Yumurta (hücre)	Ovum
Baykuş	Owl
Oxford	Oxford
Oksit	Oxide
Oksijen	Oxygen
Oksimoron	Oxymoron
Ozon	Ozone
Ozonosfer	Ozone layer
P (harf)	P
PAL (elektronik)	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Büyük Okyanus	Pacific Ocean
Kategori:Büyük Okyanus	Pacific Ocean
Pasifizm	Pacifism
Paganlık	Paganism
Kategori:Resim	Painting
Pakistan	Pakistan
Kategori:Pakistan	Pakistan
Versay Sarayı	Palace of Versailles
Palau	Palau
Kategori:Palau	Palau
Paleosen	Paleocene
Eski Taş Çağı	Paleolithic
Paleontoloji	Paleontology
Kategori:Paleontoloji	Paleontology
Paleozoik zaman	Paleozoic
Palermo	Palermo
Filistin	Palestine
Kategori:Filistin	Palestine
Filistin Kurtuluş Örgütü	Palestine Liberation Organization
Filistin Ulusal Yönetimi	Palestinian National Authority
Palindrom	Palindrome
Paladyum	Palladium
Palmira	Palmyra
Pamir Dağları	Pamir Mountains
Pan (mitoloji)	Pan (mythology)
Panama	Panama
Panama Kanalı	Panama Canal
Pankreas	Pancreas
Pandemi	Pandemic
Pandora	Pandora
Pangea	Pangaea
Panteizm	Pantheism
Panteon, Roma	Pantheon
Panthera	Panthera
Papalık Devleti	Papal States
Papua Yeni Gine	Papua New Guinea
Kategori:Papua Yeni Gine	Papua New Guinea
Papirüs	Papyrus
Parabol	Parabola
Paracelsus	Paracelsus
Paraşüt	Parachute
Paradigma	Paradigm
Paradoks	Paradox
Yamaç paraşütü	Paragliding
Paraguay	Paraguay
Kategori:Paraguay	Paraguay
Iraklık açısı	Parallax
Paralelkenar	Parallelogram
Paramaribo	Paramaribo
Paranoya	Paranoia
Parafili	Paraphilia
Parapsikoloji	Parapsychology
Paris	Paris
Kategori:Paris	Paris
Paris (mitoloji)	Paris (mythology)
Çift ve tek sayılar	Parity (mathematics)
Parlamento	Parliament
Parmenides	Parmenides
Parodi	Parody
Papağan	Parrot
Parsek	Parsec
Maydanoz	Parsley
Partenon	Parthenon
Partlar	Parthia
Parçacık fiziği	Particle physics
Kategori:Parçacık fiziği	Particle physics
Parvati	Parvati
Pascal	Pascal
Pascal programlama dili	Pascal (programming language)
Pascal (birim)	Pascal (unit)
Kategori:Ötücü kuşlar	Passeriformes
Ötücü kuşlar	Passerine
Hamursuz Bayramı	Passover
Pasaport	Passport
Parola	Password
Pastörizasyon	Pasteurization
Patagonya	Patagonia
Patent	Patent
Patoloji	Pathology
Patras	Patras
Patrik	Patriarch
Patrick White	Patrick White
Paul Gauguin	Paul Gauguin
Paul Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Pavlus	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Pauli dışlama prensibi	Pauli exclusion principle
Pavo (takımyıldız)	Pavo (constellation)
Piyon (satranç)	Pawn (chess)
Bezelye	Pea
Barış	Peace
Vestfalya Antlaşması	Peace of Westphalia
Şeftali	Peach
Tavus kuşu	Peafowl
Yer fıstığı	Peanut
Armut	Pear
İnci	Pearl
Pearl Harbor, Hawaii	Pearl Harbor
Humuslu toprak	Peat
Kategori:Pedagoji	Pedagogy
Pediatri	Pediatrics
Pedofili	Pedophilia
Pegasus	Pegasus
Pegasus (takımyıldız)	Pegasus (constellation)
Mora Yarımadası	Peloponnese
Kalem	Pencil
Penelope	Penelope
Penguen	Penguin
Penisilin	Penicillin
Yarımada	Peninsula
Pensilvanya	Pennsylvania
Kategori:Pennsylvania	Pennsylvania
Beşgen	Pentagon
Pentagram (yıldız)	Pentagram
Pentekost	Pentecost
Pentakostalizm	Pentecostalism
Kategori:Kişiler	People
Çin Halk Cumhuriyeti	People's Republic of China
Pepsi	Pepsi
peptit	Peptide
Algı	Perception
Levreksiler	Perciformes
Perküsyon	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Bayağı doğan	Peregrine Falcon
Perestroyka	Perestroika
Parfüm	Perfume
Perikles	Pericles
Periyodik tablo	Periodic table
Perm	Perm
Permiyen	Permian
Permütasyon	Permutation
Devridaim makinası	Perpetual motion
Persephone	Persephone
Persepolis	Persepolis
Perseus (mitoloji)	Perseus
Perseus (takımyıldız)	Perseus (constellation)
Pers İmparatorluğu	Persian Empire
Basra Körfezi	Persian Gulf
Cep bilgisayarı	Personal digital assistant
Perth	Perth
Peru	Peru
Kategori:Peru	Peru
Petrus Abelardus	Peter Abelard
Peter Sellers	Peter Sellers
Petrarca	Petrarch
Petrol	Petroleum
Petroloji	Petrology
Firavun	Pharaoh
Farmakoloji	Pharmacology
Kategori:Farmakoloji	Pharmacology
Maddenin halleri	Phase (matter)
Fenol	Phenol
Görüngübilim	Phenomenology
Fenotip	Phenotype
Fenilalanin	Phenylalanine
Fenilketonüri	Phenylketonuria
Φ	Phi (letter)
Philadelphia, Pensilvanya	Philadelphia
Filateli	Philately
Kategori:Filateli	Philately
II. Filip	Philip II of Macedon
Philipp Lenard	Philipp Lenard
Filipinler	Philippines
Kategori:Filipinler	Philippines
Filoloji	Philology
Felsefe	Philosophy
Kategori:Felsefe	Philosophy
Portal:Felsefe	Philosophy
Phnom Penh	Phnom Penh
Fobi	Phobia
Phobos (uydu)	Phobos (moon)
Fenike	Phoenicia
Phoenix	Phoenix
Phoenix (takımyıldız)	Phoenix (constellation)
Huma kuşu	Phoenix (mythology)
Phoenix (uzay gemisi)	Phoenix (spacecraft)
Fonem	Phoneme
Sesbilim	Phonetics
Kategori:Sesbilim	Phonetics
Fosfat	Phosphate
Fosfor	Phosphorus
Fotoğrafçılık	Photography
Kategori:Fotoğrafçılık	Photography
Foton	Photon
Işıkyuvarı	Photosphere
Fotosentez	Photosynthesis
Şube (biyoloji)	Phylum
Fiziksel kimya	Physical chemistry
Kategori:Fiziksel kimya	Physical chemistry
Doktor	Physician
Fizik	Physics
Kategori:Fizik	Physics
Portal:Fizik	Physics
Fizyoloji	Physiology
Kategori:Fizyoloji	Physiology
Pi sayısı	Pi
Pi (harf)	Pi (letter)
Piyano	Piano
Picardie	Picardie
Ağaçkakansılar	Piciformes
Pictor (takımyıldız)	Pictor
Pidgin (yazılım)	Pidgin (software)
Piyemont	Piedmont
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Pilsen	Pilsen
Çamgiller	Pinaceae
Pindar	Pindar
Çam	Pine
Ananas	Pineapple
Ping	Ping
Pembe	Pink
Yüzgeçayaklılar	Pinniped
Pisa, İtalya	Pisa
Pisces (takımyıldız)	Pisces (constellation)
Piston	Piston
Pittsburgh, Pennsylvania	Pittsburgh
Hipofiz	Pituitary gland
Piksel	Pixel
Pizza	Pizza
İntihal	Plagiarism
Gezegen	Planet
Gezegenimsi bulutsular	Planetary nebula
Plankton	Plankton
Bitkiler	Plant
Plazma (fizik)	Plasma (physics)
Plazmid	Plasmid
Plastik	Plastic
Plastit	Plastid
Levha hareketleri	Plate tectonics
Trombosit	Platelet
Platin	Platinum
Eflatun	Plato
Ornitorenk	Platypus
Playboy (dergi)	Playboy
Oyun kâğıdı	Playing card
Ülker (yıldız kümesi)	Pleiades (star cluster)
Plevne	Pleven
Gaius Plinius Secundus	Pliny the Elder
Pliyosen Çağ	Pliocene
Plotinus	Plotinus
Filibe	Plovdiv
Erik	Plum
Plutarkhos	Plutarch
Plüton	Pluto
Plütonyum	Plutonium
Plymouth (şehir)	Plymouth
Zatürree	Pneumonia
Po Nehri	Po River
Buğdaygiller	Poaceae
Podcast	Podcast
Şiir	Poetry
Kategori:Şiir	Poetry
Zehir	Poison
Poitou-Charentes	Poitou-Charentes
Poker	Poker
Polonya	Poland
Kategori:Polonya	Poland
Kutup ayısı	Polar bear
Kutup Yıldızı	Polaris
Polis	Police
Siyasi Parti	Political party
Siyasi Bilimler	Political science
Kategori:Siyaset bilimi	Political science
Siyaset	Politics
Kategori:Politika	Politics
Polen	Pollen
Polo	Polo
Polonyum	Polonium
Polietilen	Polyethylene
Çokgen	Polygon
Polymnia	Polyhymnia
Polimer	Polymer
Polinezya	Polynesia
Polinom	Polynomial
Çoktanrıcılık	Polytheism
Polivinil klorür	Polyvinyl chloride
Nar	Pomegranate
Pompeii Felaketi	Pompeii
Pontius Pilatus	Pontius Pilate
Pop sanatı	Pop art
Pop Müzik	Pop music
Papa	Pope
Kavak (bitki)	Poplar
Dünya nüfusu	Population
Popülizm	Populism
Porselen	Porcelain
Pornografi	Pornography
Liman	Port
Port Moresby, Papua Yeni Gine	Port Moresby
Port of Spain	Port of Spain
Port-au-Prince	Port-au-Prince
Portland, Oregon	Portland
Portland	Portland
Porto	Porto
Portekiz	Portugal
Kategori:Portekiz	Portugal
Posiedon (mitoloji)	Poseidon
Pozitron	Positron
Pul (posta)	Postage stamp
Posta kodu	Postal code
Postmodernizm	Postmodernism
Potasyum	Potassium
Potasyum nitrat	Potassium nitrate
Patates	Potato
Potansiyel enerji	Potential energy
Potsdam	Potsdam
İngiliz Sterlini	Pound sterling
Güç (Fizik)	Power (physics)
Elektrik santrali	Power station
Praetor	Praetor
Prag	Prague
Dua	Prayer
Kambriyen öncesi	Precambrian
Presesyon	Precession
Yağış	Precipitation (meteorology)
Gebelik	Pregnancy
Prehistorya	Prehistory
Kategori:Prehistorya	Prehistory
Cumhurbaşkanı	President
Amerika Birleşik Devletleri devlet başkanları	President of the United States
Basınç	Pressure
Pretoria	Pretoria
Priamos	Priam
Primatlar	Primate
Kategori:Maymunlar	Primates
Başbakan	Prime minister
Asal sayılar	Prime number
Prens Edward Adası	Prince Edward Island
Prens Philip, Edinburgh Dükü	Prince Philip
Princeton Üniversitesi	Princeton University
Görelilik ilkesi	Principle of relativity
Matbaacılık	Printing
Prion	Prion
Cezaevi	Prison
Savaş Tutsağı	Prisoner of war
Goncourt Akademisi Edebiyat Ödülü	Prix Goncourt
Olasılık	Probability
Olasılık kuramı	Probability theory
Rakungiller	Procyonidae
Profesör	Professor
kâr	Profit
Bilgisayar programcılığı	Programmer
Programlama dilleri	Programming language
Progressive rock	Progressive rock
Proje	Project
Prokaryot	Prokaryote
Prolog	Prolog
Prometheus	Prometheus
Prometyum	Promethium
Zamir	Pronoun
Propaganda	Propaganda
Propan	Propane
Peygamber	Prophet
Nesir	Prose
Prostat	Prostate
Protein	Protein
Proterozoik Devir	Proterozoic
Reform	Protestant Reformation
Protestanlık	Protestantism
Protistler	Protist
Kategori:Protista	Protista
Proton	Proton
Providence, Rhode Island	Providence
Proxima Centauri	Proxima Centauri
Prunus	Prunus
Prusya	Prussia
Zebur	Psalms
Kategori:Sözdebilim	Pseudoscience
Sözdebilim	Pseudoscience
Ψ	Psi (letter)
Sedef hastalığı	Psoriasis
Psikiyatri	Psychiatry
Kategori:Psikiyatri	Psychiatry
Psikanaliz	Psychoanalysis
Ruh bilimi	Psychology
Kategori:Psikoloji	Psychology
Psikoz	Psychosis
Psikoterapi	Psychotherapy
Ptah	Ptah
Batlamyus	Ptolemy
Ergenlik dönemi	Puberty
Kamu malı	Public domain
Halkla İlişkiler	Public relations
Porto Riko	Puerto Rico
Kategori:Porto Riko	Puerto Rico
Pula	Pula
Palanga	Pulley
Pulsar	Pulsar
Pompa	Pump
Noktalama işaretleri	Punctuation
Punk rock	Punk rock
Puppis (takımyıldız)	Puppis
Pyongyang	Pyongyang
Piramit	Pyramid
Piramit (geometri)	Pyramid (geometry)
Pireneler	Pyrenees
Pirit	Pyrite
Pisagor	Pythagoras
Python Programlama Dili	Python (programming language)
Pyxis (takımyıldız)	Pyxis
Q (harf)	Q
Katar	Qatar
Kategori:Katar	Qatar
Tsin Hanedanı	Qin Dynasty
Tsing Hanedanı	Qing Dynasty
Dörtgen	Quadrilateral
Quaestor	Quaestor
Kuantum mekaniği	Quantum mechanics
Kategori:Kuvantum mekaniği	Quantum mechanics
Karantina	Quarantine
Kuark	Quark
Kuvars	Quartz
Kuasar	Quasar
Kuvaterner	Quaternary
Quebec	Quebec
Kategori:Quebec	Quebec
Quebec Şehri	Quebec City
Quechua	Quechua
Vezir (satranç)	Queen (chess)
Queensland	Queensland
Quentin Tarantino	Quentin Tarantino
Soru işareti	Question mark
Ayva	Quince
Quito	Quito
R (harf)	R
RAID	RAID
RNA	RNA
Ra	Ra
Rabat	Rabat
Haham	Rabbi
Rabindranath Tagore	Rabindranath Tagore
Rakun köpeği	Raccoon Dog
Irk	Race
Rachel Carson	Rachel Carson
Irkçılık	Racism
Kategori:Irkçılık	Racism
Radar	Radar
Kategori:Radyo	Radio
Radyo teleskop	Radio telescope
Radyoaktivite	Radioactive decay
Radyokarbon tarihleme yöntemi	Radiocarbon dating
Radyoloji	Radiology
Radyum	Radium
Yarıçap	Radius
Radon	Radon
Yağmur	Rain
Gökkuşağı	Rainbow
Rainer Maria Rilke	Rainer Maria Rilke
Ralph Waldo Emerson	Ralph Waldo Emerson
Rama (avatar)	Rama
Ramazan	Ramadan
Ramayana	Ramayana
II. Ramses	Ramesses II
RAM	Random access memory
Düğün çiçeğigiller	Ranunculaceae
Irza geçme	Rape
Kanola	Rapeseed
Raffaello Santi	Raphael
İsrafil	Raphael (archangel)
Ahududu	Raspberry
Keme	Rat
Oranlı sayılar	Rational number
Ravenna	Ravenna
Rawalpindi	Rawalpindi
Ray Bradbury	Ray Bradbury
ROM	Read-only memory
Gerçel sayılar	Real number
Resesyon	Recession
Dikdörtgen	Rectangle
Doğrultucu	Rectifier
Özyineleme	Recursion
Geri dönüşüm	Recycling
Kırmızı	Red
Kızıl Ordu Fraksiyonu	Red Army Faction
Kızıl geyik	Red Deer
Kızıl tilki	Red Fox
Küçük panda	Red Panda
Kızıldeniz	Red Sea
Kırmızı algler	Red algae
Alyuvar	Red blood cell
Kırmızı cüce	Red dwarf
Kırmızıya kayma	Redshift
İndirgenmiş komut takımı bilgisayarı	Reduced instruction set computer
Referandum	Referendum
Kırılım	Refraction
Kırılma indisi	Refractive index
Sığınmacı	Refugee
Vali	Regent
Reggae	Reggae
Alay	Regiment
Regina	Regina
Reims	Reims
Reenkarnasyon	Reincarnation
Ren geyiği	Reindeer
Bağıntı	Relation (mathematics)
Görecilik	Relativism
Kategori:Görelilik	Relativity
Röle	Relay
Din	Religion
Kategori:Din	Religion
Religious Society of Friends	Religious Society of Friends
Rembrandt	Rembrandt
Rönesans	Renaissance
Üreme	Reproduction
Sürüngenler	Reptile
Cumhuriyet (kavram)	Republic
Çin Cumhuriyeti	Republic of China
İrlanda	Republic of Ireland
Kategori:İrlanda Cumhuriyeti	Republic of Ireland
Kongo Cumhuriyeti	Republic of the Congo
Cumhuriyetçi Parti (ABD)	Republican Party (United States)
Requiem	Requiem
Direnç (elektronik)	Resistor
Solunum sistemi	Respiratory system
Reticulum (takımyıldız)	Reticulum
Retina	Retina
A vitamini	Retinol
Devrim	Revolution
Rheia	Rhea (mythology)
Renyum	Rhenium
Retorik	Rhetoric
Kategori:Retorik	Rhetoric
Ren Nehri	Rhine
Gergedan	Rhinoceros
Ρ	Rho (letter)
Rhode Island	Rhode Island
Kategori:Rhode Island	Rhode Island
Rodos Adası	Rhodes
Rodyum	Rhodium
Ritim	Rhythm
Rhythm and Blues	Rhythm and blues
Kaburga	Rib
Riboflavin	Riboflavin
Ribozom	Ribosome
Pirinç (çeltik)	Rice
Richard Feynman	Richard Feynman
Richard Nixon	Richard Nixon
Richard Wagner	Richard Wagner
Rick Wright	Richard Wright (musician)
Riga	Riga
Halka (Cebir)	Ring (mathematics)
Ringo Starr	Ringo Starr
Rio Grande	Rio Grande
Rio de Janeiro	Rio de Janeiro
Nehir	River
Thames Nehri	River Thames
Riyad	Riyadh
Roald Amundsen	Roald Amundsen
Robert A. Heinlein	Robert A. Heinlein
Robert A. Millikan	Robert Andrews Millikan
Robert Boyle	Robert Boyle
Robert Burns	Robert Burns
Robert De Niro	Robert De Niro
Robert Edward Lee	Robert E. Lee
Robert Falcon Scott	Robert Falcon Scott
Robert Hooke	Robert Hooke
Robert Koch	Robert Koch
Robert Louis Stevenson	Robert Louis Stevenson
Robert Oppenheimer	Robert Oppenheimer
Robert Owen	Robert Owen
Robert Redford	Robert Redford
Robert Schumann	Robert Schumann
Robin Hood	Robin Hood
Robot	Robot
Kayaç	Rock (geology)
Rock and Roll	Rock and roll
Rock müzik	Rock music
Kategori:Rock müzik	Rock music
Roket	Rocket
Kayalık Dağlar	Rocky Mountains
Rokoko	Rococo
Kemiriciler	Rodent
Karaca	Roe Deer
Röntgenyum	Roentgenium
Roger Bacon	Roger Bacon
Roma İmparatorluğu	Roman Empire
Roma Cumhuriyeti	Roman Republic
Roma Hukuku	Roman law
Roma lejyonu	Roman legion
Roma mitolojisi	Roman mythology
Kategori:Roma mitolojisi	Roman mythology
Romanya	Romania
Kategori:Romanya	Romania
Romanş	Romansh
Romantizm akımı	Romanticism
Roma, İtalya	Rome
Kategori:Roma	Rome
Ronald Reagan	Ronald Reagan
Çatı	Roof
Ekin kargası	Rook (bird)
Kale (satranç)	Rook (chess)
Roosevelt	Roosevelt
Kök	Root
Rosa Parks	Rosa Parks
Gülgiller	Rosaceae
Rosales	Rosales
Rosario	Rosario
Gül	Rose
Biberiye	Rosemary
Rosetta Taşı	Rosetta Stone
Ross Denizi	Ross Sea
Rostock	Rostock
Tekerlekli hayvanlar	Rotifer
Rotterdam	Rotterdam
Yönlendirici	Router
Rubidyum	Rubidium
Ahududu	Rubus idaeus
Yakut	Ruby
Ruby (programlama dili)	Ruby (programming language)
Rudolf Diesel	Rudolf Diesel
Rudolf Hess	Rudolf Hess
Rudyard Kipling	Rudyard Kipling
Ragbi	Rugby football
Rupert Murdoch	Rupert Murdoch
Rusya	Russia
Kategori:Rusya	Russia
Rus Ortodoks Kilisesi	Russian Orthodox Church
Ekim Devrimi	Russian Revolution (1917)
Rutenyum	Ruthenium
Rutherford B. Hayes	Rutherford B. Hayes
Rutherfordiyum	Rutherfordium
Ruanda	Rwanda
Kategori:Ruanda	Rwanda
Çavdar	Rye
S (harf)	S
SOS	SOS
Sakrament	Sacrament
Saddam Hüseyin	Saddam Hussein
Safari (ağ tarayıcısı)	Safari (web browser)
Safran	Saffron
Sagitta (takımyıldız)	Sagitta
Sagittarius (takımyıldız)	Sagittarius (constellation)
Sahra Çölü	Sahara
Yelken	Sail
Aziz George	Saint George
Saint Kitts ve Nevis	Saint Kitts and Nevis
Saint Lawrence Nehri	Saint Lawrence River
Saint Lucia	Saint Lucia
Aziz Martin	Saint Martin
St. Paul, Minnesota	Saint Paul
Petrus	Saint Peter
St. Petersburg	Saint Petersburg
Saint Vincent ve Grenadinler	Saint Vincent and the Grenadines
Kategori:Saint Vincent ve Grenadinler	Saint Vincent and the Grenadines
Sake	Sake
Selahaddin Eyyubi	Saladin
Namaz	Salah
Semender	Salamander
