English	Chinese
Marketing	Category:市场营销
Markup language	置标语言
Marlene Dietrich	玛莲娜·迪特里茜
Marquis de Sade	薩德侯爵
Marrakech	马拉喀什
Marriage	婚姻
Mars	Category:火星
Mars (disambiguation)	MARS
Mars (mythology)	玛尔斯
Marseille	马赛
Marshall Islands	馬紹爾群島
Marshall Islands	Category:马绍尔群岛
Marshall Plan	马歇尔计划
Marsupial	有袋類
Martin Buber	马丁·布伯
Martin Heidegger	马丁·海德格尔
Martin Luther	馬丁·路德
Martin Luther King	马丁·路德·金
Martin Scorsese	马丁·斯科西斯
Martin Van Buren	马丁·范布伦
Martina Navratilova	玛蒂娜·纳芙拉蒂洛娃
Martinique	馬提尼克
Martyr	殉道
Marx Brothers	馬克思兄弟
Marxism	马克思主义
Marxism	Category:馬克思主義
Mary (mother of Jesus)	聖母瑪利亞
Mary Magdalene	抹大拉的馬利亞
Mary Shelley	玛丽·雪莱
Mary Wollstonecraft	玛丽·沃斯通克拉夫特
Maryland	马里兰州
Maryland	Category:马里兰州
Maseru	马塞卢
Mashhad	馬什哈德
Mass	质量
Mass (liturgy)	弥撒
Mass number	質量數
Massachusetts	麻薩諸塞州
Massachusetts	Category:麻薩諸塞州
Massachusetts Institute of Technology	麻省理工学院
Masturbation	手淫
Mata Hari	玛塔·哈里
Match	火柴
Materialism	唯物主义
Mathematical logic	数理逻辑
Mathematical logic	Category:數理邏輯
Mathematical proof	證明
Mathematics	数学
Mathematics	Category:数学
Mathematics	Portal:数学
Matrix (mathematics)	矩阵
Matter	物质
Matterhorn	馬特洪峰
Mauna Kea	冒纳凯阿火山
Mauna Loa	冒纳罗亚火山
Maurice Ravel	莫里斯·拉威爾
Mauritania	毛里塔尼亚
Mauritania	Category:毛里塔尼亚
Mauritius	毛里求斯
Mauritius	Category:毛里求斯
Max Born	马克斯·玻恩
Max Planck	马克斯·普朗克
Max Weber	马克斯·韦伯
Maxwell's equations	麦克斯韦方程组
May	5月
May 1	5月1日
May 24	5月24日
Mayenne	马耶讷省
Mayfly	蜉蝣目
Mayonnaise	蛋黃醬
Mayor	市长
Mbabane	墨巴本
McCarthyism	麦卡锡主义
Mead	蜂蜜酒
Measles	痲疹
Measure (mathematics)	测度
Measurement	Category:量度
Measurement	量度
Meat	肉类食物
Mecca	麥加
Mechanical engineering	机械工程
Mechanical engineering	Category:机械工程
Mechanics	Category:力學
Mechanics	力学
Medea	米蒂亞
Median	中位數
Medication	藥物治療
Medici	梅第奇家族
Medicine	医学
Medicine	Category:医学
Medina	麦地那
Meditation	冥想
Mediterranean	Category:地中海
Mediterranean Sea	地中海
Medusa	美杜莎
Meerkat	狐獴
Megabyte	Megabyte
Meiosis	减数分裂
Meitnerium	䥑
Mekong	湄公河
Mel Gibson	梅尔·吉布森
Melanesia	美拉尼西亚
Melody	旋律
Melon	瓜
Melpomene	墨爾波墨涅
Melting	融化
Melting point	熔点
Meme	迷因
Memory	記憶
Memphis	孟菲斯 (田納西州)
Memphis	孟斐斯 (埃及)
Menachem Begin	梅纳赫姆·贝京
Mendelevium	钔
Menelaus	墨涅拉俄斯
Meningitis	脑膜炎
Mensa (constellation)	山案座
Menstrual cycle	月經
Menstruation	月經
Mental disorder	精神疾病
Mentha	薄荷
Mercantilism	重商主义
Mercenary	僱傭兵
Mercury (element)	汞
Mercury (mythology)	墨丘利
Mercury (planet)	水星
Meridian (geography)	经线
Meritocracy	精英政治
Mermaid	美人魚
Merovingian	墨洛溫王朝
Meryl Streep	梅丽·史翠普
Mesolithic	中石器時代
Meson	介子
Mesopotamia	美索不达米亚
Mesopotamia	Category:两河流域
Mesosphere	中间层
Mesozoic	中生代
Messenger RNA	MRNA
Messiah	彌賽亞
Messina	墨西拿
Metabolism	代谢
Metadata	元数据
Metal	金属
Metallic bond	金属键
Metalloid	类金属
Metallurgy	冶金学
Metallurgy	Category:冶金
Metamorphic rock	變質岩
Metaphor	隐喻
Metaphysics	形而上学
Metaphysics	Category:形上學
Metastasis	遠端轉移
Meteor shower	流星雨
Meteorite	隕石
Meteoroid	流星体
Meteorology	Category:气象学
Meteorology	气象学
Methadone	美沙酮
Methamphetamine	甲基苯丙胺
Methanol	甲醇
Methionine	蛋氨酸
Methodism	卫理宗
Metis (moon)	木卫十六
Metonymy	轉喻
Metre	米 (单位)
Metric space	度量空间
Meuse	默兹省
Meuse River	默兹河
Mexico	墨西哥
Mexico	Category:墨西哥
Mexico City	墨西哥城
Miami	迈阿密
Mica	云母
Michael (archangel)	米迦勒
Michael Faraday	麥可·法拉第
Michel Ney	米歇尔·内伊
Michelangelo	米开朗基罗
Michigan	密歇根州
Michigan	Category:密歇根州
Mick Jagger	米克·贾格尔
Mickey Mouse	米老鼠
Microbiology	微生物学
Microbiology	Category:微生物学
Microeconomics	微观经济学
Microeconomics	Category:微观经济学
Micronesia	密克罗尼西亚群岛
Microorganism	微生物
Microphone	麦克风
Microprocessor	微处理器
Microscope	顯微鏡
Microscopium	显微镜座
Microwave	微波
Microwave oven	微波炉
Middle Ages	中世纪
Middle Ages	Category:中世紀
Middle East	中东地区
Middle East	Category:中东
Midnight sun	极昼
Migraine	偏頭痛
Miguel de Cervantes	米格尔·德塞万提斯
Mike Tyson	迈克·泰森
Mikhail Bakunin	米哈依尔·巴枯宁
Mikhail Glinka	米哈依尔·伊万诺维奇·格林卡
Mikhail Gorbachev	米哈伊尔·戈尔巴乔夫
Milan	米蘭
Mile	英里
Miles Davis	邁爾士·戴維斯
Military	Category:军事
Military rank	军衔
Milk	牛奶
Milky Way	银河系
Millard Fillmore	米勒德·菲尔莫尔
Millennium	千年
Millimetre	毫米
Million	1000000
Millipede	馬陸
Milton Friedman	米爾頓·佛利民
Milwaukee	密尔沃基
Minaret	叫拜樓
Mindanao	棉兰老岛
Mineral	礦物
Mineral water	礦泉水
Mineralogy	矿物学
Mineralogy	Category:礦物學
Minerva	弥涅耳瓦
Ming Dynasty	明朝
Minimalism	極簡主義
Mining	采矿业
Minister (government)	部長
Minneapolis	明尼阿波利斯
Minnesota	明尼蘇達州
Minnesota	Category:明尼苏达州
Minoan civilization	米诺斯文明
Minor scale	小调
Minos	米诺斯
Minotaur	弥诺陶洛斯
Minsk	明斯克市
Minute	分鐘
Miocene	中新世
Miracle	神蹟
Mirror	鏡子
Mississippi	Category:密西西比州
Mississippi River	密西西比河
Missouri	密蘇里州
Missouri	Category:密蘇里州
Missouri River	密苏里河
Mitochondrion	線粒體
Mnemosyne	莫涅莫绪涅
Mobile phone	移动电话
Modem	调制解调器
Modernism	現代主義
Modest Mussorgsky	莫杰斯特·彼得罗维奇·穆索尔斯基
Modulation	調變
Mogadishu	摩加迪休
Moirae	摩伊赖
Mold	黴菌
Moldova	摩尔多瓦
Moldova	Category:摩爾多瓦
Mole (unit)	摩尔 (单位)
Molecular biology	分子生物学
Molecular biology	Category:分子生物学
Molecule	分子
Molise	莫利塞
Mollusca	软体动物
Molotov cocktail	燃烧瓶
Molybdenum	钼
Mombasa	蒙巴萨
Momentum	动量
Monaco	摩纳哥
Monaco	Category:摩纳哥
Monarch	君主
Monarchy	王國
Monastery	修道院
Monday	星期一
Money	貨幣
Mongolia	蒙古国
Mongolia	Category:蒙古
Mongoose	獴科
Monica Seles	莫妮卡·莎莉絲
Monism	一元论
Monocotyledon	單子葉植物綱
Monomer	单体
Monopoly	垄断
Monopoly (game)	地產大亨
Monosaccharide	單醣
Monosodium glutamate	味精
Monotheism	一神教
Monotreme	单孔目
Monroe Doctrine	门罗主义
Monrovia	蒙羅維亞
Mons	蒙斯
Monsoon	季风
Mont Blanc	勃朗峰
Montana	蒙大拿州
Montana	Category:蒙大拿州
Monte Carlo	蒙特卡洛
Montenegro	蒙特內哥羅
Montenegro	Category:蒙特內哥羅
Monterrey	蒙特瑞
Montevideo	蒙得维的亚
Montgomery	蒙哥马利 (亚拉巴马州)
Month	月
Montpelier	蒙彼利埃 (佛蒙特州)
Montreal	蒙特利尔
Montserrat	蒙特塞拉特
Moon	月球
Moose	駝鹿
Morality	道德
Moravia	摩拉維亞
Morocco	摩洛哥
Morocco	Category:摩洛哥
Morpheme	語素
Morphine	嗎啡
Morphology (linguistics)	構詞學
Morse code	摩尔斯电码
Mortar (weapon)	迫击炮
Mosaic	馬賽克
Moscow	莫斯科
Moscow	Category:莫斯科
Moselle	摩泽尔省
Moses	摩西
Mosque	清真寺
Mosquito	蚊
Moss	苔蘚植物門
Mossad	摩薩德
Mosul	摩苏尔
Mother	母親
Mother Teresa	德蕾莎修女
Mother's Day	母亲节
Motion (physics)	運動 (物理學)
Motorcycle	摩托車
Motto	座右銘
Mount Ararat	亞拉拉特山
Mount Athos	聖山
Mount Etna	埃特纳火山
Mount Everest	珠穆朗瑪峰
Mount Fuji	富士山
Mount Kilimanjaro	乞力马扎罗山
Mount McKinley	麦金利山
Mount Olympus	奥林匹斯山
Mount Pinatubo	皮纳图博火山
Mount Rushmore	拉什莫尔山
Mount St. Helens	圣海伦火山
Mount Vesuvius	維蘇威火山
Mountain	山
Mountain bike	登山車
Mountain pass	山口
Mountain range	山脉
Mouse	小鼠属
Mouse (computing)	鼠标
Mozambique	莫桑比克
Mozambique	Category:莫桑比克
Mu (letter)	Μ
Muhammad	穆罕默德
Muhammad Ali	穆罕默德·阿里
Mulberry	桑树
Mule	骡
Multimedia	多媒体
Multiple sclerosis	多发性硬化症
Multiplication	乘法
Mumbai	孟买
Mummy	木乃伊
Munich	慕尼黑
Municipality	基层政权
Muon	Μ子
Murmansk	摩爾曼斯克
Murphy's law	摩菲定理
Murray Gell-Mann	默里·盖尔曼
Musa (genus)	甘蕉
Musca	苍蝇座
Muscat	马斯喀特
Muscle	肌肉
Muse	缪斯
Museum	博物馆
Mushroom	蕈類
Music	音乐
Music	Category:音乐
Musical Instrument Digital Interface	MIDI
Musical instrument	乐器
Musical scale	音阶
Musician	音乐家
Musicology	音乐学
Musket	火枪
Mustelidae	鼬科
Mutation	突变
Mute Swan	疣鼻天鹅
Myanmar	Category:緬甸
Mycenae	迈锡尼
Mycology	真菌學
Mycology	Category:真菌學
Myocardial infarction	心肌梗死
Myopia	近視
Myriapoda	多足類
Mysticism	神秘主義
Mythology	神话
Mythology	Category:神话
N	N
N'Djamena	恩賈梅納
NASDAQ	纳斯达克
NATO	北大西洋公约组织
NATO	Category:北大西洋公约组织
Nadine Gordimer	内丁·戈迪默
Nadir	天底
Nagasaki	长崎市
Nagoya	名古屋市
Nahuatl	納瓦特爾語
Nail (anatomy)	指甲
Nail (fastener)	钉子
Nairobi	奈洛比
Namib Desert	納米比沙漠
Namibia	纳米比亚
Namibia	Category:纳米比亚
Namur (city)	那慕爾
Nancy	南锡
Nanga Parbat	南迦帕尔巴特峰
Nanjing	南京市
Nanotechnology	纳米科技
Nantes	南特
Napalm	凝固汽油弹
Naples	那不勒斯
Napoleonic Wars	拿破崙戰爭
Nashville	纳什维尔
Nassau	拿骚 (巴哈马)
Nathaniel Hawthorne	纳撒尼尔·霍桑
Nation	民族
National Security Agency	美国国家安全局
National anthem	国歌
National park	國家公園
Nationalism	民族主義
Nationalism	Category:民族主义
Natural gas	天然气
Natural language processing	自然语言处理
Natural number	自然数
Natural science	自然科学
Natural selection	自然选择
Nature	自然
Nature	Category:自然
Naturism	天然主義
Nauru	諾魯
Nauru	Category:瑙鲁
Nautical mile	海里
Navigation	Category:航海
Navigation	导航
Navy	海军
Nazareth	拿撒勒
Nazi Germany	納粹德國
Nazi Germany	Category:納粹德國
Nazi Party	纳粹党
Neanderthal	尼安德特人
Nebraska	內布拉斯加州
Nebraska	Category:內布拉斯加州
Nebuchadrezzar II	尼布甲尼撒二世
Nebula	星云
Neckar	内卡河
Necktie	领带
Nefertiti	娜芙蒂蒂
Negev	內蓋夫 (以色列)
Neil Armstrong	尼尔·阿姆斯特朗
Nelson Mandela	纳尔逊·曼德拉
Nematode	线虫动物门
Nemean Lion	尼米亚猛狮
Nemesis (mythology)	涅墨西斯
Neodymium	钕
Neolithic	新石器时代
Neon	氖
Neoplatonism	新柏拉图主义
Nepal	尼泊尔
Nepal	Category:尼泊爾
Nephthys	奈芙蒂斯
Neptune	海王星
Neptunium	镎
Nereid (moon)	海卫二
Nero	尼禄
Nerva	涅尔瓦
Nervous system	神经系统
Nervous system	Category:神经系统
Nest	巢
Nestorianism	景教
Netherlands	荷兰
Netherlands	Category:荷兰
Netherlands Antilles	荷属安的列斯
Network topology	网络拓扑
Neurology	神經學
Neurology	Category:神经科
Neuron	神經元
Neurotransmitter	神经递质
Neutrino	中微子
Neutron	中子
Neutron star	中子星
Neva River	涅瓦河
Nevada	内华达州
Nevada	Category:内华达州
Neville Chamberlain	内维尔·张伯伦
New Brunswick	紐賓士域
New Caledonia	新喀里多尼亞
New Delhi	新德里
New England	新英格蘭
New Guinea	新幾內亞
New Hampshire	新罕布什尔州
New Jersey	新泽西州
New Jersey	Category:新泽西州
New Mexico	新墨西哥州
New Mexico	Category:新墨西哥州
New Orleans	新奥尔良
New South Wales	新南威爾士州
New Testament	新約聖經
New World	新大陸
New Year	元旦
New York	纽约州
New York	Category:紐約州
New York (disambiguation)	紐約 (消歧義)
New York City	纽约市
New York City	Category:紐約市
New York Stock Exchange	纽约证券交易所
New Zealand	新西兰
New Zealand	Category:新西兰
Newark	紐華克 (紐澤西州)
Newfoundland (island)	纽芬兰岛
Newfoundland and Labrador	紐芬蘭與拉布拉多
Newport	纽波特
Newton	牛頓 (單位)
Niacin	烟酸
Niagara Falls	尼亚加拉瀑布
Niamey	尼亞美
Nicaragua	尼加拉瓜
Nicaragua	Category:尼加拉瓜
Nice	尼斯
Nicene Creed	尼西亞信經
Nickel	镍
Nicolas Poussin	尼古拉·普桑
Nicolaus Copernicus	尼古拉·哥白尼
Nicosia	尼科西亚
Nicotine	尼古丁
Niels Bohr	尼尔斯·玻尔
Niels Henrik Abel	尼尔斯·阿贝尔
Niger	尼日尔
Niger	Category:尼日
Niger River	尼日尔河
Nigeria	奈及利亞
Nigeria	Category:奈及利亞
Night	晚上
Nightingale	夜鶯
Nihilism	虚无主义
Nijmegen	奈梅亨
Nike	Nike
Nike (mythology)	尼刻
Nikita Khrushchev	尼基塔·赫魯曉夫
Nikola Tesla	尼古拉·特斯拉
Nile	尼罗河
Nile crocodile	尼羅鱷
Nineveh	尼尼微
Ninja	忍者
Niobium	铌
Nirvana	涅槃
Nitric acid	硝酸
Nitrogen	氮
Nitroglycerin	硝酸甘油
Nix (moon)	冥卫二
Njord	尼奥尔德
Noah	挪亞
Noam Chomsky	诺姆·乔姆斯基
Nobel Prize	诺贝尔奖
Nobel Prize	Category:诺贝尔奖
Nobelium	锘
Nobility	貴族
Nobility	Category:貴族
Noble gas	稀有气体
Nomad	遊牧民族
Nominative case	主格
Nonmetal	非金属元素
Norfolk	诺福克郡
Norfolk Island	诺福克岛
Norma (constellation)	矩尺座
Normal distribution	正态分布
Norman Mailer	諾曼·梅勒
Normandy	諾曼第
Norn	諾倫三女神
Norse mythology	北欧神话
Norse mythology	Category:北歐神話
North	北
North Africa	北部非洲
North America	北美洲
North America	Category:北美洲
North Carolina	北卡罗来纳州
North Carolina	Category:北卡罗来纳州
North Dakota	北达科他州
North Dakota	Category:北达科他州
North Island	北島 (紐西蘭)
North Korea	朝鲜民主主义人民共和国
North Korea	Category:朝鮮民主主義人民共和國
North Pole	北极
North Sea	北海
North Star	北极星
North Yorkshire	北约克郡
Northern Europe	北歐
Northern Hemisphere	北半球
Northern Ireland	北爱尔兰
Northern Ireland	Category:北愛爾蘭
Northern Mariana Islands	北马里亚纳群岛
Northern Territory	北領地
Northwest Territories	西北地区 (加拿大)
Norway	挪威
Norway	Category:挪威
Norwegian Sea	挪威海
Norwegian krone	挪威克朗
Nose	鼻
Nostradamus	諾斯特拉達姆士
Note	音符
Nouakchott	努瓦克肖特
Noun	名詞
Nova Scotia	新斯科舍
Novaya Zemlya	新地岛
Novel	長篇小說
November	11月
November 1	11月1日
November 11	11月11日
November 2	11月2日
November 5	11月5日
Novial	诺维亚语
Novosibirsk	新西伯利亞
Nu (letter)	Ν
Nuclear fission	核裂变
Nuclear fusion	核聚变
Nuclear physics	原子核物理学
Nuclear physics	Category:原子核物理学
Nuclear power	核動力
Nuclear weapon	核武器
Nucleic acid	核酸
Nucleon	核子
Nucleotide	核苷酸
Number	数 (数学)
Numbers	Category:数
Numidia	努米底亞
Numismatics	货币学
Numismatics	Category:货币学
Nunavut	努那福特
Nuremberg	纽伦堡
Nut (fruit)	坚果
Nutmeg	豆蔲
Nutrition	Category:营养学
Nymph	宁芙
Nymphaeaceae	睡蓮科
Nyx (mythology)	倪克斯
O	O
OPEC	石油输出国组织
Oahu	歐胡島
Oak	櫟屬
Oakland	奥克兰 (加利福尼亚州)
Oasis	綠洲
Oat	燕麦
Oaxaca	瓦哈卡州
Ob River	鄂畢河
Obelisk	方尖碑
Obesity	肥胖症
Object-oriented programming	面向对象的程序设计
Oboe	雙簧管
Observatory	天文台
Obsidian	黑曜岩
Occam's razor	奥卡姆剃刀
Ocean	海洋
Ocean current	洋流
Oceania	大洋洲
Oceania	Category:大洋洲
Oceanid	俄刻阿尼得斯
Oceanography	海洋学
Oceanography	Category:海洋学
Oceanus	俄刻阿洛斯
Octal	八进制
Octans	南极座
Octave	八度
October	10月
October 12	10月12日
October 24	10月24日
October Revolution	十月革命
Octopus	章鱼
Oder River	奧得河
Odessa	敖德薩
Odin	奥丁
Odonata	蜻蛉目
Odysseus	奥德修斯
Odyssey	奥德赛
Oedipus	俄狄浦斯
Offside (football)	越位 (足球)
Ohio	俄亥俄州
Ohio	Category:俄亥俄州
Ohm	歐姆
Ohm's law	欧姆定律
Oil	油
Oil (disambiguation)	油
Oil painting	油画
Okapi	霍加狓
Oklahoma	奧克拉荷馬州
Oklahoma	Category:奧克拉荷馬州
Oklahoma City	奧克拉荷馬市
Oktoberfest	慕尼黑啤酒节
Old Church Slavonic	古教會斯拉夫語
Old Norse	古諾爾斯語
Old Testament	旧约圣经
Oligarchy	寡头政治
Oligocene	漸新世
Oligopoly	寡頭壟斷
Olive	橄欖 (木樨科)
Olive oil	橄欖油
Oliver Cromwell	奥利弗·克伦威尔
Oliver Stone	奧利華·史東
Olivine	橄榄石
Olympia	奧林匹亞 (華盛頓州)
Olympia	奥林匹亚
Olympic Games	奥林匹克运动会
Olympics	Category:奥林匹克运动会
Omaha	奥马哈 (内布拉斯加州)
Oman	阿曼
Oman	Category:阿曼
Omega	Ω
Omicron	Ο
Omsk	鄂木斯克
Oncology	Category:肿瘤学
Onion	洋蔥
Ontario	安大略省
Ontario	Category:安大略
Ontology	本体论
Oort cloud	奥尔特云
Opal	蛋白石
Opel	欧宝
Opera	歌剧
Opera (Internet suite)	Opera
Operating system	操作系统
Operetta	轻歌剧
Ophiuchus	蛇夫座
Opium	鸦片
Optical fiber	光導纖維
Optical illusion	错视
Optics	光学
Optics	Category:光學
Optimization (mathematics)	最优化
Oral sex	口交
Orange (colour)	橙色
Orange (fruit)	橙
Orangutan	猩猩
Oratorio	神劇
Orbit	轨道 (力学)
Orca	虎鯨
Orchestra	管弦樂團
Orchidaceae	蘭科
Order (biology)	目 (生物)
Order of Saint Benedict	本笃会
Ordovician	奥陶纪
Oregano	牛至
Oregon	俄勒冈州
Oregon	Category:俄勒冈州
Organ (anatomy)	器官
Organ (music)	風琴
Organelle	細胞器
Organic chemistry	有机化学
Organic chemistry	Category:有机化学
Organic compound	有机化合物
Organism	生物
Organization	社會組織
Organization of American States	美洲国家组织
Orgasm	性高潮
Origami	摺紙
Origen	俄利根
Original sin	原罪
Orinoco	奥里诺科河
Orion (constellation)	獵戶座
Orissa	奥里萨邦
Orlando	奥兰多 (佛罗里达州)
Ornithology	鳥類學
Ornithology	Category:鳥類學
Orpheus	俄耳甫斯
Orson Welles	奧森·威爾斯
Orthography	正字法
Osaka	大阪市
Osama bin Laden	奥萨玛·本·拉登
Oscar Wilde	奥斯卡·王尔德
Oscillation	振动
Osiris	欧西里斯
Oslo	奥斯陆
Osman I	奥斯曼一世
Osmium	锇
Osprey	鹗
Osteichthyes	硬骨魚
Osteoporosis	骨質疏鬆症
Ostrava	俄斯特拉发
Ostrich	鸵鸟
Othello	奧賽羅
Otho	奧索
Ottawa	渥太華
Otto Hahn	奥托·哈恩
Otto I	奥托一世 (神圣罗马帝国)
Otto von Bismarck	奥托·冯·俾斯麦
Ottoman Empire	奥斯曼帝国
Ottoman Empire	Category:奥斯曼帝国
Ounce	盎司
Ovary	卵巢
Ovid	奧維德
Oviedo	奥维耶多
Ovis	羊属
Ovum	卵子
Owl	貓頭鷹
Oxford	牛津
Oxidation state	氧化态
Oxide	氧化物
Oxygen	氧
Oxytocin	催生素
Ozone	臭氧
Ozone layer	臭氧層
P	P
PAL	PAL制式
PH	PH值
Pablo Neruda	巴勃罗·聂鲁达
Pablo Picasso	巴伯羅·畢卡索
Pacific Ocean	太平洋
Pacific Ocean	Category:太平洋
Pacifism	和平主义
Padua	帕多瓦
Painting	Category:繪畫
Pakistan	巴基斯坦
Pakistan	Category:巴基斯坦
Palace of Versailles	凡尔赛宫
Palau	帛琉
Palau	Category:帛琉
Paleocene	古新世
Paleolithic	旧石器时代
Paleontology	古生物学
Paleontology	Category:古生物學
Paleozoic	古生代
Palermo	巴勒莫市
Palestine	巴勒斯坦
Palestine	Category:巴勒斯坦
Palestine Liberation Organization	巴勒斯坦解放組織
Palestinian National Authority	巴勒斯坦民族权力机构
Pali	巴利语
Palindrome	回文
Palladium	钯
Palm Sunday	棕枝主日
Palmyra	巴尔米拉
Pamir Mountains	帕米爾高原
Pan (mythology)	潘 (希腊神话)
Panama	巴拿马
Panama	Category:巴拿馬
Panama Canal	巴拿马运河
Panama City	巴拿馬城
Pancreas	胰脏
Pandemic	瘟疫
Pandora	潘多拉
Pangaea	盤古大陸
Pantheism	泛神论
Pantheon	万神庙
Panthera	豹属
Papal States	教宗國
Papua New Guinea	巴布亚新几内亚
Papua New Guinea	Category:巴布亚新几内亚
Papyrus	莎草纸
Parabola	抛物线
Paracelsus	帕拉塞尔苏斯
Parachute	降落伞
Paradigm	范式
Paradox	悖论
Paragliding	滑翔伞
Paraguay	巴拉圭
Paraguay	Category:巴拉圭
Parallax	视差
Parallelogram	平行四边形
Paramaribo	帕拉马里博
Paranoia	偏執狂
Paraphilia	性欲倒错
Parapsychology	超心理学
Parasitism	寄生
Parchment	羊皮紙
Paris	巴黎
Paris	Category:巴黎
Paris (mythology)	帕里斯
Parity (mathematics)	奇數和偶數
Parkinson's disease	帕金森氏症
Parliament	议会
Parmenides	巴门尼德
Parody	戲仿
Parrot	鹦形目
Parsec	秒差距
Parsley	香芹
Parthenon	帕德嫩神廟
Parthia	安息
Particle physics	粒子物理學
Particle physics	Category:粒子物理学
Parvati	帕尔瓦蒂
Pascal (programming language)	Pascal
Pascal (unit)	帕斯卡
Passeriformes	Category:雀形目
Passerine	雀形目
Passover	逾越節
Passport	护照
Password	密码
Pasteurization	巴斯德消毒法
Patagonia	巴塔哥尼亞
Patent	专利
Pathology	病理学
Patras	帕特雷
Patriarch	宗主教
Patrick White	帕特里克·怀特
Patriotism	愛國主義
Paul Gauguin	保羅·高更
Paul Johann Ludwig von Heyse	保罗·海泽
Paul Klee	保羅·克利
Paul McCartney	保罗·麦卡特尼
Paul Newman	保羅·紐曼
Paul Verlaine	保尔·魏尔伦
Paul the Apostle	保羅
Paul von Hindenburg	保罗·冯·兴登堡
Pauli exclusion principle	泡利不相容原理
Pavo (constellation)	孔雀座
Pawn (chess)	兵 (國際象棋)
Pays de la Loire	卢瓦尔河地区
Pea	豌豆
Peace	和平
Peace of Westphalia	威斯特法倫和約
Peach	桃
Peanut	花生
Pear	梨
Pearl	珍珠
Pearl Harbor	珍珠港
Peat	泥炭
Pedagogy	教育学
Pedagogy	Category:教育學
Pediatrics	小兒科
Pedophilia	恋童
Pedunculate Oak	夏櫟
Pegasus	珀伽索斯
Pegasus (constellation)	飞马座
Peloponnese	伯罗奔尼撒
Peloponnesian War	伯罗奔尼撒战争
Pencil	铅笔
Pendulum	擺
Penguin	企鵝
Penicillin	青霉素
Peninsula	半岛
Pennsylvania	宾夕法尼亚州
Pennsylvania	Category:宾夕法尼亚州
Pentagon	五边形
Pentagram	五角星
Pentecost	五旬節
Pentecostalism	五旬節運動
People	Category:人物
People's Republic of China	中华人民共和国
Pepin the Short	丕平
Pepsi	百事可樂
Peptide	肽
Percentage	百分比
Perception	知觉
Perciformes	鲈形目
Percussion instrument	打击乐器
Percy Bysshe Shelley	珀西·比希·雪莱
Peregrine Falcon	游隼
Perestroika	经济改革
Perfume	香水
Pericles	伯里克利
Period (periodic table)	元素周期
Periodic table	元素周期表
Perm	彼尔姆
Permafrost	永久冻土
Permian	二叠纪
Permutation	置換
Pernambuco	伯南布哥
Perpetual motion	永动机
Persephone	珀耳塞福涅
Persepolis	波斯波利斯
Perseus	珀耳修斯
Perseus (constellation)	英仙座
Persian Empire	波斯
Persian Gulf	波斯湾
Personal digital assistant	个人数码助理
Perth	珀斯
Peru	秘鲁
Peru	Category:秘鲁
Pesticide	农药
Peter Abelard	彼得·阿伯拉
Peter Paul Rubens	彼得·保羅·魯本斯
Peter Sellers	彼得·塞勒斯
Petrarch	弗朗西斯克·彼特拉克
Petroleum	石油
Petrology	岩石学
Phanerozoic	显生宙
Pharaoh	法老
Pharmacology	药理学
Pharmacology	Category:藥理學
Pharynx	咽
Phase (matter)	相态
Phenol	苯酚
Phenomenology	現象學
Phenotype	表現型
Phenylalanine	苯丙氨酸
Phenylketonuria	苯丙酮尿症
Phi (letter)	Φ
Philadelphia	費城
Philately	郵票研究
Philately	Category:集邮
Philip II of Macedon	腓力二世 (马其顿)
Philip II of Spain	腓力二世 (西班牙)
Philipp Lenard	菲利普·莱纳德
Philippine Sea	菲律宾海
Philippines	菲律宾
Philippines	Category:菲律宾
Philology	文字学
Philosopher's stone	賢者之石
Philosophy	哲学
Philosophy	Category:哲学
Philosophy	Portal:哲学
Phnom Penh	金边
Phobia	恐懼症
Phobos (moon)	火卫一
Phoenicia	腓尼基
Phoenix	鳳凰城 (亞利桑那州)
Phoenix (constellation)	凤凰座
Phoenix (mythology)	不死鳥
Phoenix (spacecraft)	凤凰号
Phoneme	音位
Phonetics	语音学
Phonetics	Category:語音學
Phonology	音韻學
Phosphate	磷酸鹽
Phosphoric acid	磷酸
Phosphorus	磷
Photography	摄影
Photography	Category:摄影
Photon	光子
Photosphere	光球
Photosynthesis	光合作用
Physical chemistry	物理化学
Physical chemistry	Category:物理化学
Physician	医生
Physics	物理学
Physics	Category:物理学
Physics	Portal:物理
Physiology	生理学
Physiology	Category:生理學
Pi	圓周率
Pi (letter)	Π
Piano	钢琴
Picardie	皮卡第
Piciformes	鴷形目
Pictor	绘架座
Pidgin	皮钦语
Pidgin (software)	Pidgin
Piedmont	皮埃蒙特
Pierre	皮尔 (南达科他州)
Pierre Curie	皮埃尔·居里
Pierre de Fermat	皮埃爾·德·費馬
Piet Mondrian	彼埃·蒙德里安
Pieter Zeeman	彼得·塞曼
Pigment	色素
Pilsen	比尔森
Pinaceae	松科
Pindar	品达
Pine	松屬
Pineapple	菠蘿
Ping	Ping
Pink	粉红色
Pinniped	鳍足亚目
Piracy	海盗
Pisa	比萨
Pisces (constellation)	双鱼座
Piston	活塞
Pittsburgh	匹兹堡
Pituitary gland	腦下垂體
Pixel	像素
Pizza	比萨饼
Plagiarism	抄袭
Plane (mathematics)	平面
Planet	行星
Planetary nebula	行星状星云
Plankton	浮游生物界
Plant	植物
Plasma (physics)	等离子体
Plasmid	質粒
Plastic	塑料
Plastid	色素體
Plate tectonics	板块构造论
Platelet	血小板
Platinum	铂
Plato	柏拉图
