Finnish	English
Tanganjikajärvi	Lake Tanganyika
Victoriajärvi	Lake Victoria
Lakshmi	Lakshmi
Lambda	Lambda
Huulikukkaiskasvit	Lamiaceae
Partakorppikotka	Lammergeier
Nahkiaiset	Lamprey
Lancashire	Lancashire
Suikulaiset	Lancelet
Kaatopaikka	Landfill
Kieli	Language
Languedoc-Roussillon	Languedoc-Roussillon
Lansing	Lansing
Lantanoidi	Lanthanide
Lantaani	Lanthanum
Laos	Laos
Luokka:Laos	Laos
Laptevinmeri	Laptev Sea
Kannettava tietokone	Laptop
Lehtikuuset	Larch
Toukka	Larva
Kurkunpää	Larynx
Las Vegas	Las Vegas
Lascaux'n luola	Lascaux
Laser	Laser
Sorvi	Lathe
Latina	Latin
Latinalainen Amerikka	Latin America
Latinalaiset aakkoset	Latin alphabet
Leveyspiiri	Latitude
Latvia	Latvia
Luokka:Latvia	Latvia
Nauraminen	Laughter
Lauraasia	Laurasia
Lausanne	Lausanne
Laava	Lava
Laki	Law
Luokka:Oikeustiede	Law
Lawrencium	Lawrencium
Asianajaja	Lawyer
Latium	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Lyijy	Lead
Lehti (kasvitiede)	Leaf
Kansainliitto	League of Nations
Pisan torni	Leaning Tower of Pisa
Karkausvuosi	Leap year
Oppiminen	Learning
Libanon	Lebanon
Luokka:Libanon	Lebanon
Leda	Leda (mythology)
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Vasenkätisyys	Left-handed
Legenda	Legend
Lego	Lego
Leicester	Leicester
Leiden	Leiden
Leipzig	Leipzig
Sitruuna	Lemon
Sitruunamelissa	Lemon balm
Lena	Lena River
Pituus	Length
Linssi (optiikka)	Lens (optics)
Suuri paasto	Lent
Linssi (kasvi)	Lentil
Leijona (tähdistö)	Leo (constellation)
Leo I	Leo I (emperor)
Lev Trotski	Leon Trotsky
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brežnev	Leonid Brezhnev
Leopardi	Leopard
Perhoset	Lepidoptera
Lepra	Leprosy
Leptoni	Lepton
Jänis (tähdistö)	Lepus (constellation)
Lesbous	Lesbian
Lesotho	Lesotho
Luokka:Lesotho	Lesotho
Pienet Antillit	Lesser Antilles
Leto	Leto
Kirjain	Letter (alphabet)
Leukemia	Leukemia
Levantti	Levant
Vipu	Lever
Leviatan	Leviathan
Kolmas Mooseksen kirja	Leviticus
Lewis Carroll	Lewis Carroll
Leksikologia	Lexicology
Lhasa	Lhasa
Lhotse	Lhotse
Liberalismi	Liberalism
Luokka:Liberalismi	Liberalism
Tamilitiikerit	Liberation Tigers of Tamil Eelam
Liberia	Liberia
Luokka:Liberia	Liberia
Vaaka (tähdistö)	Libra (constellation)
Kirjasto	Library
Libretto	Libretto
Libreville	Libreville
Libya	Libya
Luokka:Libya	Libya
Jäkälä	Lichen
Valehtelu	Lie
Liechtenstein	Liechtenstein
Luokka:Liechtenstein	Liechtenstein
Luutnantti	Lieutenant
Elämä	Life
Luokka:Elämä	Life
Valo	Light
LED	Light-emitting diode
Valovuosi	Light-year
Sytytin (tulentekoväline)	Lighter
Majakka	Lighthouse
Salama	Lightning
Liguria	Liguria
Ligurianmeri	Ligurian Sea
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick	Limerick
Kalkkikivi	Limestone
Raja-arvo	Limit (mathematics)
Limnologia	Limnology
Limousin	Limousin (region)
Lincoln (Nebraska)	Lincoln
Lincoln	Lincoln
Lincolnshire	Lincolnshire
Suora	Line (mathematics)
Lineaarialgebra	Linear algebra
Luokka:Lineaarialgebra	Linear algebra
Lingua franca	Lingua franca
Kielitiede	Linguistics
Luokka:Kielitiede	Linguistics
Linus Pauling	Linus Pauling
Linux	Linux
Luokka:Linux	Linux
Linz	Linz
Leijona	Lion
Lipidi	Lipid
Likööri	Liqueur
Neste	Liquid
Nestekidenäyttö	Liquid crystal display
Lakritsikasvi	Liquorice
Lissabon	Lisbon
Lise Meitner	Lise Meitner
Lisp	Lisp (programming language)
Lukutaito	Literacy
Kirjallisuus	Literature
Luokka:Kirjallisuus	Literature
Teemasivu:Kirjallisuus	Literature
Litium	Lithium
Litografia	Lithography
Litosfääri	Lithosphere
Liettua	Lithuania
Luokka:Liettua	Lithuania
Litra	Litre
Minervanpöllö	Little Owl
Liverpool	Liverpool
Liivinmaa	Livonia
Livius	Livy
Liskot	Lizard
Ljubljana	Ljubljana
Laama	Llama
Lainasana	Loanword
Lähiverkko	Local area network
Loch Ness	Loch Ness
Loch Nessin hirviö	Loch Ness Monster
Veturi	Locomotive
Logaritmi	Logarithm
Logiikka	Logic
Luokka:Logiikka	Logic
Looginen portti	Logic gate
Logistiikka	Logistics
Logo	Logo
Loire (departementti)	Loire
Loire	Loire River
Loki (jumala)	Loki
Lolita	Lolita
Lombardia	Lombardy
Lontoo	London
Luokka:Lontoo	London
Long Beach	Long Beach
Long Island	Long Island
Pituushyppy	Long jump
Sarvipöllö	Long-eared Owl
Lope de Vega	Lope de Vega
Isä meidän	Lord's Prayer
Lothringen	Lorraine (region)
Los Angeles	Los Angeles
Lot (departementti)	Lot (department)
Kaiutin	Loudspeaker
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Ludvig Hurskas	Louis the Pious
Ludvig Änkyttäjä	Louis the Stammerer
Louisiana	Louisiana
Luokka:Louisiana	Louisiana
Louisville	Louisville
Louvre	Louvre
Rakkaus	Love
Alasaksa	Low German
Ala-Saksi	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Luzern	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucretius	Lucretius
Lucrezia Borgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Luumen	Lumen (unit)
Luminesenssi	Luminescence
Kuunpimennys	Lunar eclipse
Lund	Lund
Keuhkot	Lung
Keuhkosyöpä	Lung cancer
Keuhkokalat	Lungfish
Susi (tähdistö)	Lupus (constellation)
Lusaka	Lusaka
Lusitania	Lusitania
Luuttu	Lute
Lutetium	Lutetium
Luterilaisuus	Lutheranism
Luksi	Lux
Luxemburg	Luxembourg
Luokka:Luxemburg	Luxembourg
Luxemburg (kaupunki)	Luxembourg (city)
Luxor	Luxor
Luzon	Luzon
Litsi	Lychee
Lyydia	Lydia
Imusuonisto	Lymphatic system
Ilves (tähdistö)	Lynx (constellation)
Lynx (selain)	Lynx (web browser)
Lyon	Lyon
Lyyra (tähdistö)	Lyra
LSD	Lysergic acid diethylamide
Lysiini	Lysine
Lysosomi	Lysosome
M	M
M-teoria	M-theory
Messenger	MESSENGER
MIME	MIME
MS-DOS	MS-DOS
Macao	Macau
Macbeth (näytelmä)	Macbeth
Makedonian valtakunta	Macedon
Makedonia	Macedonia
Makedonia (Kreikka)	Macedonia (Greece)
Mach-luku	Mach number
Kone	Machine
Konekieli	Machine code
Konekivääri	Machine gun
Konekääntäminen	Machine translation
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Makrotaloustiede	Macroeconomics
Luokka:Makrotaloustiede	Macroeconomics
Madagaskar	Madagascar
Luokka:Madagaskar	Madagascar
Madeira	Madeira
Madison	Madison
Madonna	Madonna (entertainer)
Madrid	Madrid
Madrid (itsehallintoalue)	Madrid (autonomous community)
Mafia	Mafia
Aikakauslehti	Magazine
Magenta	Magenta
Maghreb	Maghreb
Taikuus (yliluonnollinen)	Magic (paranormal)
Taikaneliö	Magic square
Maginot-linja	Maginot Line
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnesium
Magneetti	Magnet
Magneettikenttä	Magnetic field
Magneettikuvaus	Magnetic resonance imaging
Magnetismi	Magnetism
Luokka:Magnetismi	Magnetism
Magnetiitti	Magnetite
Suurennuslasi	Magnifying glass
Luokka:Kaksisirkkaiset	Magnoliopsida
Harakkalinnut	Magpie
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Posti	Mail
Maimonides	Maimonides
Main	Main
Malline:Pääartikkeli	Main
Maine (osavaltio)	Maine
Luokka:Maine	Maine
Suurtietokone	Mainframe computer
Maitreya (buddhalaisuus)	Maitreya
Maissi	Maize
Majuri	Major
Duuri	Major scale
Mallorca	Majorca
Makalu	Makalu
Malabo	Malabo
Malakiitti	Malachite
Kuoriäyriäiset	Malacostraca
Malaria	Malaria
Luokka:Malawi	Malawi
Malakan niemimaa	Malay Peninsula
Intiantapiiri	Malayan Tapir
Malesia	Malaysia
Luokka:Malesia	Malaysia
Malcolm X	Malcolm X
Malediivit	Maldives
Luokka:Malediivit	Maldives
Mali	Mali
Luokka:Mali	Mali
Sinisorsa	Mallard
Malta	Malta
Luokka:Malta	Malta
Maltan kieli	Maltese language
Maltoosi	Maltose
Malvakasvit	Malvaceae
Nisäkkäät	Mammal
Mammutit	Mammoth
Managua	Managua
Manama	Manama
Manaatit	Manatee
Manchester	Manchester
Mantšuria	Manchuria
Mandala	Mandala
Mandariini	Mandarin orange
Mandelbrotin joukko	Mandelbrot set
Mangaani	Manganese
Mango	Mango
Mangrove	Mangrove
Manhattan	Manhattan
Manhattan-projekti	Manhattan Project
Manikealaisuus	Manichaeism
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Manierismi	Mannerism
Mannheim	Mannheim
Maan vaippa	Mantle (geology)
Mantra	Mantra
Mantova	Mantua
Manuel de Falla	Manuel de Falla
Käsikirjoitus	Manuscript
Mao Zedong	Mao Zedong
Maolaisuus	Maoism
Kartta	Map
Vaahterat	Maple
Maputo	Maputo
Maraton	Marathon
Marmori	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
Maaliskuu	March
17. maaliskuuta	March 17
19. maaliskuuta	March 19
2. maaliskuuta	March 2
25. maaliskuuta	March 25
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Brutus	Marcus Junius Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk (mytologia)	Marduk
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Mariaanit	Mariana Islands
Marie-Antoinette	Marie Antoinette
Marie Curie	Marie Curie
Maarianhamina	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Marcus Antonius	Mark Antony
Mark Twain	Mark Twain
Markkinat	Market
Markkinointi	Marketing
Luokka:Markkinointi	Marketing
Marlene Dietrich	Marlene Dietrich
Markiisi de Sade	Marquis de Sade
Marrakech	Marrakech
Avioliitto	Marriage
Luokka:Mars	Mars
Mars (täsmennyssivu)	Mars (disambiguation)
Mars (jumala)	Mars (mythology)
Marseille	Marseille
Marshallinsaaret	Marshall Islands
Luokka:Marshallinsaaret	Marshall Islands
Marshall-apu	Marshall Plan
Pussieläimet	Marsupial
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martti Luther	Martin Luther
Martin Luther King, Jr.	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navrátilová	Martina Navratilova
Martinique	Martinique
Marttyyri	Martyr
Marxin veljekset	Marx Brothers
Marxismi	Marxism
Luokka:Marxismi	Marxism
Neitsyt Maria	Mary (mother of Jesus)
Magdalan Maria	Mary Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Luokka:Maryland	Maryland
Maseru	Maseru
Mashhad	Mashhad
Massa	Mass
Messu	Mass (liturgy)
Massaluku	Mass number
Massachusetts	Massachusetts
Luokka:Massachusetts	Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Itsetyydytys	Masturbation
Mata Hari	Mata Hari
Tulitikku	Match
Materialismi	Materialism
Luokka:Matemaattinen logiikka	Mathematical logic
Matemaattinen todistus	Mathematical proof
Matematiikka	Mathematics
Luokka:Matematiikka	Mathematics
Matriisi	Matrix (mathematics)
Aine	Matter
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Kiirastorstai	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mauritania	Mauritania
Luokka:Mauritania	Mauritania
Mauritius	Mauritius
Luokka:Mauritius	Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximianus	Maximian
Maxwellin yhtälöt	Maxwell's equations
Toukokuu	May
1. toukokuuta	May 1
24. toukokuuta	May 24
Mayenne	Mayenne
Majoneesi	Mayonnaise
Pormestari	Mayor
Mbabane	Mbabane
Sima	Mead
Tuhkarokko	Measles
Mittateoria	Measure (mathematics)
Mittaaminen	Measurement
Liha	Meat
Mekka	Mecca
Konetekniikka	Mechanical engineering
Luokka:Konetekniikka	Mechanical engineering
Luokka:Mekaniikka	Mechanics
Medeia	Medea
Mediaani	Median
Lääke	Medication
Medici-suku	Medici
Lääketiede	Medicine
Luokka:Lääketiede	Medicine
Medina	Medina
Meditaatio	Meditation
Luokka:Välimeri	Mediterranean
Välimeri	Mediterranean Sea
Medusa	Medusa
Nelisormimangusti	Meerkat
Megatavu	Megabyte
Meioosi	Meiosis
Mestari Eckhart	Meister Eckhart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanesia
Melodia	Melody
Melpomene	Melpomene
Sulaminen	Melting
Sulamispiste	Melting point
Meemi	Meme
Muisti	Memory
Memphis	Memphis
Memfis	Memphis
Menachem Begin	Menachem Begin
Mendelevium	Mendelevium
Menelaos	Menelaus
Aivokalvontulehdus	Meningitis
Pöytävuori (tähdistö)	Mensa (constellation)
Kuukautiskierto	Menstrual cycle
Kuukautiskierto	Menstruation
Mintut	Mentha
Merkantilismi	Mercantilism
Palkkasotilas	Mercenary
Mercury	Mercury
Elohopea	Mercury (element)
Mercurius	Mercury (mythology)
Merkurius	Mercury (planet)
Meritokratia	Meritocracy
Merenneito	Mermaid
Merovingit	Merovingian
Meryl Streep	Meryl Streep
Meskaliini	Mescaline
Mesoliittinen kausi	Mesolithic
Mesoni	Meson
Mesopotamia	Mesopotamia
Luokka:Mesopotamiatyngät	Mesopotamia
Mesosfääri (Maan vaippa)	Mesosphere
Mesotsooinen maailmankausi	Mesozoic
Lähetti-RNA	Messenger RNA
Messias	Messiah
Messina	Messina
Aineenvaihdunta	Metabolism
Metatieto	Metadata
Metalli	Metal
Metallisidos	Metallic bond
Puolimetalli	Metalloid
Metallurgia	Metallurgy
Luokka:Metallurgia	Metallurgy
Metamorfinen kivilaji	Metamorphic rock
Metafora	Metaphor
Metafysiikka	Metaphysics
Etäpesäke	Metastasis
Meteoriparvi	Meteor shower
Meteoriitti	Meteorite
Meteoroidi	Meteoroid
Luokka:Meteorologia	Meteorology
Meteorologia	Meteorology
Metadoni	Methadone
Metamfetamiini	Methamphetamine
Metanoli	Methanol
Metioniini	Methionine
Metodismi	Methodism
MDMA	Methylenedioxymethamphetamine
Metis (kuu)	Metis (moon)
Metri	Metre
Metrinen avaruus	Metric space
Meuse	Meuse
Maas	Meuse River
Meksiko	Mexico
Luokka:Meksiko	Mexico
México	Mexico City
Miami	Miami
Kiille	Mica
Mikael (arkkienkeli)	Michael (archangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo
Michigan	Michigan
Luokka:Michigan	Michigan
Mick Jagger	Mick Jagger
Mikki Hiiri	Mickey Mouse
Mikrobiologia	Microbiology
Luokka:Mikrobiologia	Microbiology
Mikrotaloustiede	Microeconomics
Luokka:Mikrotaloustiede	Microeconomics
Mikronesia	Micronesia
Mikrobi	Microorganism
Mikrofoni	Microphone
Mikroprosessori	Microprocessor
Mikroskooppi	Microscope
Mikroskooppi (tähdistö)	Microscopium
Mikroaallot	Microwave
Mikroaaltouuni	Microwave oven
Keskiaika	Middle Ages
Luokka:Keskiaika	Middle Ages
Lähi-itä	Middle East
Luokka:Lähi-itä	Middle East
Keskiyön aurinko	Midnight sun
Migreeni	Migraine
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mihail Bakunin	Mikhail Bakunin
Mihail Glinka	Mikhail Glinka
Mihail Gorbatšov	Mikhail Gorbachev
Milano	Milan
Maili	Mile
Miles Davis	Miles Davis
Luokka:Maanpuolustus	Military
Sotilasarvo	Military rank
Maito	Milk
Linnunrata	Milky Way
Millard Fillmore	Millard Fillmore
Miljoona	Million
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minareetti	Minaret
Mindanao	Mindanao
Mineraali	Mineral
Kivennäisvesi	Mineral water
Mineralogia	Mineralogy
Luokka:Mineralogia	Mineralogy
Minerva	Minerva
Ming-dynastia	Ming Dynasty
Minimalismi	Minimalism
Kaivannaistoiminta	Mining
Ministeri	Minister (government)
Minneapolis	Minneapolis
Minnesota	Minnesota
Luokka:Minnesota	Minnesota
Minolainen kulttuuri	Minoan civilization
Minos	Minos
Minotauros	Minotaur
Minsk	Minsk
Minuutti	Minute
Mioseeni	Miocene
Ihme	Miracle
Peili	Mirror
Mišna	Mishnah
Luokka:Mississippi	Mississippi
Mississippi (joki)	Mississippi River
Missouri	Missouri
Luokka:Missouri	Missouri
Missouri (joki)	Missouri River
Mitokondrio	Mitochondrion
Mnemosyne	Mnemosyne
Matkapuhelin	Mobile phone
Modeemi	Modem
Modernismi	Modernism
Modest Musorgski	Modest Mussorgsky
Modulaatio (elektroniikka)	Modulation
Mogadishu	Mogadishu
Kohtalottaret	Moirae
Home	Mold
Moldova	Moldova
Luokka:Moldova	Moldova
Mooli	Mole (unit)
Molekyylibiologia	Molecular biology
Luokka:Molekyylibiologia	Molecular biology
Molekyyli	Molecule
Molise	Molise
Nilviäiset	Mollusca
Polttopullo	Molotov cocktail
Molybdeeni	Molybdenum
Mombasa	Mombasa
Liikemäärä	Momentum
Monaco	Monaco
Luokka:Monaco	Monaco
Monarkki	Monarch
Monarkia	Monarchy
Luokka:Monarkia	Monarchy
Luostari	Monastery
Maanantai	Monday
Raha	Money
Mongolia	Mongolia
Luokka:Mongolia	Mongolia
Mangustit	Mongoose
Monica Seles	Monica Seles
Monismi	Monism
Yksisirkkaiset	Monocotyledon
Monomeeri	Monomer
Monopoli	Monopoly
Monopoli (peli)	Monopoly (game)
Monosakkaridi	Monosaccharide
Natriumglutamaatti	Monosodium glutamate
Monoteismi	Monotheism
Nokkaeläimet	Monotreme
Monroen oppi	Monroe Doctrine
Monrovia	Monrovia
Mons	Mons
Monsuuni	Monsoon
Mont Blanc	Mont Blanc
Montana	Montana
Luokka:Montana	Montana
Montenegro	Montenegro
Luokka:Montenegro	Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery (Alabama)	Montgomery
Kuukausi	Month
Montpelier (Vermont)	Montpelier
Montréal	Montreal
Montserrat	Montserrat
Kuu	Moon
Hirvi	Moose
Moraali	Morality
Määri	Moravia
Marokko	Morocco
Luokka:Marokko	Morocco
Morfeemi	Morpheme
Morfiini	Morphine
Morfologia	Morphology (linguistics)
Sähkötys	Morse code
Kranaatinheitin	Mortar (weapon)
Mosaiikki	Mosaic
Moskova	Moscow
Luokka:Moskova	Moscow
Moselle	Moselle
Mooses	Moses
Moshe Dayan	Moshe Dayan
Moskeija	Mosque
Hyttyset	Mosquito
Lehtisammalet	Moss
Mossad	Mossad
Mosul	Mosul
Motetti	Motet
Äiti	Mother
Äiti Teresa	Mother Teresa
Äitienpäivä	Mother's Day
Liike (fysiikka)	Motion (physics)
Moottoripyörä	Motorcycle
Tunnuslause	Motto
Ararat	Mount Ararat
Athos	Mount Athos
Etna	Mount Etna
Mount Everest	Mount Everest
Fuji (vuori)	Mount Fuji
Kilimanjaro	Mount Kilimanjaro
Mount McKinley	Mount McKinley
Olympos (Kreikka)	Mount Olympus
Pinatubo	Mount Pinatubo
Mount Rushmore National Memorial	Mount Rushmore
St. Helens (vuori)	Mount St. Helens
Vesuvius	Mount Vesuvius
Vuori	Mountain
Maastopyöräily	Mountain bike
Sola (maantiede)	Mountain pass
Vuoristo	Mountain range
Hiiret	Mouse
Hiiri (osoitinlaite)	Mouse (computing)
Mosambik	Mozambique
Luokka:Mosambik	Mozambique
Myy	Mu (letter)
Muhammad	Muhammad
Muhammad Ali	Muhammad Ali
Mulperipuut	Mulberry
Muuli	Mule
Multimedia	Multimedia
MS-tauti	Multiple sclerosis
Kertolasku	Multiplication
Mumbai	Mumbai
Muumio	Mummy
München	Munich
Kunta	Municipality
Myoni	Muon
Murmansk	Murmansk
Murphyn laki	Murphy's law
Murray Gell-Mann	Murray Gell-Mann
Ruokabanaani	Musa (genus)
Muscat	Muscat
Lihaskudokset	Muscle
Muusa	Muse
Museo	Museum
Sienet	Mushroom
Musiikki	Music
Luokka:Musiikki	Music
MIDI	Musical Instrument Digital Interface
Soitin	Musical instrument
Sävelasteikko	Musical scale
Muusikko	Musician
Musiikkitiede	Musicology
Musketti	Musket
Näätäeläimet	Mustelidae
Mutaatio	Mutation
Kyhmyjoutsen	Mute Swan
Luokka:Myanmar	Myanmar
Mykene	Mycenae
Sienitiede	Mycology
Luokka:Sienitiede	Mycology
Sydäninfarkti	Myocardial infarction
Likinäköisyys	Myopia
Tuhatjalkaiset	Myriapoda
Mystiikka	Mysticism
Myytti	Myth
Mytologia	Mythology
Luokka:Mytologia	Mythology
N	N
N'Djamena	N'Djamena
NASDAQ	NASDAQ
Pohjois-Atlantin liitto	NATO
Luokka:NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nagasaki	Nagasaki
Nagoya	Nagoya
Nahuatl	Nahuatl
Kynsi	Nail (anatomy)
Naula	Nail (fastener)
Nairobi	Nairobi
Namib	Namib Desert
Namibia	Namibia
Luokka:Namibia	Namibia
Namur	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanjing
Nanoteknologia	Nanotechnology
Nantes	Nantes
Napalm	Napalm
Napoli	Naples
Napoleonin sodat	Napoleonic Wars
Narkissos	Narcissus (mythology)
Nashville	Nashville
Nassau	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Kansakunta	Nation
NSA	National Security Agency
Kansallislaulu	National anthem
Kansallispuisto	National park
Nationalismi	Nationalism
Luokka:Nationalismi	Nationalism
Maakaasu	Natural gas
Luonnollinen luku	Natural number
Luonnontiede	Natural science
Luonnonvalinta	Natural selection
Luonto	Nature
Luokka:Luonto	Nature
Nudismi	Naturism
Nauru	Nauru
Luokka:Nauru	Nauru
Meripeninkulma	Nautical mile
Luokka:Navigointi	Navigation
Navigointi	Navigation
Merivoimat	Navy
Nasaret	Nazareth
Natsi-Saksa	Nazi Germany
Luokka:Natsi-Saksa	Nazi Germany
Saksan kansallissosialistinen työväenpuolue	Nazi Party
Luokka:Kansallissosialismi	Nazism
Neandertalinihminen	Neanderthal
Nebraska	Nebraska
Luokka:Nebraska	Nebraska
Nebukadressar II	Nebuchadrezzar II
Kaasusumu	Nebula
Neckar	Neckar
Solmio	Necktie
Nefertiti	Nefertiti
Negevin autiomaa	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Sukkulamadot	Nematode
Nemean leijona	Nemean Lion
Nemesis (mytologia)	Nemesis (mythology)
Neodyymi	Neodymium
Neoliittinen kausi	Neolithic
Uudissana	Neologism
Neon	Neon
Uusplatonismi	Neoplatonism
Nepal	Nepal
Luokka:Nepal	Nepal
Neftys	Nephthys
Neptunus	Neptune
Neptunium	Neptunium
Nereid	Nereid (moon)
Nero	Nero
Nerva	Nerva
Hermosto	Nervous system
Luokka:Hermosto	Nervous system
Pesä	Nest
Nestoriolaisuus	Nestorianism
Alankomaat	Netherlands
Luokka:Alankomaat	Netherlands
Alankomaiden Antillit	Netherlands Antilles
Verkkotopologia	Network topology
Neurologia	Neurology
Luokka:Neurologia	Neurology
Neuroni	Neuron
Aivojen välittäjäaine	Neurotransmitter
Neutriino	Neutrino
Neutroni	Neutron
Neutronitähti	Neutron star
Neva (joki)	Neva River
Nevada	Nevada
Luokka:Nevada	Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
Uusi-Kaledonia	New Caledonia
New Delhi	New Delhi
Uusi-Englanti	New England
Uusi-Guinea	New Guinea
New Hampshire	New Hampshire
Luokka:New Hampshire	New Hampshire
New Jersey	New Jersey
Luokka:New Jersey	New Jersey
New Mexico	New Mexico
Luokka:New Mexico	New Mexico
New Orleans	New Orleans
Uusi Etelä-Wales	New South Wales
Uusi testamentti	New Testament
Uusi manner	New World
Uusivuosi	New Year
New York (osavaltio)	New York
Luokka:New York	New York
New York (täsmennyssivu)	New York (disambiguation)
New York	New York City
Luokka:New York (kaupunki)	New York City
New Yorkin pörssi	New York Stock Exchange
Uusi-Seelanti	New Zealand
Luokka:Uusi-Seelanti	New Zealand
Newark	Newark
Newfoundland	Newfoundland (island)
Newfoundland ja Labrador	Newfoundland and Labrador
Newport	Newport
Newton	Newton
Niasiini	Niacin
Niagaran putoukset	Niagara Falls
Niamey	Niamey
Nicaragua	Nicaragua
Luokka:Nicaragua	Nicaragua
Nizza	Nice
Nikaian uskontunnustus	Nicene Creed
Nikola Petrović-Njegoš	Nicholas
Nikkeli	Nickel
Nikolaus Kopernikus	Nicolaus Copernicus
Nikosia	Nicosia
Nikotiini	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Luokka:Niger	Niger
Niger (joki)	Niger River
Nigeria	Nigeria
Luokka:Nigeria	Nigeria
Yö	Night
Etelänsatakieli	Nightingale
Nihilismi	Nihilism
Nĳmegen	Nijmegen
Nike (yritys)	Nike
Nike	Nike (mythology)
Nikita Hruštšov	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Niili	Nile
Niilinkrokotiili	Nile crocodile
Ninive	Nineveh
Ninja	Ninja
Niobium	Niobium
Nirvana	Nirvana
Typpihappo	Nitric acid
Typpi	Nitrogen
Nitroglyseroli	Nitroglycerin
Nix	Nix (moon)
Njord	Njord
Nooa	Noah
Noam Chomsky	Noam Chomsky
Nobel-palkinto	Nobel Prize
Luokka:Nobel-palkinto	Nobel Prize
Nobelium	Nobelium
Aateli	Nobility
Luokka:Aateli	Nobility
Jalokaasut	Noble gas
Nomadit	Nomad
Nominatiivi	Nominative case
Epämetalli	Nonmetal
Norfolk	Norfolk
Norfolkinsaari	Norfolk Island
Kulmaviivoitin (tähdistö)	Norma (constellation)
Normaalijakauma	Normal distribution
Norman Mailer	Norman Mailer
Normandia	Normandy
Skandinaavinen muinaisusko	Norse mythology
Luokka:Skandinaavinen mytologia	Norse mythology
Pohjoinen	North
Pohjois-Afrikka	North Africa
Pohjois-Amerikka	North America
Luokka:Pohjois-Amerikka	North America
Pohjois-Carolina	North Carolina
Luokka:Pohjois-Carolina	North Carolina
Pohjois-Dakota	North Dakota
Luokka:Pohjois-Dakota	North Dakota
Pohjoissaari	North Island
Korean demokraattinen kansantasavalta	North Korea
Luokka:Pohjois-Korea	North Korea
Pohjoisnapa	North Pole
Pohjanmeri	North Sea
North Yorkshire	North Yorkshire
Pohjois-Eurooppa	Northern Europe
Pohjoinen pallonpuolisko	Northern Hemisphere
Pohjois-Irlanti	Northern Ireland
