English	Esperanto
Mentha	Mento
Mercantilism	Merkantilismo
Mercenary	Soldulo
Mercury (element)	Hidrargo
Mercury (mythology)	Merkuro (dio)
Mercury (planet)	Merkuro
Meridian (geography)	Meridiano
Meritocracy	Meritokratio
Mermaid	Sireno (mitologio)
Merovingian	Merovidoj
Meryl Streep	Meryl Streep
Meson	Mezono
Mesopotamia	Mezopotamio
Mesopotamia	Kategorio:Mezopotamio
Mesosphere	Mezosfero
Mesozoic	Mezozoiko
Messiah	Mesio
Messina	Messina
Metabolism	Metabolo
Metadata	Meta-dateno
Metal	Metalo (fiziko)
Metalloid	Metaloido
Metallurgy	Metalurgio
Metallurgy	Kategorio:Metalurgio
Metamorphic rock	Metamorfa roko
Metaphor	Metaforo
Metaphysics	Metafiziko
Metaphysics	Kategorio:Metafiziko
Meteorite	Meteorŝtono
Meteorology	Kategorio:Meteologio
Meteorology	Meteologio
Methadone	Metadono
Methamphetamine	N-metilamfetamino
Methanol	Metanolo
Methionine	Metionino
Methodism	Metodistoj
Metis (moon)	Metiso
Metre	Metro
Metric space	Metrika spaco
Meuse	Meuse
Meuse River	Mozo
Mexico	Meksiko
Mexico	Kategorio:Meksiko
Mexico City	Meksikurbo
Miami	Miamo
Mica	Glimo
Michael (archangel)	Sankta Mikaelo
Michael Faraday	Michael Faraday
Michelangelo	Mikelanĝelo
Michigan	Miĉigano
Michigan	Kategorio:Miĉigano
Mick Jagger	Mick Jagger
Mickey Mouse	Mickey Mouse
Microbiology	Mikrobiologio
Microbiology	Kategorio:Mikrobiologio
Microeconomics	Mikroekonomiko
Microeconomics	Kategorio:Mikroekonomiko
Micronesia	Mikronezio
Microorganism	Mikroorganismo
Microphone	Mikrofono
Microscope	Mikroskopo
Microscopium	Mikroskopo (konstelacio)
Microwave	Mikroondoj
Microwave oven	Mikroondilo
Middle Ages	Mezepoko
Middle Ages	Kategorio:Mezepoko
Middle East	Mezoriento
Midnight sun	Noktomeza suno
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mikhail Bakunin	Miĥail Bakunin
Mikhail Gorbachev	Miĥail Gorbaĉov
Milan	Milano
Mile	Mejlo
Miles Davis	Miles Davis
Milk	Lakto
Milky Way	Lakta vojo
Millard Fillmore	Millard Fillmore
Millennium	Jarmilo
Millimetre	Milimetro
Million	Miliono
Millipede	Milpieduloj
Milton Friedman	Milton Friedman
Minaret	Minareto
Mineral	Mineralo
Mineral water	Mineralakvo
Mineralogy	Mineralogio
Mineralogy	Kategorio:Mineralogio
Minerva	Minerva
Ming Dynasty	Dinastio Ming
Minimalism	Minimumismo
Mining	Minado
Minister (government)	Ministro
Minneapolis	Minneapolis
Minnesota	Minesoto
Minnesota	Kategorio:Minesoto
Minoan civilization	Minoa civilizo
Minor scale	Minora gamo
Minos	Minoo
Minotaur	Minotaŭro
Minsk	Minsko
Minute	Minuto
Miocene	Mioceno
Miracle	Miraklo
Mirror	Spegulo
Mississippi	Kategorio:Misisipio
Mississippi River	Misisipo (rivero)
Missouri	Misurio
Missouri	Kategorio:Misurio
Missouri River	Misuro (rivero)
Mitochondrion	Mitokondrio
Mnemosyne	Mnemozino
Mobile phone	Poŝtelefono
Modem	Modemo
Modernism	Modernismo
Mogadishu	Mogadiŝo
Moldova	Moldava Respubliko
Moldova	Kategorio:Moldavio
Mole (unit)	Molo
Molecular biology	Molekula biologio
Molecular biology	Kategorio:Molekula biologio
Molecule	Molekulo
Molise	Moliso
Mollusca	Molusko
Molotov cocktail	Brulbotelo
Molybdenum	Molibdeno
Mombasa	Mombasa
Momentum	Movokvanto
Monaco	Monako
Monaco	Kategorio:Monako
Monarchy	Monarkio
Monastery	Monaĥejo
Monday	Lundo
Money	Mono
Mongolia	Mongolio
Mongolia	Kategorio:Mongolio
Mongoose	Mungotedoj
Monism	Monismo
Monocotyledon	Unukotiledonaj plantoj
Monopoly	Monopolo
Monopoly (game)	Monopolo (ludo)
Monosaccharide	Monosakarido
Monotheism	Monoteismo
Monotreme	Monotremoj
Monroe Doctrine	Doktrino de Monroe
Monrovia	Monrovio
Mons	Mons (Belgio)
Monsoon	Musono
Mont Blanc	Blanka Monto
Montana	Montano
Montana	Kategorio:Montano
Monte Carlo	Montekarlo
Montenegro	Montenegro
Montenegro	Kategorio:Montenegro
Monterrey	Monterejo
Montevideo	Montevideo
Montgomery	Montgomery (Alabamo)
Month	Monato
Montpelier	Montpelier (Vermonto)
Montreal	Montrealo (Kebekio)
Montserrat	Moncerato
Moon	Luno
Moose	Alko
Morality	Moralo
Moravia	Moravio
Morocco	Maroko
Morocco	Kategorio:Maroko
Morpheme	Morfemo
Morphine	Morfino
Morphology	Morfologio
Morphology (linguistics)	Morfologio (lingvo)
Morse code	Morsa kodo
Mosaic	Mozaiko
Moscow	Moskvo
Moscow	Kategorio:Moskvo
Moselle	Moselle
Moses	Moseo
Moshe Dayan	Moŝe Dajan
Mosque	Moskeo
Mosquito	Moskito
Moss	Muskoj
Mossad	Mossad
Mosul	Mosulo
Motet	Moteto
Mother	Patrino
Mother Teresa	Patrino Teresa
Mother's Day	Tago de patrinoj
Motion (physics)	Movado (fiziko)
Motorcycle	Motorciklo
Motto	Moto
Mount Ararat	Ararato
Mount Athos	Athos
Mount Etna	Etna
Mount Everest	Ĉomolungmo
Mount Fuji	Fuĵi-Monto
Mount Kilimanjaro	Kilimanĝaro
Mount Olympus	Olimpo
Mount Rushmore	Monto Rushmore
Mount St. Helens	Saint Helens
Mount Vesuvius	Vezuvio
Mountain	Monto
Mountain bike	Montbiciklo
Mountain pass	Montpasejo
Mountain range	Montara sistemo
Mouse	Muso (besto)
Mouse (computing)	Komputila muso
Mozambique	Mozambiko
Mozambique	Kategorio:Mozambiko
Muezzin	Muezino
Muhammad	Mohamedo
Muhammad Ali	Muhammad Ali
Mulberry	Moruso
Mule	Mulo
Multimedia	Plurmedio
Multiple sclerosis	Sklerozo multiloka
Multiplication	Multipliko
Mumbai	Mumbajo
Mummy	Mumio
Munich	Munkeno
Municipality	Municipo
Muon	Muono
Murmansk	Murmansko
Murphy's law	Leĝo de Murphy
Musa (genus)	Banano
Musca	Muŝo (konstelacio)
Muscat	Maskato
Muscle	Muskolo
Muse	Muzoj
Museum	Muzeo
Music	Muziko
Music	Kategorio:Muziko
Musical instrument	Muzika instrumento
Musical scale	Gamo
Musician	Muzikisto
Musicology	Muzikologio
Mustelidae	Musteledoj
Mutation	Mutacio
Mute Swan	Muta cigno
Myanmar	Kategorio:Birmo
Mycenae	Mikeneo
Mycology	Mikologio
Mycology	Kategorio:Mikologio
Myocardial infarction	Korinfarkto
Myopia	Miopio
Myriapoda	Miriapodo
Mysticism	Mistikismo
Myth	Mito
Mythology	Mitologio (mitaro)
Mythology	Kategorio:Mitologio
N	N
N'Djamena	Nĵameno
NASDAQ	NASDAQ
NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nagasaki	Nagasako
Nagoya	Nagoja Urbo
Nahuatl	Naŭatla lingvo
Nail (anatomy)	Ungo
Nail (fastener)	Najlo
Nairobi	Najrobo
Namibia	Namibio
Namibia	Kategorio:Namibio
Namur (city)	Namuro (urbo)
Nancy	Nancio
Nanga Parbat	Nanga Parbat
Nanjing	Nankingo
Nanotechnology	Nanoteknologio
Nantes	Nanto (Francio)
Napalm	Napalmo
Naples	Napolo
Narcissus (mythology)	Narciso
Nashville	Nashville (Tenesio)
Nassau	Nassaŭo
Nathaniel Hawthorne	Nathaniel Hawthorne
Nation	Nacio
National Security Agency	National Security Agency
National anthem	Nacia himno
National park	Nacia parko
Nationalism	Naciismo
Natural gas	Tergaso
Natural language processing	Komputila lingvistiko
Natural number	Natura nombro
Natural science	Naturscienco
Natural selection	Natura selektado
Nature	Naturo
Nature	Kategorio:Naturo
Naturism	Nudismo
Nauru	Nauro
Nauru	Kategorio:Nauro
Navigation	Kategorio:Navigado
Navy	Mararmeo
Nazareth	Nazareto
Nazi Germany	Nazia Germanio
Nazi Party	NSDAP
Neanderthal	Neandertala homo
Nebraska	Nebrasko
Nebraska	Kategorio:Nebrasko
Nebuchadrezzar II	Nebukadnecar la 2-a
Nebula	Nebulozo
Neckar	Neckar
Necktie	Kravato
Nefertiti	Nefertito
Negev	Negevo
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematode	Nematodoj
Nemesis (mythology)	Nemezo
Neodymium	Neodimo
Neolithic	Neolitiko
Neologism	Neologismo
Neon	Neono
Neoplatonism	Novplatonismo
Nepal	Nepalo
Nepal	Kategorio:Nepalo
Neptune	Neptuno (planedo)
Neptunium	Neptunio
Nero	Nerono
Nerva	Nerva
Nervous system	Nerva sistemo
Nest	Nesto
Nestorianism	Nestorianismo
Netherlands	Nederlando
Netherlands	Kategorio:Nederlando
Netherlands Antilles	Nederlandaj Antiloj
Network topology	Reta topologio
Neurology	Neŭrologio
Neuron	Neŭrono
Neurotransmitter	Neŭrotransmisiilo
Neutrino	Neŭtrino
Neutron	Neŭtrono
Neutron star	Neŭtrona stelo
Neva River	Neva
Nevada	Nevado
Nevada	Kategorio:Nevado
Neville Chamberlain	Neville Chamberlain
New Brunswick	Nov-Brunsviko
New Caledonia	Nov-Kaledonio
New Delhi	Nov-Delhio
New England	Nov-Anglio
New Guinea	Nov-Gvineo
New Hampshire	Nov-Hampŝiro
New Hampshire	Kategorio:Nov-Hampŝiro
New Jersey	Nov-Ĵerzejo
New Jersey	Kategorio:Nov-Ĵerzejo
New Mexico	Nov-Meksiko
New Mexico	Kategorio:Nov-Meksiko
New Orleans	Nov-Orleano
New South Wales	Novsudkimrio
New Testament	Nova testamento
New World	Nova Mondo
New Year	Novjaro
New York	Nov-Jorkio
New York	Kategorio:Nov-Jorkio
New York (disambiguation)	New York
New York City	Novjorko
New York City	Kategorio:Novjorko
New York Stock Exchange	Novjorka Borso
New Zealand	Nov-Zelando
New Zealand	Kategorio:Nov-Zelando
Newfoundland (island)	Novlando
Newfoundland and Labrador	Novlando kaj Labradoro
Newport	Newport
Newton	Neŭtono (unuo)
Niagara Falls	Niagara Akvofalo
Niamey	Niameo
Nicaragua	Nikaragvo
Nicaragua	Kategorio:Nikaragvo
Nice	Nico
Nicene Creed	La Kredo Nicea
Nicholas	Petrović Njegoš
Nickel	Nikelo
Nicolas Poussin	Nicolas Poussin
Nicolaus Copernicus	Koperniko
Nicosia	Nikozio
Nicotine	Nikotino
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niĝero
Niger	Kategorio:Niĝero
Niger River	Niĝero (rivero)
Nigeria	Niĝerio
Nigeria	Kategorio:Niĝerio
Night	Nokto
Nightingale	Najtingalo
Nihilism	Nihilismo
Nijmegen	Nijmegen
Nikita Khrushchev	Nikita Ĥruŝĉov
Nikola Tesla	Nikola Tesla
Nile	Nilo
Nineveh	Ninevo
Ninja	Ŝinobo
Niobium	Niobio
Nirvana	Nirvano
Nitric acid	Nitrata acido
Nitrogen	Azoto
Nitroglycerin	Nitroglicerino
Nix (moon)	Nikso (astronomio)
Njord	Njórðr
Noah	Noa
Noam Chomsky	Noam Chomsky
Nobel Prize	Nobel-premio
Nobelium	Nobelio
Nobility	Nobelo
Noble gas	Nobla gaso
Nomad	Nomado
Nominative case	Nominativo
Nonmetal	Nemetalo
Norfolk	Norfolk (Anglio)
Norfolk Island	Norfolkinsulo
Norma (constellation)	Ortilo (konstelacio)
Normal distribution	Normala distribuo
Norman Mailer	Norman Mailer
Normandy	Normandio
Norn	Nornoj
Norse mythology	Nord-ĝermana mitologio
Norse mythology	Kategorio:Ĝermana mitologio
North	Nordo
North Africa	Nord-Afriko
North America	Nordameriko
North America	Kategorio:Nordameriko
North Carolina	Norda Karolino
North Carolina	Kategorio:Norda Karolino
North Dakota	Norda Dakoto
North Dakota	Kategorio:Norda Dakoto
North Island	Norda Insulo (Nov-Zelando)
North Korea	Nord-Koreio
North Korea	Kategorio:Nord-Koreio
North Pole	Norda poluso
North Sea	Norda Maro
North Yorkshire	North Yorkshire
Northern Europe	Norda Eŭropo
Northern Hemisphere	Norda duonglobo
Northern Ireland	Nord-Irlando
Northern Mariana Islands	Nord-Marianoj
Northern Territory	Norda Teritorio
Northern pike	Ezoko
Northwest Territories	Nordokcidentaj Teritorioj
Norway	Norvegio
Norway	Kategorio:Norvegio
Norwegian Sea	Norvega Maro
Norwegian krone	Norvega krono
Nose	Nazo
Nostradamus	Nostradamus
Note	Tononomo
Nouakchott	Nuakŝoto
Noun	Substantivo
Nova Scotia	Nov-Skotio
Novaya Zemlya	Nova Zemlo
Novel	Romano
November	Novembro
November 1	1-a de novembro
November 11	11-a de novembro
November 2	2-a de novembro
November 5	5-a de novembro
Novial	Novialo
Novosibirsk	Novosibirsk
Nu (letter)	Nuo (litero)
Nuclear fission	Fisio
Nuclear fusion	Fuzio
Nuclear physics	Nuklea fiziko
Nuclear power	Nuklea energio
Nuclear weapon	Atombombo
Nucleic acid	Nuklea acido
Nucleon	Nukleono
Nucleotide	Nukleotido
Number	Nombro
Numbers	Kategorio:Nombroj
Numismatics	Numismatiko
Nunavut	Nunavuto
Nuremberg	Nurenbergo
Nut (fruit)	Nukso
Nutmeg	Muskato
Nutrition	Kategorio:Nutrado
Nymph	Nimfoj
Nymphaeaceae	Nimfeo
Nyx (mythology)	Nikso (mitologio)
O	O
OPEC	OPEL
Oahu	Oahu
Oak	Kverko
Oakland	Oakland (Kalifornio)
Oasis	Oazo
Oat	Aveno
Oaxaca	Oaxaca
Ob River	Obo
Obelisk	Obelisko
Obesity	Trodikiĝo
Object-oriented programming	Objektema programado
Oboe	Hobojo
Observatory	Observatorio
Obsidian	Obsidiano
Occam's razor	Raziklingo de Ockham
Ocean	Oceano
Ocean current	Marfluo
Oceania	Oceanio
Oceania	Kategorio:Oceanio
Oceanography	Oceanografio
Oceanography	Kategorio:Oceanografio
Oceanus	Oceano (mitologio)
Octal	Okuma sistemo
Octans	Oktanto (konstelacio)
Octave	Okto
October	Oktobro
October 12	12-a de oktobro
October 24	24-a de oktobro
October Revolution	Oktobra Revolucio
Octopus	Polpo
Ode	Odo
Oder River	Odro
Odessa	Odeso
Odin	Odino
Odonata	Libelo
Odysseus	Odiseo
Odyssey	Odiseado
Oedipus	Edipo
Offside (football)	Ofsajdo
Ohio	Ohio
Ohio	Kategorio:Ohio
Ohm	Omo
Ohm's law	Leĝo de Omo
Oil	Oleo
Oil (disambiguation)	Oleo
Okapi	Okapio
Oklahoma	Oklahomo
Oklahoma	Kategorio:Oklahomo
Oklahoma City	Oklahoma City (Oklahomo)
Oktoberfest	Oktoberfest
Old Norse	Norena lingvo
Old Testament	Malnova testamento
Oligarchy	Oligarkio
Oligocene	Oligoceno
Olive	Olivarbo
Olive oil	Oliv-oleo
Oliver Cromwell	Oliver Cromwell
Olivine	Olivino
Olympia	Olympia (Vaŝingtonio)
Olympia	Olimpio
Olympic Games	Olimpiaj ludoj
Olympics	Kategorio:Olimpikoj
Omaha	Omaha (Nebrasko)
Oman	Omano
Oman	Kategorio:Omano
Omega	Omego
Omicron	Omikrono
Omsk	Omsk
Onion	Cepo
Ontario	Ontario
Ontario	Kategorio:Ontario
Ontology	Ontologio
Oort cloud	Oorta nubo
Opal	Opalo
Opel	Opel
Opera	Opero
Opera (Internet suite)	Opera (retumilo)
Operating system	Operaciumo
Operetta	Opereto
Ophiuchus	Serpentisto (konstelacio)
Opium	Opio
Optical fiber	Optika fibro
Optical illusion	Optika iluzio
Optics	Optiko
Optics	Kategorio:Optiko
Optimization (mathematics)	Optimumigo (matematiko)
Oral sex	Buŝa seksumado
Orange (colour)	Oranĝkolora
Orange (fruit)	Oranĝo (frukto)
Orangutan	Orangutano
Oratorio	Oratorio
Orbit	Orbito
Orca	Granda orcino
Orchestra	Orkestro
Orchidaceae	Orkidacoj
Order (biology)	Ordo (biologio)
Order of Saint Benedict	Benediktanoj
Ordovician	Ordovicio
Oregon	Oregono
Oregon	Kategorio:Oregono
Organ (anatomy)	Organo
Organ (music)	Orgeno
Organelle	Organeto
Organic chemistry	Organika kemio
Organic chemistry	Kategorio:Organika kemio
Organism	Organismo
Organization	Organizo
Organization of American States	Organizo de Amerikaj Ŝtatoj
Orgasm	Orgasmo
Origami	Origamio
Origen	Origeno
Original sin	Prapeko
Orinoco	Orinoko
Orion (constellation)	Oriono (konstelacio)
Ornithology	Ornitologio
Orpheus	Orfeo
Orson Welles	Orson Welles
Orthography	Ortografio
Osaka	Osako
Osama bin Laden	Usama bin Laden
Oscar Wilde	Oscar Wilde
Osiris	Oziriso
Oslo	Oslo
Osmium	Osmio
Osprey	Fiŝaglo
Osteichthyes	Ostaj fiŝoj
Ostrava	Ostrava
Ostrich	Struto
Otho	Oto
Ottawa	Otavo (Ontario)
Otto Hahn	Otto Hahn
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Otomana Imperio
Ottoman Empire	Kategorio:Otomana Imperio
Ounce	Unco
Ovary	Ovario (anatomio)
Ovid	Ovidio
Oviedo	Oviedo
Ovis	Ovio
Owl	Strigoformaj birdoj
Oxford	Oksfordo
Oxidation state	Oksidiĝa nombro
Oxide	Oksido
Oxygen	Oksigeno
Oxymoron	Oksimoro
Ozone	Ozono
Ozone layer	Ozona tavolo
P	P
PH	PH (kemia parametro)
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Pacifika Oceano
Pacifism	Pacismo
Padua	Padovo
Paganism	Paganismo
Painting	Kategorio:Pentrado
Pakistan	Pakistano
Pakistan	Kategorio:Pakistano
Palace of Versailles	Kastelo de Versailles
Palau	Palaŭo
Palau	Kategorio:Palaŭo
Paleocene	Paleoceno
Paleolithic	Paleolitiko
Paleontology	Paleontologio
Paleontology	Kategorio:Paleontologio
Paleozoic	Paleozoiko
Palermo	Palermo
Palestine	Palestino
Palestine	Kategorio:Palestino
Palestine Liberation Organization	Organizaĵo por Liberigo de Palestino
Palestinian National Authority	Palestina Aŭtonomio
Pali	Palia lingvo
Palindrome	Palindromo
Palladium	Paladio
Palmyra	Palmyra
Pamir Mountains	Pamiro
Pan (mythology)	Pajno
Panama	Panamo
Panama	Kategorio:Panamo
Panama Canal	Panama kanalo
Panama City	Panamurbo
Pancreas	Pankreato
Pandemic	Pandemio
Pandora	Pandora
Pangaea	Pangeo
Pantheism	Panteismo
Pantheon	Panteono de Romo
Papal States	Papa Ŝtato
Papua New Guinea	Papuo-Nov-Gvineo
Papua New Guinea	Kategorio:Papuo-Nov-Gvineo
Papyrus	Papiruso
Parabola	Parabolo (matematiko)
Parachute	Paraŝuto
Paradigm	Scienca paradigmo
Paradox	Paradokso
Paragliding	Glisparaŝutado
Paraguay	Paragvajo
Paraguay	Kategorio:Paragvajo
Parallax	Paralakso
Parallelogram	Paralelogramo
Paramaribo	Paramaribo
Paranoia	Paranojo
Paraphilia	Parafilio
Parapsychology	Parapsikologio
Parasitism	Parazitismo
Parchment	Pergameno
Paris	Parizo
Paris	Kategorio:Parizo
Parkinson's disease	Parkinsono
Parliament	Parlamento
Parmenides	Parmenido
Parody	Parodio
Parrot	Papagoformaj
Parsec	Parseko
Parsley	Petroselo
Parthenon	Partenono
Parthia	Partoj
Particle physics	Partikla fiziko
Particle physics	Kategorio:Partikla Fiziko
Pascal (programming language)	Paskalo (programlingvo)
Pascal (unit)	Paskalo
Passeriformes	Kategorio:Paseroformaj
Passerine	Paseroformaj birdoj
Passover	Pesaĥo
Passport	Pasporto
Password	Pasvorto
Pasteurization	Pasteŭrizado
Patagonia	Patagonio
Patent	Patento
Pathology	Patologio
Patras	Patraso
Patriarch	Patriarko
Patrick White	Patrick White
Patriotism	Patriotismo
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Verlaine	Paul Verlaine
Paul the Apostle	Sankta Paŭlo
Paul von Hindenburg	Paul von Hindenburg
Pauli exclusion principle	Principo de ekskludo
Pavo (constellation)	Pavo (konstelacio)
Pawn (chess)	Peono (ŝako)
Pays de la Loire	Luarlandoj
Pea	Ĝardena pizo
Peace	Paco
Peace of Westphalia	Vestfalia Paco
Peach	Persiko
Peafowl	Pavo
Peanut	Ternukso
Pear	Piro
Pearl	Perlo
Pearl Harbor	Pearl Harbor
Peat	Torfo
Pedagogy	Pedagogio
Pedagogy	Kategorio:Pedagogio
Pediatrics	Pediatrio
Pedophilia	Pedofilio
Pedunculate Oak	Tigfrukta kverko
Pegasus	Pegazo
Pegasus (constellation)	Pegazo (konstelacio)
Peloponnese	Peloponezo
Peloponnesian War	Peloponeza milito
Pencil	Krajono
Pendulum	Pendolo
Penelope	Penelopo
Penguin	Pingveno
Penicillin	Penicilino
Peninsula	Duoninsulo
Pennsylvania	Pensilvanio
Pennsylvania	Kategorio:Pensilvanio
Pentagon	Kvinlatero
Pentecost	Pentekosto
Pentecostalism	Pentekosta Kristanismo
People's Republic of China	Ĉinio
Peptide	Peptido
Percentage	Procento
Perception	Percepto
Perciformes	Perkoformaj
Percussion instrument	Frapinstrumento
Percy Bysshe Shelley	Percy Bysshe Shelley
Peregrine Falcon	Migra falko
Perestroika	Perestrojko
Perfume	Parfumo
Period (periodic table)	Periodo de la perioda tabelo
Periodic table	Perioda tabelo
Perm	Permjo
Permafrost	Multjare frostiĝinta tero
Permian	Permio
Permutation	Permutaĵo
Pernambuco	Pernambuko
Perpetual motion	Eterna movilo
Persephone	Persefono
Perseus	Perseo
Perseus (constellation)	Perseo (konstelacio)
Persian Empire	Persio
Persian Gulf	Persa Golfo
Personal digital assistant	Poŝkomputilo
Perth	Perto
Peru	Peruo
Peru	Kategorio:Peruo
Pesticide	Pesticido
Peter Abelard	Abelardo
Peter Paul Rubens	Petro Paŭlo Rubens
Peter Sellers	Peter Sellers
Petrarch	Francesco Petrarca
Petroleum	Nafto
Petrology	Petrologio
Pharaoh	Faraono
Pharmacology	Farmakologio
Pharynx	Faringo
Phase (matter)	Fazo de materio
Phenol	Fenolo
Phenomenology	Fenomenologio
Phenotype	Fenotipo
Phenylalanine	Fenilalanino
Phi (letter)	Fio (litero)
Philadelphia	Filadelfio (Pensilvanio)
Philately	Filatelo
Philip II of Macedon	Filipo la 2-a (Makedonio)
Philip II of Spain	Filipo la 2-a (Hispanio)
Philipp Lenard	Philipp Lenard
Philippines	Filipinoj
Philippines	Kategorio:Filipinoj
Philology	Filologio
Philology	Kategorio:Filologio
Philosopher's stone	Ŝtono de la saĝuloj
Philosophy	Filozofio
Philosophy	Kategorio:Filozofio
Phnom Penh	Pnom-Peno
Phobia	Fobio
Phobos (moon)	Fobo
Phoenicia	Fenicio
Phoenix	Fenikso (Arizono)
Phoenix	Fenikso
Phoenix (constellation)	Fenikso (konstelacio)
Phoenix (mythology)	Fenikso (birdo)
Phoenix (spacecraft)	Fenikso (kosmosondilo)
Phoneme	Fonemo
Phonetics	Fonetiko
Phonetics	Kategorio:Fonetiko
Phonology	Fonologio
Phosphate	Fosfato
Phosphorus	Fosforo
Photography	Fotografio
Photography	Kategorio:Fotado
Photon	Fotono
Photosynthesis	Fotosintezo
Phylum	Filumo
Physical chemistry	Fizika kemio
Physical chemistry	Kategorio:Fizika kemio
Physician	Kuracisto
Physics	Fiziko
Physics	Kategorio:Fiziko
Physiology	Fiziologio
Physiology	Kategorio:Fiziologio
Pi	Pi (nombro)
Pi (letter)	Pio (litero)
Piano	Piano
Picardie	Pikardio
Piciformes	Pegoformaj birdoj
Pictor	Pentristo (konstelacio)
Pidgin	Piĝino
Pidgin (software)	Pidgin
Piedmont	Piemonto
Pierre	Pierre (Suda Dakoto)
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondriaan
Pieter Zeeman	Pieter Zeeman
Pigment	Pigmento
Pilsen	Plzeň
Pinaceae	Pinacoj
Pindar	Pindaro
Pine	Pino
Pineapple	Ananaso
Pink	Roza
Piracy	Pirato
Pisa	Pizo (Italio)
Pisces (constellation)	Fiŝoj (konstelacio)
Piston	Piŝto
Pittsburgh	Pittsburgh (Pensilvanio)
Pituitary gland	Hipofizo
Pixel	Rastrumero
Pizza	Pico
Plagiarism	Plagiato
Plane (mathematics)	Ebeno (matematiko)
Planet	Planedo
Planetary nebula	Planeduma nebulozo
Plankton	Planktono
Plant	Planto
Plasma (physics)	Plasmo
Plasmid	Plasmido
Plastic	Plasto
Plate tectonics	Plata tektoniko
Platelet	Trombocito
Platinum	Plateno
Plato	Platono
Platypus	Ornitorinko
Playboy	Playboy
Playing card	Ludkarto
Pleiades (star cluster)	Plejadoj
Pleistocene	Plejstoceno
Pliny the Elder	Plinio la pli maljuna
Pliny the Younger	Gaius Plinius Caecilius Secundus minor
Pliocene	Plioceno
Plotinus	Plotino
Plovdiv	Plovdiv
Plutarch	Plutarko
Pluto	Plutono
Plutonium	Plutonio
Plymouth	Plymouth
Pneumonia	Pneŭmonio
Po River	Pado#Pado - rivero
Poaceae	Poacoj
Podcast	Podkasto
Poetry	Poezio
Poetry	Kategorio:Poezio
Pogrom	Pogromo
Point (geometry)	Punkto
Poison	Veneno
Poitiers	Poitiers
Poitou-Charentes	Puatuo-Ĉarentoj
Poker	Pokero
Poland	Pollando
Poland	Kategorio:Pollando
Polar bear	Blanka urso
Police	Polico
Poliomyelitis	Poliomjelito
Political party	Partio (politiko)
Political science	Politika scienco
Politician	Politikisto
Politics	Politiko
Politics	Kategorio:Politiko
Pollen	Poleno
Pollination	Polenado
Pollution	Poluo
Polonium	Polonio
Polygamy	Poligamio
Polygon	Plurlatero
Polyhedron	Pluredro
Polyhymnia	Polimnio
Polymer	Polimero
Polynesia	Polinezio
Polynomial	Polinomo
Polytheism	Politeismo
Polyvinyl chloride	Polivinil-klorido
Pomegranate	Granato
Pomelo	Pampelmuso
Pompeii	Pompejo (urbo)
Pompey	Pompeo
Pontius Pilate	Pontio Pilato
Pop art	Poparto
Pop music	Pop-muziko
Pope	Papo
Pope Alexander VI	Aleksandro la 6-a
Poplar	Poploj
Population	Loĝantaro
Populism	Popolismo
Porcelain	Porcelano
Pornography	Pornografio
Port	Haveno
Port Moresby	Port-Moresbo
Port-au-Prince	Portoprinco
Portland	Portlando (Oregono)
Porto	Porto
Portrait	Portreto
Portsmouth	Portsmouth
Portugal	Portugalio
Portugal	Kategorio:Portugalio
Poseidon	Pozidono
Positron	Pozitrono
Postage stamp	Poŝtmarko
Postal code	Poŝtkodo
Postmodernism	Postmodernismo
Potassium	Kalio
Potato	Terpomo
Potsdam	Potsdamo
Pound (mass)	Funto
Pound sterling	Brita pundo
Poverty	Malriĉeco
Power (physics)	Povumo
Power station	Centralo
Praetor	Pretoro
Prague	Prago
Prague	Kategorio:Prago
Praia	Prajo
Praseodymium	Prazeodimo
Prayer	Preĝo
Precambrian	Antaŭkambrio
Precession	Precesio
Precipitation (meteorology)	Precipitaĵo
Pregnancy	Gravedeco
Prehistory	Prahistorio
Prehistory	Kategorio:Prahistorio
President	Prezidento
President of the United States	Prezidanto de Usono
Pressure	Premo
Pretoria	Ĉvaneo
Priam	Priamo
Price	Prezo
Priest	Sacerdoto
Primate	Primatoj
Primates	Kategorio:Primatoj
Prime Meridian	Grenviĉa Meridiano
Prime minister	Ĉefministro
Prime number	Primo
Prince Edward Island	Insulo de Princo Eduardo
Prince of Wales	Princo de Kimrujo
Princeton University	Universitato Princeton
Printing	Presarto
Prion	Priono
Prism (geometry)	Prismo
Prism (optics)	Prismo (optiko)
Prison	Malliberejo
Prisoner of war	Militkaptito
Prix Goncourt	Premio Goncourt
Probability	Probablo
Probability theory	Probablokalkulo
Probability theory	Kategorio:Teorio de probabloj
Procyonidae	Procionedoj
Professor	Profesoro
Profit	Profito
Programming language	Programlingvo
