German	English
Kiribati	Kiribati
Kategorie:Kiribati	Kiribati
Kirkuk	Kirkuk
Kuss	Kiss
Drachen	Kite
Kiwis	Kiwi
Kniegelenk	Knee
Knesset	Knesset
Messer	Knife
Ritter	Knight
Springer (Schach)	Knight (chess)
Knossos	Knossos
Knoten (Geschwindigkeit)	Knot (speed)
Wissen	Knowledge
Knut Hamsun	Knut Hamsun
Koala	Koala
Kōbe	Kobe
Kola	Kola Peninsula
Kolkata	Kolkata
Komodowaran	Komodo dragon
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Korea	Korea
Kategorie:Korea	Korea
Koreakrieg	Korean War
Kosovo	Kosovo
Kategorie:Kosovo	Kosovo
Krakatau	Krakatoa
Kreml	Kremlin
Krishna	Krishna
Krypton	Krypton
Ku-Klux-Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Kublai Khan	Kublai Khan
Kuipergürtel	Kuiper belt
Kumquats	Kumquat
Kung Fu	Kung fu (term)
Kunlun	Kunlun Mountains
Kuomintang	Kuomintang
Kura	Kura River
Kurdistan	Kurdistan
Kategorie:Kurdistan	Kurdistan
Arbeiterpartei Kurdistans	Kurdistan Workers Party
Kursk	Kursk
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuwait	Kuwait
Kategorie:Kuwait	Kuwait
Kuwait-Stadt	Kuwait City
KwaZulu-Natal	KwaZulu-Natal
Kyōto	Kyoto
Kirgisistan	Kyrgyzstan
Kategorie:Kirgisistan	Kyrgyzstan
L	L
L’Aquila	L'Aquila
LAMP	LAMP (software bundle)
La Paz	La Paz
La Plata (Stadt)	La Plata
La Spezia	La Spezia
LaTeX	LaTeX
Labor	Laboratory
Labour Party	Labour Party (UK)
Labrador Retriever	Labrador Retriever
Eidechse (Sternbild)	Lacerta
Milchsäure	Lactic acid
Milchzucker	Lactose
Lady Jane Grey	Lady Jane Grey
Hasenartige	Lagomorpha
Lagos	Lagos
Lahore	Lahore
Laissez-faire	Laissez-faire
See	Lake
Baikalsee	Lake Baikal
Plattensee	Lake Balaton
Tschadsee	Lake Chad
Bodensee	Lake Constance
Eriesee	Lake Erie
Lake Eyre	Lake Eyre
Genfersee	Lake Geneva
Huronsee	Lake Huron
Ilmensee	Lake Ilmen
Ladogasee	Lake Ladoga
Malawisee	Lake Malawi
Michigansee	Lake Michigan
Onegasee	Lake Onega
Ontariosee	Lake Ontario
Oberer See	Lake Superior
Tanganjikasee	Lake Tanganyika
Viktoriasee	Lake Victoria
Lakshmi	Lakshmi
Lambda	Lambda
Lippenblütler	Lamiaceae
Bartgeier	Lammergeier
Neunaugen	Lamprey
Lancashire	Lancashire
Lanzettfischchen	Lancelet
Deponie	Landfill
Sprache	Language
Languedoc-Roussillon	Languedoc-Roussillon
Lansing	Lansing
Lanthanoide	Lanthanide
Lanthan	Lanthanum
Laos	Laos
Kategorie:Laos	Laos
Laptewsee	Laptev Sea
Notebook	Laptop
Lärchen	Larch
Larve	Larva
Kehlkopf	Larynx
Las Vegas	Las Vegas
Höhle von Lascaux	Lascaux
Laser	Laser
Drehmaschine	Lathe
Latein	Latin
Lateinamerika	Latin America
Lateinisches Alphabet	Latin alphabet
Geographische Breite	Latitude
Lettland	Latvia
Kategorie:Lettland	Latvia
Lachen (Ausdrucksform)	Laughter
Laurasia	Laurasia
Lausanne	Lausanne
Lava	Lava
Recht	Law
Kategorie:Recht	Law
Kategorie:Polizei	Law enforcement
Lawrencium	Lawrencium
Rechtsanwalt	Lawyer
Latium	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Blei	Lead
Blatt (Pflanze)	Leaf
Völkerbund	League of Nations
Schiefer Turm von Pisa	Leaning Tower of Pisa
Schaltjahr	Leap year
Lernen	Learning
Libanon	Lebanon
Kategorie:Libanon	Lebanon
Leda (Mythologie)	Leda (mythology)
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Linkshänder	Left-handed
Legende	Legend
Legislative	Legislature
Lego	Lego
Leicester	Leicester
Leiden (Stadt)	Leiden
Leipzig	Leipzig
Zitrone	Lemon
Zitronenmelisse	Lemon balm
Lena	Lena River
Längenmaß	Length
Linse (Optik)	Lens (optics)
Fastenzeit	Lent
Linse (Botanik)	Lentil
Löwe (Sternbild)	Leo (constellation)
Leo I. (Ostrom)	Leo I (emperor)
Leo Trotzki	Leon Trotsky
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Iljitsch Breschnew	Leonid Brezhnev
Leopard	Leopard
Schmetterlinge	Lepidoptera
Lepra	Leprosy
Lepton	Lepton
Hase (Sternbild)	Lepus (constellation)
Lesbe	Lesbian
Lesotho	Lesotho
Kategorie:Lesotho	Lesotho
Kleine Antillen	Lesser Antilles
Leto (Mythologie)	Leto
Buchstabe	Letter (alphabet)
Leukämie	Leukemia
Levante	Levant
Hebelgesetz	Lever
Leviathan (Mythologie)	Leviathan
3. Buch Mose	Leviticus
Lewis Carroll	Lewis Carroll
Lexikologie	Lexicology
Lhasa	Lhasa
Lhotse	Lhotse
Liberalismus	Liberalism
Kategorie:Liberalismus	Liberalism
Liberation Tigers of Tamil Eelam	Liberation Tigers of Tamil Eelam
Liberia	Liberia
Kategorie:Liberia	Liberia
Waage (Sternbild)	Libra (constellation)
Bibliothek	Library
BID-Bereich	Library science
Libretto	Libretto
Libreville	Libreville
Libyen	Libya
Kategorie:Libyen	Libya
Flechte	Lichen
Lüge	Lie
Liechtenstein	Liechtenstein
Kategorie:Liechtenstein	Liechtenstein
Leutnant	Lieutenant
Leben	Life
Licht	Light
Leuchtdiode	Light-emitting diode
Lichtjahr	Light-year
Feuerzeug	Lighter
Leuchtturm	Lighthouse
Blitz	Lightning
Ligurien	Liguria
Ligurisches Meer	Ligurian Sea
Liliengewächse	Liliaceae
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick	Limerick
Kalkstein	Limestone
Limnologie	Limnology
Limousin	Limousin (region)
Lincoln (Nebraska)	Lincoln
Lincoln	Lincoln
Lincolnshire	Lincolnshire
Gerade	Line (mathematics)
Lineare Algebra	Linear algebra
Kategorie:Lineare Algebra	Linear algebra
Lineare Gleichung	Linear equation
Lingua franca	Lingua franca
Sprachwissenschaft	Linguistics
Kategorie:Sprachwissenschaft	Linguistics
Linus Carl Pauling	Linus Pauling
Linux	Linux
Kategorie:Linux	Linux
Linz	Linz
Löwe	Lion
Lipide	Lipid
Likör	Liqueur
Flüssigkeit	Liquid
Flüssigkristallbildschirm	Liquid crystal display
Lakritze	Liquorice
Lissabon	Lisbon
Lise Meitner	Lise Meitner
LISP	Lisp (programming language)
Alphabetisierung (Lesefähigkeit)	Literacy
Literatur	Literature
Kategorie:Literatur	Literature
Portal:Literatur	Literature
Lithium	Lithium
Lithografie	Lithography
Lithosphäre	Lithosphere
Litauen	Lithuania
Kategorie:Litauen	Lithuania
Liter	Litre
Steinkauz	Little Owl
Liverpool	Liverpool
Livland	Livonia
Titus Livius	Livy
Echsen	Lizard
Ljubljana	Ljubljana
Lama (Kamel)	Llama
Lehnwort	Loanword
Local Area Network	Local area network
Loch Ness	Loch Ness
Ungeheuer von Loch Ness	Loch Ness Monster
Lokomotive	Locomotive
Logarithmus	Logarithm
Logik	Logic
Kategorie:Logik	Logic
Logikgatter	Logic gate
Logistik	Logistics
Firmenlogo	Logo
Loire (Département)	Loire
Loire	Loire River
Loki	Loki
Lolita (Roman)	Lolita
Lombardei	Lombardy
London	London
Kategorie:London	London
Long Beach (Kalifornien)	Long Beach
Long Island	Long Island
Weitsprung	Long jump
Waldohreule	Long-eared Owl
Lope de Vega	Lope de Vega
Vaterunser	Lord's Prayer
Lothringen	Lorraine (region)
Los Angeles	Los Angeles
Lot (Département)	Lot (department)
Lautsprecher	Loudspeaker
Louis Aragon	Louis Aragon
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Ludwig der Fromme	Louis the Pious
Ludwig II. (Frankreich)	Louis the Stammerer
Louisiana	Louisiana
Kategorie:Louisiana	Louisiana
Louisville (Kentucky)	Louisville
Louvre	Louvre
Liebe	Love
Niederdeutsche Sprache	Low German
Niedersachsen	Lower Saxony
Luanda	Luanda
Lublin	Lublin
Luzern	Lucerne
Luciano Pavarotti	Luciano Pavarotti
Luzifer	Lucifer
Lukrez	Lucretius
Lucrezia Borgia	Lucrezia Borgia
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe (Bundeswehr)	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen (Einheit)	Lumen (unit)
Lumineszenz	Luminescence
Mondfinsternis	Lunar eclipse
Lund	Lund
Lunge	Lung
Bronchialkarzinom	Lung cancer
Lungenfische	Lungfish
Wolf (Sternbild)	Lupus (constellation)
Lusaka	Lusaka
Lusitania (Provinz)	Lusitania
Laute	Lute
Lutetium	Lutetium
Evangelisch-Lutherische Kirchen	Lutheranism
Lux (Einheit)	Lux
Luxemburg	Luxembourg
Kategorie:Luxemburg	Luxembourg
Luxemburg (Stadt)	Luxembourg (city)
Luxor	Luxor
Luzon	Luzon
Litschibaum	Lychee
Lydien	Lydia
Lymphsystem	Lymphatic system
Luchs (Sternbild)	Lynx (constellation)
Lynx (Browser)	Lynx (web browser)
Lyon	Lyon
Leier (Sternbild)	Lyra
LSD	Lysergic acid diethylamide
Lysin	Lysine
Lysosom	Lysosome
M	M
M-Theorie	M-theory
Messenger (Raumsonde)	MESSENGER
Multipurpose Internet Mail Extensions	MIME
MS-DOS	MS-DOS
Macao	Macau
Macbeth (Shakespeare)	Macbeth
Macedonia	Macedonia
Makedonien (griechische Region)	Macedonia (Greece)
Mach-Zahl	Mach number
Maschine	Machine
Maschinensprache	Machine code
Maschinengewehr	Machine gun
Maschinelle Übersetzung	Machine translation
Machu Picchu	Machu Picchu
Apple Macintosh	Macintosh
Makroökonomie	Macroeconomics
Kategorie:Makroökonomie	Macroeconomics
Madagaskar	Madagascar
Kategorie:Madagaskar	Madagascar
Madeira	Madeira
Madison (Wisconsin)	Madison
Madonna (Künstlerin)	Madonna (entertainer)
Madrid	Madrid
Autonome Gemeinschaft Madrid	Madrid (autonomous community)
Mafia	Mafia
Zeitschrift	Magazine
Magenta (Farbe)	Magenta
Maghreb	Maghreb
Magie	Magic (paranormal)
Magisches Quadrat	Magic square
Maginot-Linie	Maginot Line
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnesium
Magnet	Magnet
Magnetismus#Magnetfelder	Magnetic field
Magnetresonanztomographie	Magnetic resonance imaging
Magnetismus	Magnetism
Kategorie:Magnetismus	Magnetism
Magnetit	Magnetite
Lupe	Magnifying glass
Maharashtra	Maharashtra
Mohandas Karamchand Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Post	Mail
Moses Maimonides	Maimonides
Main	Main
Maine	Maine
Kategorie:Maine	Maine
Großrechner	Mainframe computer
Maitreya	Maitreya
Mais	Maize
Major	Major
Dur	Major scale
Mallorca	Majorca
Makalu	Makalu
Malabo	Malabo
Malachit	Malachite
Höhere Krebse	Malacostraca
Malaria	Malaria
Kategorie:Malawi	Malawi
Malaiische Halbinsel	Malay Peninsula
Schabrackentapir	Malayan Tapir
Malaysia	Malaysia
Kategorie:Malaysia	Malaysia
Malcolm X	Malcolm X
Malediven	Maldives
Kategorie:Malediven	Maldives
Mali	Mali
Kategorie:Mali	Mali
Stockente	Mallard
Malta	Malta
Kategorie:Malta	Malta
Maltesische Sprache	Maltese language
Maltose	Maltose
Malvengewächse	Malvaceae
Säugetiere	Mammal
Mammuts	Mammoth
Unternehmensführung	Management
Managua	Managua
Manama	Manama
Rundschwanzseekühe	Manatee
Manchester	Manchester
Mandschurei	Manchuria
Mandala	Mandala
Hochchinesisch	Mandarin (linguistics)
Mandarine	Mandarin orange
Mandelbrot-Menge	Mandelbrot set
Mangan	Manganese
Mangos	Mango
Mangrove (Ökosystem)	Mangrove
Manhattan	Manhattan
Manhattan-Projekt	Manhattan Project
Manichäismus	Manichaeism
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Manierismus	Mannerism
Mannheim	Mannheim
Erdmantel	Mantle (geology)
Mantra	Mantra
Mantua	Mantua
Manuel de Falla	Manuel de Falla
Manuskript	Manuscript
Mao Zedong	Mao Zedong
Maoismus	Maoism
Karte (Kartografie)	Map
Ahorne	Maple
Maputo	Maputo
Marathonlauf	Marathon
Marmor	Marble
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
März	March
17. März	March 17
19. März	March 19
2. März	March 2
25. März	March 25
Marken	Marche
Marco Polo	Marco Polo
Mark Aurel	Marcus Aurelius
Marcus Iunius Brutus	Marcus Junius Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Marianen	Mariana Islands
Marie Antoinette	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Marcus Antonius	Mark Antony
Mark Twain	Mark Twain
Markt	Market
Marketing	Marketing
Kategorie:Marketing	Marketing
Auszeichnungssprache	Markup language
Marlene Dietrich	Marlene Dietrich
Donatien Alphonse François de Sade	Marquis de Sade
Marrakesch	Marrakech
Ehe	Marriage
Kategorie:Mars (Planet)	Mars
Mars	Mars (disambiguation)
Mars (Mythologie)	Mars (mythology)
Marseille	Marseille
Marshallinseln	Marshall Islands
Kategorie:Marshallinseln	Marshall Islands
Marshallplan	Marshall Plan
Beutelsäuger	Marsupial
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martina Navrátilová	Martina Navratilova
Martinique	Martinique
Märtyrer	Martyr
Marx-Brothers	Marx Brothers
Marxismus	Marxism
Kategorie:Marxismus	Marxism
Maria (Mutter Jesu)	Mary (mother of Jesus)
Maria Magdalena	Mary Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Kategorie:Maryland	Maryland
Maseru	Maseru
Maschhad	Mashhad
Masse (Physik)	Mass
Heilige Messe	Mass (liturgy)
Massenzahl	Mass number
Massachusetts	Massachusetts
Kategorie:Massachusetts	Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbation	Masturbation
Mata Hari	Mata Hari
Streichholz	Match
Materialismus	Materialism
Mathematische Logik	Mathematical logic
Kategorie:Mathematische Logik	Mathematical logic
Beweis (Mathematik)	Mathematical proof
Mathematik	Mathematics
Kategorie:Mathematik	Mathematics
Portal:Mathematik	Mathematics
Matrix (Mathematik)	Matrix (mathematics)
Materie	Matter
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Gründonnerstag	Maundy Thursday
Maurice Ravel	Maurice Ravel
Mauretanien	Mauritania
Kategorie:Mauretanien	Mauritania
Mauritius	Mauritius
Kategorie:Mauritius	Mauritius
Max Born	Max Born
Max Bruch	Max Bruch
Max Ernst	Max Ernst
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maximian
Maxwellsche Gleichungen	Maxwell's equations
Mai	May
1. Mai	May 1
24. Mai	May 24
Mayenne (Département)	Mayenne
Eintagsfliegen	Mayfly
Mayonnaise	Mayonnaise
Bürgermeister	Mayor
Mbabane	Mbabane
McCarthy-Ära	McCarthyism
Met	Mead
Masern	Measles
Maßtheorie	Measure (mathematics)
Kategorie:Messtechnik	Measurement
Messung	Measurement
Fleisch	Meat
Mekka	Mecca
Maschinenbau	Mechanical engineering
Kategorie:Maschinenbau	Mechanical engineering
Kategorie:Mechanik	Mechanics
Mechanik	Mechanics
Medea	Medea
Median	Median
Medikament	Medication
Medici	Medici
Medizin	Medicine
Kategorie:Medizin	Medicine
Medina	Medina
Meditation	Meditation
Kategorie:Mittelmeer	Mediterranean
Mittelmeer	Mediterranean Sea
Medusa (Mythologie)	Medusa
Erdmännchen	Meerkat
Meiose	Meiosis
Meister Eckhart	Meister Eckhart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesien	Melanesia
Melodie	Melody
Melone	Melon
Melpomene	Melpomene
Schmelzen	Melting
Schmelzpunkt	Melting point
Mem	Meme
Gedächtnis	Memory
Memphis (Tennessee)	Memphis
Memphis (Ägypten)	Memphis
Menachem Begin	Menachem Begin
Mendelevium	Mendelevium
Menelaos	Menelaus
Meningitis	Meningitis
Tafelberg (Sternbild)	Mensa (constellation)
Menstruationszyklus	Menstrual cycle
Menstruation	Menstruation
Psychische Störung	Mental disorder
Minzen	Mentha
Merkantilismus	Mercantilism
Söldner	Mercenary
Merkur	Mercury
Quecksilber	Mercury (element)
Merkur (Mythologie)	Mercury (mythology)
Merkur (Planet)	Mercury (planet)
Meridian (Geographie)	Meridian (geography)
Meritokratie	Meritocracy
Meerjungfrau	Mermaid
Merowinger	Merovingian
Meryl Streep	Meryl Streep
Meskalin	Mescaline
Mittelsteinzeit	Mesolithic
Meson	Meson
Mesopotamien	Mesopotamia
Kategorie:Mesopotamien	Mesopotamia
Mesosphäre	Mesosphere
Mesozoikum	Mesozoic
MRNA	Messenger RNA
Messias	Messiah
Messina	Messina
Stoffwechsel	Metabolism
Metadaten	Metadata
Metalle	Metal
Metallische Bindung	Metallic bond
Halbmetalle	Metalloid
Metallurgie	Metallurgy
Kategorie:Metallurgie	Metallurgy
Metamorphe Gesteine	Metamorphic rock
Metapher	Metaphor
Metaphysik	Metaphysics
Kategorie:Metaphysik	Metaphysics
Metastase	Metastasis
Meteorstrom	Meteor shower
Meteorit	Meteorite
Meteoroid	Meteoroid
Kategorie:Meteorologie	Meteorology
Meteorologie	Meteorology
Methadon	Methadone
N-Methylamphetamin	Methamphetamine
Methanol	Methanol
Methionin	Methionine
Methodistische und Wesleyanische Kirchen	Methodism
MDMA	Methylenedioxymethamphetamine
Metis (Mond)	Metis (moon)
Metonymie	Metonymy
Meter	Metre
Metrischer Raum	Metric space
Meuse (Département)	Meuse
Maas	Meuse River
Mexiko	Mexico
Kategorie:Mexiko	Mexico
Mexiko-Stadt	Mexico City
Miami	Miami
Glimmergruppe	Mica
Michael (Erzengel)	Michael (archangel)
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michelangelo
Michigan	Michigan
Kategorie:Michigan	Michigan
Mick Jagger	Mick Jagger
Micky Maus	Mickey Mouse
Mikrobiologie	Microbiology
Kategorie:Mikrobiologie	Microbiology
Mikroökonomie	Microeconomics
Kategorie:Mikroökonomie	Microeconomics
Mikronesien	Micronesia
Mikroorganismus	Microorganism
Mikrofon	Microphone
Mikroprozessor	Microprocessor
Mikroskop	Microscope
Mikroskop (Sternbild)	Microscopium
Mikrowellen	Microwave
Mikrowellenherd	Microwave oven
Mittelalter	Middle Ages
Kategorie:Mittelalter	Middle Ages
Naher Osten	Middle East
Kategorie:Naher Osten	Middle East
Mitternachtssonne	Midnight sun
Migräne	Migraine
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Michail Alexandrowitsch Bakunin	Mikhail Bakunin
Michail Iwanowitsch Glinka	Mikhail Glinka
Michail Sergejewitsch Gorbatschow	Mikhail Gorbachev
Mailand	Milan
Meile	Mile
Miles Davis	Miles Davis
Kategorie:Militärwesen	Military
Dienstgrad	Military rank
Milch	Milk
Milchstraße	Milky Way
Millard Fillmore	Millard Fillmore
Jahrtausend	Millennium
Meter#Dezimale Vielfache und Teile des Meters	Millimetre
Million	Million
Doppelfüßer	Millipede
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minarett	Minaret
Mindanao	Mindanao
Mineral	Mineral
Mineralwasser	Mineral water
Mineralogie	Mineralogy
Kategorie:Mineralogie	Mineralogy
Minerva	Minerva
Ming-Dynastie	Ming Dynasty
Minimalismus (Kunst)	Minimalism
Bergbau	Mining
Minister	Minister (government)
Minneapolis	Minneapolis
Minnesota	Minnesota
Kategorie:Minnesota	Minnesota
Minoische Kultur	Minoan civilization
Moll (Musik)	Minor scale
Minos	Minos
Minotauros	Minotaur
Minsk	Minsk
Minute	Minute
Miozän	Miocene
Wunder	Miracle
Spiegel	Mirror
Mischna	Mishnah
Kategorie:Mississippi	Mississippi
Mississippi River	Mississippi River
Missouri	Missouri
Kategorie:Missouri	Missouri
Missouri River	Missouri River
Mitochondrium	Mitochondrion
Mnemosyne (Mythologie)	Mnemosyne
Mobiltelefon	Mobile phone
Modem	Modem
Moderne	Modernism
Modest Petrowitsch Mussorgski	Modest Mussorgsky
Modulation (Technik)	Modulation
Mogadischu	Mogadishu
Moiren	Moirae
Schimmelpilz	Mold
Moldawien	Moldova
Kategorie:Moldawien	Moldova
Mol	Mole (unit)
Molekularbiologie	Molecular biology
Kategorie:Molekularbiologie	Molecular biology
Molekül	Molecule
Molise	Molise
Weichtiere	Mollusca
Molotowcocktail	Molotov cocktail
Molybdän	Molybdenum
Mombasa	Mombasa
Impuls	Momentum
Monaco	Monaco
Kategorie:Monaco	Monaco
Herrschertitel	Monarch
Monarchie	Monarchy
Kategorie:Monarchie	Monarchy
Kloster	Monastery
Montag	Monday
Geld	Money
Mongolei	Mongolia
Kategorie:Mongolei	Mongolia
Mangusten	Mongoose
Monica Seles	Monica Seles
Monismus	Monism
Einkeimblättrige	Monocotyledon
Monomer	Monomer
Monopol	Monopoly
Monopoly	Monopoly (game)
Einfachzucker	Monosaccharide
Mononatriumglutamat	Monosodium glutamate
Monotheismus	Monotheism
Kloakentiere	Monotreme
Monroe-Doktrin	Monroe Doctrine
Monrovia	Monrovia
Mons	Mons
Monsun	Monsoon
Montblanc	Mont Blanc
Montana	Montana
Kategorie:Montana	Montana
Monte Carlo	Monte Carlo
Montenegro	Montenegro
Kategorie:Montenegro	Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery (Alabama)	Montgomery
Monat	Month
Montpelier (Vermont)	Montpelier
Montreal	Montreal
Montserrat	Montserrat
Mond	Moon
Elch	Moose
Moral	Morality
Mähren	Moravia
Marokko	Morocco
Kategorie:Marokko	Morocco
Morphem	Morpheme
Morphin	Morphine
Morphologie	Morphology
Morphologie (Sprache)	Morphology (linguistics)
Morsecode	Morse code
Mörser (Geschütz)	Mortar (weapon)
Mosaik	Mosaic
Moskau	Moscow
Kategorie:Moskau	Moscow
Moselle	Moselle
Mose	Moses
Mosche Dajan	Moshe Dayan
Moschee	Mosque
Stechmücken	Mosquito
Laubmoose	Moss
Mossad	Mossad
Mosul	Mosul
Motette	Motet
Mutter	Mother
Mutter Teresa	Mother Teresa
Muttertag	Mother's Day
Bewegung (Physik)	Motion (physics)
Motorrad	Motorcycle
Wahlspruch	Motto
Ararat	Mount Ararat
Athos	Mount Athos
Ätna	Mount Etna
Mount Everest	Mount Everest
Fujisan	Mount Fuji
Kilimandscharo-Massiv	Mount Kilimanjaro
Mount McKinley	Mount McKinley
Olymp	Mount Olympus
Pinatubo	Mount Pinatubo
Mount Rushmore National Memorial	Mount Rushmore
Mount St. Helens	Mount St. Helens
Vesuv	Mount Vesuvius
Berg	Mountain
Mountainbike	Mountain bike
Gebirgspass	Mountain pass
Gebirgszug	Mountain range
Mäuse	Mouse
Maus (Computer)	Mouse (computing)
Mosambik	Mozambique
Kategorie:Mosambik	Mozambique
My	Mu (letter)
Muezzin	Muezzin
Mohammed	Muhammad
Muhammad Ali	Muhammad Ali
Maulbeeren	Mulberry
Maultier	Mule
Multimedia	Multimedia
Multiple Sklerose	Multiple sclerosis
Multiplikation	Multiplication
Mumbai	Mumbai
Mumie	Mummy
München	Munich
Gemeinde	Municipality
Myon	Muon
Murmansk	Murmansk
Murphys Gesetz	Murphy's law
Murray Gell-Mann	Murray Gell-Mann
Bananen	Musa (genus)
Fliege (Sternbild)	Musca
Maskat	Muscat
Muskulatur	Muscle
Muse (Mythologie)	Muse
Museum	Museum
Pilze	Mushroom
Musik	Music
Kategorie:Musik	Music
Musical Instrument Digital Interface	Musical Instrument Digital Interface
Musikinstrument	Musical instrument
Tonleiter	Musical scale
Musiker	Musician
Musikwissenschaft	Musicology
Muskete	Musket
Marder	Mustelidae
Mutation	Mutation
Höckerschwan	Mute Swan
Kategorie:Myanmar	Myanmar
Mykene	Mycenae
Mykologie	Mycology
Kategorie:Mykologie	Mycology
Myokardinfarkt	Myocardial infarction
Kurzsichtigkeit	Myopia
Tausendfüßer	Myriapoda
Mystik	Mysticism
Mythos	Myth
Mythologie	Mythology
Kategorie:Mythologie	Mythology
N	N
N’Djamena	N'Djamena
Nasdaq	NASDAQ
NATO	NATO
Kategorie:NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nadir (Richtungsangabe)	Nadir
Nagasaki	Nagasaki
Nagoya	Nagoya
Nahuatl	Nahuatl
Nagel (Anatomie)	Nail (anatomy)
Nagel	Nail (fastener)
Nairobi	Nairobi
Namib	Namib Desert
Namibia	Namibia
Kategorie:Namibia	Namibia
Namur	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanjing	Nanjing
Nanotechnologie	Nanotechnology
Nantes	Nantes
Napalm	Napalm
Neapel	Naples
Napoleonische Kriege	Napoleonic Wars
Narziss	Narcissus (mythology)
Nashville	Nashville
Nassau (Bahamas)	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Nation	Nation
National Security Agency	National Security Agency
Nationalhymne	National anthem
Nationalpark	National park
Nationalismus	Nationalism
Kategorie:Nationalismus	Nationalism
Erdgas	Natural gas
Natural language processing	Natural language processing
Natürliche Zahl	Natural number
Naturwissenschaft	Natural science
Selektion (Evolution)	Natural selection
Natur	Nature
Kategorie:Natur	Nature
Freikörperkultur	Naturism
Nauru	Nauru
Kategorie:Nauru	Nauru
Seemeile	Nautical mile
Kategorie:Navigation	Navigation
Navigation	Navigation
Marine	Navy
Nazaret	Nazareth
Deutsches Reich 1933 bis 1945	Nazi Germany
Kategorie:Deutsches Reich (1933–1945)	Nazi Germany
Nationalsozialistische Deutsche Arbeiterpartei	Nazi Party
Kategorie:Nationalsozialismus	Nazism
Neandertaler	Neanderthal
Nebraska	Nebraska
Kategorie:Nebraska	Nebraska
Nabu-kudurri-usur II.	Nebuchadrezzar II
Nebel (Astronomie)	Nebula
Neckar	Neckar
Krawatte	Necktie
Nofretete	Nefertiti
Negev	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Fadenwürmer	Nematode
Nemëischer Löwe	Nemean Lion
Nemesis	Nemesis (mythology)
Neodym	Neodymium
Jungsteinzeit	Neolithic
Neologismus	Neologism
Neon	Neon
Neuplatonismus	Neoplatonism
Nepal	Nepal
Kategorie:Nepal	Nepal
Nephthys (Ägyptische Mythologie)	Nephthys
Neptun (Planet)	Neptune
Neptunium	Neptunium
Nereid (Mond)	Nereid (moon)
Nero	Nero
Nerva	Nerva
Nervensystem	Nervous system
Kategorie:Nervensystem	Nervous system
Nest	Nest
Nestorianismus	Nestorianism
Niederlande	Netherlands
Kategorie:Niederlande	Netherlands
Niederländische Antillen	Netherlands Antilles
Topologie (Rechnernetz)	Network topology
Neurologie	Neurology
Kategorie:Neurologie	Neurology
Nervenzelle	Neuron
Neurotransmitter	Neurotransmitter
Neutrino	Neutrino
