Arabic	English
الثورة الفرنسية	French Revolution
فرنك	French franc
تصنيف:فرنسيون	French people
تردد	Frequency
تصوير جصي	Fresco
فريسنو، كاليفورنيا	Fresno
احتكاك	Friction
الجمعة	Friday
فريتيوف نانسين	Fridtjof Nansen
فريدريك أنجلز	Friedrich Engels
فريزلند	Friesland
فريتز هابر	Fritz Haber
فريولي فينيتسيا جوليا	Friuli-Venezia Giulia
ضفدع	Frog
فركتوز	Fructose
فواكه	Fruit
تصنيف:فاكهة	Fruit
خلايا الطاقة	Fuel cell
فوغا	Fugue
فوكوكا	Fukuoka
دالة رياضية	Function (mathematics)
تصنيف:التصنيف الرئيسي	Fundamental
أصولية	Fundamentalism
فطر	Fungus
تصنيف:أثاث	Furniture
أثاث	Furniture
منطق ضبابي	Fuzzy logic
فيودور دوستويفسكي	Fyodor Dostoevsky
G	G
برنامج جنو لمعالجة الصور	GIMP
جنوم	GNOME
جنو	GNU
الغابون	Gabon
جابورون	Gaborone
جبريل	Gabriel
غبريال ليبمان	Gabriel Lippmann
غادولينيوم	Gadolinium
غايتانو دونيزيتي	Gaetano Donizetti
غايا	Gaia (mythology)
غلاطية	Galatia
مجرة	Galaxy
جالينوس	Galen
منطقة جليقية ذاتية الحكم	Galicia (Spain)
الجليل (فلسطين)	Galilee
غاليليو غاليلي	Galileo Galilei
مرارة	Gallbladder
دجاجيات	Galliformes
غاليوم	Gallium
جمال عبد الناصر	Gamal Abdel Nasser
قمار	Gambling
لعب	Game
نظرية الألعاب	Game theory
غاما (حرف إغريقي)	Gamma
أشعة غاما	Gamma ray
غانيشا	Ganesha
نهر الغانج	Ganges
جانيميد	Ganymede (moon)
جنة عدن	Garden of Eden
ثوم	Garlic
غاز	Gas
ثابت الغازات العام	Gas constant
عملاق غازي	Gas giant
بنزين (وقود)	Gasoline
جهاز هضمي	Gastrointestinal tract
بطنقدميات	Gastropoda
الغال	Gaul
جوتاما بوذا	Gautama Buddha
غزة	Gaza
قطاع غزة	Gaza Strip
غيشا	Geisha
أحجار كريمة	Gemstone
مورثة	Gene
علم الأنساب	Genealogy
جات	General Agreement on Tariffs and Trade
فريق أول (رتبة عسكرية)	General Officer
نظرية النسبية العامة	General relativity
سفر التكوين	Genesis
شفرة جينية	Genetic code
علم الوراثة	Genetics
تصنيف:علم الوراثة	Genetics
جنييف	Geneva
جن	Genie
جنوة	Genoa
إبادة جماعية	Genocide
تصنيف:إبادة جماعية	Genocide
جينوم	Genome
جنس (تصنيف)	Genus
جيوديسيا	Geodesy
تصنيف:جيوديسيا	Geodesy
جيفري تشوسر	Geoffrey Chaucer
جغرافيا	Geography
تصنيف:جغرافيا	Geography
بوابة:جغرافيا	Geography
تصنيف:جيولوجيا	Geology
جيولوجيا	Geology
هندسة رياضية	Geometry
تصنيف:هندسة رياضية	Geometry
جيومرفولجيا	Geomorphology
تصنيف:جيومرفولجيا	Geomorphology
جيوفيزياء	Geophysics
تصنيف:جيولوجيا فيزيائية	Geophysics
غيورغ فيليب تيليمان	Georg Philipp Telemann
جورج فيلهلم فريدريش هيجل	Georg Wilhelm Friedrich Hegel
جورج برنارد شو	George Bernard Shaw
جورج بول	George Boole
جورج بوش	George Bush
جورج فريدريك هاندل	George Frideric Handel
جورج غيرشوين	George Gershwin
جورج هاريسون	George Harrison
جورج لوكاس	George Lucas
جورج مارشال	George Marshall
جورج أورويل	George Orwell
جورج دبليو بوش	George W. Bush
جورج واشنطن	George Washington
جورج براك	Georges Braque
جورج كليمنصو	Georges Clemenceau
جورج تاون	Georgetown
جورجيا (ولاية أمريكية)	Georgia (U.S. state)
جورجيا	Georgia (country)
تصنيف:جورجيا	Georgia (country)
جيرالد فورد	Gerald Ford
لغة ألمانية	German language
جرمانيوم	Germanium
ألمانيا	Germany
تصنيف:ألمانيا	Germany
جيرانيمو	Geronimo
غيستابو	Gestapo
غانا	Ghana
تصنيف:غانا	Ghana
جينت	Ghent
شبح	Ghost
جاكومو بوتشيني	Giacomo Puccini
باندا عملاقة	Giant Panda
جبل طارق (منطقة حكم ذاتي)	Gibraltar
جيجابايت	Gigabyte
جلجامش	Gilgamesh
زنجبيل	Ginger
جنكو	Ginkgo
جوردانو برونو	Giordano Bruno
جورجو فازاري	Giorgio Vasari
جوتو دي بوندوني	Giotto di Bondone
زرافة	Giraffe
سافونارولا	Girolamo Savonarola
جوزيبي غاريبالدي	Giuseppe Garibaldi
جوزيبي فيردي	Giuseppe Verdi
مدينة الجيزة	Giza
نهر جليدي	Glacier
غدة	Gland
جلاسجو	Glasgow
زجاج	Glass
نظارة	Glasses
طائرة شراعية	Glider
نظام التموضع العالمي	Global Positioning System
احترار عالمي	Global warming
عولمة	Globalization
خرشوف	Globe artichoke
غلوسترشير	Gloucestershire
جلوكوز	Glucose
غلوون	Gluon
جليسرول	Glycerol
جليكوجين	Glycogen
تحلل سكري	Glycolysis
غنوصية	Gnosticism
غو	Go (board game)
غوا	Goa
حارس مرمى	Goalkeeper
ماعز	Goat
الله	God
هضبة الجولان	Golan Heights
ذهب	Gold
جولدا مائير	Golda Meir
عقاب ذهبي	Golden Eagle
جسر البوابة الذهبية	Golden Gate Bridge
غولف	Golf
تصنيف:غولف	Golf
جهاز جولجي	Golgi apparatus
جمعة الآلام	Good Friday
جوجل	Google
تصنيف:جوجل	Google
غوريلا	Gorilla
الإنجيل	Gospel
إنجيل لوقا	Gospel of Luke
غوتنبرغ	Gothenburg
عمارة قوطية	Gothic architecture
غوتليب دايملر	Gottlieb Daimler
نقرس	Gout
حكومة	Government
غرايس كيلي	Grace Kelly
جرافيتي	Graffiti
جرام	Gram
نحو	Grammar
غرناطة	Granada
البطولات الكبرى لكرة المضرب	Grand Slam (tennis)
جرانيت	Granite
عنب	Grape
كريفون	Grapefruit
واجهة مستخدم رسومية	Graphical user interface
غرافيت	Graphite
ثقالة	Gravitation
جراي (وحدة)	Gray (unit)
ذئب رمادي	Gray Wolf
غراتس	Graz
الحاجز المرجاني العظيم	Great Barrier Reef
بريطانيا العظمى	Great Britain
الكساد الكبير	Great Depression
بحيرات عظمى (أمريكا الشمالية)	Great Lakes
الشق السوري الافريقي	Great Rift Valley
سور الصين العظيم	Great Wall of China
جزر الأنتيل الكبرى	Greater Antilles
قاسم مشترك أكبر	Greatest common divisor
غطاسيات	Grebe
اليونان	Greece
تصنيف:اليونان	Greece
أبجدية إغريقية	Greek alphabet
تصنيف:أبجدية إغريقية	Greek alphabet
نار الاغريق	Greek fire
ميثولوجيا إغريقية	Greek mythology
أخضر	Green
دفيئة زجاجية	Greenhouse
احتباس حراري	Greenhouse effect
غاز البيت الاخضر	Greenhouse gas
جرينلاند	Greenland
السلام الأخضر	Greenpeace
غرينيتش	Greenwich
توقيت غرينيتش	Greenwich Mean Time
جريجور مندل	Gregor Mendel
تقويم ميلادي	Gregorian calendar
غرونوبل	Grenoble
جريتا جاربو	Greta Garbo
رمادي (لون)	Grey
فتخاء	Griffin
ناتج محلي إجمالي	Gross domestic product
مجموعة	Group
زمرة (رياضيات)	Group (mathematics)
مجموعة جدول دوري	Group (periodic table)
نظرية الزمر	Group theory
جروفر كليفلاند	Grover Cleveland
غروزني	Grozny
كركيات	Gruiformes
غوادالاخارا (المكسيك)	Guadalajara
جزر جوادلوب	Guadeloupe
غوام	Guam
قوانغدونغ	Guangdong
قوانغتشو	Guangzhou
جوانين	Guanine
تصنيف:غواتيمالا	Guatemala
مدينة غواتيمالا	Guatemala City
غواياكيل	Guayaquil
جيرنزي	Guernsey
غولييلمو ماركوني	Guglielmo Marconi
مقصلة	Guillotine
غينيا	Guinea
تصنيف:غينيا	Guinea
خنزير غينيا	Guinea pig
غينيا بيساو	Guinea-Bissau
جيتار	Guitar
غوجارات	Gujarat
حرب الخليج الثانية	Gulf War
خليج عدن	Gulf of Aden
خليج العقبة	Gulf of Aqaba
خليج فنلندا	Gulf of Finland
خليج غينيا	Gulf of Guinea
خليج المكسيك	Gulf of Mexico
خليج عمان	Gulf of Oman
خليج تايلند	Gulf of Thailand
نورس	Gull
بارود	Gunpowder
مؤامرة البارود	Gunpowder Plot
غوستاف كليمت	Gustav Klimt
غوستاف مالر	Gustav Mahler
جوستاف فلوبير	Gustave Flaubert
جاي فوكس	Guy Fawkes
تصنيف:غويانا	Guyana
جمباز	Gymnastics
عاريات البذور	Gymnosperm
طب النساء والتوليد	Gynaecology
جص	Gypsum
جيروسكوب	Gyroscope
H	H
هربرت جورج ويلز	H. G. Wells
فيروس نقص المناعة	HIV
لغة ترميز النص الفائق	HTML
قرصان الحاسوب	Hacker
هاديس	Hades
حديث نبوي	Hadith
هادريان	Hadrian
سور هادريان	Hadrian's Wall
هادرون	Hadron
ناعور (مرض)	Haemophilia
هافنيوم	Hafnium
آيا صوفيا	Hagia Sophia
حيفا	Haifa
هايكو	Haiku
برد (هطول)	Hail
السلام عليك يا مريم	Hail Mary
شعر (تشريح)	Hair
هايتي	Haiti
تصنيف:هايتى	Haiti
حج	Hajj
مباح	Halal
عمر النصف	Half-life
هالويين	Halloween
هالوجين	Halogen
حركة حماس	Hamas
هامبورغ	Hamburg
تصنيف:هامبورغ	Hamburg
هامبرغر	Hamburger
هاملت	Hamlet
مطرقة	Hammer
حمورابي	Hammurabi
يد	Hand
قنبلة يدوية	Hand grenade
مسدس	Handgun
شنق	Hanging
حدائق بابل المعلقة	Hanging Gardens of Babylon
حنبعل	Hannibal
هانوي	Hanoi
هانوفر	Hanover
هانس كريستيان أندرسن	Hans Christian Andersen
الرابطة الهانزية	Hanseatic League
حانوكا	Hanukkah
سعادة	Happiness
هراري	Harare
صلادة	Hardness
هارلم	Harlem
هارمونيكا	Harmonica
هارولد بنتر	Harold Pinter
هيريت ستاو	Harriet Beecher Stowe
هاريسبرج، بنسيلفانيا	Harrisburg
هارتفورد، كونيتيكت	Hartford
هاسيوم	Hassium
كراهية	Hatred
هافانا	Havana
هاواي	Hawaii
تصنيف:هاواي	Hawaii
رأس	Head
صحة	Health
تصنيف:صحة	Health
قلب	Heart
حرارة	Heat
جنة	Heaven
موسيقى الميتال	Heavy metal music
ماء ثقيل	Heavy water
خبي	Hebei
كتابة عبرية	Hebrew alphabet
تقويم يهودي	Hebrew calendar
هكتار	Hectare
هكتور'	Hector
هيكتور بيرليوز	Hector Berlioz
القنفذ	Hedgehog
هاينريش رودولف هيرتس	Heinrich Hertz
هينريك هيملر	Heinrich Himmler
هاينريش شليمان	Heinrich Schliemann
هيلين كيلر	Helen Keller
هيلينا، مونتانا	Helena
مروحية	Helicopter
هيليوم	Helium
جحيم	Hell
هلموت شميت	Helmut Schmidt
هلسنكي	Helsinki
علم الدم	Hematology
تصنيف:علم الدم	Hematology
خضاب الدم	Hemoglobin
بواسير	Hemorrhoid
هنري بيكريل	Henri Becquerel
هنري برجسون	Henri Bergson
هنري ماتيس	Henri Matisse
هنريك إبسن	Henrik Ibsen
هنري (وحدة)	Henry (unit)
هنري كافيندش	Henry Cavendish
هنري ديفد ثورو	Henry David Thoreau
هنري فوندا	Henry Fonda
هنري فورد	Henry Ford
هنري كسنجر	Henry Kissinger
هنري برسل	Henry Purcell
التهاب كبدي فيروسي	Hepatitis
هيفيستوس	Hephaestus
هيرا	Hera
هرقليطس	Heraclitus
هرات	Herat
هربرت هوفر	Herbert Hoover
هربرت ماركوز	Herbert Marcuse
هيربرت سبينسر	Herbert Spencer
هرقل الأمازيغي	Hercules
الجاثي (كوكبة)	Hercules (constellation)
هرطقة	Heresy
هرمان هيسه	Hermann Hesse
هرمان فون هلمهولتز	Hermann von Helmholtz
تفسيرية	Hermeneutics
هيرميز	Hermes
هيرودس الكبير	Herod the Great
هيرودوت	Herodotus
بلشونيات	Heron
هرتز	Hertz
هيسن	Hesse
مغايرة	Heterosexuality
نظام عد سداسي عشر	Hexadecimal
سداسي الأضلاع	Hexagon
حزب الله	Hezbollah
بيات شتوي	Hibernation
يوكاوا هيديكي	Hideki Yukawa
فضاء هلبرت	Hilbert space
هيمالايا	Himalayas
هندوكوش	Hindu Kush
هندوسية	Hinduism
تصنيف:هندوسية	Hinduism
أبرخش	Hipparchus
هيبيز	Hippie
أبقراط	Hippocrates
فرس النهر	Hippopotamus
هيروهيتو	Hirohito
هيروشيما	Hiroshima
هسبانيولا	Hispaniola
علم الأنسجة	Histology
هيستون	Histone
تاريخ	History
تصنيف:تاريخ	History
بوابة:تاريخ	History
هو تشي منه	Ho Chi Minh
مدينة هوشي منه	Ho Chi Minh City
هوبارت	Hobart
هواية	Hobby
هوكوسائي	Hokusai
عيد	Holiday
هوليوود، كاليفورنيا	Hollywood
هولميوم	Holmium
الذواكر ثلاثية الأبعاد	Holography
إمبراطورية رومانية مقدسة	Holy Roman Empire
الروح القدس	Holy Spirit
هوميروس	Homer
قردة عليا	Hominidae
هومو (جنس)	Homo (genus)
إنسان منتصب	Homo erectus
إنسان ماهر	Homo habilis
رهاب المثلية	Homophobia
مثلية	Homosexuality
هندوراس	Honduras
تصنيف:هندوراس	Honduras
عسل النحل	Honey
هونغ كونغ	Hong Kong
تصنيف:هونغ كونغ	Hong Kong
هونيارا	Honiara
هونولولو، هاواي	Honolulu
شيشة	Hookah
هدهد	Hoopoe
هوراس	Horace
خط الأفق	Horizon
هرمون	Hormone
قرن إفريقي	Horn of Africa
مخططات الأبراج	Horoscope
حصان	Horse
سباق الخيل	Horse racing
حورس	Horus
محمد حسني مبارك	Hosni Mubarak
مستشفى	Hospital
فندق	Hotel
ساعة (وحدة)	Hour
منزل	House
هاوس	House (TV series)
عصفور دوري	House Sparrow
هيوستن، تكساس	Houston
حوامة	Hovercraft
هوارد كارتر	Howard Carter (archaeologist)
خليج هدسون	Hudson Bay
أوغو كابيه	Hugh Capet
إنسان	Human
إنسانية	Humanism
تصنيف:إنسانيات	Humanities
عظم عضد	Humerus
رطوبة	Humidity
طنان	Hummingbird
دعابة	Humour
حوت سنامي	Humpback Whale
همفري بوجارت	Humphrey Bogart
حرب المائة عام	Hundred Years' War
المجر	Hungary
تصنيف:المجر	Hungary
صيد	Hunting
حيدر أباد	Hyderabad
هيدروكربون	Hydrocarbon
حمض هيدروكلوريك	Hydrochloric acid
طاقة كهرمائية	Hydroelectricity
هيدروجين	Hydrogen
رابطة هيدروجينية	Hydrogen bond
علم المياه	Hydrology
تصنيف:علم المياه	Hydrology
هيدروكسيد	Hydroxide
ضبع	Hyena
غشاء البكارة	Hymen
غشائيات الأجنحة	Hymenoptera
قطع زائد	Hyperbola
هايبريون	Hyperion (moon)
فرط ضغط الدم	Hypertension
بروتوكول نقل النص الفائق	Hypertext Transfer Protocol
تنويم مغناطيسي	Hypnosis
وطاء	Hypothalamus
فرضية	Hypothesis
I	I
إيو مينغ بي	I. M. Pei
آي بود	IPod
إيان فليمنج	Ian Fleming
شبه جزيرة إيبيريا	Iberian Peninsula
آيبوبروفين	Ibuprofen
عصر جليدي	Ice age
مثلجات	Ice cream
هوكي الجليد	Ice hockey
تصنيف:هوكي الجليد	Ice hockey
أيسلندا	Iceland
تصنيف:آيسلندا	Iceland
أيقونة	Icon
أيداهو	Idaho
مثالية	Idealism
عنصر حيادي	Identity element
إيديولوجيا	Ideology
لغة إيدو	Ido
صخور نارية	Igneous rock
إيغور سترافينسكي	Igor Stravinsky
الإلياذة	Iliad
إلينوي	Illinois
ماسح ضوئي	Image scanner
إمام	Imam
إيمانويل كانت	Immanuel Kant
جهاز مناعي	Immune system
علم المناعة	Immunology
تصنيف:علم المناعة	Immunology
إمبريالية	Imperialism
انطباعية	Impressionism
زنا المحارم	Incest
إنش	Inch
استقلال	Independence
الهند	India
تصنيف:الهند	India
محيط هندي	Indian Ocean
إنديانا	Indiana
إنديانابوليس، إنديانا	Indianapolis
أنديرا غاندي	Indira Gandhi
إنديوم	Indium
الهند الصينية	Indochina
إندونيسيا	Indonesia
تصنيف:إندونيسيا	Indonesia
إندرا	Indra
تحريض	Inductance
استنتاج استقرائي	Inductive reasoning
مستحث	Inductor
صكوك الغفران	Indulgence
نهر السند	Indus River
ثورة صناعية	Industrial Revolution
صناعة	Industry
عدم المساواة	Inequality
عطالة	Inertia
مشاة	Infantry
إسهال سكري	Infectious disease
لانهاية	Infinity
التهاب	Inflammation
تضخم اقتصادي	Inflation
فيروس إنفلونزا	Influenza
معلومة	Information
تكنولوجيا المعلومات	Information technology
نظرية المعلومات	Information theory
الأشعة تحت الحمراء	Infrared
بنية تحتية	Infrastructure
إنغمار برغمان	Ingmar Bergman
إنغريد بيرغمان	Ingrid Bergman
منغوليا الداخلية	Inner Mongolia
إنسبروك	Innsbruck
كيمياء لاعضوية	Inorganic chemistry
تصنيف:كيمياء لاعضوية	Inorganic chemistry
محاكم التفتيش	Inquisition
حشرة	Insect
مبيد حشري	Insecticide
آكلات الحشرات	Insectivora
أنسولين	Insulin
عدد صحيح	Integer
تكامل	Integral
دائرة تكاملية	Integrated circuit
ملكية فكرية	Intellectual property
نسبة الذكاء	Intelligence quotient
صاروخ عابر للقارات	Intercontinental ballistic missile
إنترلينغوا	Interlingua
الوكالة الدولية للطاقة الذرية	International Atomic Energy Agency
المنظمة الدولية للطيران المدني	International Civil Aviation Organization
محكمة العدل الدولية	International Court of Justice
منظمة العمل الدولية	International Labour Organization
صندوق النقد الدولي	International Monetary Fund
نظام دولي للوحدات	International System of Units
منظمة دولية	International organization
إنترنت	Internet
تصنيف:إنترنت	Internet
إنترنت إكسبلورر	Internet Explorer
معسكر اعتقال	Internment
مفسر (برمجة)	Interpreter (computing)
تقاطع (جبر)	Intersection (set theory)
أمعاء	Intestine
إنترانت	Intranet
إختراع	Invention
لافقاريات	Invertebrate
يود	Iodine
أيون	Ion
البحر الأيوني	Ionian Sea
رابطة أيونية	Ionic bond
أيونوسفير	Ionosphere
ايوتا (حرف إغريقي)	Iota
آيوا	Iowa
إيران	Iran
تصنيف:إيران	Iran
حرب الخليج الأولى	Iran-Iraq War
العراق	Iraq
تصنيف:العراق	Iraq
الجزيرة الأيرلندية	Ireland
إريديوم	Iridium
قزحية	Iris (anatomy)
البحر الأيرلندي	Irish Sea
تصنيف:أيرلنديون	Irish people
حديد	Iron
عصر حديدي	Iron Age
أعداد غير منطقة	Irrational number
إسحاق	Isaac
إسحاق عظيموف	Isaac Asimov
إساك سنجر	Isaac Bashevis Singer
إسحاق نيوتن	Isaac Newton
إسماعيل	Ishmael
إيزيس	Isis
إسلام	Islam
تصنيف:إسلام	Islam
إسلام أباد	Islamabad
تقويم هجري	Islamic calendar
جزيرة	Island
مان (جزيرة)	Isle of Man
وايت (جزيرة)	Isle of Wight
متماكب	Isomer
إيسوروكو ياماموتو	Isoroku Yamamoto
نظائر عناصر كيميائية	Isotope
إسرائيل	Israel
تصنيف:إسرائيل	Israel
إسطنبول	Istanbul
برزخ (جغرافيا)	Isthmus
إيطاليا	Italy
تصنيف:إيطاليا	Italy
إيفان ليندل	Ivan Lendl
إيفان بافلوف	Ivan Pavlov
عاج	Ivory
رابطة اللبلاب	Ivy League
J	J
جاك السفاح	Jack the Ripper
جاكسون، مسيسيبي	Jackson
جاكسون بولوك	Jackson Pollock
جاكسونفيل، فلوريدا	Jacksonville
يعقوب	Jacob
جاك كارتييه	Jacques Cartier
جاك دريدا	Jacques Derrida
يشب	Jade
جاينية	Jainism
جاكرتا	Jakarta
جلال آباد	Jalalabad
جامايكا	Jamaica
تصنيف:جامايكا	Jamaica
يعقوب بن زبدي	James
جيمس جارفيلد	James A. Garfield
جيمس بوند	James Bond
جيمس ماكسويل	James Clerk Maxwell
جيمس كوك	James Cook
جيمز جويس	James Joyce
جيمس بولك	James K. Polk
جيمس ماديسون	James Madison
جيمس مونرو	James Monroe
جيمس بريسكوت جول	James Prescott Joule
جيمس واط	James Watt
جامو وكشمير	Jammu and Kashmir
يان فان آيك	Jan van Eyck
جاين أوستن	Jane Austen
جاين سيمور	Jane Seymour
إنكشارية	Janissary
يناير	January
1 يناير	January 1
19 يناير	January 19
20 يناير	January 20
6 يناير	January 6
اليابان	Japan
تصنيف:اليابان	Japan
يرقان	Jaundice
جاوة	Java
جافا	Java (programming language)
جواهر لال نهرو	Jawaharlal Nehru
موسيقى الجاز	Jazz
تصنيف:موسيقى الجاز	Jazz
آنغر	Jean Auguste Dominique Ingres
يوهان كريستيان سيبليوس	Jean Sibelius
لافونتين	Jean de La Fontaine
جان جاك روسو	Jean-Jacques Rousseau
جون بول سارتر	Jean-Paul Sartre
جون فيليب رامو	Jean-Philippe Rameau
جدة	Jeddah
جفرسون سيتي، ميزوري	Jefferson City
جيفيرسون ديفيس	Jefferson Davis
يهوه	Jehovah
شهود يهوه	Jehovah's Witnesses
قنديل البحر	Jellyfish
شريش	Jerez de la Frontera
أريحا	Jericho
جيروم	Jerome
جيرزي (جزيرة)	Jersey
القدس	Jerusalem
تصنيف:القدس	Jerusalem
يسوع	Jesus
محرك نفاث	Jet engine
يهود	Jew
جهاد	Jihad
جيمي هندريكس	Jimi Hendrix
جيمي كارتر	Jimmy Carter
جان دارك	Joan of Arc
يوهان بيرنولي	Johann Bernoulli
يوهان سباستيان باخ	Johann Sebastian Bach
يوهان فولفغانغ فون جوته	Johann Wolfgang von Goethe
يوهانس برامز	Johannes Brahms
يوهانس ديديريك فان دير فالس	Johannes Diderik van der Waals
يوهان غوتنبرغ	Johannes Gutenberg
يوهانز كيبلر	Johannes Kepler
يوهانس فلهلم ينسن	Johannes Vilhelm Jensen
جوهانسبرغ	Johannesburg
جون آدامز	John Adams
جون باردين	John Bardeen
جون كالفن	John Calvin
جون دالتون	John Dalton
جون ديوي	John Dewey
جون غلزورثي	John Galsworthy
جون هيرشيل	John Herschel
جون لينون	John Lennon
جون لوك	John Locke
جون ميجور	John Major
جون مينارد كينز	John Maynard Keynes
جون ميلتون	John Milton
جون كوينسي آدامز	John Quincy Adams
جون شتاينبك	John Steinbeck
جون ستيوارت ميل	John Stuart Mill
جون تايلر	John Tyler
جون وين	John Wayne
جون ويكليف	John Wycliffe
يوحنا المعمدان	John the Baptist
جون فون نيومان	John von Neumann
جوني كاش	Johnny Cash
مفصل	Joint
جوناثان سويفت	Jonathan Swift
الأردن	Jordan
تصنيف:الأردن	Jordan
نهر الأردن	Jordan River
خورخي لويس بورخيس	Jorge Luis Borges
جوزيف كونراد	Joseph Conrad
جوزيف غوبلز	Joseph Goebbels
جوزيف هايدن	Joseph Haydn
جوزيف مكارثي	Joseph McCarthy
جوزيف بوليتزر	Joseph Pulitzer
جوزيف سميث	Joseph Smith
جوزيف ستالين	Joseph Stalin
يوسيفوس فلافيوس	Josephus
جول	Joule
تصنيف:صحافة	Journalism
صحافة	Journalism
صحفي	Journalist
جوفيان	Jovian
عصا تحكم الألعاب	Joystick
يهودية	Judaism
تصنيف:يهودية	Judaism
يهوذا الإسخريوطي	Judas Iscariot
جودو	Judo
جودي غارلند	Judy Garland
جول فيرن	Jules Verne
تقويم يولياني	Julian calendar
يوليان المرتد	Julian the Apostate
يوليوس قيصر	Julius Caesar
يوليو	July
1 يوليو	July 1
4 يوليو	July 4
يونيو	June
14 يونيو	June 14
21 يونيو	June 21
23 يونيو	June 23
24 يونيو	June 24
29 يونيو	June 29
3 يونيو	June 3
جونو، ألاسكا	Juneau
مشتري	Jupiter
عصر جوراسي	Jurassic
جستنيان الأول	Justinian I
يوتلاند	Jutland
K	K
جبل كي 2	K2
كيه جي بي	KGB
الكعبة	Kaaba
قبالاه	Kabbalah
كابول	Kabul
صحراء كالهاري	Kalahari Desert
شبه جزيرة كامشاتكا	Kamchatka Peninsula
كاميكازي	Kamikaze
كمبالا	Kampala
قندهار	Kandahar
كنغر	Kangaroo
كانزاس	Kansas
كانزاس سيتي، ميزوري	Kansas City
كبا (حرف إغريقي)	Kappa
كراتشي	Karachi
كاراكورام	Karakoram
كاراتيه	Karate
كارل ياسبرز	Karl Jaspers
كارل ماركس	Karl Marx
كارل بوبر	Karl Popper
كارما	Karma
كارناتاكا	Karnataka
كاثرين هيبورن	Katharine Hepburn
كاثماندو	Kathmandu
كاتوفيتسه	Katowice
كاوناس	Kaunas
كازاخستان	Kazakhstan
تصنيف:كازاخستان	Kazakhstan
قازان	Kazan
كلفن	Kelvin
كنت	Kent
كنتاكي	Kentucky
كينيا	Kenya
تصنيف:كينيا	Kenya
نواة (نظم تشغيل)	Kernel (computer science)
كتشب	Ketchup
كيتون	Ketone
لوحة مفاتيح الحاسوب	Keyboard (computing)
آلة المفاتيح	Keyboard instrument
خاباروفسك	Khabarovsk
خان	Khan
خاركوف	Kharkiv
الخرطوم	Khartoum
الخمير الحمر	Khmer Rouge
خوفو	Khufu
كيبوتس	Kibbutz
كلية	Kidney
كييف	Kiev
كيجالي	Kigali
كيلوبايت	Kilobyte
كيلوغرام	Kilogram
كيلومتر	Kilometre
كيلومتر في الساعة	Kilometres per hour
كيمونو	Kimono
علم الحركة	Kinematics
الطاقة الحركية	Kinetic energy
ملك شطرنج	King (chess)
الملك آرثر	King Arthur
الملك لير	King Lear
مملكة (تصنيف)	Kingdom (biology)
كينغستون	Kingston
كينغستاون	Kingstown
كينشاسا	Kinshasa
كيريباس	Kiribati
تصنيف:كيريباس	Kiribati
كركوك	Kirkuk
تقبيل	Kiss
طائرة ورقية	Kite
كيوي (طائر)	Kiwi
ركبة	Knee
كنيست إسرائيلي	Knesset
سكين	Knife
حصان شطرنج	Knight (chess)
كنوسوس	Knossos
عقدة (وحدة سرعة)	Knot (speed)
معرفة	Knowledge
كنوت همسون	Knut Hamsun
كوالا	Koala
كوبه	Kobe
كلكتا	Kolkata
تنين كومودو	Komodo dragon
كنكرر	Konqueror
كونراد أديناور	Konrad Adenauer
كوريا	Korea
تصنيف:كوريا	Korea
حرب كورية	Korean War
كوسوفو	Kosovo
تصنيف:كوسوفو	Kosovo
كريشنا	Krishna
كريبتون	Krypton
كو كلوكس كلان	Ku Klux Klan
كوالا لمبور	Kuala Lumpur
قوبلاي خان	Kublai Khan
حزام كويبر	Kuiper belt
كونغ فو	Kung fu (term)
كردستان	Kurdistan
تصنيف:كردستان	Kurdistan
حزب العمال الكردستاني	Kurdistan Workers Party
كورسك	Kursk
كرت فونوجط	Kurt Vonnegut
كورت فالدهايم	Kurt Waldheim
الكويت	Kuwait
تصنيف:الكويت	Kuwait
مدينة الكويت	Kuwait City
كوازولو ناتال	KwaZulu-Natal
كيوتو	Kyoto
قرغيزستان	Kyrgyzstan
تصنيف:قرغيزستان	Kyrgyzstan
L	L
لاكويلا	L'Aquila
لامب (حزمة برمجيات)	LAMP (software bundle)
لاباز	La Paz
لابلاتا	La Plata
لا سبيتسيا	La Spezia
لاتخ	LaTeX
مختبر	Laboratory
حزب العمال البريطاني	Labour Party (UK)
حمض لاكتيك	Lactic acid
لاكتوز	Lactose
ليدي جين غراي	Lady Jane Grey
أرنبيات	Lagomorpha
لاغوس	Lagos
لاهور	Lahore
بحيرة	Lake
بحيرة بايكال	Lake Baikal
بحيرة تشاد الكبرى	Lake Chad
بحيرة كونستانس	Lake Constance
بحيرة لادوغا	Lake Ladoga
بحيرة ميشيغان	Lake Michigan
بحيرة تنجانيقا	Lake Tanganyika
بحيرة فكتوريا	Lake Victoria
لاكشمي	Lakshmi
لامدا (حرف إغريقي)	Lambda
جلكي	Lamprey
لغة	Language
لانسنغ، ميشيغان	Lansing
لانثانيدات	Lanthanide
لانثانوم	Lanthanum
لاوس	Laos
تصنيف:لاوس	Laos
حاسوب محمول	Laptop
يرقة	Larva
حنجرة	Larynx
لاس فيغاس، نيفادا	Las Vegas
ليزر	Laser
مخرطة	Lathe
لغة لاتينية	Latin
أمريكا اللاتينية	Latin America
أبجدية لاتينية	Latin alphabet
دائرة عرض	Latitude
لاتفيا	Latvia
تصنيف:لاتفيا	Latvia
ضحك	Laughter
