English	Indonesian
Laptop	Komputer jinjing
Larva	Larva
Larynx	Laring
Las Vegas	Las Vegas, Nevada
Laser	Laser
Latin	Bahasa Latin
Latin America	Amerika Latin
Latin alphabet	Abjad Latin
Latitude	Garis lintang
Latvia	Latvia
Latvia	Kategori:Latvia
Laurasia	Laurasia
Lausanne	Lausanne
Lava	Lava
Law	Hukum
Law enforcement	Kategori:Kepolisian
Lawyer	Pengacara
Lazio	Latium
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Lead	Timbal
Leaf	Daun
League of Nations	Liga Bangsa-Bangsa
Leaning Tower of Pisa	Menara Pisa
Leap year	Tahun Kabisat
Learning	Belajar
Lebanon	Lebanon
Lebanon	Kategori:Lebanon
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Left-handed	Kidal
Legend	Legenda
Legislature	Legislatif
Lego	Lego
Leicester	Leicester
Leiden	Leiden
Leipzig	Leipzig
Lemon	Lemon
Lena River	Sungai Lena
Lens (optics)	Lensa
Lent	Pra-Paskah
Leo (constellation)	Leo
Leon Trotsky	Lev Trotski
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brezhnev	Leonid Brezhnev
Leopard	Macan Tutul
Lepidoptera	Kupu-kupu dan ngengat
Leprosy	Kusta
Lesbian	Lesbian
Lesotho	Lesotho
Lesotho	Kategori:Lesotho
Lesser Antilles	Kepulauan Antilles Kecil
Leukemia	Leukemia
Lever	Tuas
Leviathan	Lewiatan
Leviticus	Kitab Imamat
Lhasa	Lhasa
Liberalism	Liberalisme
Liberalism	Kategori:Liberalisme
Liberation Tigers of Tamil Eelam	Macan Tamil
Liberia	Liberia
Liberia	Kategori:Liberia
Libra (constellation)	Libra
Library	Perpustakaan
Library science	Ilmu perpustakaan
Libya	Libya
Libya	Kategori:Libya
Lie	Bohong
Liechtenstein	Liechtenstein
Liechtenstein	Kategori:Liechtenstein
Life	Kehidupan
Life	Kategori:Kehidupan
Light	Cahaya
Light-emitting diode	Dioda cahaya
Light-year	Tahun cahaya
Lighter	Korek api gas
Lighthouse	Mercusuar
Lightning	Kilat
Liguria	Liguria
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima, Peru
Limerick	Limerick
Limestone	Batu kapur
Limit (mathematics)	Limit
Limnology	Limnologi
Limousin (region)	Limousin
Lincoln	Lincoln, Nebraska
Lincolnshire	Lincolnshire
Linear algebra	Aljabar linier
Linear algebra	Kategori:Aljabar linear
Linear equation	Persamaan Linear
Lingua franca	Lingua franca
Linguistics	Linguistik
Linguistics	Kategori:Linguistik
Linus Pauling	Linus Carl Pauling
Linux	Linux
Linux	Kategori:Linux
Linz	Linz
Lion	Singa
Lipid	Lipid
Liquid	Cairan
Liquid crystal display	Tampilan Kristal Cair
Liquorice	Licorice
Lisbon	Lisboa
Literature	Sastra
Literature	Kategori:Sastra
Literature	Portal:Sastra
Lithium	Litium
Lithography	Litografi
Lithuania	Lituania
Lithuania	Kategori:Lituania
Litre	Liter
Liverpool	Liverpool (kota)
Lizard	Kadal
Ljubljana	Ljubljana
Loanword	Kata pungut
Local area network	Local Area Network
Loch Ness	Loch Ness
Loch Ness Monster	Monster Loch Ness
Locomotive	Lokomotif
Logarithm	Logaritma
Logic	Logika
Logic	Kategori:Logika
Logic gate	Gerbang logika
Logistics	Logistik
Logo	Logo
Loire	Loire (departemen)
Loki	Loki
Lolita	Lolita
Lombardy	Lombardia
London	London
Long Beach	Long Beach, California
Long Island	Long Island
Lord's Prayer	Doa Bapa Kami
Lorraine (region)	Lorraine
Los Angeles	Los Angeles
Lot (department)	Lot (departemen)
Loudspeaker	Pengeras suara
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louisiana	Louisiana
Louisiana	Kategori:Louisiana
Louisville	Louisville, Kentucky
Louvre	Museum Louvre
Love	Cinta
Lower Saxony	Niedersachsen
Luanda	Luanda
Lublin	Lublin
Luciano Pavarotti	Luciano Pavarotti
Ludwig Boltzmann	Ludwig Boltzmann
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lunar eclipse	Gerhana bulan
Lund	Lund
Lung	Paru-paru
Lung cancer	Kanker paru-paru
Lupus (constellation)	Lupus
Lusaka	Lusaka
Lusitania	Lusitania
Lutetium	Lutesium
Luxembourg	Luksemburg
Luxembourg	Kategori:Luksemburg
Luxembourg (city)	Kota Luksemburg
Luxor	Luxor
Luzon	Luzon
Lydia	Lydia
Lymphatic system	Sistem limfatik
Lynx (constellation)	Lynx (rasi bintang)
Lyon	Lyon
Lyra	Lyra
Lysine	Lisin
Lysosome	Lisosom
M-theory	Teori-M
MESSENGER	MESSENGER
MIME	MIME
MS-DOS	MS-DOS
Macau	Makau
Macbeth	Macbeth
Macedon	Kekaisaran Makedonia
Mach number	Mach
Machine	Mesin
Machine code	Bahasa mesin
Machine gun	Senapan mesin
Machine translation	Terjemahan mesin
Machu Picchu	Machu Picchu
Macintosh	Macintosh
Macroeconomics	Ekonomi makro
Macroeconomics	Kategori:Ekonomi makro
Madagascar	Madagaskar
Madagascar	Kategori:Madagaskar
Madeira	Kepulauan Madeira
Madison	Madison, Wisconsin
Madonna (entertainer)	Madonna (penyanyi)
Madrid	Madrid
Madrid (autonomous community)	Madrid (wilayah otonomi)
Mafia	Mafia
Magazine	Majalah
Magenta	Magenta
Magic (paranormal)	Sihir
Maginot Line	Garis Maginot
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnesium
Magnet	Magnet
Magnetic field	Medan Magnet
Magnetism	Magnetisme
Magnetism	Kategori:Magnetisme
Magnifying glass	Lup
Magnoliopsida	Kategori:Magnoliopsida
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Mail	Pos
Maimonides	Moses Maimonides
Main	Sungai Main
Main	Templat:Main
Maine	Maine
Maine	Kategori:Maine
Mainframe computer	Mainframe (komputer)
Maitreya	Maitreya
Maize	Jagung
Major	Mayor
Major scale	Tangga nada mayor
Majorca	Mallorca
Malabo	Malabo
Malaria	Malaria
Malawi	Kategori:Malawi
Malay Peninsula	Semenanjung Melayu
Malaysia	Malaysia
Malaysia	Kategori:Malaysia
Malcolm X	Malcolm X
Maldives	Maladewa
Maldives	Kategori:Maladewa
Mali	Mali
Mali	Kategori:Mali
Malta	Malta
Malta	Kategori:Malta
Maltese language	Bahasa Malta
Malvaceae	Malvaceae
Mammal	Binatang menyusui
Mammoth	Mamut
Management	Manajemen
Managua	Managua
Manama	Al-Manamah
Manatee	Manatee
Manchester	Manchester
Manchuria	Manchuria
Mandala	Mandala
Mandarin (linguistics)	Bahasa Mandarin
Manganese	Mangan
Mango	Mangga
Mangrove	Hutan bakau
Manhattan	Manhattan
Manhattan Project	Proyek Manhattan
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Mannerism	Mannerisme
Mannheim	Mannheim
Mantua	Mantova
Manuscript	Naskah
Mao Zedong	Mao Zedong
Maoism	Maoisme
Map	Peta
Maputo	Maputo
Marathon	Maraton
Marble	Marmer
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
March	Maret
March 17	17 Maret
March 19	19 Maret
March 2	2 Maret
March 25	25 Maret
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Junius Brutus	Marcus Junius Brutus
Marduk	Marduk
Margaret Mead	Margaret Mead
Margaret Mitchell	Margaret Mitchell
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Marie Antoinette	Marie Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mark Twain	Mark Twain
Market	Pasar
Marketing	Pemasaran
Marketing	Kategori:Pemasaran
Markup language	Bahasa markah
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Marquis de Sade
Marrakech	Marrakesh
Marriage	Pernikahan
Mars	Kategori:Mars
Marseille	Marseille
Marshall Islands	Kepulauan Marshall
Marshall Islands	Kategori:Kepulauan Marshall
Marsupial	Marsupial
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King, Jr.
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martinique	Martinique
Martyr	Syahid
Marx Brothers	Marx Brothers
Marxism	Marxisme
Marxism	Kategori:Marxisme
Mary (mother of Jesus)	Maria
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Maryland	Kategori:Maryland
Maseru	Maseru
Mashhad	Masyhad
Mass	Massa
Mass (liturgy)	Misa
Massachusetts	Massachusetts
Massachusetts	Kategori:Massachusetts
Massachusetts Institute of Technology	Institut Teknologi Massachusetts
Masturbation	Masturbasi
Mata Hari	Mata Hari
Match	Korek api
Materialism	Materialisme
Mathematical logic	Logika matematika
Mathematical logic	Kategori:Logika matematika
Mathematical proof	Pembuktian Matematika
Mathematics	Matematika
Mathematics	Kategori:Matematika
Mathematics	Portal:Matematika
Matrix (mathematics)	Matriks (matematika)
Matter	Materi
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Maundy Thursday	Kamis Putih
Mauritania	Mauritania
Mauritania	Kategori:Mauritania
Mauritius	Mauritius
Mauritius	Kategori:Mauritius
Max Born	Max Born
Max Planck	Max Planck
Max Weber	Max Weber
May	Mei
May 1	1 Mei
May 24	24 Mei
Mayenne	Mayenne
Mayonnaise	Mayones
Mayor	Walikota
Mbabane	Mbabane
Mead	Mead
Measles	Demam Campak
Measurement	Kategori:Pengukuran
Measurement	Pengukuran
Meat	Daging
Mecca	Mekkah
Mechanical engineering	Teknik mesin
Mechanical engineering	Kategori:Teknik mesin
Mechanics	Kategori:Mekanika
Mechanics	Mekanika
Medicine	Kedokteran
Medicine	Kategori:Kedokteran
Medina	Madinah
Mediterranean Sea	Laut Tengah
Megabyte	Megabita
Meiosis	Meiosis
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanesia
Melting point	Titik lebur
Memory	Ingatan
Memphis	Memphis, Tennessee
Menachem Begin	Menachem Begin
Meningitis	Meningitis
Menstrual cycle	Menstruasi
Menstruation	Menstruasi
Mental disorder	Penyakit mental
Mentha	Mentha
Mercantilism	Merkantilisme
Mercenary	Tentara bayaran
Mercury (element)	Raksa
Mercury (planet)	Merkurius
Meridian (geography)	Meridian (geografi)
Meritocracy	Meritokrasi
Mermaid	Ikan duyung
Meryl Streep	Meryl Streep
Mesopotamia	Mesopotamia
Mesopotamia	Kategori:Mesopotamia
Mesosphere	Mesosfer
Mesozoic	Mesozoikum
Messenger RNA	MRNA
Messiah	Mesias
Messina	Messina
Metabolism	Metabolisme
Metadata	Metadata
Metal	Logam
Metalloid	Metaloid
Metallurgy	Metalurgi
Metamorphic rock	Batuan metamorf
Metaphysics	Metafisika
Metaphysics	Kategori:Metafisika
Metastasis	Metastasis
Meteor shower	Hujan meteor
Meteorite	Meteorit
Meteoroid	Meteoroid
Meteorology	Kategori:Meteorologi
Meteorology	Meteorologi
Methanol	Metanol
Methionine	Metionin
Methodism	Gereja Methodis
Methylenedioxymethamphetamine	Metilendioksimetamfetamin
Metre	Meter
Meuse	Meuse
Mexico	Meksiko
Mexico	Kategori:Meksiko
Mexico City	Ciudad de México
Miami	Miami, Florida
Michael (archangel)	Malaikat Mikail
Michael Faraday	Michael Faraday
Michel Ney	Michel Ney
Michelangelo	Michaelangelo Buonarroti
Michigan	Michigan
Michigan	Kategori:Michigan
Mick Jagger	Mick Jagger
Mickey Mouse	Miki Tikus
Microbiology	Mikrobiologi
Microbiology	Kategori:Mikrobiologi
Microeconomics	Ekonomi mikro
Microeconomics	Kategori:Ekonomi mikro
Micronesia	Mikronesia
Microorganism	Mikroorganisme
Microphone	Mikropon
Microprocessor	Mikroprosesor
Microscope	Mikroskop
Microwave	Gelombang mikro
Microwave oven	Oven microwave
Middle Ages	Abad Pertengahan
Middle Ages	Kategori:Abad Pertengahan
Middle East	Timur Tengah
Middle East	Kategori:Timur Tengah
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mikhail Bakunin	Mikhail Bakunin
Mikhail Gorbachev	Mikhail Gorbachev
Milan	Milano
Mile	Mil
Miles Davis	Miles Davis
Military	Kategori:Militer
Milk	Susu
Milky Way	Bima Sakti
Millard Fillmore	Millard Fillmore
Millennium	Milenium
Million	Satu juta
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee, Wisconsin
Mindanao	Mindanao
Mineral	Mineral
Mineralogy	Mineralogi
Mineralogy	Kategori:Mineralogi
Ming Dynasty	Dinasti Ming
Mining	Pertambangan
Minister (government)	Menteri Departemen
Minneapolis	Minneapolis
Minnesota	Minnesota
Minnesota	Kategori:Minnesota
Minor scale	Tangga nada minor
Minotaur	Minotaurus
Minsk	Minsk
Minute	Menit
Miocene	Miosen
Miracle	Mujizat
Mirror	Cermin
Mishnah	Mishnah
Mississippi	Kategori:Mississippi
Mississippi River	Sungai Mississippi
Missouri	Missouri
Missouri	Kategori:Missouri
Missouri River	Sungai Missouri
Mitochondrion	Mitokondria
Mobile phone	Telepon genggam
Modem	Modem
Modernism	Modernisme
Modulation	Modulasi
Mogadishu	Mogadishu
Mold	Kapang
Moldova	Moldova
Moldova	Kategori:Moldavia
Mole (unit)	Mol
Molecular biology	Biologi molekular
Molecular biology	Kategori:Biologi molekular
Molecule	Molekul
Molise	Molise
Mollusca	Mollusca
Molotov cocktail	Bom Molotov
Molybdenum	Molibdenum
Mombasa	Mombasa
Momentum	Momentum
Monaco	Monako
Monaco	Kategori:Monako
Monarch	Monark
Monarchy	Monark
Monarchy	Kategori:Monarki
Monday	Senin
Money	Uang
Mongolia	Mongolia
Mongolia	Kategori:Mongolia
Monism	Monisme
Monomer	Monomer
Monopoly	Pasar monopoli
Monopoly (game)	Monopoli (permainan)
Monosaccharide	Monosakarida
Monosodium glutamate	Mononatrium glutamat
Monotheism	Monoteisme
Monotreme	Monotremata
Monrovia	Monrovia
Mons	Mons, Belgia
Monsoon	Muson
Mont Blanc	Mont Blanc
Montana	Montana
Montana	Kategori:Montana
Monte Carlo	Monte Carlo
Montenegro	Montenegro
Montenegro	Kategori:Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery	Montgomery, Alabama
Month	Bulan (penanggalan)
Montpelier	Montpelier, Vermont
Montreal	Montreal
Montserrat	Montserrat
Moon	Bulan
Morality	Moral
Moravia	Moravia
Morocco	Maroko
Morocco	Kategori:Maroko
Morphine	Morfin
Morphology	Morfologi
Morphology (linguistics)	Morfologi (linguistik)
Morse code	Kode Morse
Mortar (weapon)	Mortir
Moscow	Moskwa
Moscow	Kategori:Moskwa
Moselle	Moselle (departemen)
Moses	Musa
Moshe Dayan	Moshe Dayan
Mosque	Masjid
Mosquito	Nyamuk
Moss	Tumbuhan lumut
Mossad	Mossad
Mosul	Mosul
Mother Teresa	Bunda Teresa
Mother's Day	Hari Ibu
Motorcycle	Sepeda motor
Motto	Motto
Mount Ararat	Ararat
Mount Etna	Etna
Mount Everest	Gunung Everest
Mount Fuji	Gunung Fuji
Mount Kilimanjaro	Kilimanjaro
Mount Olympus	Gunung Olympus
Mount Pinatubo	Gunung Pinatubo
Mount St. Helens	Gunung St. Helens
Mount Vesuvius	Gunung Vesuvius
Mountain	Gunung
Mountain bike	Sepeda gunung
Mouse (computing)	Tetikus
Mozambique	Mozambik
Mozambique	Kategori:Mozambik
Muezzin	Mu'azzin
Muhammad	Muhammad
Muhammad Ali	Muhammad Ali
Mulberry	Bebesaran
Mule	Bagal
Multimedia	Multimedia
Multiple sclerosis	Sklerosis ganda
Mumbai	Mumbai
Mummy	Mumi
Munich	München
Municipality	Kotamadya
Muon	Muon
Murmansk	Murmansk
Murphy's law	Hukum Murphy
Muscat	Muskat
Muscle	Otot
Museum	Museum
Music	Musik
Music	Kategori:Musik
Musical Instrument Digital Interface	MIDI
Musical instrument	Alat musik
Musical scale	Tangga nada
Musician	Musikus
Musket	Musket
Mutation	Mutasi
Mute Swan	Angsa Putih
Myanmar	Kategori:Myanmar
Mycology	Mikologi
Mycology	Kategori:Mikologi
Myocardial infarction	Serangan jantung
Myth	Mitos
Mythology	Mitologi
Mythology	Kategori:Mitologi
N'Djamena	N'Djamena
NASDAQ	NASDAQ
NATO	NATO
NATO	Kategori:NATO
Nadine Gordimer	Nadine Gordimer
Nagasaki	Nagasaki
Nagoya	Nagoya
Nahuatl	Bahasa Nahuatl
Nail (anatomy)	Kuku
Nail (fastener)	Paku
Nairobi	Nairobi
Namib Desert	Gurun Namib
Namibia	Namibia
Namibia	Kategori:Namibia
Namur (city)	Namur (kota)
Nancy	Nancy
Nanjing	Nanjing
Nanotechnology	Nanoteknologi
Nantes	Nantes
Naples	Napoli
Napoleonic Wars	Perang Napoleon
Nashville	Nashville, Tennessee
Nassau	Nassau, Bahama
Nathaniel Hawthorne	Nathaniel Hawthorne
Nation	Bangsa
National Security Agency	National Security Agency
National anthem	Lagu kebangsaan
National park	Taman nasional
Nationalism	Nasionalisme
Natural gas	Gas alam
Natural number	Bilangan asli
Natural science	Ilmu alam
Natural selection	Seleksi alam
Nature	Alam
Nature	Kategori:Alam
Nauru	Nauru
Nauru	Kategori:Nauru
Nautical mile	Mil laut
Navigation	Kategori:Navigasi
Navigation	Navigasi
Navy	Angkatan laut
Nazareth	Nazaret
Nazi Germany	Jerman Nazi
Nazi Germany	Kategori:Jerman Nazi
Nazi Party	Nationalsozialistische Deutsche Arbeiterpartei
Nazism	Kategori:Nazi
Nebraska	Nebraska
Nebraska	Kategori:Nebraska
Nebula	Nebula
Necktie	Dasi
Nefertiti	Nefertiti
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Neodymium	Neodimium
Neolithic	Neolitikum
Neologism	Neologisme
Neon	Neon
Nepal	Nepal
Nepal	Kategori:Nepal
Neptune	Neptunus
Neptunium	Neptunium
Nero	Nero
Nervous system	Sistem saraf
Nervous system	Kategori:Sistem saraf
Nest	Sarang
Nestorianism	Nestorianisme
Netherlands	Belanda
Netherlands	Kategori:Belanda
Netherlands Antilles	Antillen Belanda
Network topology	Topologi jaringan
Neurology	Neurologi
Neurology	Kategori:Neurologi
Neuron	Sel saraf
Neutrino	Neutrino
Neutron	Neutron
Nevada	Nevada
Nevada	Kategori:Nevada
Neville Chamberlain	Arthur Neville Chamberlain
New Brunswick	New Brunswick
New Caledonia	Kaledonia Baru
New Delhi	New Delhi
New England	New England
New Guinea	Pulau Irian
New Hampshire	New Hampshire
New Hampshire	Kategori:New Hampshire
New Jersey	New Jersey
New Jersey	Kategori:New Jersey
New Mexico	New Mexico
New Mexico	Kategori:New Mexico
New Orleans	New Orleans
New South Wales	New South Wales
New Testament	Perjanjian Baru
New World	Dunia Baru
New Year	Tahun Baru
New York	New York
New York	Kategori:New York
New York City	New York City
New York City	Kategori:New York City
New York Stock Exchange	NYSE
New Zealand	Selandia Baru
New Zealand	Kategori:Selandia Baru
Newark	Newark, New Jersey
Newfoundland (island)	Newfoundland
Newfoundland and Labrador	Newfoundland dan Labrador
Newport	Newport
Newton	Newton
Niagara Falls	Niagara
Niamey	Niamey
Nicaragua	Nikaragua
Nicaragua	Kategori:Nikaragua
Nice	Nice
Nicene Creed	Doa Syahadat Nicea
Nicholas	Petrović Njegoš
Nickel	Nikel
Nicolas Poussin	Nicolas Poussin
Nicolaus Copernicus	Nikolaus Kopernikus
Nicosia	Nikosia
Nicotine	Nikotin
Niels Bohr	Niels Bohr
Niger	Niger
Niger	Kategori:Niger
Niger River	Sungai Niger
Nigeria	Nigeria
Nigeria	Kategori:Nigeria
Night	Malam
Nihilism	Nihilisme
Nijmegen	Nijmegen
Nike	Nike, Inc.
Nikita Khrushchev	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nile	Sungai Nil
Nile crocodile	Buaya sungai Nil
Ninja	Ninja
Niobium	Niobium
Nirvana	Nirwana
Nitric acid	Asam nitrat
Nitrogen	Nitrogen
Nitroglycerin	Nitrogliserin
Noah	Nuh
Noam Chomsky	Noam Chomsky
Nobel Prize	Penghargaan Nobel
Nobel Prize	Kategori:Penghargaan Nobel
Nobility	Bangsawan
Nobility	Kategori:Bangsawan
Noble gas	Gas mulia
Nomad	Nomaden
Nonmetal	Nonlogam
Norfolk	Norfolk
Norfolk Island	Pulau Norfolk
Norma (constellation)	Norma (rasi bintang)
Normal distribution	Distribusi normal
Normandy	Normandia
Norse mythology	Mitologi Nordik
Norse mythology	Kategori:Mitologi Nordik
North	Utara
North Africa	Afrika Utara
North America	Amerika Utara
North America	Kategori:Amerika Utara
North Carolina	North Carolina
North Dakota	North Dakota
North Dakota	Kategori:Dakota Utara
North Island	Pulau Utara
North Korea	Korea Utara
North Korea	Kategori:Korea Utara
North Pole	Kutub Utara
North Sea	Laut Utara
North Yorkshire	North Yorkshire
Northern Europe	Eropa Utara
Northern Hemisphere	Belahan utara
Northern Ireland	Irlandia Utara
Northern Ireland	Kategori:Irlandia Utara
Northern Mariana Islands	Kepulauan Mariana Utara
Northern Territory	Teritorial Utara
Northwest Territories	Northwest Territories
Norway	Norwegia
Norway	Kategori:Norwegia
Norwegian Sea	Laut Norwegia
Norwegian krone	Krona Norwegia
Nose	Hidung
Nostradamus	Nostradamus
Nouakchott	Nouakchott
Noun	Nomina
Nova Scotia	Nova Scotia
Novel	Novel
November	November
November 1	1 November
November 11	11 November
November 2	2 November
November 5	5 November
Novial	Bahasa Novial
Novosibirsk	Novosibirsk
Nu (letter)	Nu (huruf Yunani)
Nuclear fusion	Fusi nuklir
Nuclear physics	Kategori:Fisika nuklir
Nuclear power	Daya nuklir
Nuclear weapon	Senjata nuklir
Nucleic acid	Asam nukleat
Nucleotide	Nukleotida
Number	Bilangan
Numbers	Kategori:Angka
Nunavut	Nunavut
Nuremberg	Nürnberg
Nut (fruit)	Kacang
Nutmeg	Pala
Nutrition	Kategori:Nutrisi
Nymph	Nymph
OPEC	Organisasi Negara-negara Pengekspor Minyak Bumi
Oahu	Oahu
Oak	Ek
Oakland	Oakland, California
Oasis	Oasis
Oat	Haver
Oaxaca	Oaxaca (negara bagian)
Obesity	Obesitas
Object-oriented programming	Pemrograman Berorientasi Objek
Oboe	Obo
Observatory	Observatorium
Occam's razor	Pisau Ockham
Ocean	Samudra
Oceania	Oseania
Oceania	Kategori:Oseania
Oceanography	Oseanografi
Oceanography	Kategori:Oseanografi
Oceanus	Oceanus
Octal	Oktal
Octave	Oktaf
October	Oktober
October 12	12 Oktober
October 24	24 Oktober
October Revolution	Revolusi Oktober
Oder River	Sungai Oder
Odessa	Odessa
Odin	Odin
Odyssey	Odyssey
Offside (football)	Offside (sepak bola)
Ohio	Ohio
Ohio	Kategori:Ohio
Ohm	Ohm
Oil	Minyak
Oil (disambiguation)	Minyak
Okapi	Okapi
Oklahoma	Oklahoma
Oklahoma	Kategori:Oklahoma
Oklahoma City	Oklahoma City, Oklahoma
Oktoberfest	Oktoberfest
Old Testament	Perjanjian Lama
Oligarchy	Oligarki
Oligocene	Oligosen
Oligopoly	Oligopoli
Olive	Zaitun
Olive oil	Minyak zaitun
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olympia	Olympia, Washington
Olympic Games	Olimpiade
Olympics	Kategori:Olimpiade
Omaha	Omaha, Nebraska
Oman	Oman
Oman	Kategori:Oman
Omega	Omega
Omicron	Omikron
Omsk	Omsk
Oncology	Kategori:Onkologi
Onion	Bawang Bombay
Onomastics	Onomastik
Ontario	Ontario
Ontario	Kategori:Ontario
Ontology	Ontologi
Oort cloud	Awan Oort
Opel	Opel
Opera	Opera
Opera (Internet suite)	Opera (perangkat lunak)
Operating system	Sistem operasi
Ophiuchus	Ophiuchus
Opium	Opium
Optical fiber	Serat optik
Optical illusion	Ilusi optis
Optics	Optik
Optics	Kategori:Optik
Optimization (mathematics)	Optimisasi
Oral sex	Seks oral
Orange (colour)	Jingga
Orange (fruit)	Jeruk manis
Orangutan	Orang utan
Orbit	Orbit
Orchidaceae	Orchidaceae
Order (biology)	Ordo (biologi)
Order of Saint Benedict	Benediktin
Ordovician	Ordovisium
Oregano	Oregano
Oregon	Oregon
Oregon	Kategori:Oregon
Organ (anatomy)	Organ (anatomi)
Organ (music)	Organ (alat musik)
Organelle	Organel
Organic chemistry	Kimia organik
Organic chemistry	Kategori:Kimia organik
Organic compound	Senyawa organik
Organism	Organisme
Organization	Organisasi
Organization of American States	Organisasi Negara-negara Amerika
Orgasm	Orgasme
Origami	Origami
Origen	Origenes
Original sin	Dosa Asal
Orinoco	Sungai Orinoko
Orion (constellation)	Orion
Orlando	Orlando, Florida
Ornithology	Ornitologi
Ornithology	Kategori:Ornitologi
Orson Welles	Orson Welles
Osaka	Osaka
Osama bin Laden	Usamah bin Ladin
Oscar Wilde	Oscar Wilde
Oscillation	Osilasi
Osiris	Osiris
Oslo	Oslo
Osman I	Osman I
Osmium	Osmium
Osprey	Elang Tiram
Osteoporosis	Osteoporosis
Ostrava	Ostrava
Ostrich	Burung unta
Othello	Othello
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otto von Bismarck	Otto von Bismarck
Ottoman Empire	Kesultanan Utsmaniyah
Ottoman Empire	Kategori:Kesultanan Utsmaniyah
Ovary	Ovarium
Ovid	Ovid
Oviedo	Oviedo
Ovum	Sel telur
Owl	Burung Hantu
Oxford	Oxford
Oxidation state	Bilangan oksidasi
Oxide	Oksida
Oxygen	Oksigen
Oxytocin	Oksitosin
Ozone	Ozon
Ozone layer	Lapisan ozon
PAL	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Pacific Ocean	Samudra Pasifik
Pacific Ocean	Kategori:Samudra Pasifik
Pacifism	Pasifisme
Padua	Padova
Paganism	Paganisme
Pakistan	Pakistan
Pakistan	Kategori:Pakistan
Palace of Versailles	Istana Versailles
Palau	Palau
Palau	Kategori:Palau
Paleocene	Paleosen
Paleolithic	Paleolitik
Paleontology	Paleontologi
Paleontology	Kategori:Paleontologi
Paleozoic	Paleozoikum
Palermo	Palermo
Palestine	Palestina
Palestine	Kategori:Palestina
Palestine Liberation Organization	Organisasi Pembebasan Palestina
Palestinian National Authority	Otoritas Nasional Palestina
Pali	Bahasa Pali
Palindrome	Palindrom
Palladium	Paladium
Palm Sunday	Minggu Palma
Pan (mythology)	Pan
Panama	Panama
Panama	Kategori:Panama
Panama Canal	Terusan Panama
Pancreas	Pankreas
Pangaea	Pangea
Pantheism	Panteisme
Panthera	Panthera
Papal States	Negara-negara Kepausan
Papua New Guinea	Papua Nugini
Papua New Guinea	Kategori:Papua Nugini
Papyrus	Papirus
Parabola	Parabola
Paracelsus	Paracelsus
Parachute	Parasut
Paradox	Paradoks
Paraguay	Paraguay
Paraguay	Kategori:Paraguay
Parallax	Paralaks
Parallelogram	Jajar Genjang
Paramaribo	Paramaribo
Paranoia	Paranoia
Parasitism	Parasitisme
Paris	Paris
Paris	Kategori:Paris
Parkinson's disease	Penyakit Parkinson
Parliament	Parlemen
Parsec	Parsec
Parsley	Peterseli
Parthenon	Parthenon
Parthia	Parthia
Particle physics	Fisika partikel
Particle physics	Kategori:Fisika partikel
Parvati	Parwati
Pascal (programming language)	Pascal (bahasa pemrograman)
Pascal (unit)	Pascal (satuan)
Passerine	Burung pengicau
Passover	Pesakh
Passport	Paspor
Password	Kata sandi
Pasteurization	Pasteurisasi
Patent	Paten
Pathology	Patologi
Patras	Patras
Patriarch	Patriark
